VariableName,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
7141305,7041,3,5,{59003=9;gold=930000;501=1;57041=9},210,,,1,1650,7,328,8,328,9,228,10,228,,,,,
7141306,7041,3,6,{59003=9;gold=1020000;501=1;57041=9},210,,,1,1666,7,331,8,331,9,231,10,231,,,,,
7141307,7041,3,7,{59003=10;gold=1130000;501=2;2152=1;57041=10},210,,,1,1682,7,335,8,335,9,233,10,233,,,,,
7141308,7041,3,8,{231=1;gold=1220000;59003=10;501=2;57041=10;221=1},210,,,1,1697,7,338,8,338,9,235,10,235,,,79002,,{star=9;goodFeel=180;advance=15;zawakeStage=208}
7141401,7041,4,1,{59003=9;gold=800000;501=1;57041=9},240,,,1,1719,7,342,8,342,9,238,10,238,,,,,
7141402,7041,4,2,{59003=9;gold=930000;501=1;57041=9},240,,,1,1736,7,345,8,345,9,240,10,240,,,,,
7141403,7041,4,3,{59003=10;gold=1080000;501=2;57041=10},240,,,1,1753,7,349,8,349,9,243,10,243,,,,,
7141404,7041,4,4,{59003=10;gold=1220000;501=2;57041=10},240,,,1,1770,7,352,8,352,9,245,10,245,<0>,{14=300;16=300},,,
7141405,7041,4,5,{59003=11;gold=1400000;501=2;57041=11},240,,,1,1787,7,356,8,356,9,247,10,247,,,,,
7141406,7041,4,6,{59003=11;gold=1530000;501=2;2152=1;57041=11},240,,,1,1805,7,359,8,359,9,250,10,250,<0>,{91=300},,,
7141407,7041,4,7,{59003=12;gold=1700000;501=2;2152=1;57041=12},240,,,1,1822,7,362,8,362,9,252,10,252,,,,,
7141408,7041,4,8,{59003=12;gold=1830000;201=1;211=1;57041=12},240,,,1,1839,7,366,8,366,9,255,10,255,,,79004,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12}
7141501,7041,5,1,{59003=10;gold=1200000;521=2;501=2;57041=10},300,,,1,1851,7,368,8,368,9,256,10,256,,,,,
7141502,7041,5,2,{59003=10;gold=1400000;521=2;501=2;57041=10},300,,,1,1869,7,372,8,372,9,259,10,259,,,,,
7141503,7041,5,3,{59003=11;gold=1620000;521=2;501=2;57041=11},300,,,1,1888,7,376,8,376,9,261,10,261,,,,,
7141504,7041,5,4,{59003=11;gold=1830000;521=2;501=2;57041=11},300,,,1,1906,7,379,8,379,9,264,10,264,<6;10>,{14=500;16=500},,,
7141505,7041,5,5,{59003=12;gold=2100000;521=2;501=2;57041=12},300,,,1,1925,7,383,8,383,9,266,10,266,,,,,
7141506,7041,5,6,{59003=12;gold=2300000;521=3;501=3;57041=12},300,,,1,1943,7,387,8,387,9,269,10,269,,,,,
7141507,7041,5,7,{59003=13;gold=2550000;521=3;501=3;57041=13},300,,,1,1962,7,390,8,390,9,272,10,272,,,,,
7141508,7041,5,8,{231=1;gold=2750000;59003=13;57041=13;221=1},300,,,1,1980,7,394,8,394,9,274,10,274,<0>,{22=300;23=300},,,
7141601,7041,6,1,{59003=11;gold=1800000;521=2;501=2;57041=11},375,,,1,1983,7,395,8,395,9,275,10,275,,,,,
7141602,7041,6,2,{59003=11;gold=2100000;521=2;501=2;57041=11},375,,,1,2003,7,398,8,398,9,277,10,277,,,,,
7141603,7041,6,3,{59003=12;gold=2430000;521=3;501=2;57041=12},375,,,1,2023,7,402,8,402,9,280,10,280,,,,,
7141604,7041,6,4,{59003=12;gold=2750000;521=3;501=2;57041=12},375,,,1,2042,7,406,8,406,9,283,10,283,<13>,{22=800;23=800},,,
7141605,7041,6,5,{59003=13;gold=3150000;521=3;501=3;57041=13},375,,,1,2062,7,410,8,410,9,285,10,285,,,,,
7141606,7041,6,6,{59003=13;gold=3450000;521=3;501=3;57041=13},375,,,1,2082,7,414,8,414,9,288,10,288,<0>,{13=3%},,,
7141607,7041,6,7,{59003=14;211=1;gold=3830000;201=1;2153=1;57041=14},375,,,1,2102,7,418,8,418,9,291,10,291,,,,,
7141608,7041,6,8,{59003=14;501=6;gold=4130000;521=8;2153=1;57041=14},375,,,1,2122,7,422,8,422,9,294,10,294,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=6;equipStarSum=18}
7141701,7041,7,1,{59003=22;gold=2700000;521=2;501=2},330,,,1,2115,7,421,8,421,9,293,10,293,,,,,
7141702,7041,7,2,{59003=22;gold=3150000;521=2;501=2},330,,,1,2136,7,425,8,425,9,296,10,296,,,,,
7141703,7041,7,3,{59003=23;gold=3650000;521=2;501=2},330,,,1,2158,7,429,8,429,9,299,10,299,,,,,
7141704,7041,7,4,{59003=23;gold=4130000;521=2;501=2},330,,,1,2179,7,433,8,433,9,302,10,302,<0>,{25=300;24=300},,,
7141705,7041,7,5,{59003=25;gold=4730000;521=2;501=2},330,,,1,2200,7,438,8,438,9,305,10,305,,,,,
7141706,7041,7,6,{59003=25;gold=5180000;521=3;501=3},330,,,1,2221,7,442,8,442,9,307,10,307,,,,,
7141707,7041,7,7,{59003=27;gold=5750000;521=3;501=3},330,,,1,2242,7,446,8,446,9,310,10,310,,,,,
7141708,7041,7,8,{59003=27;gold=6200000;231=1;221=1},330,,,1,2263,7,450,8,450,9,313,10,313,<0>,{22=500;23=500},,,
7141801,7041,8,1,{59003=23;gold=4050000;521=2;501=2},405,,,1,2247,7,447,8,447,9,311,10,311,,,,,
7141802,7041,8,2,{59003=23;gold=4730000;521=2;501=2},405,,,1,2270,7,452,8,452,9,314,10,314,,,,,
7141803,7041,8,3,{59003=24;gold=5480000;521=3;501=2},405,,,1,2292,7,456,8,456,9,317,10,317,,,,,
7141804,7041,8,4,{59003=24;gold=6200000;521=3;501=2},405,,,1,2315,7,461,8,461,9,320,10,320,<0>,{97=300;96=300},,,
7141805,7041,8,5,{59003=26;gold=7100000;521=3;501=3},405,,,1,2337,7,465,8,465,9,324,10,324,,,,,
7141806,7041,8,6,{59003=26;gold=7770000;521=3;501=3},405,,,1,2360,7,469,8,469,9,327,10,327,,,,,
7141807,7041,8,7,{59003=28;gold=8630000;201=1;2153=1;211=1},405,,,1,2382,7,474,8,474,9,330,10,330,,,,,
7141808,7041,8,8,{59003=28;gold=9300000;19=150;521=8;2153=1;501=6},405,,,1,2405,7,478,8,478,9,333,10,333,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=13;zawakeStage=708;nvalueSum=180;equipStarSum=20}
7151101,7051,1,1,{59003=4;57051=4;gold=230000},150,,,1,1322,7,263,8,263,9,183,10,183,,,,,
7151102,7051,1,2,{59003=4;57051=4;gold=270000},150,,,1,1335,7,266,8,266,9,185,10,185,,,,,
7151103,7051,1,3,{59003=5;57051=5;gold=320000},150,,,1,1348,7,268,8,268,9,187,10,187,,,,,
7151104,7051,1,4,{59003=5;57051=5;gold=360000},150,,,1,1362,7,271,8,271,9,188,10,188,<0>,{1=3%},,,
7151105,7051,1,5,{59003=6;57051=6;gold=410000},150,,,1,1375,7,274,8,274,9,190,10,190,,,,,
7151106,7051,1,6,{59003=6;57051=6;gold=450000;501=1},150,,,1,1388,7,276,8,276,9,192,10,192,,,,,
7151107,7051,1,7,{59003=7;57051=7;gold=500000;501=1},150,,,1,1401,7,279,8,279,9,194,10,194,,,,,
7151108,7051,1,8,{59003=7;57051=7;gold=540000;501=1},150,,,1,1415,7,281,8,281,9,196,10,196,<0>,{25=300;24=300},,,
7151201,7051,2,1,{59003=6;57051=6;gold=350000},180,,,1,1454,7,289,8,289,9,201,10,201,,,,,
7151202,7051,2,2,{59003=6;57051=6;gold=410000},180,,,1,1469,7,292,8,292,9,203,10,203,,,,,
7151203,7051,2,3,{59003=7;57051=7;gold=480000;501=1},180,,,1,1483,7,295,8,295,9,205,10,205,,,,,
7151204,7051,2,4,{59003=7;57051=7;gold=540000;501=1},180,,,1,1498,7,298,8,298,9,207,10,207,<0>,{7=3%;8=3%},,,
7151205,7051,2,5,{59003=8;57051=8;gold=620000;501=1},180,,,1,1512,7,301,8,301,9,209,10,209,,,,,
7151206,7051,2,6,{59003=8;57051=8;gold=680000;501=1},180,,,1,1527,7,304,8,304,9,211,10,211,,,,,
7151207,7051,2,7,{59003=9;57051=9;gold=750000;501=1},180,,,1,1541,7,307,8,307,9,213,10,213,,,,,
7151208,7051,2,8,{59003=9;57051=9;gold=810000},180,,,1,1556,7,310,8,310,9,215,10,215,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
7151301,7051,3,1,{59003=7;57051=7;gold=530000},210,,,1,1586,7,316,8,316,9,220,10,220,,,,,
7151302,7051,3,2,{59003=7;57051=7;gold=620000;501=1},210,,,1,1602,7,319,8,319,9,222,10,222,,,,,
7151303,7051,3,3,{59003=8;57051=8;gold=720000;501=1},210,,,1,1618,7,322,8,322,9,224,10,224,,,,,
7151304,7051,3,4,{59003=8;57051=8;gold=810000;501=1},210,,,1,1634,7,325,8,325,9,226,10,226,<2;12>,{25=500;24=500},,,
7151305,7051,3,5,{59003=9;57051=9;gold=930000;501=1},210,,,1,1650,7,328,8,328,9,228,10,228,,,,,
7151306,7051,3,6,{59003=9;57051=9;gold=1020000;501=1},210,,,1,1666,7,331,8,331,9,231,10,231,,,,,
7151307,7051,3,7,{59003=10;57051=10;gold=1130000;2152=1;501=2},210,,,1,1682,7,335,8,335,9,233,10,233,,,,,
7151308,7051,3,8,{231=1;57051=10;gold=1220000;501=2;59003=10;221=1},210,,,1,1697,7,338,8,338,9,235,10,235,,,79002,,{star=9;goodFeel=180;advance=15;zawakeStage=208}
7151401,7051,4,1,{59003=9;57051=9;gold=800000;501=1},240,,,1,1719,7,342,8,342,9,238,10,238,,,,,
7151402,7051,4,2,{59003=9;57051=9;gold=930000;501=1},240,,,1,1736,7,345,8,345,9,240,10,240,,,,,
7151403,7051,4,3,{59003=10;57051=10;gold=1080000;501=2},240,,,1,1753,7,349,8,349,9,243,10,243,,,,,
7151404,7051,4,4,{59003=10;57051=10;gold=1220000;501=2},240,,,1,1770,7,352,8,352,9,245,10,245,<0>,{14=300;16=300},,,
7151405,7051,4,5,{59003=11;57051=11;gold=1400000;501=2},240,,,1,1787,7,356,8,356,9,247,10,247,,,,,
7151406,7051,4,6,{59003=11;57051=11;gold=1530000;2152=1;501=2},240,,,1,1805,7,359,8,359,9,250,10,250,<0>,{91=300},,,
7151407,7051,4,7,{59003=12;57051=12;gold=1700000;2152=1;501=2},240,,,1,1822,7,362,8,362,9,252,10,252,,,,,
7151408,7051,4,8,{59003=12;57051=12;gold=1830000;201=1;211=1},240,,,1,1839,7,366,8,366,9,255,10,255,,,79004,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12}
7151501,7051,5,1,{59003=10;57051=10;gold=1200000;521=2;501=2},300,,,1,1851,7,368,8,368,9,256,10,256,,,,,
7151502,7051,5,2,{59003=10;57051=10;gold=1400000;521=2;501=2},300,,,1,1869,7,372,8,372,9,259,10,259,,,,,
7151503,7051,5,3,{59003=11;57051=11;gold=1620000;521=2;501=2},300,,,1,1888,7,376,8,376,9,261,10,261,,,,,
7151504,7051,5,4,{59003=11;57051=11;gold=1830000;521=2;501=2},300,,,1,1906,7,379,8,379,9,264,10,264,<6;10>,{14=500;16=500},,,
7151505,7051,5,5,{59003=12;57051=12;gold=2100000;521=2;501=2},300,,,1,1925,7,383,8,383,9,266,10,266,,,,,
7151506,7051,5,6,{59003=12;57051=12;gold=2300000;521=3;501=3},300,,,1,1943,7,387,8,387,9,269,10,269,,,,,
7151507,7051,5,7,{59003=13;57051=13;gold=2550000;521=3;501=3},300,,,1,1962,7,390,8,390,9,272,10,272,,,,,
7151508,7051,5,8,{231=1;57051=13;gold=2750000;59003=13;221=1},300,,,1,1980,7,394,8,394,9,274,10,274,<0>,{22=300;23=300},,,
7151601,7051,6,1,{59003=11;57051=11;gold=1800000;521=2;501=2},375,,,1,1983,7,395,8,395,9,275,10,275,,,,,
7151602,7051,6,2,{59003=11;57051=11;gold=2100000;521=2;501=2},375,,,1,2003,7,398,8,398,9,277,10,277,,,,,
7151603,7051,6,3,{59003=12;57051=12;gold=2430000;521=3;501=2},375,,,1,2023,7,402,8,402,9,280,10,280,,,,,
7151604,7051,6,4,{59003=12;57051=12;gold=2750000;521=3;501=2},375,,,1,2042,7,406,8,406,9,283,10,283,<13>,{22=800;23=800},,,
7151605,7051,6,5,{59003=13;57051=13;gold=3150000;521=3;501=3},375,,,1,2062,7,410,8,410,9,285,10,285,,,,,
7151606,7051,6,6,{59003=13;57051=13;gold=3450000;521=3;501=3},375,,,1,2082,7,414,8,414,9,288,10,288,<0>,{13=3%},,,
7151607,7051,6,7,{59003=14;57051=14;gold=3830000;201=1;2153=1;211=1},375,,,1,2102,7,418,8,418,9,291,10,291,,,,,
7151608,7051,6,8,{59003=14;57051=14;gold=4130000;521=8;2153=1;501=6},375,,,1,2122,7,422,8,422,9,294,10,294,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=6;equipStarSum=18}
7151701,7051,7,1,{59003=22;gold=2700000;521=2;501=2},330,,,1,2115,7,421,8,421,9,293,10,293,,,,,
7151702,7051,7,2,{59003=22;gold=3150000;521=2;501=2},330,,,1,2136,7,425,8,425,9,296,10,296,,,,,
7151703,7051,7,3,{59003=23;gold=3650000;521=2;501=2},330,,,1,2158,7,429,8,429,9,299,10,299,,,,,
7151704,7051,7,4,{59003=23;gold=4130000;521=2;501=2},330,,,1,2179,7,433,8,433,9,302,10,302,<0>,{25=300;24=300},,,
7151705,7051,7,5,{59003=25;gold=4730000;521=2;501=2},330,,,1,2200,7,438,8,438,9,305,10,305,,,,,
7151706,7051,7,6,{59003=25;gold=5180000;521=3;501=3},330,,,1,2221,7,442,8,442,9,307,10,307,,,,,
7151707,7051,7,7,{59003=27;gold=5750000;521=3;501=3},330,,,1,2242,7,446,8,446,9,310,10,310,,,,,
7151708,7051,7,8,{59003=27;gold=6200000;231=1;221=1},330,,,1,2263,7,450,8,450,9,313,10,313,<0>,{22=500;23=500},,,
7151801,7051,8,1,{59003=23;gold=4050000;521=2;501=2},405,,,1,2247,7,447,8,447,9,311,10,311,,,,,
7151802,7051,8,2,{59003=23;gold=4730000;521=2;501=2},405,,,1,2270,7,452,8,452,9,314,10,314,,,,,
7151803,7051,8,3,{59003=24;gold=5480000;521=3;501=2},405,,,1,2292,7,456,8,456,9,317,10,317,,,,,
7151804,7051,8,4,{59003=24;gold=6200000;521=3;501=2},405,,,1,2315,7,461,8,461,9,320,10,320,<0>,{97=300;96=300},,,
7151805,7051,8,5,{59003=26;gold=7100000;521=3;501=3},405,,,1,2337,7,465,8,465,9,324,10,324,,,,,
7151806,7051,8,6,{59003=26;gold=7770000;521=3;501=3},405,,,1,2360,7,469,8,469,9,327,10,327,,,,,
7151807,7051,8,7,{59003=28;gold=8630000;201=1;2153=1;211=1},405,,,1,2382,7,474,8,474,9,330,10,330,,,,,
7151808,7051,8,8,{59003=28;gold=9300000;19=150;521=8;2153=1;501=6},405,,,1,2405,7,478,8,478,9,333,10,333,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=13;zawakeStage=708;nvalueSum=180;equipStarSum=20}
7161101,7061,1,1,{59003=4;57061=4;gold=230000},150,,,1,1322,7,263,8,263,9,183,10,183,,,,,
7161102,7061,1,2,{59003=4;57061=4;gold=270000},150,,,1,1335,7,266,8,266,9,185,10,185,,,,,
7161103,7061,1,3,{59003=5;57061=5;gold=320000},150,,,1,1348,7,268,8,268,9,187,10,187,,,,,
7161104,7061,1,4,{59003=5;57061=5;gold=360000},150,,,1,1362,7,271,8,271,9,188,10,188,<0>,{1=3%},,,
7161105,7061,1,5,{59003=6;57061=6;gold=410000},150,,,1,1375,7,274,8,274,9,190,10,190,,,,,
7161106,7061,1,6,{59003=6;gold=450000;501=1;57061=6},150,,,1,1388,7,276,8,276,9,192,10,192,,,,,
7161107,7061,1,7,{59003=7;gold=500000;501=1;57061=7},150,,,1,1401,7,279,8,279,9,194,10,194,,,,,
7161108,7061,1,8,{59003=7;gold=540000;501=1;57061=7},150,,,1,1415,7,281,8,281,9,196,10,196,<0>,{25=300;24=300},,,
7161201,7061,2,1,{59003=6;57061=6;gold=350000},180,,,1,1454,7,289,8,289,9,201,10,201,,,,,
7161202,7061,2,2,{59003=6;57061=6;gold=410000},180,,,1,1469,7,292,8,292,9,203,10,203,,,,,
7161203,7061,2,3,{59003=7;gold=480000;501=1;57061=7},180,,,1,1483,7,295,8,295,9,205,10,205,,,,,
7161204,7061,2,4,{59003=7;gold=540000;501=1;57061=7},180,,,1,1498,7,298,8,298,9,207,10,207,<0>,{7=3%;8=3%},,,
7161205,7061,2,5,{59003=8;gold=620000;501=1;57061=8},180,,,1,1512,7,301,8,301,9,209,10,209,,,,,
7161206,7061,2,6,{59003=8;gold=680000;501=1;57061=8},180,,,1,1527,7,304,8,304,9,211,10,211,,,,,
7161207,7061,2,7,{59003=9;gold=750000;501=1;57061=9},180,,,1,1541,7,307,8,307,9,213,10,213,,,,,
7161208,7061,2,8,{59003=9;57061=9;gold=810000},180,,,1,1556,7,310,8,310,9,215,10,215,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
7161301,7061,3,1,{59003=7;57061=7;gold=530000},210,,,1,1586,7,316,8,316,9,220,10,220,,,,,
7161302,7061,3,2,{59003=7;gold=620000;501=1;57061=7},210,,,1,1602,7,319,8,319,9,222,10,222,,,,,
7161303,7061,3,3,{59003=8;gold=720000;501=1;57061=8},210,,,1,1618,7,322,8,322,9,224,10,224,,,,,
7161304,7061,3,4,{59003=8;gold=810000;501=1;57061=8},210,,,1,1634,7,325,8,325,9,226,10,226,<2;12>,{25=500;24=500},,,
7161305,7061,3,5,{59003=9;gold=930000;501=1;57061=9},210,,,1,1650,7,328,8,328,9,228,10,228,,,,,
7161306,7061,3,6,{59003=9;gold=1020000;501=1;57061=9},210,,,1,1666,7,331,8,331,9,231,10,231,,,,,
7161307,7061,3,7,{59003=10;gold=1130000;501=2;2152=1;57061=10},210,,,1,1682,7,335,8,335,9,233,10,233,,,,,
7161308,7061,3,8,{231=1;gold=1220000;59003=10;501=2;57061=10;221=1},210,,,1,1697,7,338,8,338,9,235,10,235,,,79002,,{star=9;goodFeel=180;advance=15;zawakeStage=208}
7161401,7061,4,1,{59003=9;gold=800000;501=1;57061=9},240,,,1,1719,7,342,8,342,9,238,10,238,,,,,
7161402,7061,4,2,{59003=9;gold=930000;501=1;57061=9},240,,,1,1736,7,345,8,345,9,240,10,240,,,,,
7161403,7061,4,3,{59003=10;gold=1080000;501=2;57061=10},240,,,1,1753,7,349,8,349,9,243,10,243,,,,,
7161404,7061,4,4,{59003=10;gold=1220000;501=2;57061=10},240,,,1,1770,7,352,8,352,9,245,10,245,<0>,{14=300;16=300},,,
7161405,7061,4,5,{59003=11;gold=1400000;501=2;57061=11},240,,,1,1787,7,356,8,356,9,247,10,247,,,,,
7161406,7061,4,6,{59003=11;gold=1530000;501=2;2152=1;57061=11},240,,,1,1805,7,359,8,359,9,250,10,250,<0>,{91=300},,,
7161407,7061,4,7,{59003=12;gold=1700000;501=2;2152=1;57061=12},240,,,1,1822,7,362,8,362,9,252,10,252,,,,,
7161408,7061,4,8,{59003=12;gold=1830000;201=1;211=1;57061=12},240,,,1,1839,7,366,8,366,9,255,10,255,,,79004,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12}
7161501,7061,5,1,{59003=10;gold=1200000;521=2;501=2;57061=10},300,,,1,1851,7,368,8,368,9,256,10,256,,,,,
7161502,7061,5,2,{59003=10;gold=1400000;521=2;501=2;57061=10},300,,,1,1869,7,372,8,372,9,259,10,259,,,,,
7161503,7061,5,3,{59003=11;gold=1620000;521=2;501=2;57061=11},300,,,1,1888,7,376,8,376,9,261,10,261,,,,,
7161504,7061,5,4,{59003=11;gold=1830000;521=2;501=2;57061=11},300,,,1,1906,7,379,8,379,9,264,10,264,<6;10>,{14=500;16=500},,,
7161505,7061,5,5,{59003=12;gold=2100000;521=2;501=2;57061=12},300,,,1,1925,7,383,8,383,9,266,10,266,,,,,
7161506,7061,5,6,{59003=12;gold=2300000;521=3;501=3;57061=12},300,,,1,1943,7,387,8,387,9,269,10,269,,,,,
7161507,7061,5,7,{59003=13;gold=2550000;521=3;501=3;57061=13},300,,,1,1962,7,390,8,390,9,272,10,272,,,,,
7161508,7061,5,8,{231=1;gold=2750000;59003=13;57061=13;221=1},300,,,1,1980,7,394,8,394,9,274,10,274,<0>,{22=300;23=300},,,
7161601,7061,6,1,{59003=11;gold=1800000;521=2;501=2;57061=11},375,,,1,1983,7,395,8,395,9,275,10,275,,,,,
7161602,7061,6,2,{59003=11;gold=2100000;521=2;501=2;57061=11},375,,,1,2003,7,398,8,398,9,277,10,277,,,,,
7161603,7061,6,3,{59003=12;gold=2430000;521=3;501=2;57061=12},375,,,1,2023,7,402,8,402,9,280,10,280,,,,,
7161604,7061,6,4,{59003=12;gold=2750000;521=3;501=2;57061=12},375,,,1,2042,7,406,8,406,9,283,10,283,<13>,{22=800;23=800},,,
7161605,7061,6,5,{59003=13;gold=3150000;521=3;501=3;57061=13},375,,,1,2062,7,410,8,410,9,285,10,285,,,,,
7161606,7061,6,6,{59003=13;gold=3450000;521=3;501=3;57061=13},375,,,1,2082,7,414,8,414,9,288,10,288,<0>,{13=3%},,,
7161607,7061,6,7,{59003=14;211=1;gold=3830000;201=1;2153=1;57061=14},375,,,1,2102,7,418,8,418,9,291,10,291,,,,,
7161608,7061,6,8,{59003=14;501=6;gold=4130000;521=8;2153=1;57061=14},375,,,1,2122,7,422,8,422,9,294,10,294,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=6;equipStarSum=18}
7161701,7061,7,1,{59003=22;gold=2700000;521=2;501=2},330,,,1,2115,7,421,8,421,9,293,10,293,,,,,
7161702,7061,7,2,{59003=22;gold=3150000;521=2;501=2},330,,,1,2136,7,425,8,425,9,296,10,296,,,,,
7161703,7061,7,3,{59003=23;gold=3650000;521=2;501=2},330,,,1,2158,7,429,8,429,9,299,10,299,,,,,
7161704,7061,7,4,{59003=23;gold=4130000;521=2;501=2},330,,,1,2179,7,433,8,433,9,302,10,302,<0>,{25=300;24=300},,,
7161705,7061,7,5,{59003=25;gold=4730000;521=2;501=2},330,,,1,2200,7,438,8,438,9,305,10,305,,,,,
7161706,7061,7,6,{59003=25;gold=5180000;521=3;501=3},330,,,1,2221,7,442,8,442,9,307,10,307,,,,,
7161707,7061,7,7,{59003=27;gold=5750000;521=3;501=3},330,,,1,2242,7,446,8,446,9,310,10,310,,,,,
7161708,7061,7,8,{59003=27;gold=6200000;231=1;221=1},330,,,1,2263,7,450,8,450,9,313,10,313,<0>,{22=500;23=500},,,
7161801,7061,8,1,{59003=23;gold=4050000;521=2;501=2},405,,,1,2247,7,447,8,447,9,311,10,311,,,,,
7161802,7061,8,2,{59003=23;gold=4730000;521=2;501=2},405,,,1,2270,7,452,8,452,9,314,10,314,,,,,
7161803,7061,8,3,{59003=24;gold=5480000;521=3;501=2},405,,,1,2292,7,456,8,456,9,317,10,317,,,,,
7161804,7061,8,4,{59003=24;gold=6200000;521=3;501=2},405,,,1,2315,7,461,8,461,9,320,10,320,<0>,{97=300;96=300},,,
7161805,7061,8,5,{59003=26;gold=7100000;521=3;501=3},405,,,1,2337,7,465,8,465,9,324,10,324,,,,,
7161806,7061,8,6,{59003=26;gold=7770000;521=3;501=3},405,,,1,2360,7,469,8,469,9,327,10,327,,,,,
7161807,7061,8,7,{59003=28;gold=8630000;201=1;2153=1;211=1},405,,,1,2382,7,474,8,474,9,330,10,330,,,,,
7161808,7061,8,8,{59003=28;gold=9300000;19=150;521=8;2153=1;501=6},405,,,1,2405,7,478,8,478,9,333,10,333,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=13;zawakeStage=708;nvalueSum=180;equipStarSum=20}
7171101,7071,1,1,{59003=4;57071=4;gold=230000},150,,,1,1322,7,263,8,263,9,183,10,183,,,,,
7171102,7071,1,2,{59003=4;57071=4;gold=270000},150,,,1,1335,7,266,8,266,9,185,10,185,,,,,
7171103,7071,1,3,{59003=5;57071=5;gold=320000},150,,,1,1348,7,268,8,268,9,187,10,187,,,,,
7171104,7071,1,4,{59003=5;57071=5;gold=360000},150,,,1,1362,7,271,8,271,9,188,10,188,<0>,{1=3%},,,
7171105,7071,1,5,{59003=6;57071=6;gold=410000},150,,,1,1375,7,274,8,274,9,190,10,190,,,,,
7171106,7071,1,6,{59003=6;57071=6;gold=450000;501=1},150,,,1,1388,7,276,8,276,9,192,10,192,,,,,
7171107,7071,1,7,{59003=7;57071=7;gold=500000;501=1},150,,,1,1401,7,279,8,279,9,194,10,194,,,,,
7171108,7071,1,8,{59003=7;57071=7;gold=540000;501=1},150,,,1,1415,7,281,8,281,9,196,10,196,<0>,{25=300;24=300},,,
7171201,7071,2,1,{59003=6;57071=6;gold=350000},180,,,1,1454,7,289,8,289,9,201,10,201,,,,,
7171202,7071,2,2,{59003=6;57071=6;gold=410000},180,,,1,1469,7,292,8,292,9,203,10,203,,,,,
7171203,7071,2,3,{59003=7;57071=7;gold=480000;501=1},180,,,1,1483,7,295,8,295,9,205,10,205,,,,,
7171204,7071,2,4,{59003=7;57071=7;gold=540000;501=1},180,,,1,1498,7,298,8,298,9,207,10,207,<0>,{7=3%;8=3%},,,
7171205,7071,2,5,{59003=8;57071=8;gold=620000;501=1},180,,,1,1512,7,301,8,301,9,209,10,209,,,,,
7171206,7071,2,6,{59003=8;57071=8;gold=680000;501=1},180,,,1,1527,7,304,8,304,9,211,10,211,,,,,
7171207,7071,2,7,{59003=9;57071=9;gold=750000;501=1},180,,,1,1541,7,307,8,307,9,213,10,213,,,,,
7171208,7071,2,8,{59003=9;57071=9;gold=810000},180,,,1,1556,7,310,8,310,9,215,10,215,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
7171301,7071,3,1,{59003=7;57071=7;gold=530000},210,,,1,1586,7,316,8,316,9,220,10,220,,,,,
7171302,7071,3,2,{59003=7;57071=7;gold=620000;501=1},210,,,1,1602,7,319,8,319,9,222,10,222,,,,,
7171303,7071,3,3,{59003=8;57071=8;gold=720000;501=1},210,,,1,1618,7,322,8,322,9,224,10,224,,,,,
7171304,7071,3,4,{59003=8;57071=8;gold=810000;501=1},210,,,1,1634,7,325,8,325,9,226,10,226,<2;12>,{25=500;24=500},,,
7171305,7071,3,5,{59003=9;57071=9;gold=930000;501=1},210,,,1,1650,7,328,8,328,9,228,10,228,,,,,
7171306,7071,3,6,{59003=9;57071=9;gold=1020000;501=1},210,,,1,1666,7,331,8,331,9,231,10,231,,,,,
7171307,7071,3,7,{59003=10;57071=10;gold=1130000;2152=1;501=2},210,,,1,1682,7,335,8,335,9,233,10,233,,,,,
7171308,7071,3,8,{59003=10;57071=10;gold=1220000;222=1;501=2;232=1},210,,,1,1697,7,338,8,338,9,235,10,235,,,79002,,{star=9;goodFeel=180;advance=15;zawakeStage=208}
7171401,7071,4,1,{59003=9;57071=9;gold=800000;501=1},240,,,1,1719,7,342,8,342,9,238,10,238,,,,,
7171402,7071,4,2,{59003=9;57071=9;gold=930000;501=1},240,,,1,1736,7,345,8,345,9,240,10,240,,,,,
7171403,7071,4,3,{59003=10;57071=10;gold=1080000;501=2},240,,,1,1753,7,349,8,349,9,243,10,243,,,,,
7171404,7071,4,4,{59003=10;57071=10;gold=1220000;501=2},240,,,1,1770,7,352,8,352,9,245,10,245,<0>,{14=300;16=300},,,
7171405,7071,4,5,{59003=11;57071=11;gold=1400000;501=2},240,,,1,1787,7,356,8,356,9,247,10,247,,,,,
