VariableName,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1_cn,awakeDes1_tw,awakeDes1,awakeDes1_vn,awakeDes1_en,awakeDes1_th,awakeDes1_in,awakeDes1_ph,awakeDes1_ma,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
311102,3011,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
311103,3011,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
311104,3011,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
311105,3011,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
311106,3011,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
311107,3011,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
311108,3011,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
312101,3021,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=8;advance=13;goodFeel=100},,
312102,3021,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
312103,3021,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
312104,3021,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
312105,3021,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
312106,3021,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
312107,3021,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
312108,3021,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
324101,3141,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
324102,3141,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
324103,3141,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
324104,3141,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
324105,3141,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
324106,3141,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
324107,3141,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
324108,3141,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
325101,3151,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
325102,3151,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
325103,3151,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
325104,3151,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
325105,3151,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
325106,3151,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
325107,3151,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
325108,3151,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
326101,3161,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=8;advance=13;goodFeel=100},,
326102,3161,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
326103,3161,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
326104,3161,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
326105,3161,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
326106,3161,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
326107,3161,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
326108,3161,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
327101,3171,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=8;advance=13;goodFeel=100},,
327102,3171,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
327103,3171,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
327104,3171,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
327105,3171,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
327106,3171,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
327107,3171,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
327108,3171,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
328101,3181,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=8;advance=13;goodFeel=100},,
328102,3181,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
328103,3181,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
328104,3181,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
328105,3181,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
328106,3181,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
328107,3181,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
328108,3181,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
331101,3211,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
331102,3211,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
331103,3211,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=180;advance=15;zawakeStage=208},,
331104,3211,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
331105,3211,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=10;goodFeel=260;advance=17;zawakeStage=408},,
331106,3211,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,1,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
331107,3211,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=11;goodFeel=350;advance=19;zawakeStage=608},,
331108,3211,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{effort=13;zawakeStage=708;nvalueSum=160;equipStarSum=24},,
332101,3221,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
332102,3221,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
332103,3221,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=180;advance=15;zawakeStage=208},,
332104,3221,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
332105,3221,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=10;goodFeel=260;advance=17;zawakeStage=408},,
332106,3221,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,1,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
332107,3221,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=11;goodFeel=350;advance=19;zawakeStage=608},,
332108,3221,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{effort=13;zawakeStage=708;nvalueSum=160;equipStarSum=24},,
334101,3241,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
334102,3241,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
334103,3241,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=180;advance=15;zawakeStage=208},,
334104,3241,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
334105,3241,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=10;goodFeel=260;advance=17;zawakeStage=408},,
334106,3241,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,1,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
334107,3241,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=11;goodFeel=350;advance=19;zawakeStage=608},,
334108,3241,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{effort=13;zawakeStage=708;nvalueSum=160;equipStarSum=24},,
335101,3251,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
335102,3251,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
335103,3251,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
335104,3251,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
335105,3251,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
335106,3251,,6,,,,,Ultimate skill enhanced!,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!,ทักษะอัลติเมทได้รับการเสริม!,Skill ultimate ditingkatkan!,Pinalakas ang ultimate skill!,Kemahiran ultimate dipertingkatkan!,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
335107,3251,,7,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
335108,3251,,8,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
336101,3261,,1,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=8;advance=13;goodFeel=100},,
336102,3261,,2,,,,,Basic attack enhanced!,Tấn công cơ bản được tăng cường!,Basic attack enhanced!,การโจมตีพื้นฐานได้รับการเสริม!,Serangan dasar ditingkatkan!,Pinalakas ang basic attack!,Serangan asas dipertingkatkan!,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
336103,3261,,3,,,,,Small skill enhanced!,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!,ทักษะเล็กได้รับการเสริม!,Skill kecil ditingkatkan!,Pinalakas ang maliit na kasanayan!,Kemahiran kecil dipertingkatkan!,1,,{star=9;goodFeel=180;advance=15;zawakeStage=208},,
336104,3261,,4,,,,,Passive skill enhanced!,Kỹ năng bị động được tăng cường!,Passive skill enhanced!,ทักษะติดตัวได้รับการเสริม!,Skill pasif ditingkatkan!,Pinalakas ang passive skill!,Kemahiran pasif dipertingkatkan!,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
336105,3261,,5,,,,,Attribute enhanced,Thuộc tính được tăng cường,Attribute enhanced,ค่าคุณสมบัติได้รับการเสริม,Atribut ditingkatkan,Pinalakas ang mga attribute,Atribut dipertingkatkan,1,,{star=10;goodFeel=260;advance=17;zawakeStage=408},,
