VariableName,gateID,_beizhu,itemMap,count,probability,itemCount
11036,80036,,{151=100},24,50,10
11041,80041,,{151=100},27,50,10
11042,80042,,{151=100},27,50,10
11043,80043,,{151=100},27,50,10
11044,80044,,{151=100},27,50,10
11045,80045,,{151=100},27,50,10
11046,80046,,{151=100},27,50,10
11051,80051,,{151=100},30,,10
11101,80101,,{151=100},15,50,10
11102,80102,,{151=100},15,50,10
11103,80103,,{151=100},15,50,10
11104,80104,,{151=100},15,50,10
11105,80105,,{151=100},15,50,10
11106,80106,,{151=100},15,50,10
11111,80111,,{151=100},18,50,10
11112,80112,,{151=100},18,50,10
11113,80113,,{151=100},18,50,10
11114,80114,,{151=100},18,50,10
11115,80115,,{151=100},18,50,10
11116,80116,,{151=100},18,50,10
11121,80121,,{151=100},21,50,10
11122,80122,,{151=100},21,50,10
11123,80123,,{151=100},21,50,10
11124,80124,,{151=100},21,50,10
11125,80125,,{151=100},21,50,10
11126,80126,,{151=100},21,50,10
11131,80131,,{151=100},24,50,10
11132,80132,,{151=100},24,50,10
11133,80133,,{151=100},24,50,10
11134,80134,,{151=100},24,50,10
11135,80135,,{151=100},24,50,10
11136,80136,,{151=100},24,50,10
11141,80141,,{151=100},27,50,10
11142,80142,,{151=100},27,50,10
11143,80143,,{151=100},27,50,10
11144,80144,,{151=100},27,50,10
11145,80145,,{151=100},27,50,10
11146,80146,,{151=100},27,50,10
11151,80151,,{151=100},30,,10
11201,80201,,{151=100},17,50,10
11202,80202,,{151=100},17,50,10
11203,80203,,{151=100},17,50,10
11204,80204,,{151=100},17,50,10
11205,80205,,{151=100},17,50,10
11206,80206,,{151=100},17,50,10
11211,80211,,{151=100},20,50,10
11212,80212,,{151=100},20,50,10
11213,80213,,{151=100},20,50,10
11214,80214,,{151=100},20,50,10
11215,80215,,{151=100},20,50,10
11216,80216,,{151=100},20,50,10
11221,80221,,{151=100},23,50,10
11222,80222,,{151=100},23,50,10
11223,80223,,{151=100},23,50,10
11224,80224,,{151=100},23,50,10
11225,80225,,{151=100},23,50,10
11226,80226,,{151=100},23,50,10
11231,80231,,{151=100},26,50,10
11232,80232,,{151=100},26,50,10
11233,80233,,{151=100},26,50,10
11234,80234,,{151=100},26,50,10
11235,80235,,{151=100},26,50,10
11236,80236,,{151=100},26,50,10
11241,80241,,{151=100},29,50,10
11242,80242,,{151=100},29,50,10
11243,80243,,{151=100},29,50,10
11244,80244,,{151=100},29,50,10
11245,80245,,{151=100},29,50,10
11246,80246,,{151=100},29,50,10
11251,80251,,{151=100},32,,10
11301,80301,,{151=100},17,50,10
11302,80302,,{151=100},17,50,10
11303,80303,,{151=100},17,50,10
11304,80304,,{151=100},17,50,10
11305,80305,,{151=100},17,50,10
11306,80306,,{151=100},17,50,10
11311,80311,,{151=100},20,50,10
11312,80312,,{151=100},20,50,10
11313,80313,,{151=100},20,50,10
11314,80314,,{151=100},20,50,10
11315,80315,,{151=100},20,50,10
11316,80316,,{151=100},20,50,10
11321,80321,,{151=100},23,50,10
11322,80322,,{151=100},23,50,10
11323,80323,,{151=100},23,50,10
11324,80324,,{151=100},23,50,10
11325,80325,,{151=100},23,50,10
11326,80326,,{151=100},23,50,10
11331,80331,,{151=100},26,50,10
11332,80332,,{151=100},26,50,10
11333,80333,,{151=100},26,50,10
11334,80334,,{151=100},26,50,10
11335,80335,,{151=100},26,50,10
11336,80336,,{151=100},26,50,10
11341,80341,,{151=100},29,50,10
11342,80342,,{151=100},29,50,10
11343,80343,,{151=100},29,50,10
11344,80344,,{151=100},29,50,10
11345,80345,,{151=100},29,50,10
11346,80346,,{151=100},29,50,10
11351,80351,,{151=100},32,,10
11401,80401,,{151=100},19,50,10
11402,80402,,{151=100},19,50,10
11403,80403,,{151=100},19,50,10
11404,80404,,{151=100},19,50,10
11405,80405,,{151=100},19,50,10
11406,80406,,{151=100},19,50,10
11411,80411,,{151=100},22,50,10
11412,80412,,{151=100},22,50,10
11413,80413,,{151=100},22,50,10
11414,80414,,{151=100},22,50,10
11415,80415,,{151=100},22,50,10
11416,80416,,{151=100},22,50,10
11421,80421,,{151=100},25,50,10
11422,80422,,{151=100},25,50,10
11423,80423,,{151=100},25,50,10
11424,80424,,{151=100},25,50,10
11425,80425,,{151=100},25,50,10
11426,80426,,{151=100},25,50,10
11431,80431,,{151=100},28,50,10
11432,80432,,{151=100},28,50,10
11433,80433,,{151=100},28,50,10
11434,80434,,{151=100},28,50,10
11435,80435,,{151=100},28,50,10
11436,80436,,{151=100},28,50,10
11441,80441,,{151=100},31,50,10
11442,80442,,{151=100},31,50,10
11443,80443,,{151=100},31,50,10
11444,80444,,{151=100},31,50,10
11445,80445,,{151=100},31,50,10
11446,80446,,{151=100},31,50,10
11451,80451,,{151=100},34,,10
11501,80501,,{151=100},19,50,10
11502,80502,,{151=100},19,50,10
11503,80503,,{151=100},19,50,10
11504,80504,,{151=100},19,50,10
11505,80505,,{151=100},19,50,10
11506,80506,,{151=100},19,50,10
11511,80511,,{151=100},22,50,10
11512,80512,,{151=100},22,50,10
11513,80513,,{151=100},22,50,10
11514,80514,,{151=100},22,50,10
11515,80515,,{151=100},22,50,10
11516,80516,,{151=100},22,50,10
11521,80521,,{151=100},25,50,10
11522,80522,,{151=100},25,50,10
11523,80523,,{151=100},25,50,10
11524,80524,,{151=100},25,50,10
11525,80525,,{151=100},25,50,10
11526,80526,,{151=100},25,50,10
11531,80531,,{151=100},28,50,10
11532,80532,,{151=100},28,50,10
11533,80533,,{151=100},28,50,10
11534,80534,,{151=100},28,50,10
11535,80535,,{151=100},28,50,10
11536,80536,,{151=100},28,50,10
11541,80541,,{151=100},31,50,10
11542,80542,,{151=100},31,50,10
11543,80543,,{151=100},31,50,10
11544,80544,,{151=100},31,50,10
11545,80545,,{151=100},31,50,10
11546,80546,,{151=100},31,50,10
11551,80551,,{151=100},34,,10
11601,80601,,{151=100},21,50,10
11602,80602,,{151=100},21,50,10
11603,80603,,{151=100},21,50,10
11604,80604,,{151=100},21,50,10
11605,80605,,{151=100},21,50,10
11606,80606,,{151=100},21,50,10
11611,80611,,{151=100},24,50,10
11612,80612,,{151=100},24,50,10
11613,80613,,{151=100},24,50,10
11614,80614,,{151=100},24,50,10
11615,80615,,{151=100},24,50,10
11616,80616,,{151=100},24,50,10
11621,80621,,{151=100},27,50,10
11622,80622,,{151=100},27,50,10
11623,80623,,{151=100},27,50,10
11624,80624,,{151=100},27,50,10
11625,80625,,{151=100},27,50,10
11626,80626,,{151=100},27,50,10
11631,80631,,{151=100},30,50,10
11632,80632,,{151=100},30,50,10
11633,80633,,{151=100},30,50,10
11634,80634,,{151=100},30,50,10
11635,80635,,{151=100},30,50,10
11636,80636,,{151=100},30,50,10
11641,80641,,{151=100},33,50,10
11642,80642,,{151=100},33,50,10
11643,80643,,{151=100},33,50,10
11644,80644,,{151=100},33,50,10
11645,80645,,{151=100},33,50,10
11646,80646,,{151=100},33,50,10
11651,80651,,{151=100},36,,10
11701,80701,,{151=100},21,50,10
11702,80702,,{151=100},21,50,10
11703,80703,,{151=100},21,50,10
11704,80704,,{151=100},21,50,10
11705,80705,,{151=100},21,50,10
11706,80706,,{151=100},21,50,10
11711,80711,,{151=100},24,50,10
11712,80712,,{151=100},24,50,10
11713,80713,,{151=100},24,50,10
11714,80714,,{151=100},24,50,10
11715,80715,,{151=100},24,50,10
11716,80716,,{151=100},24,50,10
11721,80721,,{151=100},27,50,10
11722,80722,,{151=100},27,50,10
11723,80723,,{151=100},27,50,10
11724,80724,,{151=100},27,50,10
11725,80725,,{151=100},27,50,10
11726,80726,,{151=100},27,50,10
11731,80731,,{151=100},30,50,10
11732,80732,,{151=100},30,50,10
11733,80733,,{151=100},30,50,10
11734,80734,,{151=100},30,50,10
11735,80735,,{151=100},30,50,10
11736,80736,,{151=100},30,50,10
11741,80741,,{151=100},33,50,10
11742,80742,,{151=100},33,50,10
11743,80743,,{151=100},33,50,10
11744,80744,,{151=100},33,50,10
11745,80745,,{151=100},33,50,10
11746,80746,,{151=100},33,50,10
11751,80751,,{151=100},36,,10
12001,80001,,{152=100},0,,
12002,80002,,{152=100},0,,
12003,80003,,{152=100},0,,
12004,80004,,{152=100},0,,
12005,80005,,{152=100},0,,
12006,80006,,{152=100},0,,
12011,80011,,{152=100},0,,
12012,80012,,{152=100},0,,
12013,80013,,{152=100},0,,
12014,80014,,{152=100},0,,
12015,80015,,{152=100},0,,
12016,80016,,{152=100},0,,
12021,80021,,{152=100},,60,
12022,80022,,{152=100},,60,
12023,80023,,{152=100},,60,
12024,80024,,{152=100},,60,
12025,80025,,{152=100},,60,
12026,80026,,{152=100},,60,
12031,80031,,{152=100},,60,
12032,80032,,{152=100},,60,
12033,80033,,{152=100},,60,
12034,80034,,{152=100},,60,
12035,80035,,{152=100},,60,
12036,80036,,{152=100},,60,
12041,80041,,{152=100},2,60,
12042,80042,,{152=100},2,60,
12043,80043,,{152=100},2,60,
12044,80044,,{152=100},2,60,
12045,80045,,{152=100},2,60,
12046,80046,,{152=100},2,60,
12051,80051,,{152=100},0,,
12101,80101,,{152=100},0,,
12102,80102,,{152=100},0,,
12103,80103,,{152=100},0,,
12104,80104,,{152=100},0,,
12105,80105,,{152=100},0,,
12106,80106,,{152=100},0,,
12111,80111,,{152=100},0,,
12112,80112,,{152=100},0,,
12113,80113,,{152=100},0,,
12114,80114,,{152=100},0,,
12115,80115,,{152=100},0,,
12116,80116,,{152=100},0,,
12121,80121,,{152=100},,60,
12122,80122,,{152=100},,60,
12123,80123,,{152=100},,60,
12124,80124,,{152=100},,60,
12125,80125,,{152=100},,60,
12126,80126,,{152=100},,60,
12131,80131,,{152=100},,60,
12132,80132,,{152=100},,60,
12133,80133,,{152=100},,60,
12134,80134,,{152=100},,60,
12135,80135,,{152=100},,60,
12136,80136,,{152=100},,60,
12141,80141,,{152=100},2,60,
12142,80142,,{152=100},2,60,
12143,80143,,{152=100},2,60,
12144,80144,,{152=100},2,60,
12145,80145,,{152=100},2,60,
12146,80146,,{152=100},2,60,
12151,80151,,{152=100},0,,
12201,80201,,{152=100},0,,
12202,80202,,{152=100},0,,
12203,80203,,{152=100},0,,
12204,80204,,{152=100},0,,
12205,80205,,{152=100},0,,
12206,80206,,{152=100},0,,
12211,80211,,{152=100},0,,
12212,80212,,{152=100},0,,
12213,80213,,{152=100},0,,
12214,80214,,{152=100},0,,
12215,80215,,{152=100},0,,
12216,80216,,{152=100},0,,
12221,80221,,{152=100},,60,
12222,80222,,{152=100},,60,
12223,80223,,{152=100},,60,
12224,80224,,{152=100},,60,
12225,80225,,{152=100},,60,
12226,80226,,{152=100},,60,
12231,80231,,{152=100},,60,
12232,80232,,{152=100},,60,
12233,80233,,{152=100},,60,
12234,80234,,{152=100},,60,
12235,80235,,{152=100},,60,
12236,80236,,{152=100},,60,
12241,80241,,{152=100},2,60,
12242,80242,,{152=100},2,60,
12243,80243,,{152=100},2,60,
12244,80244,,{152=100},2,60,
12245,80245,,{152=100},2,60,
12246,80246,,{152=100},2,60,
12251,80251,,{152=100},0,,
12301,80301,,{152=100},0,,
12302,80302,,{152=100},0,,
12303,80303,,{152=100},0,,
12304,80304,,{152=100},0,,
12305,80305,,{152=100},0,,
12306,80306,,{152=100},0,,
12311,80311,,{152=100},0,,
12312,80312,,{152=100},0,,
12313,80313,,{152=100},0,,
12314,80314,,{152=100},0,,
12315,80315,,{152=100},0,,
12316,80316,,{152=100},0,,
12321,80321,,{152=100},,60,
12322,80322,,{152=100},,60,
12323,80323,,{152=100},,60,
12324,80324,,{152=100},,60,
12325,80325,,{152=100},,60,
12326,80326,,{152=100},,60,
12331,80331,,{152=100},,60,
12332,80332,,{152=100},,60,
12333,80333,,{152=100},,60,
12334,80334,,{152=100},,60,
12335,80335,,{152=100},,60,
12336,80336,,{152=100},,60,
12341,80341,,{152=100},2,60,
12342,80342,,{152=100},2,60,
12343,80343,,{152=100},2,60,
12344,80344,,{152=100},2,60,
12345,80345,,{152=100},2,60,
12346,80346,,{152=100},2,60,
12351,80351,,{152=100},0,,
12401,80401,,{152=100},0,,
12402,80402,,{152=100},0,,
12403,80403,,{152=100},0,,
12404,80404,,{152=100},0,,
12405,80405,,{152=100},0,,
12406,80406,,{152=100},0,,
12411,80411,,{152=100},0,,
12412,80412,,{152=100},0,,
12413,80413,,{152=100},0,,
12414,80414,,{152=100},0,,
12415,80415,,{152=100},0,,
12416,80416,,{152=100},0,,
12421,80421,,{152=100},,60,
12422,80422,,{152=100},,60,
12423,80423,,{152=100},,60,
12424,80424,,{152=100},,60,
12425,80425,,{152=100},,60,
12426,80426,,{152=100},,60,
12431,80431,,{152=100},,60,
12432,80432,,{152=100},,60,
12433,80433,,{152=100},,60,
12434,80434,,{152=100},,60,
12435,80435,,{152=100},,60,
12436,80436,,{152=100},,60,
12441,80441,,{152=100},2,60,
12442,80442,,{152=100},2,60,
12443,80443,,{152=100},2,60,
12444,80444,,{152=100},2,60,
12445,80445,,{152=100},2,60,
12446,80446,,{152=100},2,60,
12451,80451,,{152=100},0,,
12501,80501,,{152=100},0,,
12502,80502,,{152=100},0,,
12503,80503,,{152=100},0,,
12504,80504,,{152=100},0,,
12505,80505,,{152=100},0,,
12506,80506,,{152=100},0,,
12511,80511,,{152=100},0,,
12512,80512,,{152=100},0,,
12513,80513,,{152=100},0,,
12514,80514,,{152=100},0,,
12515,80515,,{152=100},0,,
12516,80516,,{152=100},0,,
12521,80521,,{152=100},,60,
12522,80522,,{152=100},,60,
12523,80523,,{152=100},,60,
12524,80524,,{152=100},,60,
12525,80525,,{152=100},,60,
12526,80526,,{152=100},,60,
12531,80531,,{152=100},,60,
12532,80532,,{152=100},,60,
12533,80533,,{152=100},,60,
12534,80534,,{152=100},,60,
12535,80535,,{152=100},,60,
12536,80536,,{152=100},,60,
12541,80541,,{152=100},2,60,
12542,80542,,{152=100},2,60,
12543,80543,,{152=100},2,60,
12544,80544,,{152=100},2,60,
12545,80545,,{152=100},2,60,
12546,80546,,{152=100},2,60,
12551,80551,,{152=100},0,,
12601,80601,,{152=100},0,,
12602,80602,,{152=100},0,,
12603,80603,,{152=100},0,,
12604,80604,,{152=100},0,,
12605,80605,,{152=100},0,,
12606,80606,,{152=100},0,,
12611,80611,,{152=100},0,,
12612,80612,,{152=100},0,,
12613,80613,,{152=100},0,,
12614,80614,,{152=100},0,,
12615,80615,,{152=100},0,,
12616,80616,,{152=100},0,,
12621,80621,,{152=100},,60,
12622,80622,,{152=100},,60,
12623,80623,,{152=100},,60,
12624,80624,,{152=100},,60,
12625,80625,,{152=100},,60,
12626,80626,,{152=100},,60,
12631,80631,,{152=100},,60,
12632,80632,,{152=100},,60,
12633,80633,,{152=100},,60,
12634,80634,,{152=100},,60,
12635,80635,,{152=100},,60,
12636,80636,,{152=100},,60,
12641,80641,,{152=100},2,60,
12642,80642,,{152=100},2,60,
12643,80643,,{152=100},2,60,
12644,80644,,{152=100},2,60,
12645,80645,,{152=100},2,60,
12646,80646,,{152=100},2,60,
12651,80651,,{152=100},0,,
12701,80701,,{152=100},0,,
12702,80702,,{152=100},0,,
12703,80703,,{152=100},0,,
12704,80704,,{152=100},0,,
12705,80705,,{152=100},0,,
12706,80706,,{152=100},0,,
12711,80711,,{152=100},0,,
12712,80712,,{152=100},0,,
12713,80713,,{152=100},0,,
12714,80714,,{152=100},0,,
12715,80715,,{152=100},0,,
12716,80716,,{152=100},0,,
12721,80721,,{152=100},,60,
12722,80722,,{152=100},,60,
12723,80723,,{152=100},,60,
12724,80724,,{152=100},,60,
12725,80725,,{152=100},,60,
12726,80726,,{152=100},,60,
12731,80731,,{152=100},,60,
12732,80732,,{152=100},,60,
12733,80733,,{152=100},,60,
12734,80734,,{152=100},,60,
12735,80735,,{152=100},,60,
12736,80736,,{152=100},,60,
12741,80741,,{152=100},2,60,
12742,80742,,{152=100},2,60,
12743,80743,,{152=100},2,60,
12744,80744,,{152=100},2,60,
12745,80745,,{152=100},2,60,
12746,80746,,{152=100},2,60,
12751,80751,,{152=100},0,,
13001,80001,,{513=50;510=100;511=100;514=30},6,50,
13002,80002,,{513=50;510=100;511=100;514=30},6,50,
13003,80003,,{513=50;510=100;511=100;514=30},6,50,
13004,80004,,{513=50;510=100;511=100;514=30},6,50,
13005,80005,,{513=50;510=100;511=100;514=30},6,50,
13006,80006,,{513=50;510=100;511=100;514=30},6,50,
13011,80011,,{513=50;510=100;511=100;514=30},7,50,
13012,80012,,{513=50;510=100;511=100;514=30},7,50,
13013,80013,,{513=50;510=100;511=100;514=30},7,50,
13014,80014,,{513=50;510=100;511=100;514=30},7,50,
13015,80015,,{513=50;510=100;511=100;514=30},7,50,
13016,80016,,{513=50;510=100;511=100;514=30},7,50,
13021,80021,,{513=50;510=100;511=100;514=30},8,50,
13022,80022,,{513=50;510=100;511=100;514=30},8,50,
13023,80023,,{513=50;510=100;511=100;514=30},8,50,
13024,80024,,{513=50;510=100;511=100;514=30},8,50,
13025,80025,,{513=50;510=100;511=100;514=30},8,50,
13026,80026,,{513=50;510=100;511=100;514=30},8,50,
13031,80031,,{513=50;510=100;511=100;514=30},9,50,
13032,80032,,{513=50;510=100;511=100;514=30},9,50,
13033,80033,,{513=50;510=100;511=100;514=30},9,50,
13034,80034,,{513=50;510=100;511=100;514=30},9,50,
13035,80035,,{513=50;510=100;511=100;514=30},9,50,
13036,80036,,{513=50;510=100;511=100;514=30},9,50,
13041,80041,,{513=50;510=100;511=100;514=30},10,50,
13042,80042,,{513=50;510=100;511=100;514=30},10,50,
13043,80043,,{513=50;510=100;511=100;514=30},10,50,
13044,80044,,{513=50;510=100;511=100;514=30},10,50,
13045,80045,,{513=50;510=100;511=100;514=30},10,50,
13046,80046,,{513=50;510=100;511=100;514=30},10,50,
13051,80051,,{513=50;510=100;511=100;514=30},11,50,
13101,80101,,{513=50;510=100;511=100;514=30},6,50,
13102,80102,,{513=50;510=100;511=100;514=30},6,50,
13103,80103,,{513=50;510=100;511=100;514=30},6,50,
13104,80104,,{513=50;510=100;511=100;514=30},6,50,
13105,80105,,{513=50;510=100;511=100;514=30},6,50,
13106,80106,,{513=50;510=100;511=100;514=30},6,50,
13111,80111,,{513=50;510=100;511=100;514=30},7,50,
13112,80112,,{513=50;510=100;511=100;514=30},7,50,
13113,80113,,{513=50;510=100;511=100;514=30},7,50,
13114,80114,,{513=50;510=100;511=100;514=30},7,50,
13115,80115,,{513=50;510=100;511=100;514=30},7,50,
13116,80116,,{513=50;510=100;511=100;514=30},7,50,
13121,80121,,{513=50;510=100;511=100;514=30},8,50,
13122,80122,,{513=50;510=100;511=100;514=30},8,50,
13123,80123,,{513=50;510=100;511=100;514=30},8,50,
13124,80124,,{513=50;510=100;511=100;514=30},8,50,
13125,80125,,{513=50;510=100;511=100;514=30},8,50,
13126,80126,,{513=50;510=100;511=100;514=30},8,50,
13131,80131,,{513=50;510=100;511=100;514=30},9,50,
13132,80132,,{513=50;510=100;511=100;514=30},9,50,
13133,80133,,{513=50;510=100;511=100;514=30},9,50,
13134,80134,,{513=50;510=100;511=100;514=30},9,50,
13135,80135,,{513=50;510=100;511=100;514=30},9,50,
13136,80136,,{513=50;510=100;511=100;514=30},9,50,
13141,80141,,{513=50;510=100;511=100;514=30},10,50,
13142,80142,,{513=50;510=100;511=100;514=30},10,50,
13143,80143,,{513=50;510=100;511=100;514=30},10,50,
13144,80144,,{513=50;510=100;511=100;514=30},10,50,
13145,80145,,{513=50;510=100;511=100;514=30},10,50,
13146,80146,,{513=50;510=100;511=100;514=30},10,50,
13151,80151,,{513=50;510=100;511=100;514=30},11,50,
13201,80201,,{513=50;510=100;511=100;514=30},6,50,
13202,80202,,{513=50;510=100;511=100;514=30},6,50,
13203,80203,,{513=50;510=100;511=100;514=30},6,50,
13204,80204,,{513=50;510=100;511=100;514=30},6,50,
13205,80205,,{513=50;510=100;511=100;514=30},6,50,
13206,80206,,{513=50;510=100;511=100;514=30},6,50,
13211,80211,,{513=50;510=100;511=100;514=30},7,50,
13212,80212,,{513=50;510=100;511=100;514=30},7,50,
13213,80213,,{513=50;510=100;511=100;514=30},7,50,
13214,80214,,{513=50;510=100;511=100;514=30},7,50,
13215,80215,,{513=50;510=100;511=100;514=30},7,50,
13216,80216,,{513=50;510=100;511=100;514=30},7,50,
13221,80221,,{513=50;510=100;511=100;514=30},8,50,
13222,80222,,{513=50;510=100;511=100;514=30},8,50,
13223,80223,,{513=50;510=100;511=100;514=30},8,50,
13224,80224,,{513=50;510=100;511=100;514=30},8,50,
13225,80225,,{513=50;510=100;511=100;514=30},8,50,
13226,80226,,{513=50;510=100;511=100;514=30},8,50,
13231,80231,,{513=50;510=100;511=100;514=30},9,50,
13232,80232,,{513=50;510=100;511=100;514=30},9,50,
13233,80233,,{513=50;510=100;511=100;514=30},9,50,
13234,80234,,{513=50;510=100;511=100;514=30},9,50,
13235,80235,,{513=50;510=100;511=100;514=30},9,50,
13236,80236,,{513=50;510=100;511=100;514=30},9,50,
13241,80241,,{513=50;510=100;511=100;514=30},10,50,
13242,80242,,{513=50;510=100;511=100;514=30},10,50,
13243,80243,,{513=50;510=100;511=100;514=30},10,50,
13244,80244,,{513=50;510=100;511=100;514=30},10,50,
13245,80245,,{513=50;510=100;511=100;514=30},10,50,
13246,80246,,{513=50;510=100;511=100;514=30},10,50,
13251,80251,,{513=50;510=100;511=100;514=30},11,50,
13301,80301,,{513=50;510=100;511=100;514=30},7,50,
13302,80302,,{513=50;510=100;511=100;514=30},7,50,
13303,80303,,{513=50;510=100;511=100;514=30},7,50,
13304,80304,,{513=50;510=100;511=100;514=30},7,50,
13305,80305,,{513=50;510=100;511=100;514=30},7,50,
13306,80306,,{513=50;510=100;511=100;514=30},7,50,
13311,80311,,{513=50;510=100;511=100;514=30},8,50,
13312,80312,,{513=50;510=100;511=100;514=30},8,50,
13313,80313,,{513=50;510=100;511=100;514=30},8,50,
13314,80314,,{513=50;510=100;511=100;514=30},8,50,
13315,80315,,{513=50;510=100;511=100;514=30},8,50,
13316,80316,,{513=50;510=100;511=100;514=30},8,50,
13321,80321,,{513=50;510=100;511=100;514=30},9,50,
13322,80322,,{513=50;510=100;511=100;514=30},9,50,
13323,80323,,{513=50;510=100;511=100;514=30},9,50,
13324,80324,,{513=50;510=100;511=100;514=30},9,50,
13325,80325,,{513=50;510=100;511=100;514=30},9,50,
13326,80326,,{513=50;510=100;511=100;514=30},9,50,
13331,80331,,{513=50;510=100;511=100;514=30},10,50,
13332,80332,,{513=50;510=100;511=100;514=30},10,50,
13333,80333,,{513=50;510=100;511=100;514=30},10,50,
13334,80334,,{513=50;510=100;511=100;514=30},10,50,
13335,80335,,{513=50;510=100;511=100;514=30},10,50,
13336,80336,,{513=50;510=100;511=100;514=30},10,50,
13341,80341,,{513=50;510=100;511=100;514=30},11,50,
13342,80342,,{513=50;510=100;511=100;514=30},11,50,
13343,80343,,{513=50;510=100;511=100;514=30},11,50,
13344,80344,,{513=50;510=100;511=100;514=30},11,50,
13345,80345,,{513=50;510=100;511=100;514=30},11,50,
13346,80346,,{513=50;510=100;511=100;514=30},11,50,
13351,80351,,{513=50;510=100;511=100;514=30},12,50,
13401,80401,,{513=50;510=100;511=100;514=30},7,50,
13402,80402,,{513=50;510=100;511=100;514=30},7,50,
13403,80403,,{513=50;510=100;511=100;514=30},7,50,
13404,80404,,{513=50;510=100;511=100;514=30},7,50,
13405,80405,,{513=50;510=100;511=100;514=30},7,50,
13406,80406,,{513=50;510=100;511=100;514=30},7,50,
13411,80411,,{513=50;510=100;511=100;514=30},8,50,
13412,80412,,{513=50;510=100;511=100;514=30},8,50,
13413,80413,,{513=50;510=100;511=100;514=30},8,50,
13414,80414,,{513=50;510=100;511=100;514=30},8,50,
13415,80415,,{513=50;510=100;511=100;514=30},8,50,
13416,80416,,{513=50;510=100;511=100;514=30},8,50,
13421,80421,,{513=50;510=100;511=100;514=30},9,50,
13422,80422,,{513=50;510=100;511=100;514=30},9,50,
13423,80423,,{513=50;510=100;511=100;514=30},9,50,
13424,80424,,{513=50;510=100;511=100;514=30},9,50,
13425,80425,,{513=50;510=100;511=100;514=30},9,50,
13426,80426,,{513=50;510=100;511=100;514=30},9,50,
13431,80431,,{513=50;510=100;511=100;514=30},10,50,
13432,80432,,{513=50;510=100;511=100;514=30},10,50,
13433,80433,,{513=50;510=100;511=100;514=30},10,50,
13434,80434,,{513=50;510=100;511=100;514=30},10,50,
13435,80435,,{513=50;510=100;511=100;514=30},10,50,
13436,80436,,{513=50;510=100;511=100;514=30},10,50,
13441,80441,,{513=50;510=100;511=100;514=30},11,50,
13442,80442,,{513=50;510=100;511=100;514=30},11,50,
13443,80443,,{513=50;510=100;511=100;514=30},11,50,
13444,80444,,{513=50;510=100;511=100;514=30},11,50,
13445,80445,,{513=50;510=100;511=100;514=30},11,50,
13446,80446,,{513=50;510=100;511=100;514=30},11,50,
13451,80451,,{513=50;510=100;511=100;514=30},12,50,
13501,80501,,{513=50;510=100;511=100;514=30},7,50,
13502,80502,,{513=50;510=100;511=100;514=30},7,50,
13503,80503,,{513=50;510=100;511=100;514=30},7,50,
13504,80504,,{513=50;510=100;511=100;514=30},7,50,
13505,80505,,{513=50;510=100;511=100;514=30},7,50,
13506,80506,,{513=50;510=100;511=100;514=30},7,50,
13511,80511,,{513=50;510=100;511=100;514=30},8,50,
13512,80512,,{513=50;510=100;511=100;514=30},8,50,
13513,80513,,{513=50;510=100;511=100;514=30},8,50,
13514,80514,,{513=50;510=100;511=100;514=30},8,50,
13515,80515,,{513=50;510=100;511=100;514=30},8,50,
13516,80516,,{513=50;510=100;511=100;514=30},8,50,
13521,80521,,{513=50;510=100;511=100;514=30},9,50,
13522,80522,,{513=50;510=100;511=100;514=30},9,50,
13523,80523,,{513=50;510=100;511=100;514=30},9,50,
13524,80524,,{513=50;510=100;511=100;514=30},9,50,
13525,80525,,{513=50;510=100;511=100;514=30},9,50,
13526,80526,,{513=50;510=100;511=100;514=30},9,50,
13531,80531,,{513=50;510=100;511=100;514=30},10,50,
13532,80532,,{513=50;510=100;511=100;514=30},10,50,
13533,80533,,{513=50;510=100;511=100;514=30},10,50,
13534,80534,,{513=50;510=100;511=100;514=30},10,50,
13535,80535,,{513=50;510=100;511=100;514=30},10,50,
13536,80536,,{513=50;510=100;511=100;514=30},10,50,
13541,80541,,{513=50;510=100;511=100;514=30},11,50,
13542,80542,,{513=50;510=100;511=100;514=30},11,50,
13543,80543,,{513=50;510=100;511=100;514=30},11,50,
13544,80544,,{513=50;510=100;511=100;514=30},11,50,
13545,80545,,{513=50;510=100;511=100;514=30},11,50,
13546,80546,,{513=50;510=100;511=100;514=30},11,50,
13551,80551,,{513=50;510=100;511=100;514=30},12,50,
13601,80601,,{513=50;510=100;511=100;514=30},8,50,
13602,80602,,{513=50;510=100;511=100;514=30},8,50,
13603,80603,,{513=50;510=100;511=100;514=30},8,50,
13604,80604,,{513=50;510=100;511=100;514=30},8,50,
13605,80605,,{513=50;510=100;511=100;514=30},8,50,
13606,80606,,{513=50;510=100;511=100;514=30},8,50,
13611,80611,,{513=50;510=100;511=100;514=30},9,50,
13612,80612,,{513=50;510=100;511=100;514=30},9,50,
13613,80613,,{513=50;510=100;511=100;514=30},9,50,
13614,80614,,{513=50;510=100;511=100;514=30},9,50,
13615,80615,,{513=50;510=100;511=100;514=30},9,50,
13616,80616,,{513=50;510=100;511=100;514=30},9,50,
13621,80621,,{513=50;510=100;511=100;514=30},10,50,
13622,80622,,{513=50;510=100;511=100;514=30},10,50,
13623,80623,,{513=50;510=100;511=100;514=30},10,50,
13624,80624,,{513=50;510=100;511=100;514=30},10,50,
13625,80625,,{513=50;510=100;511=100;514=30},10,50,
