VariableName,sceneName_cn,sceneName_tw,sceneName,sceneName_vn,sceneName_th,sceneName_in,sceneName_en,sceneName_ma,sceneName_ph,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_ma,gateDesc_ph,gateDesc_th,gateDesc_in,gateDesc_en,gateDesc_vn,gateDesc_kr
100333,,,Level 333,Cấp 333,Level 333,Level 333,Level 333,Level 333,Level 333,,,<{level=348;unitId=230503;advance=57};{level=631;unitId=233511;advance=57};{level=348;unitId=232242;advance=57};{level=348;unitId=231253;advance=57};{level=348;unitId=230632;advance=57}>,<{level=631;unitId=251333;advance=58}>,config/portrait/jinglingtouxiang2/img_771.png,,22,,,battle/scene/bg_grass.jpg,,,,,,631,1539,1539,,,,5,<<9;0;22%>;<10;0;22%>>,{rmb=100;451=30;gold=350000},<<gold;350000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=8600},<<gold;8600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100334,,,Level 334,Cấp 334,Level 334,Level 334,Level 334,Level 334,Level 334,,,<{level=349;unitId=230552;advance=57};{level=633;unitId=233543;advance=57};{level=349;unitId=232593;advance=57};{level=349;unitId=231293;advance=57};{level=349;unitId=230641;advance=57}>,<{level=633;unitId=251334;advance=58}>,config/portrait/jinglingtouxiang2/img_863.png,,22,,,battle/scene/bg_night.jpg,,,,,,633,1553,1553,,,,5,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{gold=350000;451=30;452=20},<<gold;350000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8600},<<gold;8600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100335,,,Level 335,Cấp 335,Level 335,Level 335,Level 335,Level 335,Level 335,,,<{level=350;unitId=230593;advance=57};{level=635;unitId=233592;advance=57};{level=350;unitId=232612;advance=57};{level=350;unitId=231303;advance=57};{level=350;unitId=230692;advance=57}>,<{level=635;unitId=251335;advance=58}>,config/portrait/jinglingtouxiang2/img_883.png,,22,,,battle/scene/bg_sd.jpg,,,,,,635,1567,1567,,,,5,<<9;1;28%>;<10;0;28%>;<7;0;28%>>,{gold=350000;451=30;519=1},<<gold;350000;1>;<451;30;1>;<519;1;1>>,{gold=8600;452=1;libs=<110;111;112>},<<gold;8600;0>;<451;1;1>;<452;1;1>>,429005,,,"As long as aura units exist, before each big round, 1-3 random units are frozen.","As long as aura units exist, before each big round, 1-3 random units are frozen.","As long as aura units exist, before each big round, 1-3 random units are frozen.","As long as aura units exist, before each big round, 1-3 random units are frozen.","As long as aura units exist, before each big round, 1-3 random units are frozen.","Khi đơn vị trong hào quang còn, trước khi bắt đầu vòng lớn sẽ ngẫu nhiên đóng băng từ 1 đến 3 đơn vị.",
100336,,,Level 336,Cấp 336,Level 336,Level 336,Level 336,Level 336,Level 336,,,<{level=351;unitId=230603;advance=58};{level=637;unitId=233663;advance=58};{level=351;unitId=232633;advance=58};{level=351;unitId=231394;advance=58};{level=351;unitId=230712;advance=58}>,<{level=637;unitId=251336;advance=59}>,config/portrait/jinglingtouxiang2/img_972.png,,22,,,battle/scene/bg_tower.jpg,,,,,,637,1581,1581,,,,3,<<13;1;31%>>,{gold=355000;451=30;452=20},<<gold;355000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8700},<<gold;8700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100337,,,Level 337,Cấp 337,Level 337,Level 337,Level 337,Level 337,Level 337,,,<{level=352;unitId=230611;advance=58};{level=639;unitId=233683;advance=58};{level=352;unitId=232683;advance=58};{level=352;unitId=231612;advance=58};{level=352;unitId=230731;advance=58}>,<{level=639;unitId=251337;advance=59}>,config/portrait/jinglingtouxiang2/img_1071.png,,22,,,battle/scene/bg_grass.jpg,,,,,,639,1595,1595,,,,4,<<13;0;22%>;<24;0;22%>>,{502=1;451=30;gold=355000},<<gold;355000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=8700},<<gold;8700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100338,,,Level 338,Cấp 338,Level 338,Level 338,Level 338,Level 338,Level 338,,,<{level=353;unitId=230632;advance=58};{level=641;unitId=233772;advance=58};{level=353;unitId=232723;advance=58};{level=353;unitId=231772;advance=58};{level=353;unitId=230741;advance=58}>,<{level=641;unitId=251338;advance=59}>,config/portrait/jinglingtouxiang2/img_1032.png,,22,,,battle/scene/bg_night.jpg,,,,,,641,1609,1609,,,,5,<<9;0;22%>;<10;0;22%>>,{rmb=100;451=30;gold=355000},<<gold;355000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=8700},<<gold;8700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100339,,,Level 339,Cấp 339,Level 339,Level 339,Level 339,Level 339,Level 339,,,<{level=354;unitId=230641;advance=58};{level=643;unitId=230013;advance=58};{level=354;unitId=232843;advance=58};{level=354;unitId=231813;advance=58};{level=354;unitId=230793;advance=58}>,<{level=643;unitId=251339;advance=59}>,config/portrait/jinglingtouxiang2/img_1082.png,,22,,,battle/scene/bg_sd.jpg,,,,,,643,1623,1623,,,,5,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{gold=355000;451=30;452=20},<<gold;355000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8700},<<gold;8700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100340,,,Level 340,Cấp 340,Level 340,Level 340,Level 340,Level 340,Level 340,,,<{level=355;unitId=230692;advance=58};{level=645;unitId=230044;advance=58};{level=355;unitId=232963;advance=58};{level=355;unitId=231841;advance=58};{level=355;unitId=230863;advance=58}>,<{level=645;unitId=251340;advance=59}>,config/portrait/jinglingtouxiang2/img_1231.png,,22,,,battle/scene/bg_tower.jpg,,,,,,645,1637,1637,,,,5,<<9;1;32%>;<10;0;32%>;<8;0;32%>>,{rmb=300;451=30;gold=355000},<<gold;355000;1>;<451;30;1>;<rmb;300;1>>,{gold=8700;452=2;libs=<110;111;112>},<<gold;8700;0>;<451;1;1>;<452;1;1>>,429005,,,"As long as aura units exist, all monsters gain 30% crit rate and crit damage.","As long as aura units exist, all monsters gain 30% crit rate and crit damage.","As long as aura units exist, all monsters gain 30% crit rate and crit damage.","As long as aura units exist, all monsters gain 30% crit rate and crit damage.","As long as aura units exist, all monsters gain 30% crit rate and crit damage.","Khi đơn vị trong hào quang còn, toàn bộ sẽ tăng cường 30% tỷ lệ chí mạng và sát thương chí mạng.",
100341,,,Level 341,Cấp 341,Level 341,Level 341,Level 341,Level 341,Level 341,,,<{level=356;unitId=230712;advance=59};{level=647;unitId=230053;advance=59};{level=356;unitId=233003;advance=59};{level=356;unitId=231903;advance=59};{level=356;unitId=230883;advance=59}>,<{level=647;unitId=251341;advance=60}>,config/portrait/jinglingtouxiang2/img_1241.png,,22,,,battle/scene/bg_grass.jpg,,,,,,647,1654,1654,,,,3,<<1;1;23%>>,{gold=360000;451=30;452=20},<<gold;360000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8800},<<gold;8800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100342,,,Level 342,Cấp 342,Level 342,Level 342,Level 342,Level 342,Level 342,,,<{level=357;unitId=230731;advance=59};{level=649;unitId=230082;advance=59};{level=357;unitId=233152;advance=59};{level=357;unitId=231911;advance=59};{level=357;unitId=230972;advance=59}>,<{level=649;unitId=251342;advance=60}>,config/portrait/jinglingtouxiang2/img_1253.png,,22,,,battle/scene/bg_night.jpg,,,,,,649,1671,1671,,,,4,<<1;0;22%>;<28;0;22%>>,{502=1;451=30;gold=360000},<<gold;360000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=8800},<<gold;8800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100343,,,Level 343,Cấp 343,Level 343,Level 343,Level 343,Level 343,Level 343,,,<{level=358;unitId=230741;advance=59};{level=651;unitId=230163;advance=59};{level=358;unitId=233161;advance=59};{level=358;unitId=231931;advance=59};{level=358;unitId=231071;advance=59}>,<{level=651;unitId=251343;advance=60}>,config/portrait/jinglingtouxiang2/img_1293.png,,22,,,battle/scene/bg_sd.jpg,,,,,,651,1688,1688,,,,5,<<27;0;22%>;<24;0;22%>>,{rmb=100;451=30;gold=360000},<<gold;360000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=8800},<<gold;8800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100344,,,Level 344,Cấp 344,Level 344,Level 344,Level 344,Level 344,Level 344,,,<{level=359;unitId=230793;advance=59};{level=653;unitId=230242;advance=59};{level=359;unitId=233181;advance=59};{level=359;unitId=232013;advance=59};{level=359;unitId=231032;advance=59}>,<{level=653;unitId=251344;advance=60}>,config/portrait/jinglingtouxiang2/img_1303.png,,22,,,battle/scene/bg_tower.jpg,,,,,,653,1705,1705,,,,5,<<1;0;22%>;<24;0;22%>>,{gold=360000;451=30;452=20},<<gold;360000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8800},<<gold;8800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100345,,,Level 345,Cấp 345,Level 345,Level 345,Level 345,Level 345,Level 345,,,<{level=360;unitId=230863;advance=59};{level=655;unitId=230273;advance=59};{level=360;unitId=233251;advance=59};{level=360;unitId=232023;advance=59};{level=360;unitId=231082;advance=59}>,<{level=655;unitId=251345;advance=60}>,config/portrait/jinglingtouxiang2/img_1313.png,,22,,,battle/scene/bg_grass.jpg,,,,,,655,1722,1722,,,,5,<<27;0;28%>;<24;0;28%>>,{gold=360000;451=30;519=1},<<gold;360000;1>;<451;30;1>;<519;1;1>>,{gold=8800;452=1;libs=<110;111;112>},<<gold;8800;0>;<451;1;1>;<452;1;1>>,429005,,,"As long as aura units exist, restore 300 rage at the end of each big round.","As long as aura units exist, restore 300 rage at the end of each big round.","As long as aura units exist, restore 300 rage at the end of each big round.","As long as aura units exist, restore 300 rage at the end of each big round.","As long as aura units exist, restore 300 rage at the end of each big round.","Khi đơn vị trong hào quang còn, sau khi kết thúc vòng lớn sẽ hồi phục 300 điểm tức giận.",
100346,,,Level 346,Cấp 346,Level 346,Level 346,Level 346,Level 346,Level 346,,,<{level=361;unitId=230883;advance=60};{level=657;unitId=230333;advance=60};{level=361;unitId=233283;advance=60};{level=361;unitId=232033;advance=60};{level=361;unitId=231221;advance=60}>,<{level=657;unitId=251346;advance=61}>,config/portrait/jinglingtouxiang2/img_1393.png,,22,,,battle/scene/bg_night.jpg,,,,,,657,1739,1739,,,,3,<<7;1;23%>;<8;1;23%>>,{gold=365000;451=30;452=20},<<gold;365000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8900},<<gold;8900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100347,,,Level 347,Cấp 347,Level 347,Level 347,Level 347,Level 347,Level 347,,,<{level=362;unitId=230972;advance=60};{level=659;unitId=230402;advance=60};{level=362;unitId=233293;advance=60};{level=362;unitId=232073;advance=60};{level=362;unitId=231253;advance=60}>,<{level=659;unitId=251347;advance=61}>,config/portrait/jinglingtouxiang2/img_1381.png,,22,,,battle/scene/bg_sd.jpg,,,,,,659,1756,1756,,,,4,<<7;0;22%>;<8;0;22%>;<14;0;22%>>,{502=1;451=30;gold=365000},<<gold;365000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=8900},<<gold;8900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100348,,,Level 348,Cấp 348,Level 348,Level 348,Level 348,Level 348,Level 348,,,<{level=363;unitId=231071;advance=60};{level=661;unitId=230493;advance=60};{level=363;unitId=233342;advance=60};{level=363;unitId=232242;advance=60};{level=363;unitId=231293;advance=60}>,<{level=661;unitId=251348;advance=61}>,config/portrait/jinglingtouxiang2/img_1423.png,,22,,,battle/scene/bg_tower.jpg,,,,,,661,1773,1773,,,,5,<<27;0;22%>;<24;0;22%>>,{rmb=100;451=30;gold=365000},<<gold;365000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=8900},<<gold;8900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100349,,,Level 349,Cấp 349,Level 349,Level 349,Level 349,Level 349,Level 349,,,<{level=364;unitId=231032;advance=60};{level=663;unitId=230503;advance=60};{level=364;unitId=233432;advance=60};{level=364;unitId=232593;advance=60};{level=364;unitId=231303;advance=60}>,<{level=663;unitId=251349;advance=61}>,config/portrait/jinglingtouxiang2/img_1503.png,,22,,,battle/scene/bg_grass.jpg,,,,,,663,1790,1790,,,,5,<<1;0;22%>;<24;0;22%>>,{gold=365000;451=30;452=20},<<gold;365000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=8900},<<gold;8900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100350,,,Level 350,Cấp 350,Level 350,Level 350,Level 350,Level 350,Level 350,,,<{level=365;unitId=231082;advance=60};{level=665;unitId=230552;advance=60};{level=365;unitId=233472;advance=60};{level=365;unitId=232612;advance=60};{level=365;unitId=231394;advance=60}>,<{level=665;unitId=251350;advance=61}>,config/portrait/jinglingtouxiang2/img_1612.png,,22,,,battle/scene/bg_night.jpg,,,,,,665,1807,1807,,,,5,<<27;0;32%>;<24;0;32%>>,{6050=1;451=30;gold=365000},<<gold;365000;1>;<451;30;1>;<6050;1;1>>,{gold=8900;452=2;libs=<110;111;112>},<<gold;8900;0>;<451;1;1>;<452;1;1>>,429005,,,"As long as aura units exist, rage recovery speed decreases by 40%.","As long as aura units exist, rage recovery speed decreases by 40%.","As long as aura units exist, rage recovery speed decreases by 40%.","As long as aura units exist, rage recovery speed decreases by 40%.","As long as aura units exist, rage recovery speed decreases by 40%.","Khi đơn vị trong hào quang còn, tốc độ hồi phục tức giận sẽ giảm 40%.",
100351,,,Level 351,Cấp 351,Level 351,Level 351,Level 351,Level 351,Level 351,,,<{level=366;unitId=231221;advance=61};{level=667;unitId=230593;advance=61};{level=366;unitId=233511;advance=61};{level=366;unitId=232633;advance=61};{level=366;unitId=231612;advance=61}>,<{level=667;unitId=251351;advance=62}>,config/portrait/jinglingtouxiang2/img_1772.png,,22,,,battle/scene/bg_grass.jpg,,,,,,667,1824,1824,,,,3,<<9;1;23%>;<10;1;23%>>,{gold=370000;451=30;452=20},<<gold;370000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100352,,,Level 352,Cấp 352,Level 352,Level 352,Level 352,Level 352,Level 352,,,<{level=367;unitId=231253;advance=61};{level=669;unitId=230603;advance=61};{level=367;unitId=233543;advance=61};{level=367;unitId=232683;advance=61};{level=367;unitId=231772;advance=61}>,<{level=669;unitId=251352;advance=62}>,config/portrait/jinglingtouxiang2/img_1813.png,,22,,,battle/scene/bg_night.jpg,,,,,,669,1841,1841,,,,4,<<9;0;22%>;<10;0;22%>;<17;0;22%>>,{502=1;451=30;gold=370000},<<gold;370000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100353,,,Level 353,Cấp 353,Level 353,Level 353,Level 353,Level 353,Level 353,,,<{level=368;unitId=231293;advance=61};{level=671;unitId=230611;advance=61};{level=368;unitId=233592;advance=61};{level=368;unitId=232723;advance=61};{level=368;unitId=231813;advance=61}>,<{level=671;unitId=251353;advance=62}>,config/portrait/jinglingtouxiang2/img_1841.png,,22,,,battle/scene/bg_sd.jpg,,,,,,671,1858,1858,,,,5,<<1;0;22%>;<24;0;22%>>,{rmb=100;451=30;gold=370000},<<gold;370000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100354,,,Level 354,Cấp 354,Level 354,Level 354,Level 354,Level 354,Level 354,,,<{level=369;unitId=231303;advance=61};{level=673;unitId=230632;advance=61};{level=369;unitId=233663;advance=61};{level=369;unitId=232843;advance=61};{level=369;unitId=231841;advance=61}>,<{level=673;unitId=251354;advance=62}>,config/portrait/jinglingtouxiang2/img_1893.png,,22,,,battle/scene/bg_tower.jpg,,,,,,673,1875,1875,,,,5,<<27;0;22%>;<24;0;22%>>,{gold=370000;451=30;452=20},<<gold;370000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9000},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100355,,,Level 355,Cấp 355,Level 355,Level 355,Level 355,Level 355,Level 355,,,<{level=370;unitId=231394;advance=61};{level=675;unitId=230641;advance=61};{level=370;unitId=233683;advance=61};{level=370;unitId=232963;advance=61};{level=370;unitId=231903;advance=61}>,<{level=675;unitId=251355;advance=62}>,config/portrait/jinglingtouxiang2/img_1911.png,,22,,,battle/scene/bg_grass.jpg,,,,,,675,1892,1892,,,,5,<<1;1;28%>;<24;0;28%>>,{gold=370000;451=30;519=1},<<gold;370000;1>;<451;30;1>;<519;1;1>>,{gold=9000;452=1;libs=<110;111;112>},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,Randomly greatly increases one unit’s magic defense.,Randomly greatly increases one unit’s magic defense.,Randomly greatly increases one unit’s magic defense.,Randomly greatly increases one unit’s magic defense.,Randomly greatly increases one unit’s magic defense.,Ngẫu nhiên một đơn vị tăng cường phòng thủ pháp thuật đáng kể,
100356,,,Level 356,Cấp 356,Level 356,Level 356,Level 356,Level 356,Level 356,,,<{level=371;unitId=231612;advance=62};{level=677;unitId=230692;advance=62};{level=371;unitId=233772;advance=62};{level=371;unitId=233003;advance=62};{level=371;unitId=231911;advance=62}>,<{level=677;unitId=251356;advance=63}>,config/portrait/jinglingtouxiang2/img_1941.png,,22,,,battle/scene/bg_night.jpg,,,,,,677,1909,1909,,,,3,<<13;1;23%>>,{gold=375000;451=30;452=20},<<gold;375000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9100},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100357,,,Level 357,Cấp 357,Level 357,Level 357,Level 357,Level 357,Level 357,,,<{level=372;unitId=231772;advance=62};{level=679;unitId=230712;advance=62};{level=372;unitId=230013;advance=62};{level=372;unitId=233152;advance=62};{level=372;unitId=231931;advance=62}>,<{level=679;unitId=251357;advance=63}>,config/portrait/jinglingtouxiang2/img_1951.png,,22,,,battle/scene/bg_sd.jpg,,,,,,679,1926,1926,,,,4,<<13;0;22%>;<24;0;22%>>,{502=1;451=30;gold=375000},<<gold;375000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9100},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100358,,,Level 358,Cấp 358,Level 358,Level 358,Level 358,Level 358,Level 358,,,<{level=373;unitId=231813;advance=62};{level=681;unitId=230731;advance=62};{level=373;unitId=230044;advance=62};{level=373;unitId=233161;advance=62};{level=373;unitId=232013;advance=62}>,<{level=681;unitId=251358;advance=63}>,config/portrait/jinglingtouxiang2/img_2023.png,,22,,,battle/scene/bg_tower.jpg,,,,,,681,1943,1943,,,,5,<<1;0;22%>;<24;0;22%>>,{rmb=100;451=30;gold=375000},<<gold;375000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9100},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100359,,,Level 359,Cấp 359,Level 359,Level 359,Level 359,Level 359,Level 359,,,<{level=374;unitId=231841;advance=62};{level=683;unitId=230741;advance=62};{level=374;unitId=230053;advance=62};{level=374;unitId=233181;advance=62};{level=374;unitId=232023;advance=62}>,<{level=683;unitId=251359;advance=63}>,config/portrait/jinglingtouxiang2/img_2033.png,,22,,,battle/scene/bg_grass.jpg,,,,,,683,1960,1960,,,,5,<<27;0;22%>;<24;0;22%>>,{gold=375000;451=30;452=20},<<gold;375000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9100},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100360,,,Level 360,Cấp 360,Level 360,Level 360,Level 360,Level 360,Level 360,,,<{level=375;unitId=231903;advance=62};{level=685;unitId=230793;advance=62};{level=375;unitId=230082;advance=62};{level=375;unitId=233251;advance=62};{level=375;unitId=232033;advance=62}>,<{level=685;unitId=251360;advance=63}>,config/portrait/jinglingtouxiang2/img_2233.png,,22,,,battle/scene/bg_night.jpg,,,,,,685,1977,1977,,,,5,<<1;1;32%>;<24;0;32%>>,{501=1;451=30;gold=375000},<<gold;375000;1>;<451;30;1>;<501;1;1>>,{gold=9100;452=2;libs=<110;111;112>},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,"Each big round, all enemies gain 1 layer of burn.","Each big round, all enemies gain 1 layer of burn.","Each big round, all enemies gain 1 layer of burn.","Each big round, all enemies gain 1 layer of burn.","Each big round, all enemies gain 1 layer of burn.",Mỗi vòng lớn sẽ thêm 1 lớp đốt cháy cho toàn bộ kẻ thù.,
100361,,,Level 361,Cấp 361,Level 361,Level 361,Level 361,Level 361,Level 361,,,<{level=376;unitId=231911;advance=63};{level=687;unitId=230863;advance=63};{level=376;unitId=230163;advance=63};{level=376;unitId=233283;advance=63};{level=376;unitId=232073;advance=63}>,<{level=687;unitId=251361;advance=64}>,config/portrait/jinglingtouxiang2/img_2242.png,,22,,,battle/scene/bg_sd.jpg,,,,,,687,1994,1994,,,,3,<<1;1;32%>>,{gold=380000;451=30;452=20},<<gold;380000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9200},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100362,,,Level 362,Cấp 362,Level 362,Level 362,Level 362,Level 362,Level 362,,,<{level=377;unitId=231931;advance=63};{level=689;unitId=230883;advance=63};{level=377;unitId=230242;advance=63};{level=377;unitId=233293;advance=63};{level=377;unitId=232242;advance=63}>,<{level=689;unitId=251362;advance=64}>,config/portrait/jinglingtouxiang2/img_2401.png,,22,,,battle/scene/bg_tower.jpg,,,,,,689,2011,2011,,,,4,<<1;0;23%>;<28;0;23%>>,{502=1;451=30;gold=380000},<<gold;380000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9200},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100363,,,Level 363,Cấp 363,Level 363,Level 363,Level 363,Level 363,Level 363,,,<{level=378;unitId=232013;advance=63};{level=691;unitId=230972;advance=63};{level=378;unitId=230273;advance=63};{level=378;unitId=233342;advance=63};{level=378;unitId=232593;advance=63}>,<{level=691;unitId=251363;advance=64}>,config/portrait/jinglingtouxiang2/img_2493.png,,22,,,battle/scene/bg_grass.jpg,,,,,,691,2028,2028,,,,5,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{rmb=100;451=30;gold=380000},<<gold;380000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9200},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100364,,,Level 364,Cấp 364,Level 364,Level 364,Level 364,Level 364,Level 364,,,<{level=379;unitId=232023;advance=63};{level=693;unitId=231071;advance=63};{level=379;unitId=230333;advance=63};{level=379;unitId=233432;advance=63};{level=379;unitId=232612;advance=63}>,<{level=693;unitId=251364;advance=64}>,config/portrait/jinglingtouxiang2/img_2723.png,,22,,,battle/scene/bg_night.jpg,,,,,,693,2045,2045,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=380000;451=30;452=20},<<gold;380000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9200},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100365,,,Level 365,Cấp 365,Level 365,Level 365,Level 365,Level 365,Level 365,,,<{level=380;unitId=232033;advance=63};{level=695;unitId=231032;advance=63};{level=380;unitId=230402;advance=63};{level=380;unitId=233472;advance=63};{level=380;unitId=232633;advance=63}>,<{level=695;unitId=251365;advance=64}>,config/portrait/jinglingtouxiang2/img_3003.png,,22,,,battle/scene/bg_sd.jpg,,,,,,695,2062,2062,,,,5,<<9;1;28%>;<10;0;28%>;<24;0;28%>>,{gold=380000;451=30;519=1},<<gold;380000;1>;<451;30;1>;<519;1;1>>,{gold=9200;452=1;libs=<110;111;112>},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,Monsters' attacks have a chance to reduce speed.,Monsters' attacks have a chance to reduce speed.,Monsters' attacks have a chance to reduce speed.,Monsters' attacks have a chance to reduce speed.,Monsters' attacks have a chance to reduce speed.,Quái vật tấn công có xác suất giảm tốc độ nhất định,
100366,,,Level 366,Cấp 366,Level 366,Level 366,Level 366,Level 366,Level 366,,,<{level=381;unitId=232073;advance=64};{level=697;unitId=231082;advance=64};{level=381;unitId=230493;advance=64};{level=381;unitId=233511;advance=64};{level=381;unitId=232683;advance=64}>,<{level=697;unitId=251366;advance=65}>,config/portrait/jinglingtouxiang2/img_3021.png,,22,,,battle/scene/bg_tower.jpg,,,,,,697,2079,2079,,,,3,<<7;1;32%>;<8;1;32%>>,{gold=385000;451=30;452=20},<<gold;385000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9300},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100367,,,Level 367,Cấp 367,Level 367,Level 367,Level 367,Level 367,Level 367,,,<{level=382;unitId=232242;advance=64};{level=699;unitId=231221;advance=64};{level=382;unitId=230503;advance=64};{level=382;unitId=233543;advance=64};{level=382;unitId=232723;advance=64}>,<{level=699;unitId=251367;advance=65}>,config/portrait/jinglingtouxiang2/img_3143.png,,22,,,battle/scene/bg_grass.jpg,,,,,,699,2096,2096,,,,4,<<7;0;23%>;<8;0;23%>;<14;0;23%>>,{502=1;451=30;gold=385000},<<gold;385000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=9300},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100368,,,Level 368,Cấp 368,Level 368,Level 368,Level 368,Level 368,Level 368,,,<{level=383;unitId=232593;advance=64};{level=701;unitId=231253;advance=64};{level=383;unitId=230552;advance=64};{level=383;unitId=233592;advance=64};{level=383;unitId=232843;advance=64}>,<{level=701;unitId=251368;advance=65}>,config/portrait/jinglingtouxiang2/img_3152.png,,22,,,battle/scene/bg_night.jpg,,,,,,701,2113,2113,,,,5,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{rmb=100;451=30;gold=385000},<<gold;385000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9300},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
