VariableName,type,desc,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,icon,title_cn,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
Defaults,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr;in;ma;ph>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,任务图标,任务标题,任务标题,title_vn,title_en,title_th,title_in,title_ph,title_ma,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1147,,"Completed Chapter 17, Normal Stage 7",,"Thông qua chương 17, cấp độ bình thường 7","Completed Chapter 17, Normal Stage 7",ผ่านบทที่ 17 ด่านปกติ 7,"Menyelesaikan Bab 17, Tahap Normal 7","Natapos ang Kabanata 17, Normal na Antas 7","Telah menyelesaikan Bab 17, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11707,,1,,,,,,,,1100,47,,{13=5;gold=25000},11707
1148,,"Completed Chapter 17, Normal Stage 10",,"Thông qua chương 17, cấp độ bình thường 10","Completed Chapter 17, Normal Stage 10",ผ่านบทที่ 17 ด่านปกติ 10,"Menyelesaikan Bab 17, Tahap Normal 10","Natapos ang Kabanata 17, Normal na Antas 10","Telah menyelesaikan Bab 17, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11710,,1,,,,,,,,1100,48,,{13=5;gold=25000},11710
1149,,"Completed Chapter 18, Normal Stage 4",,"Thông qua chương 18, cấp độ bình thường 4","Completed Chapter 18, Normal Stage 4",ผ่านบทที่ 18 ด่านปกติ 4,"Menyelesaikan Bab 18, Tahap Normal 4","Natapos ang Kabanata 18, Normal na Antas 4","Telah menyelesaikan Bab 18, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11804,,1,,,,,,,,1100,49,,{13=5;gold=27000},11804
1150,,"Completed Chapter 18, Normal Stage 7",,"Thông qua chương 18, cấp độ bình thường 7","Completed Chapter 18, Normal Stage 7",ผ่านบทที่ 18 ด่านปกติ 7,"Menyelesaikan Bab 18, Tahap Normal 7","Natapos ang Kabanata 18, Normal na Antas 7","Telah menyelesaikan Bab 18, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11807,,1,,,,,,,,1100,50,,{13=5;gold=27000},11807
1151,,"Completed Chapter 18, Normal Stage 10",,"Thông qua chương 18, cấp độ bình thường 10","Completed Chapter 18, Normal Stage 10",ผ่านบทที่ 18 ด่านปกติ 10,"Menyelesaikan Bab 18, Tahap Normal 10","Natapos ang Kabanata 18, Normal na Antas 10","Telah menyelesaikan Bab 18, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11810,,1,,,,,,,,1100,51,,{13=5;gold=27000},11810
1152,,"Completed Chapter 19, Normal Stage 4",,"Thông qua chương 19, cấp độ bình thường 4","Completed Chapter 19, Normal Stage 4",ผ่านบทที่ 19 ด่านปกติ 4,"Menyelesaikan Bab 19, Tahap Normal 4","Natapos ang Kabanata 19, Normal na Antas 4","Telah menyelesaikan Bab 19, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11904,,1,,,,,,,,1100,52,,{14=5;gold=29000},11904
1153,,"Completed Chapter 19, Normal Stage 7",,"Thông qua chương 19, cấp độ bình thường 7","Completed Chapter 19, Normal Stage 7",ผ่านบทที่ 19 ด่านปกติ 7,"Menyelesaikan Bab 19, Tahap Normal 7","Natapos ang Kabanata 19, Normal na Antas 7","Telah menyelesaikan Bab 19, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11907,,1,,,,,,,,1100,53,,{14=5;gold=29000},11907
1154,,"Completed Chapter 19, Normal Stage 10",,"Thông qua chương 19, cấp độ bình thường 10","Completed Chapter 19, Normal Stage 10",ผ่านบทที่ 19 ด่านปกติ 10,"Menyelesaikan Bab 19, Tahap Normal 10","Natapos ang Kabanata 19, Normal na Antas 10","Telah menyelesaikan Bab 19, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,11910,,1,,,,,,,,1100,54,,{14=5;gold=29000},11910
1155,,"Completed Chapter 20, Normal Stage 4",,"Thông qua chương 20, cấp độ bình thường 4","Completed Chapter 20, Normal Stage 4",ผ่านบทที่ 20 ด่านปกติ 4,"Menyelesaikan Bab 20, Tahap Normal 4","Natapos ang Kabanata 20, Normal na Antas 4","Telah menyelesaikan Bab 20, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12004,,1,,,,,,,,1100,55,,{14=5;gold=31000},12004
1156,,"Completed Chapter 20, Normal Stage 7",,"Thông qua chương 20, cấp độ bình thường 7","Completed Chapter 20, Normal Stage 7",ผ่านบทที่ 20 ด่านปกติ 7,"Menyelesaikan Bab 20, Tahap Normal 7","Natapos ang Kabanata 20, Normal na Antas 7","Telah menyelesaikan Bab 20, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12007,,1,,,,,,,,1100,56,,{14=5;gold=31000},12007
1157,,"Completed Chapter 20, Normal Stage 10",,"Thông qua chương 20, cấp độ bình thường 10","Completed Chapter 20, Normal Stage 10",ผ่านบทที่ 20 ด่านปกติ 10,"Menyelesaikan Bab 20, Tahap Normal 10","Natapos ang Kabanata 20, Normal na Antas 10","Telah menyelesaikan Bab 20, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12010,,1,,,,,,,,1100,57,,{14=5;gold=31000},12010
1158,,"Completed Chapter 21, Normal Stage 4",,"Thông qua chương 21, cấp độ bình thường 4","Completed Chapter 21, Normal Stage 4",ผ่านบทที่ 21 ด่านปกติ 4,"Menyelesaikan Bab 21, Tahap Normal 4","Natapos ang Kabanata 21, Normal na Antas 4","Telah menyelesaikan Bab 21, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12104,,1,,,,,,,,1100,58,,{14=5;gold=33000},12104
1159,,"Completed Chapter 21, Normal Stage 7",,"Thông qua chương 21, cấp độ bình thường 7","Completed Chapter 21, Normal Stage 7",ผ่านบทที่ 21 ด่านปกติ 7,"Menyelesaikan Bab 21, Tahap Normal 7","Natapos ang Kabanata 21, Normal na Antas 7","Telah menyelesaikan Bab 21, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12107,,1,,,,,,,,1100,59,,{14=5;gold=33000},12107
1160,,"Completed Chapter 21, Normal Stage 10",,"Thông qua chương 21, cấp độ bình thường 10","Completed Chapter 21, Normal Stage 10",ผ่านบทที่ 21 ด่านปกติ 10,"Menyelesaikan Bab 21, Tahap Normal 10","Natapos ang Kabanata 21, Normal na Antas 10","Telah menyelesaikan Bab 21, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12110,,1,,,,,,,,1100,60,,{14=5;gold=33000},12110
1161,,"Completed Chapter 22, Normal Stage 4",,"Thông qua chương 22, cấp độ bình thường 4","Completed Chapter 22, Normal Stage 4",ผ่านบทที่ 22 ด่านปกติ 4,"Menyelesaikan Bab 22, Tahap Normal 4","Natapos ang Kabanata 22, Normal na Antas 4","Telah menyelesaikan Bab 22, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12204,,1,,,,,,,,1100,61,,{14=5;gold=35000},12204
1162,,"Completed Chapter 22, Normal Stage 7",,"Thông qua chương 22, cấp độ bình thường 7","Completed Chapter 22, Normal Stage 7",ผ่านบทที่ 22 ด่านปกติ 7,"Menyelesaikan Bab 22, Tahap Normal 7","Natapos ang Kabanata 22, Normal na Antas 7","Telah menyelesaikan Bab 22, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12207,,1,,,,,,,,1100,62,,{14=5;gold=35000},12207
1163,,"Completed Chapter 22, Normal Stage 10",,"Thông qua chương 22, cấp độ bình thường 10","Completed Chapter 22, Normal Stage 10",ผ่านบทที่ 22 ด่านปกติ 10,"Menyelesaikan Bab 22, Tahap Normal 10","Natapos ang Kabanata 22, Normal na Antas 10","Telah menyelesaikan Bab 22, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12210,,1,,,,,,,,1100,63,,{14=5;gold=35000},12210
1164,,"Completed Chapter 23, Normal Stage 4",,"Thông qua chương 23, cấp độ bình thường 4","Completed Chapter 23, Normal Stage 4",ผ่านบทที่ 23 ด่านปกติ 4,"Menyelesaikan Bab 23, Tahap Normal 4","Natapos ang Kabanata 23, Normal na Antas 4","Telah menyelesaikan Bab 23, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12304,,1,,,,,,,,1100,64,,{14=5;gold=37000},12304
1165,,"Completed Chapter 23, Normal Stage 7",,"Thông qua chương 23, cấp độ bình thường 7","Completed Chapter 23, Normal Stage 7",ผ่านบทที่ 23 ด่านปกติ 7,"Menyelesaikan Bab 23, Tahap Normal 7","Natapos ang Kabanata 23, Normal na Antas 7","Telah menyelesaikan Bab 23, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12307,,1,,,,,,,,1100,65,,{14=5;gold=37000},12307
1166,,"Completed Chapter 23, Normal Stage 10",,"Thông qua chương 23, cấp độ bình thường 10","Completed Chapter 23, Normal Stage 10",ผ่านบทที่ 23 ด่านปกติ 10,"Menyelesaikan Bab 23, Tahap Normal 10","Natapos ang Kabanata 23, Normal na Antas 10","Telah menyelesaikan Bab 23, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12310,,1,,,,,,,,1100,66,,{14=5;gold=37000},12310
1167,,"Completed Chapter 24, Normal Stage 4",,"Thông qua chương 24, cấp độ bình thường 4","Completed Chapter 24, Normal Stage 4",ผ่านบทที่ 24 ด่านปกติ 4,"Menyelesaikan Bab 24, Tahap Normal 4","Natapos ang Kabanata 24, Normal na Antas 4","Telah menyelesaikan Bab 24, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12404,,1,,,,,,,,1100,67,,{14=5;gold=39000},12404
1168,,"Completed Chapter 24, Normal Stage 7",,"Thông qua chương 24, cấp độ bình thường 7","Completed Chapter 24, Normal Stage 7",ผ่านบทที่ 24 ด่านปกติ 7,"Menyelesaikan Bab 24, Tahap Normal 7","Natapos ang Kabanata 24, Normal na Antas 7","Telah menyelesaikan Bab 24, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12407,,1,,,,,,,,1100,68,,{14=5;gold=39000},12407
1169,,"Completed Chapter 24, Normal Stage 10",,"Thông qua chương 24, cấp độ bình thường 10","Completed Chapter 24, Normal Stage 10",ผ่านบทที่ 24 ด่านปกติ 10,"Menyelesaikan Bab 24, Tahap Normal 10","Natapos ang Kabanata 24, Normal na Antas 10","Telah menyelesaikan Bab 24, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12410,,1,,,,,,,,1100,69,,{14=5;gold=39000},12410
1170,,"Completed Chapter 25, Normal Stage 4",,"Thông qua chương 25, cấp độ bình thường 4","Completed Chapter 25, Normal Stage 4",ผ่านบทที่ 25 ด่านปกติ 4,"Menyelesaikan Bab 25, Tahap Normal 4","Natapos ang Kabanata 25, Normal na Antas 4","Telah menyelesaikan Bab 25, Peringkat Biasa 4",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12504,,1,,,,,,,,1100,70,,{14=5;gold=41000},12504
1171,,"Completed Chapter 25, Normal Stage 7",,"Thông qua chương 25, cấp độ bình thường 7","Completed Chapter 25, Normal Stage 7",ผ่านบทที่ 25 ด่านปกติ 7,"Menyelesaikan Bab 25, Tahap Normal 7","Natapos ang Kabanata 25, Normal na Antas 7","Telah menyelesaikan Bab 25, Peringkat Biasa 7",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12507,,1,,,,,,,,1100,71,,{14=5;gold=41000},12507
1172,,"Completed Chapter 25, Normal Stage 10",,"Thông qua chương 25, cấp độ bình thường 10","Completed Chapter 25, Normal Stage 10",ผ่านบทที่ 25 ด่านปกติ 10,"Menyelesaikan Bab 25, Tahap Normal 10","Natapos ang Kabanata 25, Normal na Antas 10","Telah menyelesaikan Bab 25, Peringkat Biasa 10",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,12510,,1,,,,,,,,1100,72,,{14=5;gold=41000},12510
1201,,1 hero upgraded to Green quality,,1 anh hùng nâng lên phẩm chất xanh,1 hero upgraded to Green quality,ฮีโร่ 1 ตัวได้รับคุณภาพสีเขียว,1 pahlawan ditingkatkan ke kualitas Hijau,1 bayani ay na-upgrade sa kalidad na Berde,1 wira dinaik taraf ke kualiti Hijau,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,2,1,1,,,,,,,,1200,1,,{gold=3000;5000=3},strengthen-advance
1202,,3 heroes upgraded to Green quality,,3 anh hùng nâng lên phẩm chất xanh,3 heroes upgraded to Green quality,ฮีโร่ 3 ตัวได้รับคุณภาพสีเขียว,3 pahlawan ditingkatkan ke kualitas Hijau,3 bayani ay na-upgrade sa kalidad na Berde,3 wira dinaik taraf ke kualiti Hijau,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,2,3,3,,,,,,,,1200,2,,{gold=3000;5000=3},strengthen-advance
1203,,6 heroes upgraded to Green quality,,6 anh hùng nâng lên phẩm chất xanh,6 heroes upgraded to Green quality,ฮีโร่ 6 ตัวได้รับคุณภาพสีเขียว,6 pahlawan ditingkatkan ke kualitas Hijau,6 bayani ay na-upgrade sa kalidad na Berde,6 wira dinaik taraf ke kualiti Hijau,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,2,6,6,,,,,,,,1200,3,,{gold=3000;5000=3},strengthen-advance
1204,,1 hero upgraded to Green+1 quality,,1 anh hùng nâng lên phẩm chất xanh+1,1 hero upgraded to Green+1 quality,ฮีโร่ 1 ตัวได้รับคุณภาพสีเขียว+1,1 pahlawan ditingkatkan ke kualitas Hijau+1,1 bayani ay na-upgrade sa kalidad na Berde+1,1 wira dinaik taraf ke kualiti Hijau+1,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,3,1,1,,,,,,,,1200,4,,{gold=3000;5000=3},strengthen-advance
1205,,3 heroes upgraded to Green+1 quality,,3 anh hùng nâng lên phẩm chất xanh+1,3 heroes upgraded to Green+1 quality,ฮีโร่ 3 ตัวได้รับคุณภาพสีเขียว+1,3 pahlawan ditingkatkan ke kualitas Hijau+1,3 bayani ay na-upgrade sa kalidad na Berde+1,3 wira dinaik taraf ke kualiti Hijau+1,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,3,3,3,,,,,,,,1200,5,,{gold=3000;5000=3},strengthen-advance
1206,,6 heroes upgraded to Green+1 quality,,6 anh hùng nâng lên phẩm chất xanh+1,6 heroes upgraded to Green+1 quality,ฮีโร่ 6 ตัวได้รับคุณภาพสีเขียว+1,6 pahlawan ditingkatkan ke kualitas Hijau+1,6 bayani ay na-upgrade sa kalidad na Berde+1,6 wira dinaik taraf ke kualiti Hijau+1,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,3,6,6,,,,,,,,1200,6,,{gold=3000;5000=3},strengthen-advance
1207,,1 hero upgraded to Green+2 quality,,1 anh hùng nâng lên phẩm chất xanh+2,1 hero upgraded to Green+2 quality,ฮีโร่ 1 ตัวได้รับคุณภาพสีเขียว+2,1 pahlawan ditingkatkan ke kualitas Hijau+2,1 bayani ay na-upgrade sa kalidad na Berde+2,1 wira dinaik taraf ke kualiti Hijau+2,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,4,1,1,,,,,,,,1200,7,,{gold=3000;5000=3},strengthen-advance
1208,,3 heroes upgraded to Green+2 quality,,3 anh hùng nâng lên phẩm chất xanh+2,3 heroes upgraded to Green+2 quality,ฮีโร่ 3 ตัวได้รับคุณภาพสีเขียว+2,3 pahlawan ditingkatkan ke kualitas Hijau+2,3 bayani ay na-upgrade sa kalidad na Berde+2,3 wira dinaik taraf ke kualiti Hijau+2,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,4,3,3,,,,,,,,1200,8,,{gold=3000;5000=3},strengthen-advance
1209,,6 heroes upgraded to Green+2 quality,,6 anh hùng nâng lên phẩm chất xanh+2,6 heroes upgraded to Green+2 quality,ฮีโร่ 6 ตัวได้รับคุณภาพสีเขียว+2,6 pahlawan ditingkatkan ke kualitas Hijau+2,6 bayani ay na-upgrade sa kalidad na Berde+2,6 wira dinaik taraf ke kualiti Hijau+2,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,4,6,6,,,,,,,,1200,9,,{gold=3000;5000=3},strengthen-advance
1210,,1 hero upgraded to Blue quality,,1 anh hùng nâng lên phẩm chất xanh dương,1 hero upgraded to Blue quality,ฮีโร่ 1 ตัวได้รับคุณภาพสีน้ำเงิน,1 pahlawan ditingkatkan ke kualitas Biru,1 bayani ay na-upgrade sa kalidad na Asul,1 wira dinaik taraf ke kualiti Biru,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,5,1,1,,,,,,,,1200,10,,{gold=3000;5000=3},strengthen-advance
1211,,3 heroes upgraded to Blue quality,,3 anh hùng nâng lên phẩm chất xanh dương,3 heroes upgraded to Blue quality,ฮีโร่ 3 ตัวได้รับคุณภาพสีน้ำเงิน,3 pahlawan ditingkatkan ke kualitas Biru,3 bayani ay na-upgrade sa kalidad na Asul,3 wira dinaik taraf ke kualiti Biru,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,5,3,3,,,,,,,,1200,11,,{gold=3000;5000=3},strengthen-advance
1212,,6 heroes upgraded to Blue quality,,6 anh hùng nâng lên phẩm chất xanh dương,6 heroes upgraded to Blue quality,ฮีโร่ 6 ตัวได้รับคุณภาพสีน้ำเงิน,6 pahlawan ditingkatkan ke kualitas Biru,6 bayani ay na-upgrade sa kalidad na Asul,6 wira dinaik taraf ke kualiti Biru,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,5,6,6,,,,,,,,1200,12,,{gold=3000;5000=3},strengthen-advance
1213,,1 hero upgraded to Blue+1 quality,,1 anh hùng nâng lên phẩm chất xanh dương+1,1 hero upgraded to Blue+1 quality,ฮีโร่ 1 ตัวได้รับคุณภาพสีน้ำเงิน+1,1 pahlawan ditingkatkan ke kualitas Biru+1,1 bayani ay na-upgrade sa kalidad na Asul+1,1 wira dinaik taraf ke kualiti Biru+1,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,6,1,1,,,,,,,,1200,13,,{gold=3000;5000=3},strengthen-advance
1214,,3 heroes upgraded to Blue+1 quality,,3 anh hùng nâng lên phẩm chất xanh dương+1,3 heroes upgraded to Blue+1 quality,ฮีโร่ 3 ตัวได้รับคุณภาพสีน้ำเงิน+1,3 pahlawan ditingkatkan ke kualitas Biru+1,3 bayani ay na-upgrade sa kalidad na Asul+1,3 wira dinaik taraf ke kualiti Biru+1,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,6,3,3,,,,,,,,1200,14,,{gold=3000;5000=3},strengthen-advance
1215,,6 heroes upgraded to Blue+1 quality,,6 anh hùng nâng lên phẩm chất xanh dương+1,6 heroes upgraded to Blue+1 quality,ฮีโร่ 6 ตัวได้รับคุณภาพสีน้ำเงิน+1,6 pahlawan ditingkatkan ke kualitas Biru+1,6 bayani ay na-upgrade sa kalidad na Asul+1,6 wira dinaik taraf ke kualiti Biru+1,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,6,6,6,,,,,,,,1200,15,,{gold=3000;5000=3},strengthen-advance
1216,,1 hero upgraded to Blue+2 quality,,1 anh hùng nâng lên phẩm chất xanh dương+2,1 hero upgraded to Blue+2 quality,ฮีโร่ 1 ตัวได้รับคุณภาพสีน้ำเงิน+2,1 pahlawan ditingkatkan ke kualitas Biru+2,1 bayani ay na-upgrade sa kalidad na Asul+2,1 wira dinaik taraf ke kualiti Biru+2,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,7,1,1,,,,,,,,1200,16,,{gold=3000;5000=3},strengthen-advance
1217,,3 heroes upgraded to Blue+2 quality,,3 anh hùng nâng lên phẩm chất xanh dương+2,3 heroes upgraded to Blue+2 quality,ฮีโร่ 3 ตัวได้รับคุณภาพสีน้ำเงิน+2,3 pahlawan ditingkatkan ke kualitas Biru+2,3 bayani ay na-upgrade sa kalidad na Asul+2,3 wira dinaik taraf ke kualiti Biru+2,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,7,3,3,,,,,,,,1200,17,,{gold=3000;5000=3},strengthen-advance
1218,,6 heroes upgraded to Blue+2 quality,,6 anh hùng nâng lên phẩm chất xanh dương+2,6 heroes upgraded to Blue+2 quality,ฮีโร่ 6 ตัวได้รับคุณภาพสีน้ำเงิน+2,6 pahlawan ditingkatkan ke kualitas Biru+2,6 bayani ay na-upgrade sa kalidad na Asul+2,6 wira dinaik taraf ke kualiti Biru+2,city/task/icon_ycl.png,,Power Enhancement,Tăng cường sức mạnh,Power Enhancement,เสริมพลัง,Peningkatan Kekuatan,Pagpapalakas ng Lakas,Peningkatan Kuasa,9,7,6,6,,,,,,,,1200,18,,{gold=3000;5000=3},strengthen-advance
