VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
5181,limit_rmb1_2540,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1169=1},150,,,,,,,,,,,,
5182,limit_rmb1_2540,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5183,limit_rmb1_2540,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1168=1},1,,,,,,,,,,,,,,,,,,
5184,limit_rmb1_2540,,,155,,,999,144,0.1,0.05,0.4,9,71,{1168=1},1,,,,,,,,,,,,,,,,,,
5191,limit_rmb1_2640,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1171=1},150,,,,,,,,,,,,
5192,limit_rmb1_2640,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5193,limit_rmb1_2640,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1170=1},1,,,,,,,,,,,,,,,,,,
5194,limit_rmb1_2640,,,155,,,999,144,0.1,0.05,0.4,9,71,{1170=1},1,,,,,,,,,,,,,,,,,,
5201,limit_rmb1_2650,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1173=1},150,,,,,,,,,,,,
5202,limit_rmb1_2650,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5203,limit_rmb1_2650,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1172=1},1,,,,,,,,,,,,,,,,,,
5204,limit_rmb1_2650,,,155,,,999,144,0.1,0.05,0.4,9,71,{1172=1},1,,,,,,,,,,,,,,,,,,
5211,limit_rmb1_2710,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1177=1},150,,,,,,,,,,,,
5212,limit_rmb1_2710,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5213,limit_rmb1_2710,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1176=1},1,,,,,,,,,,,,,,,,,,
5214,limit_rmb1_2710,,,155,,,999,144,0.1,0.05,0.4,9,71,{1176=1},1,,,,,,,,,,,,,,,,,,
5221,limit_rmb1_2720,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1175=1},150,,,,,,,,,,,,
5222,limit_rmb1_2720,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5223,limit_rmb1_2720,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1174=1},1,,,,,,,,,,,,,,,,,,
5224,limit_rmb1_2720,,,155,,,999,144,0.1,0.05,0.4,9,71,{1174=1},1,,,,,,,,,,,,,,,,,,
5231,limit_rmb1_2780,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1179=1},150,,,,,,,,,,,,
5232,limit_rmb1_2780,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5233,limit_rmb1_2780,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1178=1},1,,,,,,,,,,,,,,,,,,
5234,limit_rmb1_2780,,,155,,,999,144,0.1,0.05,0.4,9,71,{1178=1},1,,,,,,,,,,,,,,,,,,
5241,limit_rmb1_2810,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1181=1},150,,,,,,,,,,,,
5242,limit_rmb1_2810,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5243,limit_rmb1_2810,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1180=1},1,,,,,,,,,,,,,,,,,,
5244,limit_rmb1_2810,,,155,,,999,144,0.1,0.05,0.4,9,71,{1180=1},1,,,,,,,,,,,,,,,,,,
5251,limit_rmb1_2820,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1183=1},150,,,,,,,,,,,,
5252,limit_rmb1_2820,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5253,limit_rmb1_2820,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1182=1},1,,,,,,,,,,,,,,,,,,
5254,limit_rmb1_2820,,,155,,,999,144,0.1,0.05,0.4,9,71,{1182=1},1,,,,,,,,,,,,,,,,,,
5260,limit_rmb1_2890,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1157=1},150,,,,,,,,,,,,
5261,limit_rmb1_2890,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5262,limit_rmb1_2890,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1156=1},1,,,,,,,,,,,,,,,,,,
5263,limit_rmb1_2890,,,155,,,999,144,0.1,0.05,0.4,9,71,{1156=1},1,,,,,,,,,,,,,,,,,,
5270,limit_rmb1_2910,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1185=1},150,,,,,,,,,,,,
5271,limit_rmb1_2910,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5272,limit_rmb1_2910,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1184=1},1,,,,,,,,,,,,,,,,,,
5273,limit_rmb1_2910,,,155,,,999,144,0.1,0.05,0.4,9,71,{1184=1},1,,,,,,,,,,,,,,,,,,
5280,limit_rmb1_2970,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1187=1},150,,,,,,,,,,,,
5281,limit_rmb1_2970,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5282,limit_rmb1_2970,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1186=1},1,,,,,,,,,,,,,,,,,,
5283,limit_rmb1_2970,,,155,,,999,144,0.1,0.05,0.4,9,71,{1186=1},1,,,,,,,,,,,,,,,,,,
5290,limit_rmb1_3000,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1189=1},150,,,,,,,,,,,,
5291,limit_rmb1_3000,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5292,limit_rmb1_3000,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1188=1},1,,,,,,,,,,,,,,,,,,
5293,limit_rmb1_3000,,,155,,,999,144,0.1,0.05,0.4,9,71,{1188=1},1,,,,,,,,,,,,,,,,,,
5300,limit_rmb1_3070,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1704=1},150,,,,,,,,,,,,
5301,limit_rmb1_3070,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5302,limit_rmb1_3070,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1703=1},1,,,,,,,,,,,,,,,,,,
5303,limit_rmb1_3070,,,155,,,999,144,0.1,0.05,0.4,9,71,{1703=1},1,,,,,,,,,,,,,,,,,,
5310,limit_rmb1_3080,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1706=1},150,,,,,,,,,,,,
5311,limit_rmb1_3080,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5312,limit_rmb1_3080,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1705=1},1,,,,,,,,,,,,,,,,,,
5313,limit_rmb1_3080,,,155,,,999,144,0.1,0.05,0.4,9,71,{1705=1},1,,,,,,,,,,,,,,,,,,
5320,limit_rmb1_3130,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1708=1},150,,,,,,,,,,,,
5321,limit_rmb1_3130,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5322,limit_rmb1_3130,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1707=1},1,,,,,,,,,,,,,,,,,,
5323,limit_rmb1_3130,,,155,,,999,144,0.1,0.05,0.4,9,71,{1707=1},1,,,,,,,,,,,,,,,,,,
5330,limit_rmb1_3150,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1710=1},150,,,,,,,,,,,,
5331,limit_rmb1_3150,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5332,limit_rmb1_3150,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1709=1},1,,,,,,,,,,,,,,,,,,
5333,limit_rmb1_3150,,,155,,,999,144,0.1,0.05,0.4,9,71,{1709=1},1,,,,,,,,,,,,,,,,,,
5340,limit_rmb1_3160,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1712=1},150,,,,,,,,,,,,
5341,limit_rmb1_3160,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5342,limit_rmb1_3160,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1711=1},1,,,,,,,,,,,,,,,,,,
5343,limit_rmb1_3160,,,155,,,999,144,0.1,0.05,0.4,9,71,{1711=1},1,,,,,,,,,,,,,,,,,,
5350,limit_rmb1_3220,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1714=1},150,,,,,,,,,,,,
5351,limit_rmb1_3220,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5352,limit_rmb1_3220,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1713=1},1,,,,,,,,,,,,,,,,,,
5353,limit_rmb1_3220,,,155,,,999,144,0.1,0.05,0.4,9,71,{1713=1},1,,,,,,,,,,,,,,,,,,
5360,limit_rmb1_3250,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1716=1},150,,,,,,,,,,,,
5361,limit_rmb1_3250,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5362,limit_rmb1_3250,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1715=1},1,,,,,,,,,,,,,,,,,,
5363,limit_rmb1_3250,,,155,,,999,144,0.1,0.05,0.4,9,71,{1715=1},1,,,,,,,,,,,,,,,,,,
5370,limit_rmb1_3290,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1716=1},150,,,,,,,,,,,,
5371,limit_rmb1_3290,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5372,limit_rmb1_3290,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1715=1},1,,,,,,,,,,,,,,,,,,
5373,limit_rmb1_3290,,,155,,,999,144,0.1,0.05,0.4,9,71,{1715=1},1,,,,,,,,,,,,,,,,,,
5380,limit_rmb1_3300,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1718=1},150,,,,,,,,,,,,
5381,limit_rmb1_3300,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5382,limit_rmb1_3300,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1717=1},1,,,,,,,,,,,,,,,,,,
5383,limit_rmb1_3300,,,155,,,999,144,0.1,0.05,0.4,9,71,{1717=1},1,,,,,,,,,,,,,,,,,,
5390,limit_rmb1_3340,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1163=1},150,,,,,,,,,,,,
5391,limit_rmb1_3340,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5392,limit_rmb1_3340,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1162=1},1,,,,,,,,,,,,,,,,,,
5393,limit_rmb1_3340,,,155,,,999,144,0.1,0.05,0.4,9,71,{1162=1},1,,,,,,,,,,,,,,,,,,
5400,limit_rmb1_3356,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1121=1},150,,,,,,,,,,,,
5401,limit_rmb1_3356,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5402,limit_rmb1_3356,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1120=1},1,,,,,,,,,,,,,,,,,,
5403,limit_rmb1_3356,,,155,,,999,144,0.1,0.05,0.4,9,71,{1120=1},1,,,,,,,,,,,,,,,,,,
5410,limit_rmb1_40001,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1151=1},150,,,,,,,,,,,,
5411,limit_rmb1_40001,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5412,limit_rmb1_40001,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1150=1},1,,,,,,,,,,,,,,,,,,
5413,limit_rmb1_40001,,,155,,,999,144,0.1,0.05,0.4,9,71,{1150=1},1,,,,,,,,,,,,,,,,,,
5420,limit_rmb1_40011,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1153=1},150,,,,,,,,,,,,
5421,limit_rmb1_40011,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5422,limit_rmb1_40011,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1152=1},1,,,,,,,,,,,,,,,,,,
5423,limit_rmb1_40011,,,155,,,999,144,0.1,0.05,0.4,9,71,{1152=1},1,,,,,,,,,,,,,,,,,,
5430,limit_rmb1_40021,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1155=1},150,,,,,,,,,,,,
5431,limit_rmb1_40021,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5432,limit_rmb1_40021,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1154=1},1,,,,,,,,,,,,,,,,,,
5433,limit_rmb1_40021,,,155,,,999,144,0.1,0.05,0.4,9,71,{1154=1},1,,,,,,,,,,,,,,,,,,
5440,limit_rmb1_40031,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1157=1},150,,,,,,,,,,,,
5441,limit_rmb1_40031,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5442,limit_rmb1_40031,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1156=1},1,,,,,,,,,,,,,,,,,,
5443,limit_rmb1_40031,,,155,,,999,144,0.1,0.05,0.4,9,71,{1156=1},1,,,,,,,,,,,,,,,,,,
5450,limit_rmb1_40041,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1151=1},150,,,,,,,,,,,,
5451,limit_rmb1_40041,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5452,limit_rmb1_40041,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1150=1},1,,,,,,,,,,,,,,,,,,
5453,limit_rmb1_40041,,,155,,,999,144,0.1,0.05,0.4,9,71,{1150=1},1,,,,,,,,,,,,,,,,,,
5460,limit_rmb1_40051,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1153=1},150,,,,,,,,,,,,
5461,limit_rmb1_40051,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5462,limit_rmb1_40051,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1152=1},1,,,,,,,,,,,,,,,,,,
5463,limit_rmb1_40051,,,155,,,999,144,0.1,0.05,0.4,9,71,{1152=1},1,,,,,,,,,,,,,,,,,,
5470,limit_rmb1_40061,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1155=1},150,,,,,,,,,,,,
5471,limit_rmb1_40061,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5472,limit_rmb1_40061,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1154=1},1,,,,,,,,,,,,,,,,,,
5473,limit_rmb1_40061,,,155,,,999,144,0.1,0.05,0.4,9,71,{1154=1},1,,,,,,,,,,,,,,,,,,
5480,limit_rmb1_40071,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1157=1},150,,,,,,,,,,,,
5481,limit_rmb1_40071,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
5482,limit_rmb1_40071,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1156=1},1,,,,,,,,,,,,,,,,,,
5483,limit_rmb1_40071,,,155,,,999,144,0.1,0.05,0.4,9,71,{1156=1},1,,,,,,,,,,,,,,,,,,
7000,limit_rmb1_2900,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{1702=1},150,,,,,,,,,,,,
7001,limit_rmb1_2900,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
7002,limit_rmb1_2900,,,80,,,1,73,0.1,0.05,0.4,9,99999,{1701=1},1,,,,,,,,,,,,,,,,,,
7003,limit_rmb1_2900,,,155,,,999,144,0.1,0.05,0.4,9,71,{1701=1},1,,,,,,,,,,,,,,,,,,
11880,limit_up_rmb1_15641,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
11881,limit_up_rmb1_15641,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
11882,limit_up_rmb1_15641,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1218=1},100,,,,,,,,,,,,,,,,,,
11883,limit_up_rmb1_15641,,,6,,,10,10,0.05,0.015,0.5,15,15,{1218=1},100,,,,,,,,,,,,,,,,,,
11884,limit_up_rmb1_15641,,,160,,,,160,0.05,0.015,0.5,15,15,{1218=1},100,,,,,,,,,,,,,,,,,,
11890,limit_up_rmb10_15641,,4,1,,,,,,,,,,{205=3;206=6;1218=1},100,{205=4;206=5;1218=1},100,,,,,,,,,,,,,,,,
11891,limit_up_rmb10_15641,,0,2,,,20,,,,,,,{205=3;206=6;1218=1},150,{205=4;206=5;1218=1},100,{205=5;206=4;1218=1},50,{205=3;206=5;1218=2},30,{205=4;206=4;1218=2},20,{205=5;206=3;1218=2},10,{205=2;206=5;1218=3},,{205=3;206=4;1218=3},,{205=4;206=3;1218=3},,,
11892,limit_up_rmb10_15641,,0,22,,,,,,,,,,{205=3;206=6;1219=1},150,{205=4;206=5;1219=1},100,{205=5;206=4;1219=1},50,{205=3;206=5;1219=2},30,{205=4;206=4;1219=2},20,{205=5;206=3;1219=2},10,{205=2;206=5;1219=3},,{205=3;206=4;1219=3},,{205=4;206=3;1219=3},,,
11900,limit_up_rmb1_15651,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
11901,limit_up_rmb1_15651,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
11902,limit_up_rmb1_15651,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1204=1},100,,,,,,,,,,,,,,,,,,
11903,limit_up_rmb1_15651,,,6,,,10,10,0.05,0.015,0.5,15,15,{1204=1},100,,,,,,,,,,,,,,,,,,
11904,limit_up_rmb1_15651,,,160,,,,160,0.05,0.015,0.5,15,15,{1204=1},100,,,,,,,,,,,,,,,,,,
11910,limit_up_rmb10_15651,,4,1,,,,,,,,,,{205=3;206=6;1204=1},100,{205=4;206=5;1204=1},100,,,,,,,,,,,,,,,,
11911,limit_up_rmb10_15651,,0,2,,,20,,,,,,,{205=3;206=6;1204=1},150,{205=4;206=5;1204=1},100,{205=5;206=4;1204=1},50,{205=3;206=5;1204=2},30,{205=4;206=4;1204=2},20,{205=5;206=3;1204=2},10,{205=2;206=5;1204=3},,{205=3;206=4;1204=3},,{205=4;206=3;1204=3},,,
11912,limit_up_rmb10_15651,,0,22,,,,,,,,,,{205=3;206=6;1205=1},150,{205=4;206=5;1205=1},100,{205=5;206=4;1205=1},50,{205=3;206=5;1205=2},30,{205=4;206=4;1205=2},20,{205=5;206=3;1205=2},10,{205=2;206=5;1205=3},,{205=3;206=4;1205=3},,{205=4;206=3;1205=3},,,
11920,limit_up_rmb1_15661,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
11921,limit_up_rmb1_15661,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
11922,limit_up_rmb1_15661,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1206=1},100,,,,,,,,,,,,,,,,,,
11923,limit_up_rmb1_15661,,,6,,,10,10,0.05,0.015,0.5,15,15,{1206=1},100,,,,,,,,,,,,,,,,,,
11924,limit_up_rmb1_15661,,,160,,,,160,0.05,0.015,0.5,15,15,{1206=1},100,,,,,,,,,,,,,,,,,,
11930,limit_up_rmb10_15661,,4,1,,,,,,,,,,{205=3;206=6;1206=1},100,{205=4;206=5;1206=1},100,,,,,,,,,,,,,,,,
11931,limit_up_rmb10_15661,,0,2,,,20,,,,,,,{205=3;206=6;1206=1},150,{205=4;206=5;1206=1},100,{205=5;206=4;1206=1},50,{205=3;206=5;1206=2},30,{205=4;206=4;1206=2},20,{205=5;206=3;1206=2},10,{205=2;206=5;1206=3},,{205=3;206=4;1206=3},,{205=4;206=3;1206=3},,,
11932,limit_up_rmb10_15661,,0,22,,,,,,,,,,{205=3;206=6;1207=1},150,{205=4;206=5;1207=1},100,{205=5;206=4;1207=1},50,{205=3;206=5;1207=2},30,{205=4;206=4;1207=2},20,{205=5;206=3;1207=2},10,{205=2;206=5;1207=3},,{205=3;206=4;1207=3},,{205=4;206=3;1207=3},,,
11940,limit_up_rmb1_15671,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
11941,limit_up_rmb1_15671,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
11942,limit_up_rmb1_15671,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1208=1},100,,,,,,,,,,,,,,,,,,
11943,limit_up_rmb1_15671,,,6,,,10,10,0.05,0.015,0.5,15,15,{1208=1},100,,,,,,,,,,,,,,,,,,
11944,limit_up_rmb1_15671,,,160,,,,160,0.05,0.015,0.5,15,15,{1208=1},100,,,,,,,,,,,,,,,,,,
11950,limit_up_rmb10_15671,,4,1,,,,,,,,,,{205=3;1208=1;206=6},100,{205=4;1208=1;206=5},100,,,,,,,,,,,,,,,,
11951,limit_up_rmb10_15671,,0,2,,,20,,,,,,,{205=3;1208=1;206=6},150,{205=4;1208=1;206=5},100,{205=5;1208=1;206=4},50,{205=3;1208=2;206=5},30,{205=4;1208=2;206=4},20,{205=5;1208=2;206=3},10,{205=2;1208=3;206=5},,{205=3;1208=3;206=4},,{205=4;1208=3;206=3},,,
11952,limit_up_rmb10_15671,,0,22,,,,,,,,,,{205=3;1209=1;206=6},150,{205=4;1209=1;206=5},100,{205=5;1209=1;206=4},50,{205=3;1209=2;206=5},30,{205=4;1209=2;206=4},20,{205=5;1209=2;206=3},10,{205=2;1209=3;206=5},,{205=3;1209=3;206=4},,{205=4;1209=3;206=3},,,
11960,limit_up_rmb1_15681,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
11961,limit_up_rmb1_15681,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
11962,limit_up_rmb1_15681,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1210=1},100,,,,,,,,,,,,,,,,,,
11963,limit_up_rmb1_15681,,,6,,,10,10,0.05,0.015,0.5,15,15,{1210=1},100,,,,,,,,,,,,,,,,,,
11964,limit_up_rmb1_15681,,,160,,,,160,0.05,0.015,0.5,15,15,{1210=1},100,,,,,,,,,,,,,,,,,,
11970,limit_up_rmb10_15681,,4,1,,,,,,,,,,{205=3;1210=1;206=6},100,{205=4;1210=1;206=5},100,,,,,,,,,,,,,,,,
11971,limit_up_rmb10_15681,,0,2,,,20,,,,,,,{205=3;1210=1;206=6},150,{205=4;1210=1;206=5},100,{205=5;1210=1;206=4},50,{205=3;1210=2;206=5},30,{205=4;1210=2;206=4},20,{205=5;1210=2;206=3},10,{205=2;1210=3;206=5},,{205=3;1210=3;206=4},,{205=4;1210=3;206=3},,,
11972,limit_up_rmb10_15681,,0,22,,,,,,,,,,{205=3;1211=1;206=6},150,{205=4;1211=1;206=5},100,{205=5;1211=1;206=4},50,{205=3;1211=2;206=5},30,{205=4;1211=2;206=4},20,{205=5;1211=2;206=3},10,{205=2;1211=3;206=5},,{205=3;1211=3;206=4},,{205=4;1211=3;206=3},,,
11980,limit_up_rmb1_15691,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
11981,limit_up_rmb1_15691,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
11982,limit_up_rmb1_15691,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1212=1},100,,,,,,,,,,,,,,,,,,
11983,limit_up_rmb1_15691,,,6,,,10,10,0.05,0.015,0.5,15,15,{1212=1},100,,,,,,,,,,,,,,,,,,
11984,limit_up_rmb1_15691,,,160,,,,160,0.05,0.015,0.5,15,15,{1212=1},100,,,,,,,,,,,,,,,,,,
11990,limit_up_rmb10_15691,,4,1,,,,,,,,,,{1212=1;205=3;206=6},100,{1212=1;205=4;206=5},100,,,,,,,,,,,,,,,,
11991,limit_up_rmb10_15691,,0,2,,,20,,,,,,,{1212=1;205=3;206=6},150,{1212=1;205=4;206=5},100,{1212=1;205=5;206=4},50,{1212=2;205=3;206=5},30,{1212=2;205=4;206=4},20,{1212=2;205=5;206=3},10,{1212=3;205=2;206=5},,{1212=3;205=3;206=4},,{1212=3;205=4;206=3},,,
11992,limit_up_rmb10_15691,,0,22,,,,,,,,,,{1213=1;205=3;206=6},150,{1213=1;205=4;206=5},100,{1213=1;205=5;206=4},50,{1213=2;205=3;206=5},30,{1213=2;205=4;206=4},20,{1213=2;205=5;206=3},10,{1213=3;205=2;206=5},,{1213=3;205=3;206=4},,{1213=3;205=4;206=3},,,
12000,limit_up_rmb1_15701,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
12001,limit_up_rmb1_15701,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
12002,limit_up_rmb1_15701,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1214=1},100,,,,,,,,,,,,,,,,,,
12003,limit_up_rmb1_15701,,,6,,,10,10,0.05,0.015,0.5,15,15,{1214=1},100,,,,,,,,,,,,,,,,,,
12004,limit_up_rmb1_15701,,,160,,,,160,0.05,0.015,0.5,15,15,{1214=1},100,,,,,,,,,,,,,,,,,,
12010,limit_up_rmb10_15701,,4,1,,,,,,,,,,{205=3;1214=1;206=6},100,{205=4;1214=1;206=5},100,,,,,,,,,,,,,,,,
12011,limit_up_rmb10_15701,,0,2,,,20,,,,,,,{205=3;1214=1;206=6},150,{205=4;1214=1;206=5},100,{205=5;1214=1;206=4},50,{205=3;1214=2;206=5},30,{205=4;1214=2;206=4},20,{205=5;1214=2;206=3},10,{205=2;1214=3;206=5},,{205=3;1214=3;206=4},,{205=4;1214=3;206=3},,,
12012,limit_up_rmb10_15701,,0,22,,,,,,,,,,{205=3;1215=1;206=6},150,{205=4;1215=1;206=5},100,{205=5;1215=1;206=4},50,{205=3;1215=2;206=5},30,{205=4;1215=2;206=4},20,{205=5;1215=2;206=3},10,{205=2;1215=3;206=5},,{205=3;1215=3;206=4},,{205=4;1215=3;206=3},,,
