VariableName,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,extraOverlayLimit
3642111,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,specialDamage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
3642112,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,specialDefenceIgnore,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfhsts.png,,,,,,,,,,,,,,,,,,,,,,
3642211,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,damageDeepen,,,2,1313,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,,
3642212,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,beHealAdd,,,2,1124,,,,,,1,1,,,battle/buff_icon/logo_jl1.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jl1.png,,,,,,,,,,,,,,,,,,,,,,
3642300,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642310,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,specialRecord,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,<1;{input=enemyForce|nodead;process=random(6)};1>,,,,<{nodeId=0;triggerPoint=32}>,,,,,,,,,,,,,,,
3642311,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,changeImage,,,2,105,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,shugl_chuxian,,,,,,,{aniName=shugl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},{typ=hideOthers},battle/txt/txt_cs1.png,11,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{bond=2;cfgId=3642314;caster=2;value=0;lifeRound=99;holder=2;prob=1}>;<{bond=2;cfgId=3642312;caster=2;value=<0;0;0;0;1;1>;lifeRound=99;holder=1;prob=1}>;<{bond=2;cfgId=3642316;caster=1;value=0;lifeRound=99;holder=1;prob=self:hasBuff(3642314) and 0 or 1}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
3642312,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,depart,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{typ=opacity;args=0.9},,,,,,,,"<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3642313;caster=2;value=(min(self2:specialDamage()*15,(target2:hasBuff(3642310) and target2:getBuff(3642310):getValue() or 0)*0.45+self2:damage()*1)*(self:flagZ3() and 1.2 or 1)  +  (moreE(self2:star(),11) and min(self2:specialDamage()*4,target2:hpMax()*(self:flagZ3() and 0.35 or 0.3)) or 0));lifeRound=1;holder=1;prob=1}>;<{cfgId=3642313;caster=2;value=min(self2:specialDamage()*4,target2:hpMax()*(self:flagZ3() and 0.36 or 0.3));lifeRound=1;holder=1;prob=(moreE(self2:star(),11) and 0 or 0)}>;<{cfgId=3642317;caster=2;value=-300;lifeRound=1;holder=1;prob=(self:flagZ3() and 1 or 0)}>>;onSomeFlag=<more(self:hp(),1)>;nodeId=1;triggerPoint=2}>",,,,,,,,,,,,,,,
3642313,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,yiciyuandaji,,,,,,,,,battle/txt/txt_ycydj.png,,,<{damageType=2;processId=15}>,,,,,,,,,,,,,,,,,,,
3642314,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{bond=2;caster=2;value=0;lifeRound=1;holder=2;cfgId=3642315}>>;nodeId=1;triggerPoint=3}>,,2,,,,,,,,,,,,,
3642315,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642316,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,2,,,,,<3642311>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642317,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,addMp1,,,2,109,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqjd.png,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642318;caster=2;value=300;lifeRound=1;holder=2;prob=1}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
3642318,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,addMp1,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,
3642321,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,damageSub,,,,1303,102,,,,,2,99,,,battle/buff_icon/logo_shjm_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmjd.png,,,,,,,,,,,,,,,1,,,,,,,
3642611,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=1;cfgId=3642612}>>;nodeId=1;triggerPoint=3}>,,,,,,,,1,,,,,,,
3642612,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,shifang,,,,,TRUE,,,,,,,,,,,<{effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=rowfront|random(1)};cfgId=3642711}>;<{bond=1;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=rowfront|random(1)};cfgId=3642712}>;<{bond=1;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=rowfront|random(1)};cfgId=3642713}>;<{bond=1;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=rowfront|random(1)};cfgId=3642714}>;<{bond=1;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=rowfront|random(1)};cfgId=3642715}>;<{bond=1;caster=2;value=0;lifeRound=99;holder={input=enemyForce|nodead;process=rowfront|random(1)};cfgId=3642716}>>;nodeId=1;triggerPoint=1}>,,,0,,,,,,,,,,,,
3642613,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=1;triggerPoint=5}>,,,,,,,,1,,,,,,,
3642614,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_hupa/hupa_buff.skel,zhaohui,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
3642621,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,damageSub,,,,1303,102,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,1,,,,,,,,,koudai_hupa/hupa_buff.skel,hengl_atk1_left,,,,,TRUE,,,,battle/txt/txt_shjmjd.png,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=12;holder=2;cfgId=3642622}>;<{caster=2;value=(self:flagZ4() and 500 or 1000);lifeRound=99;holder=2;cfgId=3642623}>;<{cfgId=3642623;caster=2;value=500;lifeRound=99;holder=2;prob=(self:flagZ4() and 1 or 0)}>>;nodeId=1;triggerPoint=1}>,,,,,,,,,,,,,,,
3642622,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,1203,102,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642624;caster=2;value=1000;lifeRound=99;holder=1;prob=self:hasBuff(3642623) and 1 or 0}>;<{caster=2;value=0;lifeRound=1;holder=1;cfgId=3642625}>>;nodeId=1;triggerPoint=7}>,,,,,,,,1,,,,,,,
3642623,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,damageSub,,,,,,,,,,2,6,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642624,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,damageAdd,,,,1202,,,,,,2,6,,,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,
3642625,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,<3642623>,<1;1;1>,1,1,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642631,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,finalDamageSub,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3642633;caster=2;value=(self:getRecordTakeDamage(1)-(self:hasBuff(3642632) and self:getBuff(3642632):getValue() or 0));lifeRound=1;holder=2;prob=more((self:getRecordTakeDamage(1)-(self:hasBuff(3642632) and self:getBuff(3642632):getValue() or 0)),0) and 1 or 0}>;<{cfgId=3642634;caster=2;value=min(self:specialDamage()*15,(self2:hasBuff(3642633) and self2:getBuff(3642633):getValue() or 0)*(16+min((self2:skillLv(36416,36426,36436,36446) or 0),200)*0.06-0.06)*0.013+self:damage()*0.5);lifeRound=1;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.egg_fly_bingzhu_oc()})|frontRowRandom(1)};prob=1}>;<{caster=2;value=self:getRecordTakeDamage(1);lifeRound=99;holder=2;cfgId=3642632}>>;onSomeFlag=<(trigger.damageArgs.buffCfgId ~= 3642634) and (trigger.damageArgs.from~=2) and (trigger.damageProcessId~=17) and (trigger.damageProcessId~=20) and (trigger.damageProcessId~=19)>;nodeId=1;triggerPoint=18};{effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3642643;caster=2;value=(self:getRecordTakeDamage(1)-(self:hasBuff(3642642) and self:getBuff(3642642):getValue() or 0));lifeRound=1;holder=2;prob=more((self:getRecordTakeDamage(1)-(self:hasBuff(3642642) and self:getBuff(3642642):getValue() or 0)),0) and 1 or 0}>;<{cfgId=3642634;caster=2;value=min(self:specialDamage()*15,(self2:hasBuff(3642643) and self2:getBuff(3642643):getValue() or 0)*(16+min((self2:skillLv(36416,36426,36436,36446) or 0),200)*0.06-0.06)*0.013+(self:hasBuff(3642644) and 0 or self:damage()*0.5)/max(countObjByBuff(self:force() == 1 and 2 or 1,{3601133}),1) )*1;lifeRound=1;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.egg_fly_bingzhu_oc()})|frontRowRandom(1)};prob=1}>;<{cfgId=3642644;caster=2;value=0;lifeRound=1;holder=2;prob=1}>;<{caster=2;value=self:getRecordTakeDamage(1);lifeRound=99;holder=2;cfgId=3642642}>>;onSomeFlag=<(trigger.damageArgs.buffCfgId ~= 3642634) and (trigger.damageArgs.from~=2) and (trigger.damageProcessId~=17) and (trigger.damageProcessId~=20) and (trigger.damageProcessId==19)>;nodeId=2;triggerPoint=18}>",,,,,TRUE,,,1,,,,,,,
3642632,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,koudai_hupa/hupa_buff.skel,fanshangdun,,4,,{y=30;x=0},,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
3642633,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
3642634,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,buffDamage,,,,,,,,,,1,1,,,,1,,,,,,,,,koudai_hupa/hupa_buff.skel,hengl_atk2_right,,,,,TRUE,,,,,,,<{damageType=2;processId=15}>,,,,,,,,,,,,,,,,,,,
3642641,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
3642642,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,koudai_hupa/hupa_buff.skel,fanshangdun,,4,,{y=30;x=0},,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
3642643,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
3642644,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;lifeRound=1;holder=2;cfgId=3642645}>>;nodeId=1;triggerPoint=32}>,,,,,,,,,,,,,,,
3642645,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,<3642644>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642711,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,191,204,,,,,6,6,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{aniName=hengl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},,,1,,,,,,<{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3642728;caster=2;value=(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08+1;lifeRound=1;holder=1;prob=1}>;<{caster=2;value=0;lifeRound=99;holder=1;cfgId=3642721}>;<{caster=2;value=-(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08*target2:getBuffOverlayCount(3642721);lifeRound=99;holder=1;cfgId=3642727}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3642731;caster=2;value=(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08;lifeRound=99;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642737;caster=2;value=(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08+1;lifeRound=1;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642751;caster=2;value=-20;lifeRound=1;holder=1;prob=self2:hasBuff(3642614) and  (self:flagZ4() and 1 or 0) or 0}>>;nodeId=2;triggerPoint=2};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=1;cfgId=3642741}>;<{caster=2;value=-(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08*target2:getBuffOverlayCount(3642721);lifeRound=1;holder=1;cfgId=3642727}>>;nodeId=3;triggerPoint=20};{effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3642731;caster=2;value=(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08;lifeRound=99;holder=2;prob=1}>;<{cfgId=3642737;caster=2;value=(self2:flag(99) and target:BhpMax() or self2:BhpMax())*0.08+1;lifeRound=1;holder=2;prob=1}>;<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=2;prob=1}>>;nodeId=4;triggerPoint=12}>,,,,,,,,,,,,,,,
3642712,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,1301,204,,,,,6,6,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{aniName=hengl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},,,1,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=-self2:Bspeed()*0.08;lifeRound=99;holder=1;cfgId=3642722}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642732;caster=2;value=self2:Bspeed()*0.08;lifeRound=99;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642751;caster=2;value=-20;lifeRound=1;holder=1;prob=self2:hasBuff(3642614) and  (self:flagZ4() and 1 or 0) or 0}>>;nodeId=2;triggerPoint=2};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642742;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=3;triggerPoint=20};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642732;caster=2;value=self2:Bspeed()*0.08;lifeRound=99;holder=2;prob=1}>;<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=2;prob=1}>>;nodeId=4;triggerPoint=12}>,,,,,,,,,,,,,,,
3642713,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,1302,204,,,,,6,6,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{aniName=hengl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},,,1,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=-self2:Bdamage()*0.08;lifeRound=99;holder=1;cfgId=3642723}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642733;caster=2;value=self2:Bdamage()*0.08;lifeRound=99;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642751;caster=2;value=-20;lifeRound=1;holder=1;prob=self2:hasBuff(3642614) and  (self:flagZ4() and 1 or 0) or 0}>>;nodeId=2;triggerPoint=2};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642743;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=3;triggerPoint=20};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642733;caster=2;value=self2:Bdamage()*0.08;lifeRound=99;holder=2;prob=1}>;<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=2;prob=1}>>;nodeId=4;triggerPoint=12}>,,,,,,,,,,,,,,,
3642714,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,1302,204,,,,,6,6,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{aniName=hengl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},,,1,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=-self2:BspecialDamage()*0.08;lifeRound=99;holder=1;cfgId=3642724}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642734;caster=2;value=self2:BspecialDamage()*0.08;lifeRound=99;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642751;caster=2;value=-20;lifeRound=1;holder=1;prob=self2:hasBuff(3642614) and  (self:flagZ4() and 1 or 0) or 0}>>;nodeId=2;triggerPoint=2};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642744;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=3;triggerPoint=20};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642734;caster=2;value=self2:BspecialDamage()*0.08;lifeRound=99;holder=2;prob=1}>;<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=2;prob=1}>>;nodeId=4;triggerPoint=12}>,,,,,,,,,,,,,,,
3642715,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,1303,204,,,,,6,6,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{aniName=hengl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},,,1,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=-self2:Bdefence()*0.08;lifeRound=99;holder=1;cfgId=3642725}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642735;caster=2;value=self2:Bdefence()*0.08;lifeRound=99;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642751;caster=2;value=-20;lifeRound=1;holder=1;prob=self2:hasBuff(3642614) and  (self:flagZ4() and 1 or 0) or 0}>>;nodeId=2;triggerPoint=2};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642745;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=3;triggerPoint=20};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642735;caster=2;value=self2:Bdefence()*0.08;lifeRound=99;holder=2;prob=1}>;<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=2;prob=1}>>;nodeId=4;triggerPoint=12}>,,,,,,,,,,,,,,,
3642716,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,1303,204,,,,,6,6,,,battle/buff_icon/logo_gl.png,,koudai_hupa/hupa_buff.skel,<hengl_loop>,,695,,,,,koudai_hupa/hupa_buff.skel,hengl_chuxian,200,,,,TRUE,,{aniName=hengl_xiaoshi;pos=0;res=koudai_hupa/hupa_buff.skel},,,1,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=-self2:BspecialDefence()*0.08;lifeRound=99;holder=1;cfgId=3642726}>>;nodeId=1;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642736;caster=2;value=self2:BspecialDefence()*0.08;lifeRound=99;holder=2;prob=self2:hasBuff(3642614) and  1 or 0}>;<{cfgId=3642751;caster=2;value=-20;lifeRound=1;holder=1;prob=self2:hasBuff(3642614) and  (self:flagZ4() and 1 or 0) or 0}>>;nodeId=2;triggerPoint=2};{effectFuncs=<castBuff>;funcArgs=<<{cfgId=3642746;caster=2;value=0;lifeRound=1;holder=1;prob=1}>>;nodeId=3;triggerPoint=20};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3642736;caster=2;value=self2:BspecialDefence()*0.08;lifeRound=99;holder=2;prob=1}>;<{cfgId=3642614;caster=2;value=0;lifeRound=1;holder=2;prob=1}>>;nodeId=4;triggerPoint=12}>,,,,,,,,,,,,,,,
3642721,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,,,,,,,,,,,2,3,,,battle/buff_icon/logo_smsx_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxjd.png,,,,,,,,,,,,,,,,,,,,,,
3642722,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,speed,,,,,,,,,,2,3,,,battle/buff_icon/logo_sd_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,,
3642723,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,damage,,,,,,,,,,2,3,,,battle/buff_icon/logo_wg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgjd.png,,,,,,,,,,,,,,,,,,,,,,
3642724,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,specialDamage,,,,,,,,,,2,3,,,battle/buff_icon/logo_tg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,,
3642725,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,defence,,,,,,,,,,2,3,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,,
3642726,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,specialDefence,,,,,,,,,,2,3,,,battle/buff_icon/logo_tf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,,
3642727,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,addHpMax,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectHp=False;effectBackNone=False}>,,,,,,,,,,,,,,,,,,,
3642728,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=10}>,,,,,,,,,,,,,,,,,,,
