VariableName,name_vn,name_th,name,name_en,name_ph,name_in,name_ma,name_tw,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction_cn,introduction_th,introduction,introduction_vn,introduction_in,introduction_en,introduction_ph,introduction_ma,location_th,location_cn,location,location_vn,location_in,location_en,location_ph,location_ma,megaIndexID
333,Hatake Kakashi,Hatake Kakashi,Hatake Kakashi,Hatake Kakashi,Hatake Kakashi,Hatake Kakashi,Hatake Kakashi,,,,333,,<8>,1,,,,,,,,50331,,1,,<18;20;15;14>,,<70;60;70;115;130;90;535>,,3,11,3,<618;619;620;602;603>,,,3,333,,,3333,<3331;3332;3333;3336;61101;61102>,333,,<11033;11133;11233;11333>,20333,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3311;3312;3313;3314>,,,,,โลกของนารูโตะถูกบุกรุกโดยความโกลาหลพหุจักรวาล เหลือเพียงไม่กี่คนที่แข็งแกร่งและมีสติสัมปชัญญะ Kakashi แบกรับหน้าที่กอบกู้โลก  ,"The Naruto world was invaded by multiverse chaos, leaving only a few strong people with sound minds. Kakashi bears the responsibility of saving the world.  ","Thế giới Naruto bị xâm chiếm bởi đa nguyên thời không, chỉ còn lại một số ít người mạnh mẽ với tâm trí bình thường. Kakashi gánh vác trách nhiệm cứu thế giới.","Dunia Naruto diserang oleh kekacauan multiverse, hanya tersisa segelintir orang kuat dan waras. Kakashi memikul tanggung jawab menyelamatkan dunia.  ","The Naruto world was invaded by multiverse chaos, leaving only a few strong people with sound minds. Kakashi bears the responsibility of saving the world.  ","Sinalakay ng multiverse ang mundo ni Naruto, natira na lang ang iilang malalakas at matinong-isip. Si Kakashi ang tagapagdala ng pag-asa ng mundo.  ","Dunia Naruto telah diserang oleh kekacauan pelbagai dimensi, hanya tinggal segelintir yang kuat dan waras. Kakashi memikul tanggungjawab menyelamatkan dunia.  ",ระเบิดฆ่าตัวตาย,,Self-destruct bomb,Bom tự sát,Bom bunuh diri,Self-destruct bomb,Self-destruct bomb,Bom bunuh diri,334
334,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,,,,333,,<8>,2,,,3330,,,,,50331,,1,,<18;20;15;14>,,<100;100;90;120;160;100;670>,,3,11,3,<618;619;620;602;603>,,,3,334,,{102=<3351;3352;3353;3356;61101;61102>},3343,<3341;3342;3343;3346;61101;61102>,333,,<11033;11133;11233;11333>,20333,3,3,{drawcard=huang_effect_loop},331,4,3,3,3,<3331;3332;3333;3334>,,,,,โลกของนารูโตะถูกบุกรุกโดยความโกลาหลพหุจักรวาล เหลือเพียงไม่กี่คนที่แข็งแกร่งและมีสติสัมปชัญญะ หลังจากได้รับดวงตา Sharingan ซ้ายของ Obito Kakashi ตื่นพลัง Kamui!  ,"The Naruto world was invaded by multiverse chaos, leaving only a few strong people with sound minds. After transplanting Obito’s left Sharingan, Kakashi awakened Kamui power!  ","Thế giới Naruto bị xâm chiếm bởi đa nguyên thời không, chỉ còn lại một số ít người mạnh mẽ với tâm trí bình thường. Sau khi cấy ghép con mắt Sharingan bên trái của Obito, Kakashi thức tỉnh sức mạnh Kamui!","Dunia Naruto diserang oleh kekacauan multiverse, hanya tersisa segelintir orang kuat dan waras. Setelah mencangkok Sharingan kiri dari Obito, Kakashi membangkitkan kekuatan Kamui!  ","The Naruto world was invaded by multiverse chaos, leaving only a few strong people with sound minds. After transplanting Obito’s left Sharingan, Kakashi awakened Kamui power!  ","Sinalakay ng multiverse ang mundo ni Naruto, natira na lang ang iilang malalakas at matinong-isip. Matapos itanim ang Sharingan ni Obito sa kaliwang mata, nagising ni Kakashi ang Kamui!  ","Dunia Naruto telah diserang oleh kekacauan pelbagai dimensi, hanya tinggal segelintir yang kuat dan waras. Selepas menerima mata Sharingan kiri Obito, Kakashi bangkitkan kuasa Kamui!  ",ระบบไฟฟ้าหลัก: พลังฟ้าคำรามเหล็ก,,Core electric system: Thunderous Steel Might,Hệ điện cốt lõi: Thần uy Lôi Thiết,Sistem listrik inti: Kekuatan petir Baja,Core electric system: Thunderous Steel Might,Core system ng kuryente: Thunderous Steel Might,Sistem elektrik teras: Kuasa petir Besi,333
393,Hades,Hades,Hades,Hades,Hades,Hades,Hades,,,,393,,<8>,,,,,,,,,50391,,1,,<6;7;18;19>,,<100;150;65;100;130;75;620>,,4,21,4,<606;607;608;604;605>,,,4,393,,,3933,<3931;3932;3933;3936;61101;61102>,393,,<11014;11114;11214;11314>,20393,4,4,{drawcard=hong_effect_loop},391,103,4,4,4,<3911;3912;3913;3914>,,,,,ดวงตาที่เต็มไปด้วยความเศร้าและบริสุทธิ์ เทพเจ้าแห่งนรกผู้โดดเดี่ยว Hades ลูกชายของ Cronus และ Rhea คือราชาแห่งนรก,"Eyes full of sorrow and purity, the lonely god of the underworld. Hades, son of Cronus and Rhea, is the king of the underworld.","Đôi mắt mang nỗi buồn và sự trong trẻo, vị thần cô đơn của địa ngục. Hades là con trai của Cronus - vua của các Titan và Rhea, là vị vua của địa ngục.","Mata penuh kesedihan dan kejernihan, dewa kesepian dari dunia bawah. Hades adalah putra Cronus dan Rhea, raja dunia bawah.","Eyes full of sorrow and purity, the lonely god of the underworld. Hades, son of Cronus and Rhea, is the king of the underworld.","Mga matang puno ng lungkot at kadalisayan, ang nag-iisang diyos ng underworld. Si Hades ay anak nina Cronus at Rhea, at hari ng impiyerno.","Sepasang mata penuh duka dan kesucian, dewa kesunyian dari alam bawah. Hades ialah anak Cronus dan Rhea, dan raja dunia bawah.",การควบคุมอ่อนที่แข็งแกร่ง: ทำให้ตกใจทั้งหมด,,Strong soft control: Cause full panic,Khống chế mềm mạnh mẽ: Gây hoảng loạn toàn bộ,Kontrol lunak kuat: Menyebabkan kepanikan total,Strong soft control: Cause full panic,Malakas na soft control: Magdulot ng buong panic,Kawalan lembut yang kuat: Menyebabkan panik sepenuhnya,
402,Chaien,Chaien,Chaien,Chaien,Chaien,Chaien,Chaien,,,,402,,<7>,,,,,,,,,50401,,1,,<15;16;11;12>,,<75;30;85;200;55;65;510>,,2,11,2,<621;622;623;602;603>,,,2,402,,,4023,<4021;4022;4023;4026;61151;61152>,402,,<11022;11122;11222;11322>,20402,2,2,,401,2,2,2,2,<4011;4012;4013>,,,,,การเดินทางข้ามเวลาล้มเหลว กลายเป็นซอมบี้ พละกำลังลดลง ทำไมฉันถึงมาอยู่ที่นี่?  ,"Failed time travel, turned into a zombie, strength diminished. Why am I here?  ","Xuyên thời không thất bại, hóa thành thây ma, sức mạnh giảm sút. Tại sao tôi lại xuất hiện ở đây?","Gagal perjalanan waktu, berubah jadi zombie, kekuatan menurun. Kenapa aku ada di sini?  ","Failed time travel, turned into a zombie, strength diminished. Why am I here?  ","Nabigo sa time travel, naging zombie, humina ang lakas. Bakit ako nandito?  ","Gagal merentas masa, jadi zombi, kuasa merosot. Kenapa aku berada di sini?  ",โล่ตอบโต้ด้วยเหล็ก,,Steel counterattack shield,Lá chắn phản đòn bằng thép,Perisai balasan baja,Steel counterattack shield,Perisyong balanse ng bakal,Perisai balasan keluli,
493,Predator,Predator,Predator,Predator,Predator,Predator,Predator,,,,493,,<7>,,,,,,,,,50491,,1,,<11;12;15;16>,,<115;40;140;130;55;55;535>,,2,11,2,<621;622;623;602;603>,,,2,493,,,4933,<4931;4932;4933;4936;61151;61152>,493,,<11022;11122;11222;11322>,20493,2,2,,491,2,2,2,2,<4911;4912;4913>,,,,,การเดินทางข้ามเวลาล้มเหลว กลายเป็นซอมบี้ พละกำลังลดลง เผ่านักรบแห่งจักรวาล แม้กลายเป็นซอมบี้ก็ยังน่าเกรงขาม  ,"Failed time travel, turned into a zombie, strength diminished. A warrior race of the universe, even as a zombie, cannot be underestimated.  ","Xuyên thời không thất bại, hóa thành thây ma, sức mạnh giảm sút. Một chủng tộc chiến đấu trong vũ trụ, dù hóa thành thây ma vẫn không thể xem thường.","Gagal perjalanan waktu, berubah jadi zombie, kekuatan menurun. Ras pejuang galaksi, bahkan sebagai zombie tetap menakutkan.  ","Failed time travel, turned into a zombie, strength diminished. A warrior race of the universe, even as a zombie, cannot be underestimated.  ","Nabigo sa time travel, naging zombie, humina ang lakas. Isang lahi ng mandirigma sa uniberso, kahit zombie ay delikado pa rin.  ","Gagal merentas masa, jadi zombi, kuasa merosot. Kaum pejuang galaksi, walau jadi zombi tetap berbahaya.  ",รถถังป้องกันทางกายภาพ,,Physical defense tank,Xe tăng phòng thủ vật lý,Tank pertahanan fisik,Physical defense tank,Pisikal na depensang tangke,Tangki pertahanan fizikal,
503,Illyasviel,Illyasviel,Illyasviel,Illyasviel,Illyasviel,Illyasviel,Illyasviel,,,,503,,<7>,,,,,,,,,50501,,2,,<22;24;18;20>,,<255;55;10;10;75;135;540>,,3,11,3,<606;607;608;602;603>,,,3,503,,,5033,<5031;5032;5033;5036;61151;61152>,503,,<11013;11113;11213;11313>,20503,3,3,{drawcard=huang_effect_loop},501,5,3,3,3,<5011;5012;5013;5014>,,,,,วันหนึ่งเธอพบไม้เท้าวิเศษที่เรียกตัวเองว่า “กระจกทับทิมหมื่นมิติ” และถูกบังคับให้ทำสัญญากลายเป็นสาวน้อยเวทมนตร์  ,"One day, she encountered a magical staff calling itself “Ruby Kaleidoscope” and was forced to form a contract, becoming a magical girl.  ","Một ngày nọ, cô gặp một cây gậy phép thuật tự xưng là ""Hồng Ngọc Vạn Hoa Kính"" và bị ép buộc ký kết khế ước, trở thành một cô gái phép thuật.","Suatu hari, dia bertemu tongkat sihir bernama ""Ruby Kaleidoscope"" dan dipaksa membuat kontrak, menjadi gadis penyihir.  ","One day, she encountered a magical staff calling itself “Ruby Kaleidoscope” and was forced to form a contract, becoming a magical girl.  ","Isang araw, nakatagpo siya ng mahiwagang baston na tinatawag ang sarili na “Ruby Kaleidoscope” at napilitang gumawa ng kontrata bilang magical girl.  ","Suatu hari, dia bertemu tongkat sihir bernama “Ruby Kaleidoscope” dan dipaksa membuat kontrak untuk menjadi gadis sihir.  ",ชีวิตสูงสุด,,Ultimate life force,Sinh mệnh tối thượng,Kekuatan hidup utama,Ultimate life force,Pangunahing lakas ng buhay,Kuasa hidup utama,
552,Harry Potter,Harry Potter,Harry Potter,Harry Potter,Harry Potter,Harry Potter,Harry Potter,,,,552,,<8>,,,,,,,,,50551,,1,,<6;7;18;19>,,<60;115;75;85;100;85;520>,,2,11,2,<621;622;623;602;603>,,,2,552,,,5523,<5521;5522;5523;5526;61151;61152>,552,,<11022;11122;11222;11322>,20552,2,2,,551,19,2,2,2,<5511;5512;5513>,,,,,การเดินทางข้ามเวลาล้มเหลว กลายเป็นซอมบี้ พละกำลังลดลง เวทมนตร์มืดมันยอดเยี่ยม ดูฉันร่าย Avada Kedavra!  ,"Failed time travel, turned into a zombie, strength diminished. Dark magic is wonderful — watch me cast Avada Kedavra!  ","Xuyên thời không thất bại, hóa thành thây ma, sức mạnh giảm sút. Phép thuật hắc ám thật tuyệt vời, hãy xem tôi sử dụng Avada Kedavra!","Gagal perjalanan waktu, berubah jadi zombie, kekuatan menurun. Sihir hitam itu luar biasa, lihat aku gunakan Avada Kedavra!  ","Failed time travel, turned into a zombie, strength diminished. Dark magic is wonderful — watch me cast Avada Kedavra!  ","Nabigo sa time travel, naging zombie, humina ang lakas. Ang dark magic ay kamangha-mangha — panoorin mo ako gumamit ng Avada Kedavra!  ","Gagal merentas masa, jadi zombi, kuasa merosot. Sihir gelap sangat hebat — lihat aku guna Avada Kedavra!  ",การสนับสนุนเสริม: ลบสถานะที่ไม่ดี,,Support enhancement: Remove debuffs,Hỗ trợ tăng cường: Xóa trạng thái xấu,Dukungan penguatan: Menghapus debuff,Support enhancement: Remove debuffs,Suporta sa pagpapalakas: Alisin ang mga debuff,Sokongan penguatan: Buang debuff,
572,Akame,Akame,Akame,Akame,Akame,Akame,Akame,,,,572,,<7>,1,,,,,,,,50571,,2,,<11;12;15;16>,,<90;85;150;120;75;100;620>,,4,21,4,<609;610;611;604;605>,,,4,572,,,5723,<5721;5722;5723;5726;61101;61102>,572,,<11004;11104;11204;11304>,20572,4,4,{drawcard=hong_effect_loop},571,,4,4,4,<5711;5712;5713;5714>,,,,,หนึ่งในเจ็ดนักฆ่าชั้นยอดของหน่วยลับจักรวรรดิ ตอนนี้เป็นเสาหลักของทีม Night Raid มีชื่อเสียงว่าเป็นนักฆ่าอันดับหนึ่ง  ,"One of the seven elite assassins of the Empire’s secret force, now a pillar of the assassination team Night Raid, known as a top assassin.  ","Một trong bảy sát thủ tinh anh của đội ám bộ Đế Quốc, hiện là trụ cột của đội ám sát Night Raid, được mệnh danh là sát thủ hàng đầu.","Salah satu dari tujuh pembunuh elit di unit rahasia Kekaisaran, kini menjadi pilar tim pembunuh Night Raid, dikenal sebagai pembunuh terbaik.  ","One of the seven elite assassins of the Empire’s secret force, now a pillar of the assassination team Night Raid, known as a top assassin.  ","Isa sa pitong elite assassins ng lihim na puwersa ng Imperyo, ngayon ay haligi ng Night Raid, kilala bilang nangungunang mamamatay-tao.  ","Salah seorang dari tujuh pembunuh elit unit rahsia Empayar, kini tunjang utama pasukan pembunuh Night Raid, digelar pembunuh terhebat.  ",จบชีวิตที่มีเลือดต่ำ & สังหารสายลับที่เชื่อมโยง,,Finish low health & chain assassin kills,Kết liễu máu thấp & sát thủ liên hoàn,Menghabisi darah rendah & pembunuhan pembunuh berturut-turut,Finish low health & chain assassin kills,Tapusin ang mababang kalusugan & sunud-sunod na pagpatay ng mga asasin,Menghabisi darah rendah & pembunuhan pembunuh berantai,574
574,Blood Slayer Akame,Blood Slayer Akame,Blood Slayer Akame,Blood Slayer Akame,Blood Slayer Akame,Blood Slayer Akame,Blood Slayer Akame,,,,572,,<7>,2,,,5720,,,,571,50571,,2,,<11;12;15;16>,,<120;135;200;150;75;100;780>,,4,21,4,<609;610;611;604;605>,,,4,574,,{101=<5751;5752;5753;5756;61101;61102>},5743,<5741;5742;5743;5746;61101;61102>,572,,<11004;11104;11204;11304>,20572,4,4,{drawcard=hong_effect_loop},571,,4,4,4,<5741;5742;5743;5744>,,,,,ลอบเร้น สังเกต จู่โจม ดาเมจคริติคอล! หนึ่งในเจ็ดนักฆ่าชั้นยอดของหน่วยลับจักรวรรดิ ตอนนี้เป็นเสาหลักของทีม Night Raid มีชื่อเสียงว่าเป็นนักฆ่าอันดับหนึ่ง  ,"Sneaky, observant, deadly — a critical strike! One of the seven elite assassins of the Empire’s secret force, now a pillar of the assassination team Night Raid, known as a top assassin.  ","Lén lút, quan sát, hành động, một đòn chí mạng! Một trong bảy sát thủ tinh anh của đội ám bộ Đế Quốc, hiện là trụ cột của đội ám sát Night Raid, được mệnh danh là sát thủ hàng đầu.","Diam-diam, mengamati, menyerang — serangan mematikan! Salah satu dari tujuh pembunuh elit Kekaisaran, kini pilar Night Raid.  ","Sneaky, observant, deadly — a critical strike! One of the seven elite assassins of the Empire’s secret force, now a pillar of the assassination team Night Raid, known as a top assassin.  ","Tahimik, mapagmasid, isang tama lang — patay ka na! Isa sa pitong elite assassins ng Imperyo, ngayon ay haligi ng Night Raid.  ","Senang menyelinap, bijak memerhati, serangan maut! Salah seorang pembunuh elit, kini teras Night Raid.  ",การโจมตีเพียงครั้งเดียว & การโจมตีเชื่อมต่อไม่จำกัด,,One critical hit & unlimited chain attacks,Một nhát chí mạng & vô hạn liên kích,Satu serangan kritikal & serangan rantai tanpa batas,One critical hit & unlimited chain attacks,Isang kritikal na hit & walang katapusang chain attack,Satu serangan kritikal & serangan rantai tanpa had,572
593,Gandalf,Gandalf,Gandalf,Gandalf,Gandalf,Gandalf,Gandalf,,,,593,,<8>,,,,,,,,,50591,,1,,<10;11;13;9>,,<75;95;123;67;95;85;540>,,3,11,3,<612;613;614;602;603>,,,3,593,,,5933,<5931;5932;5933;5936;61101;61102>,593,,<11053;11153;11253;11353>,20593,3,3,{drawcard=huang_effect_loop},591,,3,3,3,<7311;7312;7313;7314>,,,,,การเดินทางข้ามเวลาล้มเหลว กลายเป็นซอมบี้ พละกำลังลดลง ในจุดสูงสุด ฉันคือเทพสายฟ้าที่แท้จริง!  ,"Failed time travel, turned into a zombie, strength diminished. At my peak, I was the true God of Thunder!  ","Xuyên thời không thất bại, hóa thành thây ma, sức mạnh giảm sút. Ở thời kỳ đỉnh cao, tôi chính là Thần Sấm thực sự!","Gagal perjalanan waktu, berubah jadi zombie, kekuatan menurun. Saat di puncak, aku adalah Dewa Petir sejati!  ","Failed time travel, turned into a zombie, strength diminished. At my peak, I was the true God of Thunder!  ","Nabigo sa time travel, naging zombie, humina ang lakas. Noong kasagsagan ko, ako ang tunay na Diyos ng Kidlat!  ","Gagal merentas masa, jadi zombi, kuasa merosot. Di kemuncak, akulah Tuhan Petir sebenar!  ",ความเสียหายรุนแรง: ชาร์จไฟเพิ่มความเสียหาย,,Violent damage: Charge electricity to increase damage,Sát thương bạo lực: Tích điện tăng sát thương,Kerusakan kekerasan: Mencharge listrik untuk meningkatkan kerusakan,Violent damage: Charge electricity to increase damage,Violent damage: Mag-charge ng kuryente upang dagdagan ang pinsala,Kerusakan ganas: Mencharge elektrik untuk meningkatkan kerosakan,
603,Lina Inverse,Lina Inverse,Lina Inverse,Lina Inverse,Lina Inverse,Lina Inverse,Lina Inverse,,,,603,,<8>,,,,,,,,,50601,,2,,<18;19;20;21>,,<75;83;95;67;125;95;540>,,3,11,3,<618;619;620;602;603>,,,3,603,,,6033,<6031;6032;6033;6036;61101;61102>,603,,<11033;11133;11233;11333>,20603,3,3,{drawcard=huang_effect_loop},601,,3,3,3,<6011;6012;6013;6014>,,,,,สาวน้อยจอมเวทผู้เดินทางไปทั่วโลกเพื่อค้นหาความลับ ท่าไม้ตายของเธอคือ “ฟาดเทพเจ้า”!  ,A beautiful mage girl traveling the world to explore the unknown. Her ultimate move is God Slayer Slash!  ,Một cô gái pháp sư xinh đẹp đi khắp nơi để khám phá thế giới bên ngoài. Tuyệt chiêu của cô là Diệt Thần Trảm!,Seorang gadis penyihir cantik yang menjelajahi dunia. Jurus pamungkasnya: God Slayer Slash!  ,A beautiful mage girl traveling the world to explore the unknown. Her ultimate move is God Slayer Slash!  ,Isang magandang babaeng mangkukulam na naglalakbay sa mundo. Ang ultimate skill niya: God Slayer Slash!  ,Seorang gadis ahli sihir cantik yang mengembara ke seluruh dunia. Teknik mautnya: God Slayer Slash!  ,ความเสียหายระเบิด: จุดไฟระเบิด,,Explosive damage: Ignite explosion,Sát thương bùng nổ: Kích nổ thiêu đốt,Kerusakan meledak: Menyebabkan ledakan bakar,Explosive damage: Ignite explosion,Explosive damage: Magdulot ng pagsabog ng sunog,Kerusakan letupan: Menyebabkan letupan bakar,
611,Mikasa Ackerman,Mikasa Ackerman,Mikasa Ackerman,Mikasa Ackerman,Mikasa Ackerman,Mikasa Ackerman,Mikasa Ackerman,,,,611,,<7>,,,,,,,,,,,2,,<24;25;11;12>,,<65;85;125;100;55;70;500>,,3,11,3,<609;610;611;602;603>,,,3,611,,,6113,<6111;6112;6113;6116;61101;61102>,611,,<11003;11103;11203;11303>,20611,3,3,{drawcard=huang_effect_loop},611,,3,3,3,<6111;6112;6113;6114>,,,,,เด็กสาวที่แข็งแกร่งแต่แสนอ่อนโยน รักแท้ของเอเรน  ,"A strong yet gentle girl, the lifelong love of Eren.  ","Một cô gái mạnh mẽ nhưng dịu dàng, là tình yêu cả đời của Eren.","Gadis kuat tapi lembut, cinta sejati Eren seumur hidup.  ","A strong yet gentle girl, the lifelong love of Eren.  ","Isang malakas ngunit mahinahong babae, ang pag-ibig sa buhay ni Eren.  ","Gadis kuat tetapi penyayang, cinta sejati Eren sepanjang hayat.  ",ความเสียหายรุนแรง: ตัดพลังชีวิต,,Violent damage: Cut off life force,Sát thương bạo lực: Cắt đứt sinh mệnh,Kerusakan kekerasan: Memotong kekuatan hidup,Violent damage: Cut off life force,Violent damage: Putulin ang buhay,Kerusakan ganas: Memotong tenaga hidup,
631,Kamado Tanjiro,Kamado Tanjiro,Kamado Tanjiro,Kamado Tanjiro,Kamado Tanjiro,Kamado Tanjiro,Kamado Tanjiro,,,,631,,<7>,,,,,,,,,50631,,1,,<24;25;11;12>,,<95;81;125;79;60;100;540>,,3,11,3,<621;622;623;602;603>,,,3,632,,,6323,<6321;6322;6323;6326;61101;61102>,631,,<11023;11123;11223;11323>,20631,3,3,{drawcard=huang_effect_loop},631,,3,3,3,<6311;6312;6313;6314>,,,,,เพื่อตามล่าคิบุตสึจิ มุซันและปกป้องน้องสาวคามาโดะ เนซึโกะที่กลายเป็นปีศาจ เขาต่อสู้กับปีศาจอย่างไม่หยุดพัก  ,"To save his sister Kamado Nezuko who became a demon, he fights demons while tracking down the enemy Kibutsuji Muzan.  ","Để cứu em gái Kamado Nezuko đã hóa thành quỷ, cậu vừa tiêu diệt quỷ dữ vừa không ngừng truy tìm kẻ thù Kibutsuji Muzan.","Untuk menyelamatkan adik perempuannya Kamado Nezuko yang berubah menjadi iblis, dia membasmi iblis sambil mengejar Kibutsuji Muzan.  ","To save his sister Kamado Nezuko who became a demon, he fights demons while tracking down the enemy Kibutsuji Muzan.  ","Para iligtas ang kapatid niyang si Kamado Nezuko na naging demonyo, siya ay lumalaban sa mga demonyo habang hinahabol si Kibutsuji Muzan.  ","Demi menyelamatkan adiknya Kamado Nezuko yang jadi iblis, dia lawan iblis sambil buru Kibutsuji Muzan.  ",ความเสียหายรุนแรง: สละเหตุผล,,Violent damage: Sacrifice reason,Sát thương bạo lực: Hy sinh lý trí,Kerusakan kekerasan: Mengorbankan akal sehat,Violent damage: Sacrifice reason,Violent damage: Mag-alay ng rason,Kerusakan ganas: Mengorbankan akal,
641,Rem,Rem,Rem,Rem,Rem,Rem,Rem,,,,641,,<8>,,,,,,,,,50641,,2,,<18;20;22;24>,2,<130;60;85;80;85;95;535>,,3,11,3,<621;622;623;602;603>,,,3,641,,,6413,<6411;6412;6413;6416;61151;61152>,641,,<11023;11123;11223;11323>,20641,3,3,{drawcard=huang_effect_loop},641,2,3,3,3,<6411;6412;6413;6414>,,,,,เคยรู้สึกด้อยค่าเพราะพลังปีศาจสู้พี่สาวไม่ได้ หลังจากพี่เสียเขาเพื่อปกป้องเธอ เธอก็ทุ่มเทเพื่อปกป้องกลับ  ,"She used to feel inferior because her demon powers were weaker than her sister’s. After her sister lost a horn to protect her, she gave her all to protect her in return.  ","Từng cảm thấy tự ti vì khả năng làm quỷ không bằng chị gái mình khi còn nhỏ. Sau khi chị mất sừng để cứu mình, cô đã nỗ lực hết mình để bảo vệ chị.","Dulu merasa rendah diri karena kekuatan iblisnya kalah dari kakaknya. Setelah kakaknya kehilangan tanduk demi menyelamatkan dirinya, ia bersumpah untuk melindunginya.  ","She used to feel inferior because her demon powers were weaker than her sister’s. After her sister lost a horn to protect her, she gave her all to protect her in return.  ","Dati ay naiinggit siya sa kapatid dahil mas malakas ito. Nang mawalan ng sungay ang kapatid para iligtas siya, sinumpa niyang poprotektahan ito habambuhay.  ","Pernah rasa rendah diri kerana kuasa iblisnya lemah berbanding kakaknya. Bila kakaknya hilang tanduk demi dia, dia berusaha melindungi semula.  ",การสะสมพลังชีวิต,,Life force accumulation,Tích lũy sinh mệnh,Akumulasi kekuatan hidup,Life force accumulation,Pag-iipon ng lakas ng buhay,Pengumpulan tenaga hidup,
692,Gangster,Gangster,Gangster,Gangster,Gangster,Gangster,Gangster,,,,692,,<7>,,,,,,,,,50691,,1,,<11;12;15;16>,,<60;80;115;105;65;70;495>,,,11,,<621;622;623;602;603>,,,,692,,,6923,<6921;6922;6923;6926;61151;61152>,692,,<11021;11121;11212;11321>,20692,,2,,691,16,,,,<6911;6912;6913>,,,,,การเดินทางข้ามเวลาล้มเหลว กลายเป็นซอมบี้ พละกำลังลดลง ในยุทธภพไม่ได้มีแค่ต่อสู้ แต่คือเรื่องของจิตใจ ในยุทธภพคนไม่อาจหนีโชคชะตา  ,"Failed time travel, turned into a zombie, strength diminished. The martial world isn’t just about fighting — it’s about human bonds. In the world of warriors, fate cannot be escaped.  ","Xuyên thời không thất bại, hóa thành thây ma, sức mạnh giảm sút. Giang hồ không phải chuyện đánh đấm, mà là chuyện tình người. Ở trong giang hồ, thân bất do kỷ.","Gagal perjalanan waktu, berubah jadi zombie, kekuatan menurun. Dunia bela diri bukan hanya pertarungan, tapi tentang hubungan antarmanusia. Dalam dunia itu, tak bisa lari dari takdir.  ","Failed time travel, turned into a zombie, strength diminished. The martial world isn’t just about fighting — it’s about human bonds. In the world of warriors, fate cannot be escaped.  ","Nabigo sa time travel, naging zombie, humina ang lakas. Ang mundo ng mandirigma ay hindi lang laban — ito’y kwento ng damdamin. Sa mundo ng giyera, walang takas sa kapalaran.  ","Gagal merentas masa, jadi zombi, kuasa merosot. Dunia persilatan bukan hanya pertarungan, tetapi hubungan manusia. Dalam dunia itu, takdir tak dapat dielakkan.  ",การโจมตีทะลุเกราะ,,Armor penetration attack,Phá giáp tấn công,Serangan penetrasi armor,Armor penetration attack,Pag-atake ng pagsira ng kalasag,Serangan penembusan perisai,
