VariableName,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,confuseIt,zOrder
335211,335211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
335221,335221,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
335231,335231,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;466.67;333.33;266.67;233.33>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,,,<{zorder=999;lastTime=5000;delay=0}>
335311,335311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
335321,335321,,,,<0.3;0.3;0.4>,,<0;166.5;450>,,,,,,,,,,,,,{lifeBar={show=True}},,
335331,335331,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;50;50;50;50;50>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
341111,341111,,,,<0.5;0.5>,,<0;400>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
341121,341121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
341131,341131,,,,<0.25;0.25;0.25;0.25>,,<0;230;600;363>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
341211,341211,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;150;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
341221,341221,,,,<0.25;0.25;0.25;0.25>,,<0;150;150;150>,,,,,,,,,,,,,{lifeBar={show=True}},,
341231,341231,,,,<0.16;0.16;0.16;0.16;0.16;0.2>,,<0;200;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
341311,341311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
341321,341321,,,,<0.5;0.5>,,<0;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
341331,341331,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;300;466.67;133.33;100;100;133.33;133.33;100;600>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
341332,341332,,,,,,,,,,<{y=400;t=100;delay=1000};{t=100;rot=30;delay=1000};{y=0;t=300;delay=1500};{t=300;rot=0;delay=1500}>,,,,,,,,,,,<{zorder=-999;lastTime=4666.67;delay=0}>
343111,343111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
343121,343121,,,,,<0.3;0.3;0.4>,<0;200;200>,{isRepeat=True;endT=50;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
343131,343131,,,,<0.25;0.25;0.25;0.25>,,<0;233.33;233.33;233.33>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=20;interval=0},,,,,,,,,,,,,,
343211,343211,,,,<0.3;0.3;0.4>,,<0;400;650>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
343221,343221,,,,,<1>,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
343231,343231,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,jiugui/effect_jiugui_2.json,{scale=0.3;screenPos=1;offsetY=0;addTolayer=1;aniLoop=True;zorder=99;offsetX=200;delay=0;aniName=skill2_loop;lastTime=1000},,,,,,,
347111,347111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
347121,347121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
347131,347131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2>,,<0;100;133.3;133.3;166.6;166.6;166.6;166.6>,,,,,,,,,,,,,,,
347211,347211,,,,<0.3;0.3;0.4>,,<0;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
347221,347221,,,,<0.1;0.1;0.1;0.7>,,<0;150;150;200>,,,,,,1,kexuekuangrenjiangshi/effect_kexuekuangrenjiangshi_1.json,{scale=0.7;screenPos=1;offsetY=300;addTolayer=1;aniLoop=False;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=700},,,,,{lifeBar={show=True}},,
347231,347231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;150;150;150;150;150;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,kexuekuangrenjiangshi/effect_kexuekuangrenjiangshi_2.json,{scale=0.5;screenPos=1;offsetY=330;addTolayer=1;aniLoop=True;zorder=99;offsetX=-400;delay=0;aniName=skill2_loop;lastTime=1200},,,,,,,
350111,350111,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
350121,350121,,,,<0.1;0.2;0.1;0.2;0.1;0.2;0.1>,,<0;200;233.33;366.67;366.67;300;233.33>,,,,,,,,,,,,,{lifeBar={show=True}},,
350131,350131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;266.67;266.67;266.67;266.67;266.67;266.67;266.67;266.67>,,,,,,,,,,,,,,,<{zorder=999;lastTime=7000;delay=0}>
350211,350211,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;200;200;200;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
350221,350221,,,,<0.5;0.5>,,<0;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
350231,350231,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;266.67;133.33;400;100;100>,,,,,,,,,,,,,,,
350232,350232,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{scale=0.65;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=False;aniName=bingxuejulong_skill2;offsetX=0;lastTime=6333.33;zorder=-1},,,,,,,<{zorder=999;lastTime=7000;delay=0}>
351111,351111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,,,
351121,351121,,,,<0.5;0.5>,,<0;120>,,,,,,,,,,,,,,,
351131,351131,,,,<0.1;0.1;0.1;0.1;0.1;0.5>,,<0;160;160;160;160;500>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
354111,354111,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
354121,354121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
354131,354131,,,,<0.3;0.3;0.4>,,<0;200;200>,,,,,,,,,,,,,,,
354211,354211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
354221,354221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
354231,354231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;66.67;200;166.67;200;233.33;200;333.33;200;166.67>,,,,,,,,,,,,,,,
354311,354311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
354321,354321,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;100;100;100;100;100;150;150;150;150>,,,,,,,,,,,,,{lifeBar={show=True}},,
354331,354331,,,,<0.3;0.3;0.4>,,<0;166.5;166.5>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
356111,356111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
356121,356121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
356131,356131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.15;0.15>,,<400;180;180;180;180;180;180;780;120>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
356211,356211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
356221,356221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
356231,356231,,,,,,,{beginT=0;endT=1;disy=0;disx=0},,,,,,,,,,,,,,
356232,356232,,,,<0.25;0.25;0.25;0.25>,,<2838;130;130;130>,{beginT=0;endT=1;disy=0;disx=0},,,,,1,koudai_xiumuyao/hero_xiumuyao.skel,{scale=1;offsetY=0;addTolayer=1;aniLoop=False;aniName=skill2_shouji;offsetX=0;delay=0;zorder=9000;lastTime=9266.67},,,,,,,
359111,359111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
359121,359121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
359131,359131,,,,<0.3;0.3;0.4>,,<0;200;233.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
359132,359132,,,,,,,,,,,<{hide=True;lastTime=2933.3;delay=0}>,,,,<90;714092>,,,,,,
359133,359133,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=wengfu_skill2;offsetX=0;delay=0;zorder=10;lastTime=4233},,,,,,,
359211,359211,,,,<0.3;0.3;0.4>,,<0;5;5>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,1,lamuda/effect_lamuda_0.json,{scale=0.3;screenPos=1;offsetY=300;addTolayer=1;aniLoop=False;zorder=99;offsetX=0;delay=0;aniName=skill0;lastTime=500},,,,,{lifeBar={show=True}},,
359221,359221,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,,,,,,1,lamuda/effect_lamuda_1.json,{scale=0.3;screenPos=1;offsetY=160;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1000},,,,,{lifeBar={show=True}},,
359231,359231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;150;150;150;150;150;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,lamuda/effect_lamuda_2.json,{scale=0.3;screenPos=1;offsetY=300;addTolayer=-1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill2_loop;lastTime=1000},,,,,,,
360111,360111,,,,<0.3;0.3;0.4>,,<0;100;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360121,360121,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;150;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360131,360131,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;333;333;333;333;333>,{isRepeat=True;endT=200;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
360211,360211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360221,360221,,,,<0.3;0.3;0.4>,,<0;100;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360231,360231,,,,<0.2;0.2;0.3;0.3>,,<0;166.6;166.6;166.6>,{isRepeat=True;endT=200;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
360311,360311,,,,<0.3;0.3;0.4>,,<0;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360321,360321,,,,<0.3;0.3;0.4>,,<0;400;400>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360331,360331,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,,,
360332,360332,,,,,,,,,,,<{hide=True;lastTime=16666.7;delay=0}>,,,,<90>,,,,,,
360411,360411,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360421,360421,,,,<0.3;0.3;0.4>,,<0;100;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360431,360431,,,,<0.2;0.2;0.3;0.3>,,<0;166.6;166.6;166.6>,{isRepeat=True;endT=200;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
360511,360511,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;disy=10;count=1;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360521,360521,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;200;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;disy=10;count=1;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360531,360531,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;300;300;300>,{isRepeat=True;endT=200;beginT=0;disy=30;count=1;disx=20;interval=0},,,,,,,,,,,,,,
360611,360611,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;disy=10;count=1;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360621,360621,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;200;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;disy=10;count=1;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
360631,360631,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;300;300;300>,{isRepeat=True;endT=200;beginT=0;disy=30;count=1;disx=20;interval=0},,,,,,,,,,,,,,
361111,361111,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
361121,361121,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;166.6;166.6;166.6;166.6;166.6;166.6;166.6;166.6;433.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
361122,361122,,,,,,,,,,,,,,,,,,,{lifeBar={show=True}},,
361131,361131,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;266.6;266.6;700;233.3;133.3;133.3;133.3;133.3;133.3;133.3;166.6;166.6;266.6;733.3;1933.3;266.6;233.3;266.6;100>,{isRepeat=True;endT=200;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
361132,361132,,,,,,,,,,,,,,,<90;717092;717093;717094;717095;717096>,,,,,,
361133,361133,,,,,,,,,,,,1,koudai_yipeiertaer/hero_yipeiertaer.skel,{scale=0.66;screenPos=0;offsetY=25;addTolayer=1;aniLoop=False;aniName=skill2_1;offsetX=0;delay=0;zorder=20;lastTime=15400},,,,,,,
361134,361134,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=yipeiertaer_skill2;offsetX=0;delay=0;zorder=10;lastTime=15400},,,,,,,
361135,361135,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=yipeiertaer_skill2;offsetX=0;delay=0;zorder=90;lastTime=15400},,,,,,,
361136,361136,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{scale=0.66;screenPos=0;offsetY=100;addTolayer=-1;aniLoop=False;aniName=yipeiertaer_skill2;offsetX=0;delay=0;zorder=50;lastTime=15400},,,,,,,
361137,361137,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=yipeiertaer_skill2;offsetX=0;delay=0;zorder=10;lastTime=15400},,,,,,,
361171,361171,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;333.3;133.3;133.3;133.3;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
363111,1,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
363121,1,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
363131,1,,,,<0.3;0.3;0.4>,,<0;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
363132,1,,,,,,,{isRepeat=False;endT=0;beginT=0;count=0;disy=0;disx=0;interval=0},,,<{absY=200;absX=1400;delay=0;t=0};{absY=900;absX=1200;delay=5500;t=1200};{t=1200;scale=0.2;delay=5500}>,<{hide=True;lastTime=4833.33;delay=0};{hide=True;lastTime=3733.33;delay=6600}>,,,,<90;719092>,,,,,,
363133,1,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=dianxi_skill2;offsetX=0;delay=0;zorder=0;lastTime=9266.67},,,,,,,
363211,363211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
363221,363221,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
363231,363231,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;6466.6;100;100;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
363232,363232,,,,,,,,,,,,,,,<90;719192>,,,,,,
363233,363233,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=dianxi_skill2_shengdanpifu;offsetX=0;delay=0;zorder=1000;lastTime=13233.3},,,,,,,
364111,364111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
364121,364121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
364131,364131,,,,<0.5;0.5>,,<0;66.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
364132,364132,,,,,,,,,,,,,,,<90;720092;720093>,,,,,,<{zorder=9999;lastTime=10333.3;delay=0}>
364133,364133,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=hupa_skill2;offsetX=0;delay=0;zorder=1000;lastTime=10333.3},,,,,,,
364134,364134,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=xiaohupa_skill2;offsetX=0;delay=0;zorder=-10;lastTime=10333.3},,,,,,,
364211,364211,,,,<0.3;0.3;0.4>,,<0;200;760>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
364221,364221,,,,<0.33;0.33;0.34>,,<0;230;230>,,,,,,,,,,,,,{lifeBar={show=True}},,
364231,364231,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.16>,,<0;180;400;600;500;430;400;930;930;820;330;330;5000;550;450;450;3950>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
364232,364232,,,,,,,,,,,,,,,<90;720192;720193;720194;720195;720196>,,,,,,
364233,364233,,,,,,,,,,,,,,,,,,,,,
364234,364234,,,,,,,,,,,,,,,,,,,,,
364235,364235,,,,,,,,,,,,1,koudai_hupa/hero_jiefanghupa.skel,{scale=1;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=skill2_2;offsetX=0;delay=0;zorder=-1;lastTime=21945},,,,,,,
364236,364236,,,,,,,,,,,,1,koudai_beijing/bingchuan.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=hupa2_skill2;offsetX=0;delay=0;zorder=-2;lastTime=21945},,,,,,,
364237,364237,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{scale=1;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=hupa2_skill2;offsetX=0;delay=0;zorder=-3;lastTime=21945},,,,,,,
364238,364238,,,,,,,,,,,,1,koudai_beijing/huoshan.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=hupa2_skill2;offsetX=0;delay=0;zorder=-4;lastTime=21945},,,,,,,
364239,364239,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=dahupa_skill2;offsetX=0;delay=0;zorder=-5;lastTime=21945},,,,,,,
364411,364411,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
364421,364421,,,,<0.2;0.3;0.5>,,<0;200;560>,,,,,,,,,,,,,{lifeBar={show=True}},,
364431,364431,,,,<0.2;0.3;0.5>,,<0;5148;2070>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
364432,364432,,,,,,,,,,,,,,,<90;720290>,,,,,,<{zorder=9999;lastTime=10333.3;delay=0}>
364433,364433,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=hupapifu_skill2;offsetX=0;delay=0;zorder=-10;lastTime=16138},,,,,,,
366111,366111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
366121,366121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
366131,366131,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
366132,366132,,,,,,,,,,<{absY=600;absX=1600;delay=700;scale=1;t=0}>,<{hide=True;lastTime=1231.1;delay=666}>,,,,<90;722009>,,,,,,<{zorder=999;lastTime=8889;delay=0}>
366133,366133,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=1;offsetY=0;addTolayer=-1;aniLoop=False;aniName=mumuxiao_skill2;offsetX=0;delay=0;zorder=0;lastTime=3666.6},,,,,,,
366211,366211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
366221,366221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
366231,366231,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
366232,366232,,,,,,,,,,<{absY=550;absX=1750;delay=0;scale=1;t=0}>,<{hide=True;lastTime=2464;delay=299}>,,,,<90;723009;723010>,,,,,,<{zorder=999;lastTime=5049;delay=0}>
366233,366233,,,,,,,,,,,,1,koudai_beijing/senlin.skel,{scale=1;offsetY=0;addTolayer=-1;aniLoop=False;aniName=touyuxiao_skill2;offsetX=0;delay=0;zorder=1;lastTime=5100},,,,,,,
366234,366234,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=1;offsetY=0;addTolayer=-1;aniLoop=False;aniName=touyuxiao_skill2;offsetX=0;delay=0;zorder=0;lastTime=5100},,,,,,,
366311,366311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
366321,366321,,,,<0.1;0.1;0.1;0.2;0.2;0.3>,,<0;150;150;150;150;150>,,,,,,,,,,,,,{lifeBar={show=True}},,
366331,366331,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
367311,367311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
367321,367321,,,,<0.25;0.25;0.25;0.25>,,<0;160;160;160>,{isRepeat=True;endT=100;beginT=0;count=1;disy=20;disx=15;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
367331,367331,,,,<0.05;0.05;0.05;0.05;0.05;0.25;0.5>,,<0;200;200;200;200;200;400>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,bilusi/effect_bilusi_2.json,{scale=0.5;screenPos=0;offsetY=-200;addTolayer=-1;aniLoop=True;zorder=99;offsetX=600;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
368111,368111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
368121,368121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
368131,368131,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;250;250;250;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
368211,368211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
368221,368221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
368231,368231,,,,<0.5;0.5>,,<0;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
368232,368232,,,,,,,,,,,,,,,<90;729091;729092>,,,,,,<{zorder=-500;lastTime=5049;delay=0}>
368233,368233,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=0.8;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=huayanghaishi_skill2;offsetX=0;delay=0;zorder=-99991;lastTime=4918},,,,,,,
368234,368234,,,,,,,,,,,,1,koudai_beijing/haidi.skel,{scale=0.8;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=huayanghaishi_skill2;offsetX=0;delay=0;zorder=-99995;lastTime=4918},,,,,,,
