VariableName,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_my,effectDesc_in,effectDesc_th,effectDesc_en,effectDesc_ph
354006,3541,6,,,{7=6%;8=6%},,,,,,,,
354007,3541,7,,,{91=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
354008,3541,8,,,{1=12%},,,,,,,,
354009,3541,9,,,{10=12%;9=12%},,,,,,,,
354010,3541,10,,,{91=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
354011,3541,11,,,{22=1200},,,,,,,,
354012,3541,12,,,{23=1200},,,,,,,,
354013,3541,13,,,{10=20%;9=20%},,,,,,,,
354014,3541,14,,,{28=10%;12=15%},,,,,,,,
354015,3541,15,,,{14=1500;25=1000},,,,,,,,
354016,3541,16,,,{17=1500;19=1000},,,,,,,,
354017,3541,17,,,{14=1000;21=1500},,,,,,,,
354018,3541,18,,,{1=20%;30=2000},,,,,,,,
354019,3541,19,,,{7=20%;8=20%},,,,,,,,
354020,3541,20,,,{10=30%;9=30%},,,,,,,,
354021,3541,21,,,{28=1500;12=2000},,,,,,,,
354022,3541,22,,,{14=1000;25=2000},,,,,,,,
354023,3541,23,,,{17=2000;19=2000},,,,,,,,
354024,3541,24,,,{15=2000;21=3000},,,,,,,,
356002,3561,2,,,{7=80;8=80},,,,,,,,
356003,3561,3,,,{24=200},,,,,,,,
356004,3561,4,,,{7=5%;8=5%},,,,,,,,
356005,3561,5,,,{1=5%},,,,,,,,
356006,3561,6,,,{10=5%;9=5%},,,,,,,,
356007,3561,7,,,{25=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
356008,3561,8,,,{1=10%},,,,,,,,
356009,3561,9,,,{7=10%;8=10%},,,,,,,,
356010,3561,10,,,{25=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
356011,3561,11,,,{22=1000},,,,,,,,
356012,3561,12,,,{23=1000},,,,,,,,
356013,3561,13,,,{10=20%;9=20%},,,,,,,,
356014,3561,14,,,{28=10%;12=15%},,,,,,,,
356015,3561,15,,,{14=1500;25=1000},,,,,,,,
356016,3561,16,,,{17=1500;19=1000},,,,,,,,
356017,3561,17,,,{14=1000;21=1500},,,,,,,,
356018,3561,18,,,{1=20%;30=2000},,,,,,,,
356019,3561,19,,,{7=20%;8=20%},,,,,,,,
356020,3561,20,,,{10=30%;9=30%},,,,,,,,
356021,3561,21,,,{28=1500;12=2000},,,,,,,,
356022,3561,22,,,{14=1000;25=2000},,,,,,,,
356023,3561,23,,,{17=2000;19=2000},,,,,,,,
356024,3561,24,,,{15=2000;21=3000},,,,,,,,
359002,3591,2,,,{7=80;8=80},,,,,,,,
359003,3591,3,,,{24=200},,,,,,,,
359004,3591,4,,,{7=6%;8=6%},,,,,,,,
359005,3591,5,,,{1=6%},,,,,,,,
359006,3591,6,,,{10=6%;9=6%},,,,,,,,
359007,3591,7,,,{90=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
359008,3591,8,,,{1=12%},,,,,,,,
359009,3591,9,,,{7=12%;8=12%},,,,,,,,
359010,3591,10,,,{90=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
359011,3591,11,,,{22=1200},,,,,,,,
359012,3591,12,,,{23=1200},,,,,,,,
359013,3591,13,,,{10=20%;9=20%},,,,,,,,
359014,3591,14,,,{28=10%;12=15%},,,,,,,,
359015,3591,15,,,{14=1500;25=1000},,,,,,,,
359016,3591,16,,,{17=1500;19=1000},,,,,,,,
359017,3591,17,,,{14=1000;21=1500},,,,,,,,
359018,3591,18,,,{1=20%;30=2000},,,,,,,,
359019,3591,19,,,{7=20%;8=20%},,,,,,,,
359020,3591,20,,,{10=30%;9=30%},,,,,,,,
359021,3591,21,,,{28=1500;12=2000},,,,,,,,
359022,3591,22,,,{14=1000;25=2000},,,,,,,,
359023,3591,23,,,{17=2000;19=2000},,,,,,,,
359024,3591,24,,,{15=2000;21=3000},,,,,,,,
360002,3601,2,,,{1=500},,,,,,,,
360003,3601,3,,,{25=300},,,,,,,,
360004,3601,4,,,{10=8%;9=8%},,,,,,,,
360005,3601,5,,,{1=8%},,,,,,,,
360006,3601,6,,,{7=8%;8=8%},,,,,,,,
360007,3601,7,,,{25=500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
360008,3601,8,,,{1=15%},,,,,,,,
360009,3601,9,,,{10=15%;9=15%},,,,,,,,
360010,3601,10,,,{25=1000},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
360011,3601,11,,,{22=1500},,,,,,,,
360012,3601,12,,,{23=1500},,,,,,,,
360013,3601,13,,,{10=20%;9=20%},,,,,,,,
360014,3601,14,,,{28=10%;12=15%},,,,,,,,
360015,3601,15,,,{14=1500;25=1000},,,,,,,,
360016,3601,16,,,{17=1500;19=1000},,,,,,,,
360017,3601,17,,,{14=1000;21=1500},,,,,,,,
360018,3601,18,,,{1=20%;30=2000},,,,,,,,
360019,3601,19,,,{7=20%;8=20%},,,,,,,,
360020,3601,20,,,{10=30%;9=30%},,,,,,,,
360021,3601,21,,,{28=1500;12=2000},,,,,,,,
360022,3601,22,,,{14=1000;25=2000},,,,,,,,
360023,3601,23,,,{17=2000;19=2000},,,,,,,,
360024,3601,24,,,{15=2000;21=3000},,,,,,,,
361002,3611,2,,,{7=120;8=120},,,,,,,,
361003,3611,3,,,{24=300},,,,,,,,
361004,3611,4,,,{7=8%;8=8%},,,,,,,,
361005,3611,5,,,{1=8%},,,,,,,,
361006,3611,6,,,{7=8%;8=8%},,,,,,,,
361007,3611,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
361008,3611,8,,,{1=15%},,,,,,,,
361009,3611,9,,,{7=15%;8=15%},,,,,,,,
361010,3611,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
361011,3611,11,,,{22=1500},,,,,,,,
361012,3611,12,,,{23=1500},,,,,,,,
361013,3611,13,,,{10=20%;9=20%},,,,,,,,
361014,3611,14,,,{28=10%;12=15%},,,,,,,,
361015,3611,15,,,{14=1500;25=1000},,,,,,,,
361016,3611,16,,,{17=1500;19=1000},,,,,,,,
361017,3611,17,,,{14=1000;21=1500},,,,,,,,
361018,3611,18,,,{1=20%;30=2000},,,,,,,,
361019,3611,19,,,{7=20%;8=20%},,,,,,,,
361020,3611,20,,,{10=30%;9=30%},,,,,,,,
361021,3611,21,,,{28=1500;12=2000},,,,,,,,
361022,3611,22,,,{14=1000;25=2000},,,,,,,,
361023,3611,23,,,{17=2000;19=2000},,,,,,,,
361024,3611,24,,,{15=2000;21=3000},,,,,,,,
363002,3631,2,,,{1=500},,,,,,,,
363003,3631,3,,,{25=300},,,,,,,,
363004,3631,4,,,{10=8%;9=8%},,,,,,,,
363005,3631,5,,,{1=8%},,,,,,,,
363006,3631,6,,,{7=8%;8=8%},,,,,,,,
363007,3631,7,,,{28=500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
363008,3631,8,,,{1=15%},,,,,,,,
363009,3631,9,,,{10=15%;9=15%},,,,,,,,
363010,3631,10,,,{28=1000},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
363011,3631,11,,,{22=1500},,,,,,,,
363012,3631,12,,,{23=1500},,,,,,,,
363013,3631,13,,,{10=20%;9=20%},,,,,,,,
363014,3631,14,,,{28=10%;12=15%},,,,,,,,
363015,3631,15,,,{14=1500;25=1000},,,,,,,,
363016,3631,16,,,{17=1500;19=1000},,,,,,,,
363017,3631,17,,,{14=1000;21=1500},,,,,,,,
363018,3631,18,,,{1=20%;30=2000},,,,,,,,
363019,3631,19,,,{7=20%;8=20%},,,,,,,,
363020,3631,20,,,{10=30%;9=30%},,,,,,,,
363021,3631,21,,,{28=1500;12=2000},,,,,,,,
363022,3631,22,,,{14=1000;25=2000},,,,,,,,
363023,3631,23,,,{17=2000;19=2000},,,,,,,,
363024,3631,24,,,{15=2000;21=3000},,,,,,,,
364002,3641,2,,,{7=120;8=120},,,,,,,,
364003,3641,3,,,{24=300},,,,,,,,
364004,3641,4,,,{7=8%;8=8%},,,,,,,,
364005,3641,5,,,{1=8%},,,,,,,,
364006,3641,6,,,{7=8%;8=8%},,,,,,,,
364007,3641,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
364008,3641,8,,,{1=15%},,,,,,,,
364009,3641,9,,,{7=15%;8=15%},,,,,,,,
364010,3641,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
364011,3641,11,,,{22=1500},,,,,,,,
364012,3641,12,,,{23=1500},,,,,,,,
364013,3641,13,,,{10=20%;9=20%},,,,,,,,
364014,3641,14,,,{28=10%;12=15%},,,,,,,,
364015,3641,15,,,{14=1500;25=1000},,,,,,,,
364016,3641,16,,,{17=1500;19=1000},,,,,,,,
364017,3641,17,,,{14=1000;21=1500},,,,,,,,
364018,3641,18,,,{1=20%;30=2000},,,,,,,,
364019,3641,19,,,{7=20%;8=20%},,,,,,,,
364020,3641,20,,,{10=30%;9=30%},,,,,,,,
364021,3641,21,,,{28=1500;12=2000},,,,,,,,
364022,3641,22,,,{14=1000;25=2000},,,,,,,,
364023,3641,23,,,{17=2000;19=2000},,,,,,,,
364024,3641,24,,,{15=2000;21=3000},,,,,,,,
366002,3661,2,,,{7=80;8=80},,,,,,,,
366003,3661,3,,,{24=200},,,,,,,,
366004,3661,4,,,{7=6%;8=6%},,,,,,,,
366005,3661,5,,,{1=6%},,,,,,,,
366006,3661,6,,,{7=6%;8=6%},,,,,,,,
366007,3661,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
366008,3661,8,,,{1=12%},,,,,,,,
366009,3661,9,,,{7=12%;8=12%},,,,,,,,
366010,3661,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
366011,3661,11,,,{22=1200},,,,,,,,
366012,3661,12,,,{23=1200},,,,,,,,
366013,3661,13,,,{10=20%;9=20%},,,,,,,,
366014,3661,14,,,{28=10%;12=15%},,,,,,,,
366015,3661,15,,,{14=1500;25=1000},,,,,,,,
366016,3661,16,,,{17=1500;19=1000},,,,,,,,
366017,3661,17,,,{14=1000;21=1500},,,,,,,,
366018,3661,18,,,{1=20%;30=2000},,,,,,,,
366019,3661,19,,,{7=20%;8=20%},,,,,,,,
366020,3661,20,,,{10=30%;9=30%},,,,,,,,
366021,3661,21,,,{28=1500;12=2000},,,,,,,,
366022,3661,22,,,{14=1000;25=2000},,,,,,,,
366023,3661,23,,,{17=2000;19=2000},,,,,,,,
366024,3661,24,,,{15=2000;21=3000},,,,,,,,
367002,3671,2,,,{7=120;8=120},,,,,,,,
367003,3671,3,,,{24=300},,,,,,,,
367004,3671,4,,,{7=8%;8=8%},,,,,,,,
367005,3671,5,,,{1=8%},,,,,,,,
367006,3671,6,,,{7=8%;8=8%},,,,,,,,
367007,3671,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
367008,3671,8,,,{1=15%},,,,,,,,
367009,3671,9,,,{7=15%;8=15%},,,,,,,,
367010,3671,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
367011,3671,11,,,{22=1500},,,,,,,,
367012,3671,12,,,{23=1500},,,,,,,,
367013,3671,13,,,{10=20%;9=20%},,,,,,,,
367014,3671,14,,,{28=10%;12=15%},,,,,,,,
367015,3671,15,,,{14=1500;25=1000},,,,,,,,
367016,3671,16,,,{17=1500;19=1000},,,,,,,,
367017,3671,17,,,{14=1000;21=1500},,,,,,,,
367018,3671,18,,,{1=20%;30=2000},,,,,,,,
367019,3671,19,,,{7=20%;8=20%},,,,,,,,
367020,3671,20,,,{10=30%;9=30%},,,,,,,,
367021,3671,21,,,{28=1500;12=2000},,,,,,,,
367022,3671,22,,,{14=1000;25=2000},,,,,,,,
367023,3671,23,,,{17=2000;19=2000},,,,,,,,
367024,3671,24,,,{15=2000;21=3000},,,,,,,,
368002,3681,2,,,{1=300},,,,,,,,
368003,3681,3,,,{25=200},,,,,,,,
368004,3681,4,,,{10=6%;9=6%},,,,,,,,
368005,3681,5,,,{1=6%},,,,,,,,
368006,3681,6,,,{7=6%;8=6%},,,,,,,,
368007,3681,7,,,{25=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
368008,3681,8,,,{1=12%},,,,,,,,
368009,3681,9,,,{10=12%;9=12%},,,,,,,,
368010,3681,10,,,{25=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
368011,3681,11,,,{22=1200},,,,,,,,
368012,3681,12,,,{23=1200},,,,,,,,
368013,3681,13,,,{10=20%;9=20%},,,,,,,,
368014,3681,14,,,{28=10%;12=15%},,,,,,,,
368015,3681,15,,,{14=1500;25=1000},,,,,,,,
368016,3681,16,,,{17=1500;19=1000},,,,,,,,
368017,3681,17,,,{14=1000;21=1500},,,,,,,,
368018,3681,18,,,{1=20%;30=2000},,,,,,,,
368019,3681,19,,,{7=20%;8=20%},,,,,,,,
368020,3681,20,,,{10=30%;9=30%},,,,,,,,
368021,3681,21,,,{28=1500;12=2000},,,,,,,,
368022,3681,22,,,{14=1000;25=2000},,,,,,,,
368023,3681,23,,,{17=2000;19=2000},,,,,,,,
368024,3681,24,,,{15=2000;21=3000},,,,,,,,
377002,3771,2,,,{10=80;9=80},,,,,,,,
377003,3771,3,,,{25=200},,,,,,,,
377004,3771,4,,,{10=6%;9=6%},,,,,,,,
377005,3771,5,,,{1=6%},,,,,,,,
377006,3771,6,,,{10=6%;9=6%},,,,,,,,
377007,3771,7,,,{25=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
377008,3771,8,,,{1=12%},,,,,,,,
377009,3771,9,,,{10=12%;9=12%},,,,,,,,
377010,3771,10,,,{25=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
377011,3771,11,,,{22=1200},,,,,,,,
377012,3771,12,,,{23=1200},,,,,,,,
377013,3771,13,,,{10=20%;9=20%},,,,,,,,
377014,3771,14,,,{28=10%;12=15%},,,,,,,,
377015,3771,15,,,{14=1500;25=1000},,,,,,,,
377016,3771,16,,,{17=1500;19=1000},,,,,,,,
377017,3771,17,,,{14=1000;21=1500},,,,,,,,
377018,3771,18,,,{1=20%;30=2000},,,,,,,,
377019,3771,19,,,{7=20%;8=20%},,,,,,,,
377020,3771,20,,,{10=30%;9=30%},,,,,,,,
377021,3771,21,,,{28=1500;12=2000},,,,,,,,
377022,3771,22,,,{14=1000;25=2000},,,,,,,,
377023,3771,23,,,{17=2000;19=2000},,,,,,,,
377024,3771,24,,,{15=2000;21=3000},,,,,,,,
384002,3841,2,,,{7=80;8=80},,,,,,,,
384003,3841,3,,,{24=200},,,,,,,,
384004,3841,4,,,{7=6%;8=6%},,,,,,,,
384005,3841,5,,,{1=6%},,,,,,,,
384006,3841,6,,,{7=6%;8=6%},,,,,,,,
384007,3841,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
384008,3841,8,,,{1=12%},,,,,,,,
384009,3841,9,,,{7=12%;8=12%},,,,,,,,
384010,3841,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
384011,3841,11,,,{22=1200},,,,,,,,
384012,3841,12,,,{23=1200},,,,,,,,
384013,3841,13,,,{10=20%;9=20%},,,,,,,,
384014,3841,14,,,{28=10%;12=15%},,,,,,,,
384015,3841,15,,,{14=1500;25=1000},,,,,,,,
384016,3841,16,,,{17=1500;19=1000},,,,,,,,
384017,3841,17,,,{14=1000;21=1500},,,,,,,,
384018,3841,18,,,{1=20%;30=2000},,,,,,,,
384019,3841,19,,,{7=20%;8=20%},,,,,,,,
384020,3841,20,,,{10=30%;9=30%},,,,,,,,
384021,3841,21,,,{28=1500;12=2000},,,,,,,,
384022,3841,22,,,{14=1000;25=2000},,,,,,,,
384023,3841,23,,,{17=2000;19=2000},,,,,,,,
384024,3841,24,,,{15=2000;21=3000},,,,,,,,
413002,4131,2,,,{7=80;8=80},,,,,,,,
413003,4131,3,,,{24=200},,,,,,,,
413004,4131,4,,,{7=6%;8=6%},,,,,,,,
413005,4131,5,,,{1=6%},,,,,,,,
413006,4131,6,,,{7=6%;8=6%},,,,,,,,
413007,4131,7,,,{14=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
413008,4131,8,,,{1=12%},,,,,,,,
413009,4131,9,,,{7=12%;8=12%},,,,,,,,
413010,4131,10,,,{14=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
413011,4131,11,,,{22=1200},,,,,,,,
413012,4131,12,,,{23=1200},,,,,,,,
413013,4131,13,,,{10=20%;9=20%},,,,,,,,
413014,4131,14,,,{28=10%;12=15%},,,,,,,,
413015,4131,15,,,{14=1500;25=1000},,,,,,,,
413016,4131,16,,,{17=1500;19=1000},,,,,,,,
413017,4131,17,,,{14=1000;21=1500},,,,,,,,
413018,4131,18,,,{1=20%;30=2000},,,,,,,,
413019,4131,19,,,{7=20%;8=20%},,,,,,,,
413020,4131,20,,,{10=30%;9=30%},,,,,,,,
413021,4131,21,,,{28=1500;12=2000},,,,,,,,
413022,4131,22,,,{14=1000;25=2000},,,,,,,,
413023,4131,23,,,{17=2000;19=2000},,,,,,,,
413024,4131,24,,,{15=2000;21=3000},,,,,,,,
416002,4161,2,,,{7=120;8=120},,,,,,,,
416003,4161,3,,,{24=300},,,,,,,,
416004,4161,4,,,{7=8%;8=8%},,,,,,,,
416005,4161,5,,,{1=8%},,,,,,,,
416006,4161,6,,,{7=8%;8=8%},,,,,,,,
416007,4161,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,\nBuka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,\nBuka skill pasif untuk meningkatkan damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to increase PVP damage,\nI-unlock ang passive skill na nagpapataas ng PVP damage
416008,4161,8,,,{1=15%},,,,,,,,
416009,4161,9,,,{7=15%;8=15%},,,,,,,,
416010,4161,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
416011,4161,11,,,{22=1500},,,,,,,,
416012,4161,12,,,{23=1500},,,,,,,,
416013,4161,13,,,{10=20%;9=20%},,,,,,,,
416014,4161,14,,,{28=10%;12=15%},,,,,,,,
416015,4161,15,,,{14=1500;25=1000},,,,,,,,
416016,4161,16,,,{17=1500;19=1000},,,,,,,,
416017,4161,17,,,{14=1000;21=1500},,,,,,,,
416018,4161,18,,,{1=20%;30=2000},,,,,,,,
416019,4161,19,,,{7=20%;8=20%},,,,,,,,
416020,4161,20,,,{10=30%;9=30%},,,,,,,,
416021,4161,21,,,{28=1500;12=2000},,,,,,,,
416022,4161,22,,,{14=1000;25=2000},,,,,,,,
416023,4161,23,,,{17=2000;19=2000},,,,,,,,
416024,4161,24,,,{15=2000;21=3000},,,,,,,,
417002,4171,2,,,{10=120;9=120},,,,,,,,
417003,4171,3,,,{25=300},,,,,,,,
417004,4171,4,,,{10=8%;9=8%},,,,,,,,
417005,4171,5,,,{1=8%},,,,,,,,
417006,4171,6,,,{10=8%;9=8%},,,,,,,,
417007,4171,7,,,{17=500},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,\nBuka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,\nBuka skill pasif untuk mengurangi damage PVP,\nปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,\nUnlock passive skill to reduce PVP damage,\nI-unlock ang passive skill na nagpapababa ng PVP damage
