VariableName,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_vn,storyNames_tw,storyNames_en,weatherTypeId
81911,80505,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81912,80505,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81913,80505,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81914,80505,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81915,80505,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81916,80505,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81917,80505,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81918,80505,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81919,80505,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81920,80505,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81921,80506,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81922,80506,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81923,80506,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81924,80506,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81925,80506,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81926,80506,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81927,80506,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81928,80506,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81929,80506,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81930,80506,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81931,80506,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81932,80506,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81933,80511,,1,<291931;291931;291931;291931;301311;291931>,,,,,,,,,,,,stage/night.csv,,,,,,,,
81934,80511,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81935,80511,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81936,80511,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81937,80511,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81938,80511,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81939,80511,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81940,80511,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81941,80511,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81942,80511,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81943,80511,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81944,80511,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81945,80512,,1,<290552;290552;290552;290552;305231;290552>,,,,,,,,,,,,stage/night.csv,,,,,,,,
81946,80512,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81947,80512,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81948,80512,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81949,80512,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81950,80512,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81951,80512,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81952,80512,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81953,80512,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81954,80512,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81955,80512,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81956,80512,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81957,80513,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81958,80513,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81959,80513,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81960,80513,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81961,80513,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81962,80513,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81963,80513,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81964,80513,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81965,80513,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81966,80513,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81967,80513,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81968,80513,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81969,80514,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81970,80514,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81971,80514,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81972,80514,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81973,80514,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81974,80514,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81975,80514,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81976,80514,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81977,80514,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81978,80514,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81979,80514,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81980,80514,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81981,80515,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81982,80515,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81983,80515,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81984,80515,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81985,80515,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81986,80515,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81987,80515,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81988,80515,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81989,80515,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81990,80515,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81991,80515,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81992,80515,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81993,80516,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81994,80516,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81995,80516,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81996,80516,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81997,80516,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81998,80516,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
81999,80516,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82000,80516,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82001,80516,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82002,80516,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82003,80516,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82004,80516,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82005,80521,,1,<291813;291813;291813;291813;305231;291813>,,,,,,,,,,,,stage/night.csv,,,,,,,,
82006,80521,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82007,80521,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82008,80521,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82009,80521,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82010,80521,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82011,80521,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82012,80521,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82013,80521,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82014,80521,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82015,80521,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82016,80521,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82017,80522,,1,<293152;293152;293152;293152;301311;293152>,,,,,,,,,,,,stage/night.csv,,,,,,,,
82018,80522,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82019,80522,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82020,80522,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82021,80522,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82022,80522,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82023,80522,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82024,80522,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82025,80522,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82026,80522,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82027,80522,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82028,80522,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82029,80523,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82030,80523,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82031,80523,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82032,80523,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82033,80523,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82034,80523,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82035,80523,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82036,80523,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82037,80523,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82038,80523,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82039,80523,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82040,80523,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82041,80524,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82042,80524,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82043,80524,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82044,80524,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82045,80524,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82046,80524,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82047,80524,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82048,80524,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82049,80524,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82050,80524,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82051,80524,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82052,80524,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82053,80525,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82054,80525,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82055,80525,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82056,80525,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82057,80525,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82058,80525,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82059,80525,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82060,80525,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82061,80525,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82062,80525,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82063,80525,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82064,80525,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82065,80526,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82066,80526,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82067,80526,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82068,80526,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82069,80526,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82070,80526,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82071,80526,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82072,80526,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82073,80526,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82074,80526,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82075,80526,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82076,80526,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82077,80531,,1,<291293;291293;291293;291293;305321;291293>,,,,,,,,,,,,stage/night.csv,,,,,,,,
82078,80531,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82079,80531,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82080,80531,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82081,80531,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82082,80531,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82083,80531,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82084,80531,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82085,80531,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82086,80531,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82087,80531,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82088,80531,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82089,80532,,1,<290641;290641;290641;290641;300441;290641>,,,,,,,,,,,,stage/night.csv,,,,,,,,
82090,80532,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82091,80532,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82092,80532,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82093,80532,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82094,80532,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82095,80532,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82096,80532,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82097,80532,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82098,80532,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82099,80532,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82100,80532,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82101,80533,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82102,80533,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82103,80533,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82104,80533,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82105,80533,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82106,80533,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82107,80533,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82108,80533,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82109,80533,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82110,80533,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82111,80533,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82112,80533,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82113,80534,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82114,80534,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82115,80534,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82116,80534,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82117,80534,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82118,80534,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82119,80534,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82120,80534,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82121,80534,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82122,80534,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82123,80534,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82124,80534,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82125,80535,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82126,80535,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82127,80535,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82128,80535,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82129,80535,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82130,80535,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82131,80535,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82132,80535,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82133,80535,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82134,80535,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82135,80535,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82136,80535,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82137,80536,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82138,80536,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82139,80536,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82140,80536,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82141,80536,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82142,80536,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82143,80536,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82144,80536,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82145,80536,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82146,80536,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82147,80536,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82148,80536,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82149,80541,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82150,80541,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82151,80541,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82152,80541,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82153,80541,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82154,80541,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82155,80541,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82156,80541,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82157,80541,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82158,80541,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82159,80541,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82160,80541,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82161,80542,,1,<290393;290393;290393;290263;291393;290263>,,,,,,,,,,,,stage/night.csv,,,,,,,,
82162,80542,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82163,80542,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82164,80542,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82165,80542,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82166,80542,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82167,80542,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82168,80542,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82169,80542,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82170,80542,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82171,80542,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82172,80542,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82173,80543,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82174,80543,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82175,80543,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82176,80543,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82177,80543,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82178,80543,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82179,80543,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82180,80543,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82181,80543,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82182,80543,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82183,80543,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82184,80543,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82185,80544,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82186,80544,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82187,80544,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82188,80544,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82189,80544,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82190,80544,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82191,80544,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82192,80544,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82193,80544,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82194,80544,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82195,80544,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82196,80544,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82197,80545,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82198,80545,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82199,80545,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82200,80545,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82201,80545,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82202,80545,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82203,80545,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82204,80545,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82205,80545,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82206,80545,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82207,80545,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82208,80545,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82209,80546,,1,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82210,80546,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82211,80546,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82212,80546,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82213,80546,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82214,80546,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82215,80546,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82216,80546,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82217,80546,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82218,80546,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82219,80546,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82220,80546,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82221,80551,,1,<291293;292033;293152;291393;290393;291813>,,,,,,,,,,,,stage/night.csv,,,,,,,,
82222,80551,,2,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82223,80551,,3,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82224,80551,,4,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82225,80551,,5,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82226,80551,,6,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82227,80551,,7,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82228,80551,,8,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82229,80551,,9,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82230,80551,,10,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82231,80551,,11,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82232,80551,,12,,,,,,,,,,,,,stage/night.csv,,,,,,,,
82233,80601,,1,<290493;290493;290493;290493;290493;290493>,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82234,80601,,2,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82235,80601,,3,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82236,80601,,4,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82237,80601,,5,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82238,80601,,6,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82239,80601,,7,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82240,80601,,8,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82241,80601,,9,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82242,80601,,10,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82243,80601,,11,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82244,80601,,12,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82245,80602,,1,<292683;292683;292683;292683;292683;292683>,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82246,80602,,2,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82247,80602,,3,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82248,80602,,4,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82249,80602,,5,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82250,80602,,6,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82251,80602,,7,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82252,80602,,8,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82253,80602,,9,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82254,80602,,10,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82255,80602,,11,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82256,80602,,12,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82257,80603,,1,<290044;290044;290044;290044;306041;290044>,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82258,80603,,2,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82259,80603,,3,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82260,80603,,4,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82261,80603,,5,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82262,80603,,6,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82263,80603,,7,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82264,80603,,8,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82265,80603,,9,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82266,80603,,10,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82267,80603,,11,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82268,80603,,12,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82269,80604,,1,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82270,80604,,2,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82271,80604,,3,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82272,80604,,4,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82273,80604,,5,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82274,80604,,6,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82275,80604,,7,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82276,80604,,8,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
82277,80604,,9,,,,,,,,,,,,,stage/dg.csv,,,,,,,,
