VariableName,name_cn,languages,drawlanguages,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc,desc1_cn,desc1_tw,desc1,desc1_vn,desc1_th,desc1_en,desc1_ma,desc1_ph,desc1_in,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
28112,,,,,Advanced Goggles Fragment,Mảnh Kính Siêu Cấp,Advanced Goggles Fragment,Advanced Goggles ชิ้นส่วน,Fragmen Kacamata Canggih,Piraso ng Super Goggles,Fragmen Cermin Mata Canggih,config/item/xddj/icon_cjyj.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kính Siêu Cấp#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Super Goggles#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Super Goggles#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Super Goggles#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Super Goggles#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Super Goggles#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Super Goggles#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30412,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28113,,,,,Super Badge Fragment,Mảnh Huy Hiệu Siêu Cấp,Super Badge Fragment,Super Badge ชิ้นส่วน,Fragmen Lencana Super,Piraso ng Super Badge,Fragmen Lencana Super,config/item/xddj/icon_cjlz.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Huy Hiệu Siêu Cấp#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Super Badge#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Super Badge#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Super Badge#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Super Badge#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Super Badge#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Super Badge#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30413,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28114,,,,,Dustproof Glasses Fragment,Mảnh Kính Chống Bụi,Dustproof Glasses Fragment,Dustproof Glasses ชิ้นส่วน,Fragmen Kacamata Anti-debu,Piraso ng Anti-Dust Glasses,Fragmen Cermin Debu,config/item/xddj/icon_fchmj.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kính Chống Bụi#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dustproof Glasses#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Dustproof Glasses#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Dustproof Glasses#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Dustproof Glasses#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Dustproof Glasses#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Dustproof Glasses#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30414,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28115,,,,,Super-Powered Watch Fragment,Mảnh Đồng Hồ Siêu Năng,Super-Powered Watch Fragment,Super-Powered Watch ชิ้นส่วน,Fragmen Jam Tangan Super,Piraso ng Super-Powered Watch,Fragmen Jam Tangan Kuat Luar Biasa,config/item/xddj/icon_cnwb.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Đồng Hồ Siêu Năng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Psywatch#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Psywatch#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Psywatch#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Psywatch#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Psywatch#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Psywatch#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30415,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28116,,,,,Treasure Detector Fragment,Mảnh Máy Tìm Kho Báu,Treasure Detector Fragment,Treasure Detector ชิ้นส่วน,Fragmen Detektor Harta,Piraso ng Tagahanap ng Kayamanan,Fragmen Pengesan Harta,config/item/xddj/icon_tbq.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Máy Tìm Kho Báu#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Treasure Locator#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Treasure Locator#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Treasure Locator#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Treasure Locator#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Treasure Locator#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Treasure Locator#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30416,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28117,,,,,Reveal Mirror Fragment,Mảnh Gương Hiện Hình,Reveal Mirror Fragment,Reveal Mirror ชิ้นส่วน,Fragmen Cermin Ungkap,Piraso ng Salamin na Nagpapakita,Fragmen Cermin Pendedah,config/item/xddj/icon_xxj.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Gương Hiện Hình#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Phantom Mirror#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Phantom Mirror#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Phantom Mirror#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Phantom Mirror#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Phantom Mirror#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Phantom Mirror#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30417,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28118,,,,,Mystery Necklace Fragment,Mảnh Dây Chuyền Bí Ẩn,Mystery Necklace Fragment,Mystery Necklace ชิ้นส่วน,Fragmen Kalung Misterius,Piraso ng Misteryosong Kuwintas,Fragmen Rantai Misteri,config/item/xddj/icon_smxl.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Dây Chuyền Bí Ẩn#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Mystic Necklace#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Mystic Necklace#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Mystic Necklace#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Mystic Necklace#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Mystic Necklace#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Mystic Necklace#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30418,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28119,,,,,Super-Powered Skates Fragment,Mảnh Giày Trượt Siêu Năng,Super-Powered Skates Fragment,Super-Powered Skates ชิ้นส่วน,Fragmen Sepatu Luncur Super,Piraso ng Super-Powered Skates,Fragmen Kasut Luncur Super,config/item/xddj/icon_cjlhx.png,,Thu thập đủ %d mảnh để hợp thành #C0xE77421#Giày Trượt Siêu Năng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Psy Skates#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Psy Skates#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Psy Skates#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Psy Skates#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Psy Skates#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Psy Skates#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30419,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28120,,,,,Samurai Helmet Fragment,Mảnh Mũ Samurai,Samurai Helmet Fragment,Samurai Helmet ชิ้นส่วน,Fragmen Helm Samurai,Piraso ng Helmet ng Samurai,Fragmen Topi Samurai,config/item/xddj/icon_wstk.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Mũ Samurai#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Samurai Hat#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Samurai Hat#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Samurai Hat#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Samurai Hat#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Samurai Hat#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Samurai Hat#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30420,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28121,,,,,Mask of Agony Fragment,Mảnh Mặt Nạ Đau Đớn,Mask of Agony Fragment,Mask of Agony ชิ้นส่วน,Fragmen Masker Kesakitan,Piraso ng Maskara ng Agony,Fragmen Topeng Kesakitan,config/item/xddj/icon_tkmj.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Mặt Nạ Đau Khổ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Mask of Anguish#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Mask of Anguish#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Mask of Anguish#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Mask of Anguish#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Mask of Anguish#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Mask of Anguish#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30421,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28122,,,,,Gracidea Flower Fragment,Mảnh Hoa Gracidea,Gracidea Flower Fragment,Gracidea Flower ชิ้นส่วน,Fragmen Bunga Gracidea,Piraso ng Bulaklak na Gracidea,Fragmen Bunga Gracidea,config/item/xddj/icon_glxdyh.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Hoa Gracidea#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Gracidea Flower#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Gracidea Flower#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Gracidea Flower#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Gracidea Flower#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Gracidea Flower#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Gracidea Flower#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30422,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28123,,,,,Thor Fusion Device Fragment,Mảnh Thiết Bị Hợp Thể Thor,Thor Fusion Device Fragment,Thor Fusion Device ชิ้นส่วน,Fragmen Perangkat Gabungan Thor,Piraso ng Kagamitan ng Fusion ni Thor,Fragmen Peranti Gabung Thor,config/item/xddj/icon_sehtq.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Bộ hợp thể Thor#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Thor Fusion Set#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Thor Fusion Set#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Thor Fusion Set#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Thor Fusion Set#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Thor Fusion Set#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Thor Fusion Set#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30423,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28124,,,,,DNA Fragment,Mảnh DNA,DNA Fragment,DNA ชิ้นส่วน,Fragmen DNA,Piraso ng DNA,Fragmen DNA,config/item/xddj/icon_jyzx.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#DNA#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#DNA#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#DNA#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#DNA#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#DNA#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#DNA#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#DNA#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30424,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28125,,,,,Crown of Clairvoyance Fragment,Mảnh Vương Miện Thấu ThỊ,Crown of Clairvoyance Fragment,Crown of Clairvoyance ชิ้นส่วน,Fragmen Mahkota Kejaksaan,Piraso ni Korona ng Paliwanag,Fragmen Mahkota Clairvoyance,config/item/xddj/icon_smwg.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Vương Miện Thấu Thị#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Insight Crown#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Insight Crown#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Insight Crown#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Insight Crown#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Insight Crown#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Insight Crown#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30425,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28501,,,,,Universal Blue Stone Fragment,Mảnh Vạn Năng Thạch Xanh,Universal Blue Stone Fragment,Universal Blue Stone ชิ้นส่วน,Fragmen Batu Serbaguna Biru,Piraso ng Pansalansang Bato Asul,Fragmen Batu Serbaguna Biru,config/item/icon_sxcl3.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Vạn Năng Thạch Xanh#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Universal Green Gem#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Universal Green Gem#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Universal Green Gem#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Universal Green Gem#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Universal Green Gem#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Universal Green Gem#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",3,3,0,,,2151,20,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28502,,,,,Universal Purple Stone Fragment,Mảnh Vạn Năng Thạch Tím,Universal Purple Stone Fragment,Universal Purple Stone ชิ้นส่วน,Fragmen Batu Serbaguna Ungu,Piraso ng Pansalansang Bato Lila,Fragmen Batu Serbaguna Ungu,config/item/icon_sxcl2.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Vạn Năng Thạch Tím#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Universal Purple Gem#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Universal Purple Gem#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Universal Purple Gem#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Universal Purple Gem#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Universal Purple Gem#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Universal Purple Gem#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,3,0,,,2152,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28503,,,,,Universal Orange Stone Fragment,Mảnh Vạn Năng Thạch Cam,Universal Orange Stone Fragment,Universal Orange Stone ชิ้นส่วน,Fragmen Batu Serbaguna Jingga,Piraso ng Pansalansang Bato Kahel,Fragmen Batu Serbaguna Jingga,config/item/icon_sxcl1.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Vạn Năng Thạch Cam#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Universal Orange Gem#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Universal Orange Gem#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Universal Orange Gem#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Universal Orange Gem#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Universal Orange Gem#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Universal Orange Gem#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,3,0,,,2153,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28504,,<cn;kr>,,,Golden Beast Custom Gift Box Fragment,Hộp Quà Tự Chọn Linh Thú Vàng,Golden Beast Custom Gift Box Fragment,Golden Beast Custom Gift Box ชิ้นส่วน,Fragmen Kotak Hadiah Binatang Emas,Piraso ng Kahon ng Gintong Alagang Hayop,Fragmen Kotak Hadiah Haiwan Emas,config/item/box/box_2_4.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Rương Tự Chọn Linh Thú Vàng#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Golden Pet Selection Chest#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Golden Pet Selection Chest#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Golden Pet Selection Chest#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Golden Pet Selection Chest#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Golden Pet Selection Chest#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Golden Pet Selection Chest#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,3,0,,,967,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28505,,<cn;kr>,,,Legendary Purple Equip Choice Fragment,Mảnh Tự Chọn Trang Bị Siêu Phàm Tím,Legendary Purple Equip Choice Fragment,Legendary Purple Equip Choice ชิ้นส่วน,Fragmen Pilihan Perlengkapan Ungu Legenda,Piraso ng Pinipiliang Kagamitang Lila na Alamat,Fragmen Pilihan Peralatan Ungu Lagenda,config/item/box/box_11_2.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Rương Tự Chọn Trang Bị Siêu Phàm Tím#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Super Purple Gear Chest#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Super Purple Gear Chest#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Super Purple Gear Chest#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Super Purple Gear Chest#C0x55504D#,Kumpul %d serpihan để gabungkan thành #C0xE77421#Super Purple Gear Chest#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Super Purple Gear Chest#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,3,0,,,945,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
