VariableName,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
Defaults,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
VariableName,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
2476,,80633,{11=1.2},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2477,,80633,{11=1.2},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2478,,80633,{11=1.2},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2479,,80633,{11=1.2},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2480,,80633,{11=1.2},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2481,,80633,{11=1.2},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2482,,80633,{11=1.2},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2483,,80633,{11=1.2},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2484,,80633,{11=1.2},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2485,,80634,{11=1.2},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2486,,80634,{11=1.2},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2487,,80634,{11=1.2},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2488,,80634,{11=1.2},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2489,,80634,{11=1.2},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2490,,80634,{11=1.2},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2491,,80634,{11=1.2},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2492,,80634,{11=1.2},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2493,,80634,{11=1.2},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2494,,80634,{11=1.2},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2495,,80634,{11=1.2},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2496,,80634,{11=1.2},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2497,,80635,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2498,,80635,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2499,,80635,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2500,,80635,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2501,,80635,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2502,,80635,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2503,,80635,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2504,,80635,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2505,,80635,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2506,,80635,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2507,,80635,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2508,,80635,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2509,,80636,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2510,,80636,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2511,,80636,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2512,,80636,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2513,,80636,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2514,,80636,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2515,,80636,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2516,,80636,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2517,,80636,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2518,,80636,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2519,,80636,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2520,,80636,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2521,,80641,{8=1.3},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2522,,80641,{8=1.3},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2523,,80641,{8=1.3},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2524,,80641,{8=1.3},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2525,,80641,{8=1.3},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2526,,80641,{8=1.3},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2527,,80641,{8=1.3},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2528,,80641,{8=1.3},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2529,,80641,{8=1.3},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2530,,80641,{8=1.3},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2531,,80641,{8=1.3},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2532,,80641,{8=1.3},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2533,,80642,{11=1.2},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2534,,80642,{11=1.2},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2535,,80642,{11=1.2},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2536,,80642,{11=1.2},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2537,,80642,{11=1.2},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2538,,80642,{11=1.2},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2539,,80642,{11=1.2},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2540,,80642,{11=1.2},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2541,,80642,{11=1.2},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2542,,80642,{11=1.2},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2543,,80642,{11=1.2},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2544,,80642,{11=1.2},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2545,,80643,{11=1.1},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2546,,80643,{11=1.1},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2547,,80643,{11=1.1},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2548,,80643,{11=1.1},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2549,,80643,{11=1.1},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2550,,80643,{11=1.1},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2551,,80643,{11=1.1},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2552,,80643,{11=1.1},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2553,,80643,{11=1.1},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2554,,80643,{11=1.1},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2555,,80643,{11=1.1},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2556,,80643,{11=1.1},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2557,,80644,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2558,,80644,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2559,,80644,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2560,,80644,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2561,,80644,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2562,,80644,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2563,,80644,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2564,,80644,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2565,,80644,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2566,,80644,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2567,,80644,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2568,,80644,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2569,,80645,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2570,,80645,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2571,,80645,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2572,,80645,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2573,,80645,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2574,,80645,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2575,,80645,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2576,,80645,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2577,,80645,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2578,,80645,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2579,,80645,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2580,,80645,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2581,,80646,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2582,,80646,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2583,,80646,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2584,,80646,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2585,,80646,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2586,,80646,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2587,,80646,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2588,,80646,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2589,,80646,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2590,,80646,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2591,,80646,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2592,,80646,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2593,,80651,{11=1.3},1,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2594,,80651,{11=1.3},2,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2595,,80651,{11=1.3},3,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2596,,80651,{11=1.3},4,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2597,,80651,{11=1.3},5,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2598,,80651,{11=1.3},6,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2599,,80651,{11=1.3},7,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2600,,80651,{11=1.3},8,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2601,,80651,{11=1.3},9,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2602,,80651,{11=1.3},10,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2603,,80651,{11=1.3},11,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2604,,80651,{11=1.3},12,<3.52;2.99>,<1.39;1.55>,<1.39;1.55>,<1.85;1.58>,<1.85;1.58>,<0.99;0.99>,,,,,,
2605,,80701,{11=1.1},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2606,,80701,{11=1.1},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2607,,80701,{11=1.1},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2608,,80701,{11=1.1},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2609,,80701,{11=1.1},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2610,,80701,{11=1.1},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2611,,80701,{11=1.1},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2612,,80701,{11=1.1},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2613,,80701,{11=1.1},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2614,,80701,{11=1.1},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2615,,80701,{11=1.1},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2616,,80701,{11=1.1},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2617,,80702,{11=1.1},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2618,,80702,{11=1.1},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2619,,80702,{11=1.1},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2620,,80702,{11=1.1},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2621,,80702,{11=1.1},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2622,,80702,{11=1.1},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2623,,80702,{11=1.1},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2624,,80702,{11=1.1},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2625,,80702,{11=1.1},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2626,,80702,{11=1.1},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2627,,80702,{11=1.1},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2628,,80702,{11=1.1},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2629,,80703,{11=1.1},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2630,,80703,{11=1.1},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2631,,80703,{11=1.1},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2632,,80703,{11=1.1},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2633,,80703,{11=1.1},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2634,,80703,{11=1.1},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2635,,80703,{11=1.1},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2636,,80703,{11=1.1},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2637,,80703,{11=1.1},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2638,,80703,{11=1.1},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2639,,80703,{11=1.1},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2640,,80703,{11=1.1},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2641,,80704,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2642,,80704,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2643,,80704,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2644,,80704,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2645,,80704,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2646,,80704,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2647,,80704,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2648,,80704,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2649,,80704,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2650,,80704,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2651,,80704,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2652,,80704,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2653,,80705,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2654,,80705,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2655,,80705,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
2656,,80705,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<0.96;0.96>,,,,,,
