VariableName,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
2066,3221,,,,,2,7,0.00%,,
2067,3221,,,,,3,7,0.00%,,
2068,3221,,,,,4,7,0.16%,,
2069,3221,,,,,5,7,0.48%,,
2070,3221,,,,,6,7,0.80%,,
2071,3221,,,,,7,7,1.44%,,
2072,3221,,,,,8,7,2.08%,,
2073,3221,,,,,9,7,2.72%,,
2074,3221,,,,,10,7,3.68%,,
2075,3221,,,,,11,7,4.64%,,
2076,3221,,,,,12,7,5.60%,,
2077,3221,,,,,13,7,6.11%,,
2078,3221,,,,,14,7,6.62%,,
2079,3221,,,,,15,7,7.13%,,
2080,3221,,,,,16,7,7.64%,,
2081,3221,,,,,17,7,8.15%,,
2082,3221,,,,,18,7,8.65%,,
2083,3221,,,,,19,7,9.16%,,
2084,3221,,,,,20,7,9.67%,,
2085,3221,,,,,21,7,10.18%,,
2086,3221,,,,,22,7,10.69%,,
2087,3221,,,,,23,7,11.20%,,
2088,3221,,,,,24,7,11.71%,,
2089,3251,,,,,1,8,0.00%,,
2090,3251,,,,,2,8,0.00%,,
2091,3251,,,,,3,8,0.10%,,
2092,3251,,,,,4,8,0.25%,,
2093,3251,,,,,5,8,0.40%,,
2094,3251,,,,,6,8,0.70%,,
2095,3251,,,,,7,8,1.00%,,
2096,3251,,,,,8,8,1.30%,,
2097,3251,,,,,9,8,1.75%,,
2098,3251,,,,,10,8,2.20%,,
2099,3251,,,,,11,8,2.65%,,
2100,3251,,,,,12,8,3.25%,,
2101,3251,,,,,13,8,3.55%,,
2102,3251,,,,,14,8,3.84%,,
2103,3251,,,,,15,8,4.14%,,
2104,3251,,,,,16,8,4.43%,,
2105,3251,,,,,17,8,4.73%,,
2106,3251,,,,,18,8,5.02%,,
2107,3251,,,,,19,8,5.32%,,
2108,3251,,,,,20,8,5.61%,,
2109,3251,,,,,21,8,5.91%,,
2110,3251,,,,,22,8,6.20%,,
2111,3251,,,,,23,8,6.50%,,
2112,3251,,,,,24,8,6.80%,,
2113,3283,,,,,1,8,0.00%,,
2114,3283,,,,,2,8,0.08%,,
2115,3283,,,,,3,8,0.16%,,
2116,3283,,,,,4,8,0.24%,,
2117,3283,,,,,5,8,0.40%,,
2118,3283,,,,,6,8,0.56%,,
2119,3283,,,,,7,8,0.80%,,
2120,3283,,,,,8,8,1.04%,,
2121,3283,,,,,9,8,1.36%,,
2122,3283,,,,,10,8,1.68%,,
2123,3283,,,,,11,8,2.00%,,
2124,3283,,,,,12,8,2.40%,,
2125,3283,,,,,13,8,2.62%,,
2126,3283,,,,,14,8,2.84%,,
2127,3283,,,,,15,8,3.05%,,
2128,3283,,,,,16,8,3.27%,,
2129,3283,,,,,17,8,3.49%,,
2130,3283,,,,,18,8,3.71%,,
2131,3283,,,,,19,8,3.93%,,
2132,3283,,,,,20,8,4.15%,,
2133,3283,,,,,21,8,4.36%,,
2134,3283,,,,,22,8,4.58%,,
2135,3283,,,,,23,8,4.80%,,
2136,3283,,,,,24,8,5.02%,,
2137,3293,,,,,1,7,0.00%,,
2138,3293,,,,,2,7,0.08%,,
2139,3293,,,,,3,7,0.16%,,
2140,3293,,,,,4,7,0.24%,,
2141,3293,,,,,5,7,0.40%,,
2142,3293,,,,,6,7,0.56%,,
2143,3293,,,,,7,7,0.80%,,
2144,3293,,,,,8,7,1.04%,,
2145,3293,,,,,9,7,1.36%,,
2146,3293,,,,,10,7,1.68%,,
2147,3293,,,,,11,7,2.00%,,
2148,3293,,,,,12,7,2.40%,,
2149,3293,,,,,13,7,2.62%,,
2150,3293,,,,,14,7,2.84%,,
2151,3293,,,,,15,7,3.05%,,
2152,3293,,,,,16,7,3.27%,,
2153,3293,,,,,17,7,3.49%,,
2154,3293,,,,,18,7,3.71%,,
2155,3293,,,,,19,7,3.93%,,
2156,3293,,,,,20,7,4.15%,,
2157,3293,,,,,21,7,4.36%,,
2158,3293,,,,,22,7,4.58%,,
2159,3293,,,,,23,7,4.80%,,
2160,3293,,,,,24,7,5.02%,,
2161,3303,,,,,1,1,0.00%,,
2162,3303,,,,,2,1,0.00%,,
2163,3303,,,,,3,1,0.00%,,
2164,3303,,,,,4,1,0.16%,,
2165,3303,,,,,5,1,0.48%,,
2166,3303,,,,,6,1,0.80%,,
2167,3303,,,,,7,1,1.44%,,
2168,3303,,,,,8,1,2.08%,,
2169,3303,,,,,9,1,2.72%,,
2170,3303,,,,,10,1,3.68%,,
2171,3303,,,,,11,1,4.64%,,
2172,3303,,,,,12,1,5.60%,,
2173,3303,,,,,13,1,6.11%,,
2174,3303,,,,,14,1,6.62%,,
2175,3303,,,,,15,1,7.13%,,
2176,3303,,,,,16,1,7.64%,,
2177,3303,,,,,17,1,8.15%,,
2178,3303,,,,,18,1,8.65%,,
2179,3303,,,,,19,1,9.16%,,
2180,3303,,,,,20,1,9.67%,,
2181,3303,,,,,21,1,10.18%,,
2182,3303,,,,,22,1,10.69%,,
2183,3303,,,,,23,1,11.20%,,
2184,3303,,,,,24,1,11.71%,,
2185,3342,,,,,1,7,0.00%,,
2186,3342,,,,,2,7,0.08%,,
2187,3342,,,,,3,7,0.16%,,
2188,3342,,,,,4,7,0.24%,,
2189,3342,,,,,5,7,0.40%,,
2190,3342,,,,,6,7,0.56%,,
2191,3342,,,,,7,7,0.80%,,
2192,3342,,,,,8,7,1.04%,,
2193,3342,,,,,9,7,1.36%,,
2194,3342,,,,,10,7,1.68%,,
2195,3342,,,,,11,7,2.00%,,
2196,3342,,,,,12,7,2.40%,,
2197,3342,,,,,13,7,2.62%,,
2198,3342,,,,,14,7,2.84%,,
2199,3342,,,,,15,7,3.05%,,
2200,3342,,,,,16,7,3.27%,,
2201,3342,,,,,17,7,3.49%,,
2202,3342,,,,,18,7,3.71%,,
2203,3342,,,,,19,7,3.93%,,
2204,3342,,,,,20,7,4.15%,,
2205,3342,,,,,21,7,4.36%,,
2206,3342,,,,,22,7,4.58%,,
2207,3342,,,,,23,7,4.80%,,
2208,3342,,,,,24,7,5.02%,,
2209,3353,,,,,1,9,0.00%,,
2210,3353,,,,,2,9,0.00%,,
2211,3353,,,,,3,9,0.00%,,
2212,3353,,,,,4,9,0.16%,,
2213,3353,,,,,5,9,0.48%,,
2214,3353,,,,,6,9,0.80%,,
2215,3353,,,,,7,9,1.44%,,
2216,3353,,,,,8,9,2.08%,,
2217,3353,,,,,9,9,2.72%,,
2218,3353,,,,,10,9,3.68%,,
2219,3353,,,,,11,9,4.64%,,
2220,3353,,,,,12,9,5.60%,,
2221,3353,,,,,13,9,6.11%,,
2222,3353,,,,,14,9,6.62%,,
2223,3353,,,,,15,9,7.13%,,
2224,3353,,,,,16,9,7.64%,,
2225,3353,,,,,17,9,8.15%,,
2226,3353,,,,,18,9,8.65%,,
2227,3353,,,,,19,9,9.16%,,
2228,3353,,,,,20,9,9.67%,,
2229,3353,,,,,21,9,10.18%,,
2230,3353,,,,,22,9,10.69%,,
2231,3353,,,,,23,9,11.20%,,
2232,3353,,,,,24,9,11.71%,,
2233,3432,,,,,1,9,0.00%,,
2234,3432,,,,,2,9,0.04%,,
2235,3432,,,,,3,9,0.06%,,
2236,3432,,,,,4,9,0.08%,,
2237,3432,,,,,5,9,0.12%,,
2238,3432,,,,,6,9,0.18%,,
2239,3432,,,,,7,9,0.24%,,
2240,3432,,,,,8,9,0.32%,,
2241,3432,,,,,9,9,0.40%,,
2242,3432,,,,,10,9,0.50%,,
2243,3432,,,,,11,9,0.60%,,
2244,3432,,,,,12,9,0.72%,,
2245,3432,,,,,13,9,0.79%,,
2246,3432,,,,,14,9,0.85%,,
2247,3432,,,,,15,9,0.92%,,
2248,3432,,,,,16,9,0.98%,,
2249,3432,,,,,17,9,1.05%,,
2250,3432,,,,,18,9,1.11%,,
2251,3432,,,,,19,9,1.18%,,
2252,3432,,,,,20,9,1.24%,,
2253,3432,,,,,21,9,1.31%,,
2254,3432,,,,,22,9,1.37%,,
2255,3432,,,,,23,9,1.44%,,
2256,3432,,,,,24,9,1.51%,,
2257,3472,,,,,1,7,0.00%,,
2258,3472,,,,,2,7,0.08%,,
2259,3472,,,,,3,7,0.16%,,
2260,3472,,,,,4,7,0.24%,,
2261,3472,,,,,5,7,0.40%,,
2262,3472,,,,,6,7,0.56%,,
2263,3472,,,,,7,7,0.80%,,
2264,3472,,,,,8,7,1.04%,,
2265,3472,,,,,9,7,1.36%,,
2266,3472,,,,,10,7,1.68%,,
2267,3472,,,,,11,7,2.00%,,
2268,3472,,,,,12,7,2.40%,,
2269,3472,,,,,13,7,2.62%,,
2270,3472,,,,,14,7,2.84%,,
2271,3472,,,,,15,7,3.05%,,
2272,3472,,,,,16,7,3.27%,,
2273,3472,,,,,17,7,3.49%,,
2274,3472,,,,,18,7,3.71%,,
2275,3472,,,,,19,7,3.93%,,
2276,3472,,,,,20,7,4.15%,,
2277,3472,,,,,21,7,4.36%,,
2278,3472,,,,,22,7,4.58%,,
2279,3472,,,,,23,7,4.80%,,
2280,3472,,,,,24,7,5.02%,,
2281,3511,,,,,1,8,0.00%,,
2282,3511,,,,,2,8,0.08%,,
2283,3511,,,,,3,8,0.16%,,
2284,3511,,,,,4,8,0.24%,,
2285,3511,,,,,5,8,0.40%,,
2286,3511,,,,,6,8,0.56%,,
2287,3511,,,,,7,8,0.80%,,
2288,3511,,,,,8,8,1.04%,,
2289,3511,,,,,9,8,1.36%,,
2290,3511,,,,,10,8,1.68%,,
2291,3511,,,,,11,8,2.00%,,
2292,3511,,,,,12,8,2.40%,,
2293,3511,,,,,13,8,2.62%,,
2294,3511,,,,,14,8,2.84%,,
2295,3511,,,,,15,8,3.05%,,
2296,3511,,,,,16,8,3.27%,,
2297,3511,,,,,17,8,3.49%,,
2298,3511,,,,,18,8,3.71%,,
2299,3511,,,,,19,8,3.93%,,
2300,3511,,,,,20,8,4.15%,,
2301,3511,,,,,21,8,4.36%,,
2302,3511,,,,,22,8,4.58%,,
2303,3511,,,,,23,8,4.80%,,
2304,3511,,,,,24,8,5.02%,,
2305,3543,,,,,1,9,0.00%,,
2306,3543,,,,,2,9,0.00%,,
2307,3543,,,,,3,9,0.10%,,
2308,3543,,,,,4,9,0.25%,,
2309,3543,,,,,5,9,0.40%,,
2310,3543,,,,,6,9,0.70%,,
2311,3543,,,,,7,9,1.00%,,
2312,3543,,,,,8,9,1.30%,,
2313,3543,,,,,9,9,1.75%,,
2314,3543,,,,,10,9,2.20%,,
2315,3543,,,,,11,9,2.65%,,
2316,3543,,,,,12,9,3.25%,,
2317,3543,,,,,13,9,3.55%,,
2318,3543,,,,,14,9,3.84%,,
2319,3543,,,,,15,9,4.14%,,
2320,3543,,,,,16,9,4.43%,,
2321,3543,,,,,17,9,4.73%,,
2322,3543,,,,,18,9,5.02%,,
2323,3543,,,,,19,9,5.32%,,
2324,3543,,,,,20,9,5.61%,,
2325,3543,,,,,21,9,5.91%,,
2326,3543,,,,,22,9,6.20%,,
2327,3543,,,,,23,9,6.50%,,
2328,3543,,,,,24,9,6.80%,,
2329,3592,,,,,1,9,0.00%,,
2330,3592,,,,,2,9,0.00%,,
2331,3592,,,,,3,9,0.10%,,
2332,3592,,,,,4,9,0.25%,,
2333,3592,,,,,5,9,0.40%,,
2334,3592,,,,,6,9,0.70%,,
2335,3592,,,,,7,9,1.00%,,
2336,3592,,,,,8,9,1.30%,,
2337,3592,,,,,9,9,1.75%,,
2338,3592,,,,,10,9,2.20%,,
2339,3592,,,,,11,9,2.65%,,
2340,3592,,,,,12,9,3.25%,,
2341,3592,,,,,13,9,3.55%,,
2342,3592,,,,,14,9,3.84%,,
2343,3592,,,,,15,9,4.14%,,
2344,3592,,,,,16,9,4.43%,,
2345,3592,,,,,17,9,4.73%,,
2346,3592,,,,,18,9,5.02%,,
2347,3592,,,,,19,9,5.32%,,
2348,3592,,,,,20,9,5.61%,,
2349,3592,,,,,21,9,5.91%,,
2350,3592,,,,,22,9,6.20%,,
2351,3592,,,,,23,9,6.50%,,
2352,3592,,,,,24,9,6.80%,,
2353,3601,,,,,1,8,0.00%,,
2354,3601,,,,,2,8,0.00%,,
2355,3601,,,,,3,8,0.00%,,
2356,3601,,,,,4,8,0.16%,,
2357,3601,,,,,5,8,0.48%,,
2358,3601,,,,,6,8,0.80%,,
2359,3601,,,,,7,8,1.44%,,
2360,3601,,,,,8,8,2.08%,,
2361,3601,,,,,9,8,2.72%,,
2362,3601,,,,,10,8,3.68%,,
2363,3601,,,,,11,8,4.64%,,
2364,3601,,,,,12,8,5.60%,,
2365,3601,,,,,13,8,6.11%,,
2366,3601,,,,,14,8,6.62%,,
2367,3601,,,,,15,8,7.13%,,
2368,3601,,,,,16,8,7.64%,,
2369,3601,,,,,17,8,8.15%,,
2370,3601,,,,,18,8,8.65%,,
2371,3601,,,,,19,8,9.16%,,
2372,3601,,,,,20,8,9.67%,,
2373,3601,,,,,21,8,10.18%,,
2374,3601,,,,,22,8,10.69%,,
2375,3601,,,,,23,8,11.20%,,
2376,3601,,,,,24,8,11.71%,,
2377,3663,,,,,1,7,0.00%,,
2378,3663,,,,,2,7,0.00%,,
2379,3663,,,,,3,7,0.10%,,
2380,3663,,,,,4,7,0.25%,,
2381,3663,,,,,5,7,0.40%,,
2382,3663,,,,,6,7,0.70%,,
2383,3663,,,,,7,7,1.00%,,
2384,3663,,,,,8,7,1.30%,,
2385,3663,,,,,9,7,1.75%,,
2386,3663,,,,,10,7,2.20%,,
2387,3663,,,,,11,7,2.65%,,
2388,3663,,,,,12,7,3.25%,,
2389,3663,,,,,13,7,3.55%,,
2390,3663,,,,,14,7,3.84%,,
2391,3663,,,,,15,7,4.14%,,
2392,3663,,,,,16,7,4.43%,,
2393,3663,,,,,17,7,4.73%,,
2394,3663,,,,,18,7,5.02%,,
2395,3663,,,,,19,7,5.32%,,
2396,3663,,,,,20,7,5.61%,,
2397,3663,,,,,21,7,5.91%,,
2398,3663,,,,,22,7,6.20%,,
2399,3663,,,,,23,7,6.50%,,
2400,3663,,,,,24,7,6.80%,,
2401,3673,,,,,1,1,0.00%,,
2402,3673,,,,,2,1,0.00%,,
2403,3673,,,,,3,1,0.00%,,
2404,3673,,,,,4,1,0.16%,,
2405,3673,,,,,5,1,0.48%,,
2406,3673,,,,,6,1,0.80%,,
2407,3673,,,,,7,1,1.44%,,
2408,3673,,,,,8,1,2.08%,,
2409,3673,,,,,9,1,2.72%,,
2410,3673,,,,,10,1,3.68%,,
2411,3673,,,,,11,1,4.64%,,
2412,3673,,,,,12,1,5.60%,,
2413,3673,,,,,13,1,6.11%,,
2414,3673,,,,,14,1,6.62%,,
2415,3673,,,,,15,1,7.13%,,
2416,3673,,,,,16,1,7.64%,,
2417,3673,,,,,17,1,8.15%,,
2418,3673,,,,,18,1,8.65%,,
2419,3673,,,,,19,1,9.16%,,
2420,3673,,,,,20,1,9.67%,,
2421,3673,,,,,21,1,10.18%,,
2422,3673,,,,,22,1,10.69%,,
2423,3673,,,,,23,1,11.20%,,
2424,3673,,,,,24,1,11.71%,,
2425,3683,,,,,1,7,0.00%,,
2426,3683,,,,,2,7,0.08%,,
2427,3683,,,,,3,7,0.16%,,
2428,3683,,,,,4,7,0.24%,,
2429,3683,,,,,5,7,0.40%,,
2430,3683,,,,,6,7,0.56%,,
2431,3683,,,,,7,7,0.80%,,
2432,3683,,,,,8,7,1.04%,,
2433,3683,,,,,9,7,1.36%,,
2434,3683,,,,,10,7,1.68%,,
2435,3683,,,,,11,7,2.00%,,
2436,3683,,,,,12,7,2.40%,,
2437,3683,,,,,13,7,2.62%,,
2438,3683,,,,,14,7,2.84%,,
2439,3683,,,,,15,7,3.05%,,
2440,3683,,,,,16,7,3.27%,,
2441,3683,,,,,17,7,3.49%,,
2442,3683,,,,,18,7,3.71%,,
2443,3683,,,,,19,7,3.93%,,
2444,3683,,,,,20,7,4.15%,,
2445,3683,,,,,21,7,4.36%,,
2446,3683,,,,,22,7,4.58%,,
2447,3683,,,,,23,7,4.80%,,
2448,3683,,,,,24,7,5.02%,,
2449,3772,,,,,1,10,0.00%,,
2450,3772,,,,,2,10,0.04%,,
2451,3772,,,,,3,10,0.06%,,
2452,3772,,,,,4,10,0.08%,,
2453,3772,,,,,5,10,0.12%,,
2454,3772,,,,,6,10,0.18%,,
2455,3772,,,,,7,10,0.24%,,
2456,3772,,,,,8,10,0.32%,,
2457,3772,,,,,9,10,0.40%,,
2458,3772,,,,,10,10,0.50%,,
2459,3772,,,,,11,10,0.60%,,
2460,3772,,,,,12,10,0.72%,,
2461,3772,,,,,13,10,0.79%,,
2462,3772,,,,,14,10,0.85%,,
2463,3772,,,,,15,10,0.92%,,
2464,3772,,,,,16,10,0.98%,,
2465,3772,,,,,17,10,1.05%,,
2466,3772,,,,,18,10,1.11%,,
2467,3772,,,,,19,10,1.18%,,
2468,3772,,,,,20,10,1.24%,,
2469,3772,,,,,21,10,1.31%,,
2470,3772,,,,,22,10,1.37%,,
2471,3772,,,,,23,10,1.44%,,
2472,3772,,,,,24,10,1.51%,,
2473,4023,,,,,1,7,0.00%,,
2474,4023,,,,,2,7,0.00%,,
2475,4023,,,,,3,7,0.00%,,
2476,4023,,,,,4,7,0.16%,,
2477,4023,,,,,5,7,0.48%,,
2478,4023,,,,,6,7,0.80%,,
2479,4023,,,,,7,7,1.44%,,
2480,4023,,,,,8,7,2.08%,,
2481,4023,,,,,9,7,2.72%,,
2482,4023,,,,,10,7,3.68%,,
2483,4023,,,,,11,7,4.64%,,
2484,4023,,,,,12,7,5.60%,,
2485,4023,,,,,13,7,6.11%,,
2486,4023,,,,,14,7,6.62%,,
2487,4023,,,,,15,7,7.13%,,
2488,4023,,,,,16,7,7.64%,,
2489,4023,,,,,17,7,8.15%,,
2490,4023,,,,,18,7,8.65%,,
2491,4023,,,,,19,7,9.16%,,
2492,4023,,,,,20,7,9.67%,,
2493,4023,,,,,21,7,10.18%,,
2494,4023,,,,,22,7,10.69%,,
2495,4023,,,,,23,7,11.20%,,
2496,4023,,,,,24,7,11.71%,,
2497,4024,,,,,1,7,0.00%,,
2498,4024,,,,,2,7,0.00%,,
2499,4024,,,,,3,7,0.00%,,
2500,4024,,,,,4,7,0.16%,,
2501,4024,,,,,5,7,0.48%,,
2502,4024,,,,,6,7,0.80%,,
2503,4024,,,,,7,7,1.44%,,
2504,4024,,,,,8,7,2.08%,,
2505,4024,,,,,9,7,2.72%,,
2506,4024,,,,,10,7,3.68%,,
2507,4024,,,,,11,7,4.64%,,
2508,4024,,,,,12,7,5.60%,,
2509,4024,,,,,13,7,6.11%,,
2510,4024,,,,,14,7,6.62%,,
2511,4024,,,,,15,7,7.13%,,
2512,4024,,,,,16,7,7.64%,,
2513,4024,,,,,17,7,8.15%,,
2514,4024,,,,,18,7,8.65%,,
2515,4024,,,,,19,7,9.16%,,
2516,4024,,,,,20,7,9.67%,,
2517,4024,,,,,21,7,10.18%,,
2518,4024,,,,,22,7,10.69%,,
2519,4024,,,,,23,7,11.20%,,
2520,4024,,,,,24,7,11.71%,,
2521,4121,,,,,1,7,0.00%,,
2522,4121,,,,,2,7,0.00%,,
2523,4121,,,,,3,7,0.00%,,
2524,4121,,,,,4,7,0.16%,,
2525,4121,,,,,5,7,0.48%,,
2526,4121,,,,,6,7,0.80%,,
2527,4121,,,,,7,7,1.44%,,
2528,4121,,,,,8,7,2.08%,,
2529,4121,,,,,9,7,2.72%,,
2530,4121,,,,,10,7,3.68%,,
2531,4121,,,,,11,7,4.64%,,
2532,4121,,,,,12,7,5.60%,,
2533,4121,,,,,13,7,6.11%,,
2534,4121,,,,,14,7,6.62%,,
2535,4121,,,,,15,7,7.13%,,
2536,4121,,,,,16,7,7.64%,,
2537,4121,,,,,17,7,8.15%,,
2538,4121,,,,,18,7,8.65%,,
2539,4121,,,,,19,7,9.16%,,
2540,4121,,,,,20,7,9.67%,,
2541,4121,,,,,21,7,10.18%,,
2542,4121,,,,,22,7,10.69%,,
2543,4121,,,,,23,7,11.20%,,
2544,4121,,,,,24,7,11.71%,,
2545,4161,,,,,1,7,0.00%,,
2546,4161,,,,,2,7,0.00%,,
2547,4161,,,,,3,7,0.00%,,
2548,4161,,,,,4,7,0.16%,,
2549,4161,,,,,5,7,0.48%,,
2550,4161,,,,,6,7,0.80%,,
2551,4161,,,,,7,7,1.44%,,
2552,4161,,,,,8,7,2.08%,,
2553,4161,,,,,9,7,2.72%,,
2554,4161,,,,,10,7,3.68%,,
2555,4161,,,,,11,7,4.64%,,
2556,4161,,,,,12,7,5.60%,,
2557,4161,,,,,13,7,6.11%,,
2558,4161,,,,,14,7,6.62%,,
2559,4161,,,,,15,7,7.13%,,
2560,4161,,,,,16,7,7.64%,,
2561,4161,,,,,17,7,8.15%,,
2562,4161,,,,,18,7,8.65%,,
2563,4161,,,,,19,7,9.16%,,
2564,4161,,,,,20,7,9.67%,,
2565,4161,,,,,21,7,10.18%,,
2566,4161,,,,,22,7,10.69%,,
2567,4161,,,,,23,7,11.20%,,
2568,4161,,,,,24,7,11.71%,,
2569,7001,,,,,1,10,0.00%,,
2570,7001,,,,,2,10,0.00%,,
2571,7001,,,,,3,10,0.00%,,
2572,7001,,,,,4,10,0.16%,,
2573,7001,,,,,5,10,0.48%,,
2574,7001,,,,,6,10,0.80%,,
2575,7001,,,,,7,10,1.44%,,
2576,7001,,,,,8,10,2.08%,,
2577,7001,,,,,9,10,2.72%,,
2578,7001,,,,,10,10,3.68%,,
2579,7001,,,,,11,10,4.64%,,
2580,7001,,,,,12,10,5.60%,,
2581,7001,,,,,13,10,6.11%,,
2582,7001,,,,,14,10,6.62%,,
2583,7001,,,,,15,10,7.13%,,
2584,7001,,,,,16,10,7.64%,,
2585,7001,,,,,17,10,8.15%,,
2586,7001,,,,,18,10,8.65%,,
2587,7001,,,,,19,10,9.16%,,
2588,7001,,,,,20,10,9.67%,,
2589,7001,,,,,21,10,10.18%,,
2590,7001,,,,,22,10,10.69%,,
2591,7001,,,,,23,10,11.20%,,
2592,7001,,,,,24,10,11.71%,,
2593,7011,,,,,1,8,0.00%,,
2594,7011,,,,,2,8,0.00%,,
2595,7011,,,,,3,8,0.00%,,
2596,7011,,,,,4,8,0.16%,,
2597,7011,,,,,5,8,0.48%,,
2598,7011,,,,,6,8,0.80%,,
2599,7011,,,,,7,8,1.44%,,
2600,7011,,,,,8,8,2.08%,,
2601,7011,,,,,9,8,2.72%,,
2602,7011,,,,,10,8,3.68%,,
2603,7011,,,,,11,8,4.64%,,
2604,7011,,,,,12,8,5.60%,,
2605,7011,,,,,13,8,6.11%,,
2606,7011,,,,,14,8,6.62%,,
2607,7011,,,,,15,8,7.13%,,
2608,7011,,,,,16,8,7.64%,,
2609,7011,,,,,17,8,8.15%,,
2610,7011,,,,,18,8,8.65%,,
2611,7011,,,,,19,8,9.16%,,
2612,7011,,,,,20,8,9.67%,,
2613,7011,,,,,21,8,10.18%,,
2614,7011,,,,,22,8,10.69%,,
2615,7011,,,,,23,8,11.20%,,
2616,7011,,,,,24,8,11.71%,,
2617,7031,,,,,1,7,0.00%,,
2618,7031,,,,,2,7,0.00%,,
2619,7031,,,,,3,7,0.00%,,
2620,7031,,,,,4,7,0.16%,,
2621,7031,,,,,5,7,0.48%,,
2622,7031,,,,,6,7,0.80%,,
2623,7031,,,,,7,7,1.44%,,
2624,7031,,,,,8,7,2.08%,,
2625,7031,,,,,9,7,2.72%,,
2626,7031,,,,,10,7,3.68%,,
2627,7031,,,,,11,7,4.64%,,
2628,7031,,,,,12,7,5.60%,,
2629,7031,,,,,13,7,6.11%,,
2630,7031,,,,,14,7,6.62%,,
2631,7031,,,,,15,7,7.13%,,
2632,7031,,,,,16,7,7.64%,,
2633,7031,,,,,17,7,8.15%,,
2634,7031,,,,,18,7,8.65%,,
2635,7031,,,,,19,7,9.16%,,
2636,7031,,,,,20,7,9.67%,,
2637,7031,,,,,21,7,10.18%,,
2638,7031,,,,,22,7,10.69%,,
2639,7031,,,,,23,7,11.20%,,
2640,7031,,,,,24,7,11.71%,,
2641,7051,,,,,1,13,0.00%,,
2642,7051,,,,,2,13,0.00%,,
2643,7051,,,,,3,13,0.00%,,
2644,7051,,,,,4,13,0.16%,,
2645,7051,,,,,5,13,0.48%,,
2646,7051,,,,,6,13,0.80%,,
2647,7051,,,,,7,13,1.44%,,
2648,7051,,,,,8,13,2.08%,,
2649,7051,,,,,9,13,2.72%,,
2650,7051,,,,,10,13,3.68%,,
2651,7051,,,,,11,13,4.64%,,
2652,7051,,,,,12,13,5.60%,,
2653,7051,,,,,13,13,6.11%,,
2654,7051,,,,,14,13,6.62%,,
2655,7051,,,,,15,13,7.13%,,
2656,7051,,,,,16,13,7.64%,,
2657,7051,,,,,17,13,8.15%,,
2658,7051,,,,,18,13,8.65%,,
2659,7051,,,,,19,13,9.16%,,
2660,7051,,,,,20,13,9.67%,,
2661,7051,,,,,21,13,10.18%,,
2662,7051,,,,,22,13,10.69%,,
2663,7051,,,,,23,13,11.20%,,
2664,7051,,,,,24,13,11.71%,,
2665,8001,,,,,1,1,0.00%,,
2666,8001,,,,,2,1,0.00%,,
2667,8001,,,,,3,1,0.00%,,
2668,8001,,,,,4,1,0.16%,,
2669,8001,,,,,5,1,0.48%,,
2670,8001,,,,,6,1,0.80%,,
2671,8001,,,,,7,1,1.44%,,
2672,8001,,,,,8,1,2.08%,,
2673,8001,,,,,9,1,2.72%,,
2674,8001,,,,,10,1,3.68%,,
2675,8001,,,,,11,1,4.64%,,
2676,8001,,,,,12,1,5.60%,,
2677,8001,,,,,13,1,6.11%,,
2678,8001,,,,,14,1,6.62%,,
2679,8001,,,,,15,1,7.13%,,
2680,8001,,,,,16,1,7.64%,,
2681,8001,,,,,17,1,8.15%,,
2682,8001,,,,,18,1,8.65%,,
2683,8001,,,,,19,1,9.16%,,
2684,8001,,,,,20,1,9.67%,,
2685,8001,,,,,21,1,10.18%,,
2686,8001,,,,,22,1,10.69%,,
2687,8001,,,,,23,1,11.20%,,
2688,8001,,,,,24,1,11.71%,,
2689,8002,,,,,1,1,0.00%,,
2690,8002,,,,,2,1,0.00%,,
2691,8002,,,,,3,1,0.00%,,
2692,8002,,,,,4,1,0.16%,,
2693,8002,,,,,5,1,0.48%,,
2694,8002,,,,,6,1,0.80%,,
2695,8002,,,,,7,1,1.44%,,
2696,8002,,,,,8,1,2.08%,,
2697,8002,,,,,9,1,2.72%,,
2698,8002,,,,,10,1,3.68%,,
2699,8002,,,,,11,1,4.64%,,
2700,8002,,,,,12,1,5.60%,,
2701,8002,,,,,13,1,6.11%,,
2702,8002,,,,,14,1,6.62%,,
2703,8002,,,,,15,1,7.13%,,
2704,8002,,,,,16,1,7.64%,,
2705,8002,,,,,17,1,8.15%,,
2706,8002,,,,,18,1,8.65%,,
2707,8002,,,,,19,1,9.16%,,
2708,8002,,,,,20,1,9.67%,,
2709,8002,,,,,21,1,10.18%,,
2710,8002,,,,,22,1,10.69%,,
2711,8002,,,,,23,1,11.20%,,
2712,8002,,,,,24,1,11.71%,,
2713,8003,,,,,1,1,0.00%,,
2714,8003,,,,,2,1,0.00%,,
2715,8003,,,,,3,1,0.00%,,
2716,8003,,,,,4,1,0.16%,,
2717,8003,,,,,5,1,0.48%,,
2718,8003,,,,,6,1,0.80%,,
2719,8003,,,,,7,1,1.44%,,
2720,8003,,,,,8,1,2.08%,,
2721,8003,,,,,9,1,2.72%,,
2722,8003,,,,,10,1,3.68%,,
2723,8003,,,,,11,1,4.64%,,
2724,8003,,,,,12,1,5.60%,,
2725,8003,,,,,13,1,6.11%,,
2726,8003,,,,,14,1,6.62%,,
2727,8003,,,,,15,1,7.13%,,
2728,8003,,,,,16,1,7.64%,,
