VariableName,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,talkContent,talkContent_vn,talkContent_ma,talkContent_en,talkContent_ph,talkContent_th,talkContent_in,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
1355,,,135,,,,,,,,,,,,,0.2,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Here you can challenge monsters to get a large amount of gold.,Ở đây có thể khiêu chiến quái vật để nhận được lượng lớn tiền vàng.,Di sini boleh mencabar raksasa untuk mendapatkan sejumlah besar emas.,Here you can challenge monsters to get a large amount of gold.,Dito maaari kang humamon ng mga halimaw upang makakuha ng malaking halaga ng ginto.,ที่นี่สามารถท้าปีศาจเพื่อรับทองจำนวนมาก,Di sini dapat menantang monster untuk mendapatkan sejumlah besar emas.,,,,,,,,,,,,,,
1356,,,135,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"The more damage you deal to enemies, the greater the rewards you receive.","Gây càng nhiều sát thương lên kẻ địch, phần thưởng nhận được càng lớn.","Semakin banyak kerosakan yang diberikan kepada musuh, ganjaran yang diterima semakin besar.","The more damage you deal to enemies, the greater the rewards you receive.","Kapag mas malaki ang pinsalang ginawa mo sa mga kalaban, mas malaki ang gantimpalang matatanggap mo.",ยิ่งสร้างความเสียหายมาก รางวัลที่ได้รับก็ยิ่งมาก,"Semakin banyak kerusakan yang diberikan kepada musuh, semakin besar hadiah yang diterima.",,,,,,,,,,,,,,
1357,,,135,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to start preparing for battle,Nhấn vào đây để bắt đầu chuẩn bị cho trận chiến,Klik di sini untuk mula bersedia untuk pertempuran,Click here to start preparing for battle,I-click dito upang simulan ang paghahanda para sa labanan,คลิกที่นี่เพื่อเริ่มเตรียมตัวสู่การต่อสู้,Klik di sini untuk mulai mempersiapkan pertarungan,,,<right;list;item1;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
1358,,,135,,,,,,,,,,,,,0.3,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"If ready, let’s start fighting.",Sẵn sàng rồi thì bắt đầu chiến đấu thôi.,"Jika sudah sedia, mari mula bertempur.","If ready, let’s start fighting.","Kung handa ka na, simulan na natin ang laban.",พร้อมแล้วก็เริ่มต่อสู้ได้เลย,"Jika sudah siap, mari mulai bertarung.",,,,,,,,,,,,,,
1401,,,141,,city.view,20,,not finish(142),,1,,,,1,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,New feature #C0xE77421#Guild#C0x5B545B# is now open!,Tính năng mới #C0xE77421#Công hội#C0x5B545B# đã được mở!,Ciri baru #C0xE77421#Kesatuan#C0x5B545B# telah dibuka!,New feature #C0xE77421#Guild#C0x5B545B# is now open!,Bagong tampok #C0xE77421#Guild#C0x5B545B# ay bukas na!,ฟีเจอร์ใหม่ #C0xE77421#กิลด์#C0x5B545B# เปิดให้บริการแล้ว!,Fitur baru #C0xE77421#Guild#C0x5B545B# telah dibuka!,,,,,,,,,,,,,,
1402,,,141,,,,,,,,,,,,,0.1,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Click here to open the guild list,Bấm vào đây để mở danh sách bang hội,Klik di sini untuk membuka senarai kesatuan,Click here to open the guild list,I-click dito upang buksan ang listahan ng guild,คลิกที่นี่เพื่อเปิดรายชื่อกิลด์,Klik di sini untuk membuka daftar guild,,,<leftPanel;list;union>,,effect/shouyindao.skel,,,,,,,,,
1403,,,141,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"You can find some guilds to join here, one person can register up to 3 guilds simultaneously.","Bạn có thể tìm thấy một số bang hội để tham gia ở đây, một người có thể đăng ký tối đa 3 bang hội cùng lúc nhé.","Anda boleh mencari beberapa kesatuan untuk sertai di sini, seseorang boleh mendaftar sehingga 3 kesatuan pada masa yang sama.","You can find some guilds to join here, one person can register up to 3 guilds simultaneously.","Makakahanap ka ng ilang mga guild upang salihan dito, ang isang tao ay maaaring magrehistro ng hanggang 3 guild nang sabay-sabay.",คุณสามารถหากิลด์บางแห่งเพื่อเข้าร่วมได้ที่นี่ หนึ่งคนสามารถสมัครได้สูงสุด 3 กิลด์พร้อมกัน,"Anda dapat menemukan beberapa guild untuk bergabung di sini, satu orang dapat mendaftar hingga 3 guild secara bersamaan.",,,,,,,,,,,,,,
1404,,,141,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"If you want to quickly find a clan, you can click Quick Join to directly join a suitable guild.","Nếu muốn nhanh chóng tìm được một gia tộc, bạn có thể bấm vào Tham gia nhanh để trực tiếp gia nhập một bang hội phù hợp.","Jika ingin cepat mencari sebuah klan, anda boleh klik Sertai Pantas untuk terus menyertai kesatuan yang sesuai.","If you want to quickly find a clan, you can click Quick Join to directly join a suitable guild.","Kung gusto mong mabilis makahanap ng isang klan, maaari kang mag-click ng Quick Join upang direktang sumali sa isang angkop na guild.",ถ้าต้องการหากลุ่มอย่างรวดเร็ว สามารถคลิก เข้าร่วมด่วน เพื่อเข้ากิลด์ที่เหมาะสมทันที,"Jika ingin cepat menemukan sebuah klan, Anda dapat klik Bergabung Cepat untuk langsung bergabung dengan guild yang sesuai.",,,<down;btnJoin>,,,,,,TRUE,,,,,
1405,,,141,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"If you don’t have a guild or haven’t found one to join yet, you can click Create Guild to make one yourself.","Nếu hiện tại bạn chưa có công hội, hoặc chưa tìm được công hội muốn gia nhập, bạn có thể nhấn vào Tạo Công Hội để tự mình tạo một cái.","Jika anda belum mempunyai kesatuan atau belum menemui kesatuan untuk sertai, anda boleh klik Buat Kesatuan untuk mencipta sendiri.","If you don’t have a guild or haven’t found one to join yet, you can click Create Guild to make one yourself.","Kung wala ka pang guild o hindi mo pa nahanap ang gustong salihan, maaari kang mag-click ng Create Guild upang gumawa ng sarili.",ถ้าคุณยังไม่มีหรือยังไม่เจอกิลด์ที่ต้องการเข้าร่วม สามารถคลิก สร้างกิลด์ เพื่อสร้างขึ้นเอง,"Jika saat ini Anda belum memiliki guild atau belum menemukan guild untuk bergabung, Anda dapat klik Buat Guild untuk membuat sendiri.",,,<down;btnCreate>,,,,,,TRUE,,,,,
1411,,,142,,city.union.view,20,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"Welcome to the guild interface, here you can grow and develop together with like-minded friends.","Chào mừng bạn đến với giao diện công hội, tại đây, bạn có thể cùng những người bạn có cùng chí hướng phát triển và lớn mạnh.","Selamat datang ke antara muka kesatuan, di sini anda boleh berkembang dan berkembang bersama-sama rakan yang mempunyai matlamat sama.","Welcome to the guild interface, here you can grow and develop together with like-minded friends.","Maligayang pagdating sa interface ng guild, dito maaari kang lumago at umunlad kasama ang mga kaibigang may parehong layunin.",ยินดีต้อนรับสู่หน้ากิลด์ ที่นี่คุณสามารถเติบโตและพัฒนาไปพร้อมกับเพื่อนที่มีเป้าหมายเดียวกัน,"Selamat datang di antarmuka guild, di sini Anda dapat tumbuh dan berkembang bersama teman-teman yang memiliki tujuan sama.",,,,,,,,,,,,,,
1412,,,142,,,,,,,,,,,,,,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Here is the daily guild task information.,Ở đây có thông tin việc cần làm hàng ngày của bang hội.,Di sini ada maklumat tugas harian kesatuan.,Here is the daily guild task information.,Narito ang impormasyon tungkol sa araw-araw na gawain ng guild.,ที่นี่มีข้อมูลงานประจำวันที่ต้องทำของกิลด์,Di sini terdapat informasi tugas harian guild.,,,<leftUp>,,,,,,TRUE,{width=650;dx=20;height=400;dy=0},,,,
1413,,,142,,,,,,,,,,,,,,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to enter the Donation Center,Bấm vào đây để vào Trung tâm quyên góp,Klik di sini untuk masuk ke Pusat Derma,Click here to enter the Donation Center,Pindutin dito para pumasok sa Sentro ng Donasyon,กดที่นี่เพื่อเข้าสู่ศูนย์บริจาค,Klik di sini untuk masuk ke Pusat Donasi,,,<scrollBuilding;contribute>,,effect/shouyindao.skel,,,,,,,,,
1414,,,142,,,,,,,,,,,,,0.1,,,,,{y=700;x=-400},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Here you can view guild missions.,Ở đây có thể xem nhiệm vụ công hội.,Di sini anda boleh melihat misi kesatuan.,Here you can view guild missions.,Dito maaari mong tingnan ang mga misyon ng guild.,ที่นี่สามารถดูภารกิจของกิลด์ได้,Di sini Anda dapat melihat misi guild.,,,<contribList>,,,,,,TRUE,,,,,
1415,,,142,,,,,,,,,,,,,,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to go to the donation page,Bấm vào đây để đến trang quyên góp,Klik di sini untuk ke halaman derma,Click here to go to the donation page,Pindutin dito para pumunta sa pahina ng donasyon,กดที่นี่เพื่อไปยังหน้าบริจาค,Klik di sini untuk ke halaman donasi,,,<left;btnContrbute>,,effect/shouyindao.skel,,,,,,,,,
1416,,,142,,,,,,,1,,,,,,0.1,,,,,{y=600;x=-700},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"You can choose to spend a small amount of gold or diamonds to build the guild, while gaining guild experience and guild funds.","Bạn có thể chọn tiêu thụ một lượng nhỏ vàng hoặc kim cương để xây dựng bang hội, đồng thời nhận được kinh nghiệm bang hội và tiền bang hội.","Anda boleh memilih untuk menggunakan sejumlah kecil emas atau berlian untuk membina kesatuan, sambil menerima pengalaman dan wang kesatuan.","You can choose to spend a small amount of gold or diamonds to build the guild, while gaining guild experience and guild funds.","Maaari kang pumili na gumamit ng kaunting ginto o diyamante upang itayo ang guild, kasabay ng pagkuha ng karanasan at pondo ng guild.",คุณสามารถเลือกใช้ทองหรือเพชรจำนวนเล็กน้อยเพื่อสร้างกิลด์ พร้อมรับค่าประสบการณ์กิลด์และเงินกิลด์,"Anda dapat memilih menggunakan sejumlah kecil emas atau berlian untuk membangun guild, sekaligus mendapatkan pengalaman dan dana guild.",,,<contribInfoList>,,,,,,TRUE,,,,,
1421,,,143,,city.union.view,20,,finish(142),,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to enter the Red Packet page,Nhấn vào đây để vào trang lì xì,Klik di sini untuk masuk ke halaman angpao,Click here to enter the Red Packet page,Pindutin dito para pumunta sa pahina ng pulang sobre,กดที่นี่เพื่อเข้าสู่หน้าซองแดง,Klik di sini untuk masuk ke halaman angpao,,,<redpacket>,,effect/shouyindao.skel,,,,,,,,,
1422,,,143,,,,,,,,,,,,,0.3,,,,,{y=600;x=-700},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"Here are red packets the guild can receive daily, but the quantity is limited, hurry before they run out.","Ở đây có (hồng bao) mà bang hội có thể nhận mỗi ngày, nhưng số lượng có hạn, nhanh tay thì còn, chậm tay thì hết đó.","Di sini terdapat angpao yang boleh diterima oleh kesatuan setiap hari, tetapi jumlahnya terhad, cepat-cepatlah sebelum habis.","Here are red packets the guild can receive daily, but the quantity is limited, hurry before they run out.","Narito ang mga pulang sobre na maaaring matanggap ng guild araw-araw, ngunit limitado ang dami, magmadali bago maubos.",ที่นี่มีกล่องซองแดงที่กิลด์จะได้รับทุกวัน แต่จำนวนจำกัด รีบหน่อยก่อนหมด,"Di sini terdapat angpao yang bisa diterima guild setiap hari, tapi jumlahnya terbatas, cepat sebelum habis.",,,<list1>,,,,,,TRUE,,,,,
1423,,,143,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"Participate in building the guild, after guild upgrades the value and number of red packets can increase.","Tham gia xây dựng công hội, sau khi công hội nâng cấp có thể tăng giá trị và số lượng hồng bao nhé.","Sertai membina kesatuan, selepas kesatuan naik taraf boleh meningkatkan nilai dan jumlah angpao.","Participate in building the guild, after guild upgrades the value and number of red packets can increase.","Sumali sa pagtatayo ng guild, pagkatapos ng pag-upgrade ng guild, maaaring tumaas ang halaga at bilang ng mga pulang sobre.",เข้าร่วมสร้างกิลด์ หลังจากกิลด์อัปเกรดแล้วจะเพิ่มมูลค่าและจำนวนซองแดง,"Ikut serta membangun guild, setelah guild naik level nilai dan jumlah angpao bisa bertambah.",,,,,,,,,,,,,,
1424,,,143,,,,,,,,,,,,,,,3,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Click here to view red packets sent by teammates.,Nhấn vào đây để xem lì xì do đồng đội phát.,Klik di sini untuk melihat angpao yang diedarkan oleh rakan sepasukan.,Click here to view red packets sent by teammates.,Pindutin dito para tingnan ang mga pulang sobre na ipinamahagi ng mga kasamahan.,กดที่นี่เพื่อดูซองแดงที่เพื่อนร่วมทีมแจก,Klik di sini untuk melihat angpao yang dibagikan oleh rekan tim.,,,<leftList;tab2;btnClick>,,,,,,TRUE,,,,,
1425,,,143,,,,,,,,,,,,,,,3,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"Here are red packets you can send, sending red packets does not cost money.","Ở đây có bao lì xì bạn có thể phát, phát lì xì không tốn tiền đâu nhé.","Di sini ada angpao yang boleh anda edarkan, mengedarkan angpao tidak memerlukan wang.","Here are red packets you can send, sending red packets does not cost money.","Narito ang mga pulang sobre na maaari mong ipamahagi, ang pamamahagi ng pulang sobre ay hindi gumagastos ng pera.",ที่นี่มีซองแดงที่คุณสามารถแจกได้ การแจกซองแดงไม่เสียเงิน,"Di sini ada angpao yang bisa Anda bagikan, membagikan angpao tidak mengeluarkan biaya.",,,<leftList;tab3;btnClick>,,,,,,TRUE,,,,,
1426,,,143,,,,,,,1,,,,,,,,3,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"If you don’t have any red packets to send, you can click here to learn how to get them.","Nếu bạn chưa có lì xì nào để phát, bạn có thể nhấp vào đây để xem cách nhận lì xì.","Jika anda belum ada angpao untuk diedarkan, anda boleh klik di sini untuk melihat cara mendapat angpao.","If you don’t have any red packets to send, you can click here to learn how to get them.","Kung wala kang pulang sobre na maipamahagi, maaari kang pumindot dito para malaman kung paano kumuha ng mga ito.",ถ้าคุณยังไม่มีซองแดงให้แจก คุณสามารถกดที่นี่เพื่อดูวิธีรับซองแดง,"Jika Anda belum punya angpao untuk dibagikan, Anda dapat klik di sini untuk melihat cara mendapatkannya.",,,<leftList;tab4;btnClick>,,,,,,TRUE,,,,,
1501,,,151,,city.view,24,,,,1,,,,1,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Greetings Tianxuan Heroes, the growth path has opened, you can start challenging!","Thân ái các Thiên Tuyển Giả, con đường trưởng thành đã mở ra, có thể tiến hành khiêu chiến!","Salam rakan-rakan Tianxuan, jalan pertumbuhan telah dibuka, boleh mula mencabar!","Greetings Tianxuan Heroes, the growth path has opened, you can start challenging!","Pagbati mga Tianxuan bayani, bukas na ang landas ng paglago, maaari ka nang magsimulang maghamon!",สวัสดีเหล่าวีรบุรุษเทียนซวน เส้นทางการเติบโตได้เปิดขึ้นแล้ว คุณสามารถเริ่มท้าทายได้!,"Salam para pahlawan Tianxuan, jalur pertumbuhan sudah dibuka, bisa mulai menantang!",,,,,,,,,,,,,,
1502,,,151,,,,,,,,,,,,,,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Please click here to enter ""Adventure""","Vui lòng nhấn vào đây để vào ""Phiêu lưu""","Sila klik di sini untuk masuk ke ""Pengembaraan""","Please click here to enter ""Adventure""","Paki-click dito para pumasok sa ""Pakikipagsapalaran""","กรุณากดที่นี่เพื่อเข้าสู่ ""ผจญภัย""","Silakan klik di sini untuk masuk ke ""Petualangan""",,,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,,,,,,,,,
1503,,,151,,,,,,,,,,,,,0.4,,,,,{y=400;x=-600},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Click here to enter ""Growth Path""","Bấm vào đây để vào ""Con đường trưởng thành""","Klik di sini untuk masuk ke ""Jalan Pertumbuhan""","Click here to enter ""Growth Path""","Pindutin dito para pumasok sa ""Landas ng Paglago""","กดที่นี่เพื่อเข้าสู่ ""เส้นทางการเติบโต""","Klik di sini untuk masuk ke ""Jalur Pertumbuhan""",,,<list;endlessTower>,,effect/shouyindao.skel,,,,,,,,,
1504,,,151,,,,,,,,,,,,,,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Displays stages that can be challenged here,Hiển thị các màn có thể thử thách tại đây,Paparkan tahap yang boleh dicabar di sini,Displays stages that can be challenged here,Ipinapakita dito ang mga yugto na maaaring hamunin,แสดงด่านที่สามารถท้าทายได้ที่นี่,Menampilkan tahapan yang bisa ditantang di sini,,,<scroll;gate1;baseNode>,,,,,,TRUE,,,,,
1505,,,151,,,,,,,,,,,,,,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Each day you have one chance to refresh the stage, after refreshing it returns to the original stage state.","Mỗi ngày có một lần cơ hội làm mới màn chơi, sau khi làm mới sẽ về trạng thái màn chơi ban đầu.","Setiap hari ada satu peluang untuk menyegarkan tahap, selepas segar akan kembali ke keadaan asal tahap.","Each day you have one chance to refresh the stage, after refreshing it returns to the original stage state.","Bawat araw may isang pagkakataon kang i-refresh ang yugto, pagkatapos mag-refresh ay babalik sa orihinal na estado ng yugto.",ทุกวันมีโอกาสรีเฟรชด่าน 1 ครั้ง หลังรีเฟรชจะกลับสู่สถานะเดิมของด่าน,"Setiap hari Anda memiliki satu kesempatan untuk menyegarkan tahapan, setelah segar akan kembali ke kondisi awal tahapan.",,,<rightDown;btnReset>,,,,,,TRUE,,,,,
1506,,,151,,,,,,,,,,,,,,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"After the stage is initialized, you can use quick sweep function to skip to the current max challenge stage.","Sau khi màn chơi được khởi tạo, có thể sử dụng tính năng quét nhanh để vượt qua đến màn chơi thử thách tối đa hiện tại.","Selepas tahap dimulakan, boleh menggunakan fungsi imbas cepat untuk melewati ke tahap cabaran maksimum sekarang.","After the stage is initialized, you can use quick sweep function to skip to the current max challenge stage.","Pagkatapos ma-setup ang yugto, maaari mong gamitin ang mabilis na sweep para makalaktaw sa kasalukuyang pinakamataas na yugto ng hamon.",หลังจากเริ่มด่านแล้ว คุณสามารถใช้ฟังก์ชันสแกนเร็วเพื่อข้ามไปยังด่านท้าทายสูงสุดในปัจจุบัน,"Setelah tahapan dimulai, Anda dapat menggunakan fungsi penyapuan cepat untuk melewati ke tahapan tantangan maksimal saat ini.",,,<rightDown;btnSweep>,,,,,,TRUE,,,,,
1507,,,151,,,,,,,,,,,,,,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Now let’s click the first stage!,Bây giờ chúng ta hãy nhấp vào màn chơi đầu tiên nhé!,Sekarang mari klik tahap pertama!,Now let’s click the first stage!,"Ngayon, pindutin natin ang unang yugto!",ตอนนี้มาคลิกด่านแรกกันเถอะ!,Sekarang mari klik tahapan pertama!,,,<scroll;gate1;baseNode>,,effect/shouyindao.skel,,,,,,,,,
1601,,,161,,,26,,,,,,,,1,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Jewelry draws can get star upgrade items that can greatly enhance jewelry attributes.,"Rút thăm trang sức có thể nhận được đạo cụ tăng sao, có thể tăng mạnh thuộc tính trang sức.","Undian barang kemas boleh mendapat alat peningkatan bintang, boleh meningkatkan atribut barang kemas dengan ketara.",Jewelry draws can get star upgrade items that can greatly enhance jewelry attributes.,"Ang pag-draw ng alahas ay maaaring makakuha ng mga item na nagpapataas ng bituin, na lubos na nagpapalakas sa mga katangian ng alahas.",การสุ่มเครื่องประดับสามารถได้รับไอเท็มเพิ่มดาวที่ช่วยเพิ่มคุณสมบัติของเครื่องประดับอย่างมาก,Undian perhiasan dapat memperoleh item peningkatan bintang yang bisa meningkatkan atribut perhiasan secara signifikan.,,,,,,,,,,,,,,
1602,,,161,,,,,,,1,,,,,,0.1,,2,,,{y=300;x=-200},login/new_character/xiaozhushou.png,{y=300;x=-200},,,,,,Click here to enter the draw interface.,Bấm vào đây để vào giao diện rút thăm.,Klik di sini untuk masuk ke antaramuka undian.,Click here to enter the draw interface.,Pindutin dito para pumasok sa interface ng pag-draw.,กดที่นี่เพื่อเข้าสู่หน้าเลือกสุ่ม,Klik di sini untuk masuk ke antarmuka undian.,,,<centerBottomPanel;actionList;drawCard>,,effect/shouyindao.skel,270,,,,,,,,
1603,,,161,,,,,,,,,,,,,0.1,,2,,,{y=300;x=-200},login/new_character/xiaozhushou.png,{y=300;x=-200},,,,,,Click here to open jewelry draw,Bấm vào đây để mở rút thăm trang sức,Klik di sini untuk buka undian barang kemas,Click here to open jewelry draw,Pindutin dito para buksan ang pag-draw ng alahas,กดที่นี่เพื่อเปิดการสุ่มเครื่องประดับ,Klik di sini untuk membuka undian perhiasan,,,<list;equip>,,effect/shouyindao.skel,270,,,,,,,,
1604,,,161,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Each day you can draw jewelry once for free, don’t forget!","Mỗi ngày đều có thể rút thăm trang sức miễn phí một lần, đừng quên nhé!","Setiap hari boleh undi barang kemas sekali secara percuma, jangan lupa ya!","Each day you can draw jewelry once for free, don’t forget!","Bawat araw maaari kang mag-draw ng alahas nang libre nang isang beses, huwag kalimutan!",ทุกวันสามารถสุ่มเครื่องประดับฟรีได้หนึ่งครั้ง อย่าลืมนะ!,"Setiap hari dapat melakukan undian perhiasan gratis sekali, jangan lupa ya!",,,,,,,,,,,,,,
1605,,,161,,,,,,,,,,,,,,,2,,,{y=300;x=-200},login/new_character/xiaozhushou.png,{y=300;x=-200},,,,,,,,,,,,,,,<drawOnePanel>,,effect/shouyindao.skel,270,,,,,,,,
1701,,,171,,city.view,27,,,,1,,,,1,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Congratulations on successfully activating the cultivation system, let’s take a look together.  ","Chúc mừng bạn đã kích hoạt thành công hệ thống tu luyện, chúng ta cùng xem qua nhé.","Tahniah anda telah berjaya mengaktifkan sistem latihan, mari kita lihat bersama.  ","Congratulations on successfully activating the cultivation system, let’s take a look together.  ","Binabati kita sa matagumpay na pag-activate ng sistema ng paglinang, tingnan natin ito nang magkasama.  ",ขอแสดงความยินดีที่คุณได้เปิดใช้งานระบบฝึกฝนสำเร็จแล้ว มาดูกันเถอะ  ,"Selamat, Anda telah berhasil mengaktifkan sistem pelatihan, mari kita lihat bersama.  ",,,,,,,,,,,,,,
1702,,,171,,,,,,,,,,,,,0.1,,2,,,{y=200;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Congratulations, you have successfully activated the cultivation system, press ""Nurture"".  ","Chúc mừng bạn, đã kích hoạt thành công hệ thống tu luyện, nhấn ""Bồi dưỡng"".","Tahniah, anda telah berjaya mengaktifkan sistem latihan, tekan ""Pemupukan"".  ","Congratulations, you have successfully activated the cultivation system, press ""Nurture"".  ","Binabati kita, matagumpay mong na-activate ang sistema ng paglinang, pindutin ang ""Pagsasanay"".  ","ขอแสดงความยินดี คุณได้เปิดใช้งานระบบฝึกฝนสำเร็จแล้ว กดที่ ""บำรุง""  ","Selamat, Anda telah berhasil mengaktifkan sistem pelatihan, tekan ""Pemeliharaan"".  ",,,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
1703,,,171,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Press ""Cultivate"" to enter the function control panel.  ","Nhấn vào ""Tu luyện"" để vào bảng điều khiển chức năng.","Tekan ""Latihan"" untuk masuk ke papan kawalan fungsi.  ","Press ""Cultivate"" to enter the function control panel.  ","Pindutin ang ""Linangin"" upang pumasok sa control panel ng mga function.  ","กดที่ ""ฝึกฝน"" เพื่อเข้าสู่แผงควบคุมฟังก์ชัน  ","Tekan ""Latihan"" untuk masuk ke panel kontrol fungsi.  ",,,<developPanel;developList;listItem;talent>,,effect/shouyindao.skel,,,,,,,,,
1704,,,171,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Cultivation points can be earned during adventures, cultivation points are used to level up cultivation, helping to enhance combat abilities.  ","Điểm tu luyện có thể nhận được trong quá trình mạo hiểm, điểm tu luyện dùng để tăng cấp tu luyện, giúp tăng cường khả năng chiến đấu.","Mata latihan boleh diperoleh semasa pengembaraan, mata latihan digunakan untuk menaikkan tahap latihan, membantu meningkatkan keupayaan bertarung.  ","Cultivation points can be earned during adventures, cultivation points are used to level up cultivation, helping to enhance combat abilities.  ","Ang mga puntos ng paglinang ay maaaring makuha habang naglalakbay, ang mga puntos ay ginagamit upang i-level up ang paglinang, na tumutulong upang mapahusay ang kakayahang makipaglaban.  ",คะแนนฝึกฝนสามารถรับได้ระหว่างผจญภัย คะแนนฝึกฝนใช้สำหรับการอัปเลเวลการฝึกฝน ช่วยเพิ่มความสามารถในการต่อสู้  ,"Poin latihan bisa didapatkan selama petualangan, poin latihan digunakan untuk menaikkan level pelatihan, membantu meningkatkan kemampuan bertarung.  ",,,,,,,,,,,,,,
1705,,,171,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Click here to open cultivation skills.  ,Nhấn vào đây để mở kỹ năng tu luyện,Tekan di sini untuk membuka kemahiran latihan.  ,Click here to open cultivation skills.  ,Pindutin dito upang buksan ang mga kasanayan sa paglinang.  ,กดที่นี่เพื่อเปิดสกิลฝึกฝน  ,Klik di sini untuk membuka keterampilan latihan.  ,,,<rightPanel;begin;btn>,,effect/shouyindao.skel,,,,,,,,,
1901,,,191,,city.view,30,,,,1,,,,1,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Congratulations Tianxuan Hero, you can now assign heroes to perform tasks!  ","Chúc mừng Thiên Tuyển Giả, bạn hiện đã có thể ủy thác anh hùng đi làm nhiệm vụ rồi!","Tahniah Tianxuan, anda kini boleh menugaskan wira untuk menjalankan misi!  ","Congratulations Tianxuan Hero, you can now assign heroes to perform tasks!  ","Binabati kita Tianxuan Bayani, maaari mo nang i-assign ang mga bayani upang magsagawa ng mga gawain!  ",ขอแสดงความยินดี เหล่าวีรบุรุษเทียนซวน ตอนนี้คุณสามารถมอบหมายฮีโร่ไปทำภารกิจได้แล้ว!  ,"Selamat pahlawan Tianxuan, sekarang Anda bisa menugaskan pahlawan untuk menjalankan misi!  ",,,,,,,,,TRUE,,,,,
