VariableName,title_cn,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,message_vn,message_en,message_th,message_in,needNotice_ph,needNotice_ma,message_kr,conditionDesc_cn,conditionDesc,conditionDesc_vn,conditionDesc_en,conditionDesc_th,conditionDesc_in,conditionDesc_ph,conditionDesc_ma,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
3059,,New Title-59,Danh hiệu mới-59,New Title-59,ตำแหน่งใหม่-59,Gelar Baru-59,Bagong Titulo-59,Gelaran Baharu-59,,pic,,,config/title/title_new59.png,,4,,,,11059,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3060,,New Title-60,Danh hiệu mới-60,New Title-60,ตำแหน่งใหม่-60,Gelar Baru-60,Bagong Titulo-60,Gelaran Baharu-60,,pic,,,config/title/title_new60.png,,4,,,,11060,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3061,,New Title-61,Danh hiệu mới-61,New Title-61,ตำแหน่งใหม่-61,Gelar Baru-61,Bagong Titulo-61,Gelaran Baharu-61,,pic,,,config/title/title_new61.png,,4,,,,11061,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3062,,New Title-62,Danh hiệu mới-62,New Title-62,ตำแหน่งใหม่-62,Gelar Baru-62,Bagong Titulo-62,Gelaran Baharu-62,,pic,,,config/title/title_new62.png,,4,,,,11062,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3063,,New Title-63,Danh hiệu mới-63,New Title-63,ตำแหน่งใหม่-63,Gelar Baru-63,Bagong Titulo-63,Gelaran Baharu-63,,pic,,,config/title/title_new63.png,,4,,,,11063,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3064,,New Title-64,Danh hiệu mới-64,New Title-64,ตำแหน่งใหม่-64,Gelar Baru-64,Bagong Titulo-64,Gelaran Baharu-64,,pic,,,config/title/title_new64.png,,4,,,,11064,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3065,,New Title-65,Danh hiệu mới-65,New Title-65,ตำแหน่งใหม่-65,Gelar Baru-65,Bagong Titulo-65,Gelaran Baharu-65,,pic,,,config/title/title_new65.png,,4,,,,11065,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3066,,New Title-66,Danh hiệu mới-66,New Title-66,ตำแหน่งใหม่-66,Gelar Baru-66,Bagong Titulo-66,Gelaran Baharu-66,,pic,,,config/title/title_new66.png,,4,,,,11066,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3067,,New Title-67,Danh hiệu mới-67,New Title-67,ตำแหน่งใหม่-67,Gelar Baru-67,Bagong Titulo-67,Gelaran Baharu-67,,pic,,,config/title/title_new67.png,,4,,,,11067,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3068,,New Title-68,Danh hiệu mới-68,New Title-68,ตำแหน่งใหม่-68,Gelar Baru-68,Bagong Titulo-68,Gelaran Baharu-68,,pic,,,config/title/title_new68.png,,4,,,,11068,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3069,,New Title-69,Danh hiệu mới-69,New Title-69,ตำแหน่งใหม่-69,Gelar Baru-69,Bagong Titulo-69,Gelaran Baharu-69,,pic,,,config/title/title_new69.png,,4,,,,11069,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
3070,,New Title-70,Danh hiệu mới-70,New Title-70,ตำแหน่งใหม่-70,Gelar Baru-70,Bagong Titulo-70,Gelaran Baharu-70,,pic,,,config/title/title_new70.png,,4,,,,11070,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
