VariableName,name,name_my,name_en,name_th,name_in,name_ph,name_vn,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_ma,unlockDesc_en,unlockDesc_th,unlockDesc_in,unlockDesc_ph,unlockDesc_vn
142,Levi Ackerman,Levi Ackerman,Levi Ackerman,Levi Ackerman,Levi Ackerman,Levi Ackerman,Levi Ackerman,config/portrait/toptouxiang/img_701.png,701,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
143,Rin Tohsaka,Rin Tohsaka,Rin Tohsaka,Rin Tohsaka,Rin Tohsaka,Rin Tohsaka,Rin Tohsaka,config/portrait/toptouxiang/img_721.png,721,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
144,Madoka,Madoka,Madoka,Madoka,Madoka,Madoka,Madoka,config/portrait/toptouxiang/img_771.png,771,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
145,Ichigo Kurosaki,Ichigo Kurosaki,Ichigo Kurosaki,Ichigo Kurosaki,Ichigo Kurosaki,Ichigo Kurosaki,Ichigo Kurosaki,config/portrait/toptouxiang/img_1231.png,1231,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
146,Hatsune Miku,Hatsune Miku,Hatsune Miku,Hatsune Miku,Hatsune Miku,Hatsune Miku,Hatsune Miku,config/portrait/toptouxiang/img_1241.png,1241,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
147,Artoria,Artoria,Artoria,Artoria,Artoria,Artoria,Artoria,config/portrait/toptouxiang/img_1313.png,1313,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
148,Homura Akemi,Homura Akemi,Homura Akemi,Homura Akemi,Homura Akemi,Homura Akemi,Homura Akemi,config/portrait/toptouxiang/img_1393.png,1393,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
149,Saitama,Saitama,Saitama,Saitama,Saitama,Saitama,Saitama,config/portrait/toptouxiang/img_1423.png,1423,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
150,Maple,Maple,Maple,Maple,Maple,Maple,Maple,config/portrait/toptouxiang/img_1503.png,1503,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
151,Icarus,Icarus,Icarus,Icarus,Icarus,Icarus,Icarus,config/portrait/toptouxiang/img_1893.png,1893,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
152,Celestial Beast,Bidadari Haiwan,Celestial Beast,เทพธิดาสัตว์,Dewi Binatang,Diyosa ng Hayop,Thiên Nữ Thú,config/portrait/toptouxiang/img_1941.png,1941,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
153,Angel Beast,Malaikat Haiwan,Angel Beast,เทพสัตว์,Malaikat Binatang,Anghel ng Hayop,Thiên Sứ Thú,config/portrait/toptouxiang/img_1951.png,1951,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
154,Vegeta,Vegeta,Vegeta,Vegeta,Vegeta,Vegeta,Vegeta,config/portrait/toptouxiang/img_2233.png,2233,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
155,Tsukino Usagi (Moon Rabbit),Tsukino Usagi (Arnab Bulan),Tsukino Usagi (Moon Rabbit),Tsukino Usagi (กระต่ายเดือน),Tsukino Usagi (Kelinci Bulan),Tsukino Usagi (Buwan na Kuneho),Tsukino Usagi (Tháng Dã Thỏ),config/portrait/toptouxiang/img_2401.png,2401,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
156,Gilgamesh,Gilgamesh,Gilgamesh,Gilgamesh,Gilgamesh,Gilgamesh,Gilgamesh,config/portrait/toptouxiang/img_2493.png,2493,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
157,Lich King,Lich King,Lich King,Lich King,Lich King,Lich King,Lich King,config/portrait/toptouxiang/img_3021.png,3021,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
158,Kirisame Marisa,Kirisame Marisa,Kirisame Marisa,Kirisame Marisa,Kirisame Marisa,Kirisame Marisa,Kirisame Marisa,config/portrait/toptouxiang/img_3143.png,3143,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
159,Kakarot (Son Goku),Kakarot (Son Goku),Kakarot (Son Goku),Kakarot (โซลโงคู),Kakarot (Son Goku),Kakarot (Son Goku),Kakarot (Tôn Ngọc),config/portrait/toptouxiang/img_3171.png,3171,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
160,Asuna,Asuna,Asuna,Asuna,Asuna,Asuna,Asuna,config/portrait/toptouxiang/img_3303.png,3303,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
161,Tsunade,Tsunade,Tsunade,Tsunade,Tsunade,Tsunade,Tsunade,config/portrait/toptouxiang/img_3353.png,3353,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
162,Beerus,Beerus,Beerus,Beerus,Beerus,Beerus,Beerus,config/portrait/toptouxiang/img_3673.png,3673,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
163,Enemy Gia Set (Lightning),Set Kilat Musuh,Enemy Gia Set (Lightning),ศัตรูสายฟ้า,Musuh Petir,Kaaway ng Kidlat,Địch Gia Sét,config/portrait/toptouxiang/img_7001.png,7001,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
165,Dark Clone - A,Klona Kegelapan - A,Dark Clone - A,เงาแยก - A,Bayangan Terpisah - A,Anino ng Kahiwalay - A,Bóng Tối Phân Thân - A,config/portrait/toptouxiang/img_9001.png,9001,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
166,Dark Clone - S,Klona Kegelapan - S,Dark Clone - S,เงาแยก - S,Bayangan Terpisah - S,Anino ng Kahiwalay - S,Bóng Tối Phân Thân - S,config/portrait/toptouxiang/img_9002.png,9002,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
167,Dark Clone - SS,Klona Kegelapan - SS,Dark Clone - SS,เงาแยก - SS,Bayangan Terpisah - SS,Anino ng Kahiwalay - SS,Bóng Tối Phân Thân - SS,config/portrait/toptouxiang/img_9003.png,9003,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
168,Akame,Akame,Akame,Akame,Akame,Akame,Akame,config/portrait/toptouxiang/img_574.png,574,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
169,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,Kamui Kakashi,config/portrait/toptouxiang/img_334.png,334,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
170,Blood Sword,Pedang Darah,Blood Sword,ดาบเลือด,Pedang Darah,Dugong Espada,Huyết kiếm,config/portrait/toptouxiang/img_575.png,,,,101,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
171,Neon Demon Ninja,Ninja Neon,Neon Demon Ninja,นินจาเนออน,Neon Ninja,Neon Ninja,Ma Nhẫn Neon,config/portrait/toptouxiang/img_335.png,,,,102,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
172,Time Angel,Malaikat Masa,Time Angel,เทพแห่งกาลเวลา,Malaikat Waktu,Anghel ng Panahon,Thiên thần thời gian,config/portrait/toptouxiang/img_973.png,973,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
173,Christmas Candy,Gula-gula Krismas,Christmas Candy,ลูกกวาดคริสต์มาส,Permen Natal,Pasko na Matamis,Kẹo ngọt Giáng Sinh,config/portrait/toptouxiang/img_974.png,,,,104,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
174,Demon Flame,Api Syaitan,Demon Flame,ไฟปีศาจ,Api Iblis,Apoy ng Demonyo,Ngọn lửa của quỷ,config/portrait/toptouxiang/img_1396.png,1396,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
175,Pure Demon,Syaitan Murni,Pure Demon,ปีศาจบริสุทธิ์,Iblis Murni,Dalisay na Demonyo,Ác quỷ thuần khiết,config/portrait/toptouxiang/img_1397.png,,,,103,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
176,Flying Shadow,Bayang Terbang,Flying Shadow,ผี แสง,Bayangan Terbang,Lumilipad na Anino,Phi Ảnh,config/portrait/toptouxiang/img_1173.png,1173,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
177,Aqua,Aqua,Aqua,Aqua,Aqua,Aqua,Aqua,config/portrait/toptouxiang/img_1961.png,1961,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
178,Master Turtle - Cheng Long,Tua Penyu - Cheng Long,Master Turtle - Cheng Long,เต่าผู้เฒ่า - เฉิงหลง,Kura-kura Tua - Cheng Long,Matandang Pagong - Cheng Long,Quy lão Kame - Thành Long,config/portrait/toptouxiang/img_2351.png,2351,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
179,Albedo,Albedo,Albedo,Albedo,Albedo,Albedo,Albedo,config/portrait/toptouxiang/img_2381.png,2381,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
180,Shining Star,Bintang Berkilau,Shining Star,ดาวระยิบระยับ,Bintang Berkelip,Kumikinang na Bituin,Ánh sao lấp lánh,config/portrait/toptouxiang/img_761.png,761,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
181,DPCM,DPCM,DPCM,dpcm,dpcm,dpcm,đpcm,config/portrait/toptouxiang/img_762.png,,,,105,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
182,Empress,Permaisuri,Empress,ราชินี,Ratu,Reyna,Nữ đế,config/portrait/toptouxiang/img_2431.png,2431,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
183,Jiraiya,Jiraiya,Jiraiya,Jiraiya,Jiraiya,Jiraiya,Jiraiya,config/portrait/toptouxiang/img_3211.png,3211,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
184,Multi-core,Multi-teras,Multi-core,หลายร่าง,Banyak Tubuh,Maraming Katawan,Đa Cơ,config/portrait/toptouxiang/img_2391.png,2391,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
185,Hero King,Raja Wira,Hero King,ราชาวีรบุรุษ,Raja Pahlawan,Hari ng Bayani,Vua Anh Hùng,config/portrait/toptouxiang/img_4023.png,4023,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
186,Uchiha Itachi,Uchiha Itachi,Uchiha Itachi,Uchiha Itachi,Uchiha Itachi,Uchiha Itachi,Uchiha Itachi,config/portrait/toptouxiang/img_3221.png,3221,,,,,"After unlocking the corresponding image, you can use it","Selepas membuka kunci imej yang berkaitan, anda boleh menggunakannya","After unlocking the corresponding image, you can use it",หลังจากปลดล็อกภาพที่เกี่ยวข้อง คุณสามารถใช้งานได้,"Setelah membuka kunci gambar yang sesuai, Anda dapat menggunakannya","Pagkatapos i-unlock ang kaukulang larawan, maaari mo na itong gamitin","Sau khi mở khóa hình ảnh tương ứng, bạn có thể sử dụng"
