VariableName,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title_cn,title_tw,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,jumpTo,languages
4045,4,40,40,1,100160,,20,{rmb=200;gold=20000},,11,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 160 of Development Road,Thông qua ải 160 của Đường Phát Triển,Clear level 160 of Development Road,ผ่านด่านที่ 160 ของเส้นทางการพัฒนา,Lulus level 160 di Jalan Pengembangan,Malagpasan ang level 160 ng Development Road,Berjaya melalui tahap 160 Jalan Pembangunan,endlessTower,
4046,4,40,40,1,100170,,20,{rmb=200;gold=20000},,12,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 170 of Development Road,Thông qua ải 170 của Đường Phát Triển,Clear level 170 of Development Road,ผ่านด่านที่ 170 ของเส้นทางการพัฒนา,Lulus level 170 di Jalan Pengembangan,Malagpasan ang level 170 ng Development Road,Berjaya melalui tahap 170 Jalan Pembangunan,endlessTower,
4047,4,40,40,1,100180,,20,{rmb=200;gold=20000},,13,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 180 of Development Road,Thông qua ải 180 của Đường Phát Triển,Clear level 180 of Development Road,ผ่านด่านที่ 180 ของเส้นทางการพัฒนา,Lulus level 180 di Jalan Pengembangan,Malagpasan ang level 180 ng Development Road,Berjaya melalui tahap 180 Jalan Pembangunan,endlessTower,
4048,4,40,40,1,100190,,20,{rmb=200;gold=20000},,14,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 190 of Development Road,Thông qua ải 190 của Đường Phát Triển,Clear level 190 of Development Road,ผ่านด่านที่ 190 ของเส้นทางการพัฒนา,Lulus level 190 di Jalan Pengembangan,Malagpasan ang level 190 ng Development Road,Berjaya melalui tahap 190 Jalan Pembangunan,endlessTower,
4049,4,40,40,1,100200,,50,{2516=1;rmb=200},,15,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 200 of Development Road,Thông qua ải 200 của Đường Phát Triển,Clear level 200 of Development Road,ผ่านด่านที่ 200 ของเส้นทางการพัฒนา,Lulus level 200 di Jalan Pengembangan,Malagpasan ang level 200 ng Development Road,Berjaya melalui tahap 200 Jalan Pembangunan,endlessTower,
4050,4,40,40,1,100210,,20,{rmb=200;gold=20000},,16,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 210 of Development Road,Thông qua ải 210 của Đường Phát Triển,Clear level 210 of Development Road,ผ่านด่านที่ 210 ของเส้นทางการพัฒนา,Lulus level 210 di Jalan Pengembangan,Malagpasan ang level 210 ng Development Road,Berjaya melalui tahap 210 Jalan Pembangunan,endlessTower,
4051,4,40,40,1,100220,,20,{rmb=200;gold=20000},,17,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 220 of Development Road,Thông qua ải 220 của Đường Phát Triển,Clear level 220 of Development Road,ผ่านด่านที่ 220 ของเส้นทางการพัฒนา,Lulus level 220 di Jalan Pengembangan,Malagpasan ang level 220 ng Development Road,Berjaya melalui tahap 220 Jalan Pembangunan,endlessTower,
4052,4,40,40,1,100230,,20,{rmb=200;gold=20000},,18,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 230 of Development Road,Thông qua ải 230 của Đường Phát Triển,Clear level 230 of Development Road,ผ่านด่านที่ 230 ของเส้นทางการพัฒนา,Lulus level 230 di Jalan Pengembangan,Malagpasan ang level 230 ng Development Road,Berjaya melalui tahap 230 Jalan Pembangunan,endlessTower,
4053,4,40,40,1,100240,,20,{rmb=200;gold=20000},,19,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 240 of Development Road,Thông qua ải 240 của Đường Phát Triển,Clear level 240 of Development Road,ผ่านด่านที่ 240 ของเส้นทางการพัฒนา,Lulus level 240 di Jalan Pengembangan,Malagpasan ang level 240 ng Development Road,Berjaya melalui tahap 240 Jalan Pembangunan,endlessTower,
4054,4,40,40,1,100250,,50,{rmb=200;gold=20000},,20,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 250 of Development Road,Thông qua ải 250 của Đường Phát Triển,Clear level 250 of Development Road,ผ่านด่านที่ 250 ของเส้นทางการพัฒนา,Lulus level 250 di Jalan Pengembangan,Malagpasan ang level 250 ng Development Road,Berjaya melalui tahap 250 Jalan Pembangunan,endlessTower,
4055,4,40,40,1,100260,,20,{rmb=200;gold=20000},,21,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 260 of Development Road,Thông qua ải 260 của Đường Phát Triển,Clear level 260 of Development Road,ผ่านด่านที่ 260 ของเส้นทางการพัฒนา,Lulus level 260 di Jalan Pengembangan,Malagpasan ang level 260 ng Development Road,Berjaya melalui tahap 260 Jalan Pembangunan,endlessTower,
4056,4,40,40,1,100270,,20,{rmb=200;gold=20000},,22,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 270 of Development Road,Thông qua ải 270 của Đường Phát Triển,Clear level 270 of Development Road,ผ่านด่านที่ 270 ของเส้นทางการพัฒนา,Lulus level 270 di Jalan Pengembangan,Malagpasan ang level 270 ng Development Road,Berjaya melalui tahap 270 Jalan Pembangunan,endlessTower,
4057,4,40,40,1,100280,,20,{rmb=200;gold=20000},,23,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 280 of Development Road,Thông qua ải 280 của Đường Phát Triển,Clear level 280 of Development Road,ผ่านด่านที่ 280 ของเส้นทางการพัฒนา,Lulus level 280 di Jalan Pengembangan,Malagpasan ang level 280 ng Development Road,Berjaya melalui tahap 280 Jalan Pembangunan,endlessTower,
4058,4,40,40,1,100290,,20,{rmb=200;gold=20000},,24,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 290 of Development Road,Thông qua ải 290 của Đường Phát Triển,Clear level 290 of Development Road,ผ่านด่านที่ 290 ของเส้นทางการพัฒนา,Lulus level 290 di Jalan Pengembangan,Malagpasan ang level 290 ng Development Road,Berjaya melalui tahap 290 Jalan Pembangunan,endlessTower,
4059,4,40,40,1,100300,,50,{2517=1;rmb=200},,25,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 300 of Development Road,Thông qua ải 300 của Đường Phát Triển,Clear level 300 of Development Road,ผ่านด่านที่ 300 ของเส้นทางการพัฒนา,Lulus level 300 di Jalan Pengembangan,Malagpasan ang level 300 ng Development Road,Berjaya melalui tahap 300 Jalan Pembangunan,endlessTower,
4060,4,40,40,1,100310,,30,{rmb=300;gold=20000},,26,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 310 of Development Road,Thông qua ải 310 của Đường Phát Triển,Clear level 310 of Development Road,ผ่านด่านที่ 310 ของเส้นทางการพัฒนา,Lulus level 310 di Jalan Pengembangan,Malagpasan ang level 310 ng Development Road,Berjaya melalui tahap 310 Jalan Pembangunan,endlessTower,
4061,4,40,40,1,100320,,30,{rmb=300;gold=20000},,27,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 320 of Development Road,Thông qua ải 320 của Đường Phát Triển,Clear level 320 of Development Road,ผ่านด่านที่ 320 ของเส้นทางการพัฒนา,Lulus level 320 di Jalan Pengembangan,Malagpasan ang level 320 ng Development Road,Berjaya melalui tahap 320 Jalan Pembangunan,endlessTower,
4062,4,40,40,1,100330,,30,{rmb=300;gold=20000},,28,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 330 of Development Road,Thông qua ải 330 của Đường Phát Triển,Clear level 330 of Development Road,ผ่านด่านที่ 330 ของเส้นทางการพัฒนา,Lulus level 330 di Jalan Pengembangan,Malagpasan ang level 330 ng Development Road,Berjaya melalui tahap 330 Jalan Pembangunan,endlessTower,
4063,4,40,40,1,100340,,30,{rmb=300;gold=20000},,29,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 340 of Development Road,Thông qua ải 340 của Đường Phát Triển,Clear level 340 of Development Road,ผ่านด่านที่ 340 ของเส้นทางการพัฒนา,Lulus level 340 di Jalan Pengembangan,Malagpasan ang level 340 ng Development Road,Berjaya melalui tahap 340 Jalan Pembangunan,endlessTower,
4064,4,40,40,1,100350,,50,{rmb=300;gold=20000},,30,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 350 of Development Road,Thông qua ải 350 của Đường Phát Triển,Clear level 350 of Development Road,ผ่านด่านที่ 350 ของเส้นทางการพัฒนา,Lulus level 350 di Jalan Pengembangan,Malagpasan ang level 350 ng Development Road,Berjaya melalui tahap 350 Jalan Pembangunan,endlessTower,
4065,4,40,40,1,100360,,30,{rmb=300;gold=20000},,31,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 360 of Development Road,Thông qua ải 360 của Đường Phát Triển,Clear level 360 of Development Road,ผ่านด่านที่ 360 ของเส้นทางการพัฒนา,Lulus level 360 di Jalan Pengembangan,Malagpasan ang level 360 ng Development Road,Berjaya melalui tahap 360 Jalan Pembangunan,endlessTower,
4066,4,40,40,1,100370,,30,{rmb=300;gold=20000},,32,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 370 of Development Road,Thông qua ải 370 của Đường Phát Triển,Clear level 370 of Development Road,ผ่านด่านที่ 370 ของเส้นทางการพัฒนา,Lulus level 370 di Jalan Pengembangan,Malagpasan ang level 370 ng Development Road,Berjaya melalui tahap 370 Jalan Pembangunan,endlessTower,
4067,4,40,40,1,100380,,30,{rmb=300;gold=20000},,33,,,Path of Growth,Con Đường Trưởng Thành,Path of Growth,เส้นทางแห่งการเติบโต,Jalur Pertumbuhan,Landas ng Paglago,Jalan Pertumbuhan,,,Clear level 380 of Development Road,Thông qua ải 380 của Đường Phát Triển,Clear level 380 of Development Road,ผ่านด่านที่ 380 ของเส้นทางการพัฒนา,Lulus level 380 di Jalan Pengembangan,Malagpasan ang level 380 ng Development Road,Berjaya melalui tahap 380 Jalan Pembangunan,endlessTower,
4068,4,40,40,1,100390,,30,{rmb=300;gold=20000},,34,,,Week 1 Clearance,Thông Quan Tuần 1!,Week 1 Clearance,ผ่านสัปดาห์ที่ 1,Penyelesaian Minggu 1,Clearance Linggo 1,Pelulusan Minggu 1,,,Clear level 390 of Development Road,Thông qua ải 390 của Đường Phát Triển,Clear level 390 of Development Road,ผ่านด่านที่ 390 ของเส้นทางการพัฒนา,Lulus level 390 di Jalan Pengembangan,Malagpasan ang level 390 ng Development Road,Berjaya melalui tahap 390 Jalan Pembangunan,endlessTower,
4069,4,40,40,1,100400,,50,{rmb=300;gold=20000},,35,,,Power Challenger,Người Thách Đấu Thế Lực,Power Challenger,ผู้ท้าทายอำนาจ,Penantang Kekuasaan,Hamunin ang Kapangyarihan,Pencabar Kuasa,,,Clear level 400 of Development Road,Thông qua ải 400 của Đường Phát Triển,Clear level 400 of Development Road,ผ่านด่านที่ 400 ของเส้นทางการพัฒนา,Lulus level 400 di Jalan Pengembangan,Malagpasan ang level 400 ng Development Road,Berjaya melalui tahap 400 Jalan Pembangunan,endlessTower,
5001,5,46,46,100,,,10,{coin1=400;rmb=30},,,,,Arena Maniac,Cuồng Nhân Đấu Trường,Arena Maniac,คลั่งไคล้ในอารีนา,Penggila Arena,Lukaret sa Arena,Gila Arena,,,Fight 100 battles in Arena,Chiến đấu 100 trận trong Đấu Trường,Fight 100 battles in Arena,ต่อสู้ 100 ครั้งในสนามประลอง,bertarung 100 kali di Arena,labanan ng 100 beses sa Arena,Bertarung 100 kali di Arena,arena,
5002,5,46,46,200,,,15,{coin1=400;rmb=30},,2,,,Unrivaled Warrior,Chiến Khắp Thiên Hạ Vô Địch Thủ,Unrivaled Warrior,ไร้ผู้ต่อกร,Prajurit Tak Terkalahkan,Mandirigmang Walang Katalo,Pahlawan Tiada Tandingan,,,Fight 200 battles in Arena,Chiến đấu 200 trận trong Đấu Trường,Fight 200 battles in Arena,ต่อสู้ 200 ครั้งในสนามประลอง,bertarung 200 kali di Arena,labanan ng 200 beses sa Arena,Bertarung 200 kali di Arena,arena,
5003,5,46,46,500,,,20,{coin1=600;rmb=50},,3,,,Never Stop Fighting,Không Ngừng Chiến Đấu,Never Stop Fighting,สู้ไม่หยุด,Terus Bertarung,Huwag Titigil sa Laban,Tidak Pernah Berhenti Berlawan,,,Fight 500 battles in Arena,Chiến đấu 500 trận trong Đấu Trường,Fight 500 battles in Arena,ต่อสู้ 500 ครั้งในสนามประลอง,bertarung 500 kali di Arena,labanan ng 500 beses sa Arena,Bertarung 500 kali di Arena,arena,
5004,5,46,46,1000,,,30,{coin1=600;rmb=50},,4,,,Fight to End All Wars,Dùng Chiến Tranh Để Chấm Dứt Chiến Tranh,Fight to End All Wars,สู้เพื่อจบสงคราม,Bertarung Demi Mengakhiri Perang,Laban Para Wakas ng Digmaan,Berjuang untuk Akhiri Semua Perang,,,Fight 1000 battles in Arena,Chiến đấu 1000 trận trong Đấu Trường,Fight 1000 battles in Arena,ต่อสู้ 1000 ครั้งในสนามประลอง,bertarung 1000 kali di Arena,labanan ng 1000 beses sa Arena,Bertarung 1000 kali di Arena,arena,
5005,5,46,46,2000,,,50,{coin1=800;rmb=100},,5,,,Honor Medal,Huy Chương Danh Dự,Honor Medal,เหรียญแห่งเกียรติยศ,Medali Kehormatan,Medalyang Karangalan,Pingat Kehormatan,,,Fight 2000 battles in Arena,Chiến đấu 2000 trận trong Đấu Trường,Fight 2000 battles in Arena,ต่อสู้ 2000 ครั้งในสนามประลอง,bertarung 2000 kali di Arena,labanan ng 2000 beses sa Arena,Bertarung 2000 kali di Arena,arena,
5006,5,46,46,5000,,,50,{rmb=100},,6,,,Honor Medal,Huy Chương Danh Dự,Honor Medal,เหรียญแห่งเกียรติยศ,Medali Kehormatan,Medalyang Karangalan,Pingat Kehormatan,,,Fight 5000 battles in Arena,Chiến đấu 5000 trận trong Đấu Trường,Fight 5000 battles in Arena,ต่อสู้ 5000 ครั้งในสนามประลอง,bertarung 5000 kali di Arena,labanan ng 5000 beses sa Arena,Bertarung 5000 kali di Arena,arena,
5007,5,47,47,5000,,,10,{coin1=400;rmb=30},,,,,Honor Medal,Huy Chương Danh Dự,Honor Medal,เหรียญแห่งเกียรติยศ,Medali Kehormatan,Medalyang Karangalan,Pingat Kehormatan,,,Own 5000 Honor Coins,Sở hữu 5000 xu Danh Dự,Own 5000 Honor Coins,มีเหรียญเกียรติยศ 5000 เหรียญ,Menguasai 5000 Koin Kehormatan,May-ari ng 5000 Honor Coins,Menguasai 5000 Koin Kehormatan,arena,
5008,5,47,47,10000,,,15,{coin1=400;rmb=30},,2,,,Honor Medal,Huy Chương Danh Dự,Honor Medal,เหรียญแห่งเกียรติยศ,Medali Kehormatan,Medalyang Karangalan,Pingat Kehormatan,,,Own 10000 Honor Coins,Sở hữu 10000 xu Danh Dự,Own 10000 Honor Coins,มีเหรียญเกียรติยศ 10000 เหรียญ,Menguasai 10000 Koin Kehormatan,May-ari ng 10000 Honor Coins,Menguasai 10000 Koin Kehormatan,arena,
5009,5,47,47,50000,,,20,{coin1=600;rmb=50},,3,,,Honor Medal,Huy Chương Danh Dự,Honor Medal,เหรียญแห่งเกียรติยศ,Medali Kehormatan,Medalyang Karangalan,Pingat Kehormatan,,,Own 50000 Honor Coins,Sở hữu 50000 xu Danh Dự,Own 50000 Honor Coins,มีเหรียญเกียรติยศ 50000 เหรียญ,Menguasai 50000 Koin Kehormatan,May-ari ng 50000 Honor Coins,Menguasai 50000 Koin Kehormatan,arena,
5010,5,47,47,100000,,,30,{coin1=600;rmb=50},,4,,,Martial Arts Tournament,Đại Hội Võ Đạo,Martial Arts Tournament,งานประลองศิลปะการต่อสู้,Turnamen Seni Bela Diri,Torneo ng Martial Arts,Turnamen Seni Pertempuran,,,Own 100000 Honor Coins,Sở hữu 100000 xu Danh Dự,Own 100000 Honor Coins,มีเหรียญเกียรติยศ 100000 เหรียญ,Menguasai 100000 Koin Kehormatan,May-ari ng 100000 Honor Coins,Menguasai 100000 Koin Kehormatan,arena,
5011,5,47,47,500000,,,50,{coin1=800;rmb=100},,5,,,Martial Arts Tournament,Đại Hội Võ Đạo,Martial Arts Tournament,งานประลองศิลปะการต่อสู้,Turnamen Seni Bela Diri,Torneo ng Martial Arts,Turnamen Seni Pertempuran,,,Own 500000 Honor Coins,Sở hữu 500000 xu Danh Dự,Own 500000 Honor Coins,มีเหรียญเกียรติยศ 500000 เหรียญ,Menguasai 500000 Koin Kehormatan,May-ari ng 500000 Honor Coins,Menguasai 500000 Koin Kehormatan,arena,
5012,5,49,49,10,,,10,{850=50;rmb=30},,,,,Martial Arts Tournament,Đại Hội Võ Đạo,Martial Arts Tournament,งานประลองศิลปะการต่อสู้,Turnamen Seni Bela Diri,Torneo ng Martial Arts,Turnamen Seni Pertempuran,,,Register for Martial Arts Tournament 10 times,Đăng ký tham gia Đại Hội Võ Đạo 10 lần,Register for Martial Arts Tournament 10 times,สมัครเข้าร่วมการแข่งขันศิลปะการต่อสู้ 10 ครั้ง,Daftar mengikuti Turnamen Seni Bela Diri 10 kali,Magrehistro para sa Martial Arts Tournament ng 10 beses,Mendaftar 10 kali di Turnamen Seni Bela Diri,craft,
5013,5,49,49,50,,,15,{850=50;rmb=50},,2,,,Martial Arts Tournament,Đại Hội Võ Đạo,Martial Arts Tournament,งานประลองศิลปะการต่อสู้,Turnamen Seni Bela Diri,Torneo ng Martial Arts,Turnamen Seni Pertempuran,,,Register for Martial Arts Tournament 50 times,Đăng ký tham gia Đại Hội Võ Đạo 50 lần,Register for Martial Arts Tournament 50 times,สมัครเข้าร่วมการแข่งขันศิลปะการต่อสู้ 50 ครั้ง,Daftar mengikuti Turnamen Seni Bela Diri 50 kali,Magrehistro para sa Martial Arts Tournament ng 50 beses,Mendaftar 50 kali di Turnamen Seni Bela Diri,craft,
5014,5,49,49,100,,,20,{850=100;rmb=50},,3,,,Martial Arts Tournament,Đại Hội Võ Đạo,Martial Arts Tournament,งานประลองศิลปะการต่อสู้,Turnamen Seni Bela Diri,Torneo ng Martial Arts,Turnamen Seni Pertempuran,,,Register for Martial Arts Tournament 100 times,Đăng ký tham gia Đại Hội Võ Đạo 100 lần,Register for Martial Arts Tournament 100 times,สมัครเข้าร่วมการแข่งขันศิลปะการต่อสู้ 100 ครั้ง,Daftar mengikuti Turnamen Seni Bela Diri 100 kali,Magrehistro para sa Martial Arts Tournament ng 100 beses,Mendaftar 100 kali di Turnamen Seni Bela Diri,craft,
5015,5,49,49,200,,,30,{850=150;rmb=100},,4,,,Martial Arts Tournament,Đại Hội Võ Đạo,Martial Arts Tournament,งานประลองศิลปะการต่อสู้,Turnamen Seni Bela Diri,Torneo ng Martial Arts,Turnamen Seni Pertempuran,,,Register for Martial Arts Tournament 200 times,Đăng ký tham gia Đại Hội Võ Đạo 200 lần,Register for Martial Arts Tournament 200 times,สมัครเข้าร่วมการแข่งขันศิลปะการต่อสู้ 200 ครั้ง,Daftar mengikuti Turnamen Seni Bela Diri 200 kali,Magrehistro para sa Martial Arts Tournament ng 200 beses,Mendaftar 200 kali di Turnamen Seni Bela Diri,craft,
5016,5,49,49,300,,,50,{850=200;rmb=150},,5,,,New Friend,Bạn Mới,New Friend,เพื่อนใหม่,Teman Baru,Bagong Kaibigan,Rakan Baharu,,,Register for Martial Arts Tournament 300 times,Đăng ký tham gia Đại Hội Võ Đạo 300 lần,Register for Martial Arts Tournament 300 times,สมัครเข้าร่วมการแข่งขันศิลปะการต่อสู้ 300 ครั้ง,Daftar mengikuti Turnamen Seni Bela Diri 300 kali,Magrehistro para sa Martial Arts Tournament ng 300 beses,Mendaftar 300 kali di Turnamen Seni Bela Diri,craft,
5017,5,49,49,500,,,50,{850=300;rmb=200},,6,,,Communication Expert,Cao Thủ Giao Tiếp,Communication Expert,ผู้เชี่ยวชาญด้านการสื่อสาร,Pakar Komunikasi,Eksperto sa Pakikipag-ugnayan,Pakar Komunikasi,,,Register for Martial Arts Tournament 500 times,Đăng ký tham gia Đại Hội Võ Đạo 500 lần,Register for Martial Arts Tournament 500 times,สมัครเข้าร่วมการแข่งขันศิลปะการต่อสู้ 500 ครั้ง,Daftar mengikuti Turnamen Seni Bela Diri 500 kali,Magrehistro para sa Martial Arts Tournament ng 500 beses,Mendaftar 500 kali di Turnamen Seni Bela Diri,craft,
6001,6,51,51,10,,,10,{rmb=20;gold=20000},,,,,White Dragon in the Water,Rồng Trắng Trong Sóng Nước,White Dragon in the Water,มังกรขาวในเกลียวคลื่น,Naga Putih di Ombak,White Dragon sa Alon,Naga Putih di Gelombang,,,Have 10 friends,Sở hữu 10 người bạn,Have 10 friends,มีเพื่อน 10 คน,Mempunyai 10 teman,May-ari ng 10 kaibigan,Mempunyai 10 teman,,
6002,6,51,51,30,,,20,{rmb=20;gold=20000},,2,,,Give Roses,Tặng Người Hoa Hồng,Give Roses,มอบดอกกุหลาบ,Beri Mawar,Magbigay ng Rosas,Beri Mawar,,,Have 30 friends,Sở hữu 30 người bạn,Have 30 friends,มีเพื่อน 30 คน,Mempunyai 30 teman,May-ari ng 30 kaibigan,Mempunyai 30 teman,,
6003,6,51,51,60,,,30,{rmb=20;gold=20000},,3,,,Give Roses,Tặng Người Hoa Hồng,Give Roses,มอบดอกกุหลาบ,Beri Mawar,Magbigay ng Rosas,Beri Mawar,,,Have 60 friends,Sở hữu 60 người bạn,Have 60 friends,มีเพื่อน 60 คน,Mempunyai 60 teman,May-ari ng 60 kaibigan,Mempunyai 60 teman,,
6004,6,52,52,100,,,10,{rmb=30;gold=20000},,,,,Give Roses,Tặng Người Hoa Hồng,Give Roses,มอบดอกกุหลาบ,Beri Mawar,Magbigay ng Rosas,Beri Mawar,,,Gift stamina 100 times,Tặng thể lực 100 lần,Gift stamina 100 times,ให้พลังงาน 100 ครั้ง,Memberi stamina 100 kali,Magbigay ng stamina ng 100 beses,Memberi stamina 100 kali,,
6005,6,52,52,500,,,15,{rmb=30;gold=20000},,2,,,Give Roses,Tặng Người Hoa Hồng,Give Roses,มอบดอกกุหลาบ,Beri Mawar,Magbigay ng Rosas,Beri Mawar,,,Gift stamina 500 times,Tặng thể lực 500 lần,Gift stamina 500 times,ให้พลังงาน 500 ครั้ง,Memberi stamina 500 kali,Magbigay ng stamina ng 500 beses,Memberi stamina 500 kali,,
6006,6,52,52,1000,,,20,{rmb=30;gold=20000},,3,,,Give Roses,Tặng Người Hoa Hồng,Give Roses,มอบดอกกุหลาบ,Beri Mawar,Magbigay ng Rosas,Beri Mawar,,,Gift stamina 1000 times,Tặng thể lực 1000 lần,Gift stamina 1000 times,ให้พลังงาน 1000 ครั้ง,Memberi stamina 1000 kali,Magbigay ng stamina ng 1000 beses,Memberi stamina 1000 kali,,
6007,6,52,52,2000,,,30,{rmb=30;gold=20000},,4,,,Someone Likes Me,Có Người Thích Tôi,Someone Likes Me,มีคนชอบฉัน,Ada yang Menyukaiku,May Nagkakagusto sa Akin,Ada Orang Suka Saya,,,Gift stamina 2000 times,Tặng thể lực 2000 lần,Gift stamina 2000 times,ให้พลังงาน 2000 ครั้ง,Memberi stamina 2000 kali,Magbigay ng stamina ng 2000 beses,Memberi stamina 2000 kali,,
6008,6,52,52,5000,,,30,{rmb=50},,5,,,Someone Likes Me,Có Người Thích Tôi,Someone Likes Me,มีคนชอบฉัน,Ada yang Menyukaiku,May Nagkakagusto sa Akin,Ada Orang Suka Saya,,,Gift stamina 5000 times,Tặng thể lực 5000 lần,Gift stamina 5000 times,ให้พลังงาน 5000 ครั้ง,Memberi stamina 5000 kali,Magbigay ng stamina ng 5000 beses,Memberi stamina 5000 kali,,
6009,6,53,53,100,,,10,{rmb=30;gold=20000},,,,,Someone Likes Me,Có Người Thích Tôi,Someone Likes Me,มีคนชอบฉัน,Ada yang Menyukaiku,May Nagkakagusto sa Akin,Ada Orang Suka Saya,,,Receive stamina 100 times,Nhận thể lực 100 lần,Receive stamina 100 times,รับพลังงาน 100 ครั้ง,Menerima stamina 100 kali,Tumanggap ng stamina ng 100 beses,Menerima stamina 100 kali,,
6010,6,53,53,600,,,15,{rmb=30;gold=20000},,2,,,Someone Likes Me,Có Người Thích Tôi,Someone Likes Me,มีคนชอบฉัน,Ada yang Menyukaiku,May Nagkakagusto sa Akin,Ada Orang Suka Saya,,,Receive stamina 600 times,Nhận thể lực 600 lần,Receive stamina 600 times,รับพลังงาน 600 ครั้ง,Menerima stamina 600 kali,Tumanggap ng stamina ng 600 beses,Menerima stamina 600 kali,,
6011,6,53,53,1800,,,20,{rmb=30;gold=20000},,3,,,Someone Likes Me,Có Người Thích Tôi,Someone Likes Me,มีคนชอบฉัน,Ada yang Menyukaiku,May Nagkakagusto sa Akin,Ada Orang Suka Saya,,,Receive stamina 1800 times,Nhận thể lực 1800 lần,Receive stamina 1800 times,รับพลังงาน 1800 ครั้ง,Menerima stamina 1800 kali,Tumanggap ng stamina ng 1800 beses,Menerima stamina 1800 kali,,
