VariableName,_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
91394,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91971,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
91981,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
92013,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92033,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92242,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92272,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92351,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,
92361,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
92473,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92483,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92633,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93003,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93161,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93171,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93181,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93221,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
93241,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,
93251,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93261,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93283,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93293,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93303,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93511,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93642,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
93663,,44,Gru,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94172,,53,Batman,10,,,,,,,,3,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
97001,,13,Mario,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100004,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100014,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100015,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100024,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100053,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100093,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100133,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100153,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100163,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100222,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100242,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100263,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100264,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100283,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100303,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100333,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100341,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100372,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100382,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100393,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100394,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100402,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100472,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100482,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100493,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100503,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100552,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100572,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100574,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100593,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100603,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100631,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100641,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100692,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100701,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100712,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100721,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100731,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100741,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100753,,44,Gru,11,,,,,,,,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100771,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100863,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100883,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
100884,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101032,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101082,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101172,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101221,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101231,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101241,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101253,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101261,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101271,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101314,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101393,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101423,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101443,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101503,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101612,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101802,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101813,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101841,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101853,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101863,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101893,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101903,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101911,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101921,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101931,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101941,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101951,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101961,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101982,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
101991,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102073,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102233,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102302,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102303,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102381,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102391,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102401,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102431,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102441,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102593,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102612,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102683,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102723,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102822,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102843,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102873,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102891,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102923,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102924,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102963,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
102993,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103012,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103021,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103143,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103152,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103211,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103221,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103261,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103342,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103353,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103413,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103432,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103472,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103502,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103543,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103592,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103611,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103631,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103772,,53,Batman,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
103843,,13,Mario,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
104132,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
104171,,44,Gru,11,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
500001,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500002,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500003,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500004,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500011,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500012,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500013,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500014,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500015,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500021,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500022,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500023,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500024,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500031,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500033,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500041,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500044,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500051,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500052,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500053,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500061,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500062,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500071,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500072,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500081,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500082,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500091,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500092,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500093,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500101,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500102,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500111,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500112,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500113,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500121,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500122,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500123,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500131,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500132,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500133,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500151,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500152,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500153,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500161,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500162,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500163,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500171,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500172,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500173,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500191,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500192,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500221,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500222,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500231,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500232,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500241,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500242,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500261,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500262,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500263,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500264,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500271,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500272,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500273,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500281,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500282,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500283,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500301,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500302,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500303,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500331,,44,Gru,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500332,,53,Batman,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500333,,13,Mario,101,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
