VariableName,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_vn,weatherDesc_en,weatherDesc_th,weatherDesc_in,weatherDesc_ph,weatherDesc_ma,palce,palce_vn,palce_en,palce_th,palce_in,palce_ph,palce_ma,placeDesc,placeDesc_vn,placeDesc_en,placeDesc_th,placeDesc_in,placeDesc_ph,placeDesc_ma,specialEff,specialEffDesc,specialEffDesc_vn,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_th,specialEffDesc_in,specialEffDesc_ph,specialEffDesc_ma
80445,,,5,45,,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80446,,,5,45,,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80451,,TRUE,5,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80501,,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;5%>;<<16>;26;0;1000>>,,,,,,,,
80502,,,6,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14;16>;1;0;5%>;<<14;16>;26;0;1000>>,,,,,,,,
80503,,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16;14>;1;0;5%>;<<16;14>;17;0;500>>,,,,,,,,
80504,,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80505,,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80506,,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80511,,,6,52,1,,,,,,,,"【Day and Night Cycle】(One turn is daytime, two turns are nighttime) /n 【Daytime】(No special effects) /n 【Nighttime】(Pets not of the Ghost and Evil elements receive reduced damage, Ghost element pets are immune to #C0x3D8A99#magic damage#C0x5B545B#, Evil element pets have greatly increased resistance to critical damage)","【Thay Đổi Ngày Đêm】（Một lượt là ban ngày, hai lượt là ban đêm）/n【Ban Ngày】（Không có hiệu ứng đặc biệt）/n【Ban Đêm】（Linh thú không thuộc hệ Ma và hệ Ác bị giảm sát thương, linh thú hệ Ma miễn dịch #C0x3D8A99#sát thương phép#C0x5B545B#, linh thú hệ Ác có khả năng kháng sát thương chí mạng tăng mạnh）","【Day and Night Cycle】(One turn is daytime, two turns are nighttime) /n 【Daytime】(No special effects) /n 【Nighttime】(Pets not of the Ghost and Evil elements receive reduced damage, Ghost element pets are immune to #C0x3D8A99#magic damage#C0x5B545B#, Evil element pets have greatly increased resistance to critical damage)",【การเปลี่ยนแปลงกลางวันกลางคืน】(หนึ่งเทิร์นเป็นกลางวัน สองเทิร์นเป็นกลางคืน) /n 【กลางวัน】(ไม่มีผลพิเศษ) /n 【กลางคืน】(สัตว์เลี้ยงที่ไม่ใช่องค์ประกอบผีและชั่วร้ายจะได้รับความเสียหายน้อยลง สัตว์เลี้ยงธาตุผีได้รับภูมิคุ้มกัน #C0x3D8A99#ความเสียหายเวทมนตร์#C0x5B545B# สัตว์เลี้ยงธาตุชั่วร้ายมีความต้านทานความเสียหายคริติคอลเพิ่มขึ้นมาก),"【Siklus Siang dan Malam】(Satu giliran adalah siang hari, dua giliran adalah malam hari) /n 【Siang Hari】(Tidak ada efek khusus) /n 【Malam Hari】(Hewan peliharaan yang bukan elemen Hantu dan Jahat menerima pengurangan kerusakan, hewan peliharaan elemen Hantu kebal terhadap #C0x3D8A99#kerusakan sihir#C0x5B545B#, hewan peliharaan elemen Jahat memiliki peningkatan ketahanan terhadap kerusakan kritis yang besar)","【Pagbabago ng Araw at Gabi】(Isang turn ang araw, dalawang turn ang gabi) /n 【Araw】(Walang espesyal na epekto) /n 【Gabi】(Ang mga alagang hindi kabilang sa elementong Multo at Kasamaan ay nakakakuha ng bawas na pinsala, ang mga alagang elementong Multo ay immune sa #C0x3D8A99#magic damage#C0x5B545B#, ang mga alagang elementong Kasamaan ay may malaking pagtaas sa resistensya sa critical damage)","【Kitaran Siang dan Malam】(Satu pusingan adalah siang, dua pusingan adalah malam) /n 【Siang】(Tiada kesan khas) /n 【Malam】(Haiwan peliharaan yang bukan elemen Hantu dan Jahat menerima pengurangan kerosakan, haiwan peliharaan elemen Hantu kebal terhadap #C0x3D8A99#kerosakan magik#C0x5B545B#, haiwan peliharaan elemen Jahat mempunyai peningkatan ketahanan terhadap kerosakan kritikal yang tinggi)",,,,,,,,,,,,,,,<<<14;16>;1;0;6%>;<<14;16>;95;0;1000>>,,,,,,,,
80512,,,6,52,1,,,,,,,,"【Day and Night Cycle】(One turn is daytime, two turns are nighttime) /n 【Daytime】(No special effects) /n 【Nighttime】(Pets not of the Ghost and Evil elements receive reduced damage, Ghost element pets are immune to #C0x3D8A99#magic damage#C0x5B545B#, Evil element pets have greatly increased resistance to critical damage)","【Thay Đổi Ngày Đêm】（Một lượt là ban ngày, hai lượt là ban đêm）/n【Ban Ngày】（Không có hiệu ứng đặc biệt）/n【Ban Đêm】（Linh thú không thuộc hệ Ma và hệ Ác bị giảm sát thương, linh thú hệ Ma miễn dịch #C0x3D8A99#sát thương phép#C0x5B545B#, linh thú hệ Ác có khả năng kháng sát thương chí mạng tăng mạnh）","【Day and Night Cycle】(One turn is daytime, two turns are nighttime) /n 【Daytime】(No special effects) /n 【Nighttime】(Pets not of the Ghost and Evil elements receive reduced damage, Ghost element pets are immune to #C0x3D8A99#magic damage#C0x5B545B#, Evil element pets have greatly increased resistance to critical damage)",【การเปลี่ยนแปลงกลางวันกลางคืน】(หนึ่งเทิร์นเป็นกลางวัน สองเทิร์นเป็นกลางคืน) /n 【กลางวัน】(ไม่มีผลพิเศษ) /n 【กลางคืน】(สัตว์เลี้ยงที่ไม่ใช่องค์ประกอบผีและชั่วร้ายจะได้รับความเสียหายน้อยลง สัตว์เลี้ยงธาตุผีได้รับภูมิคุ้มกัน #C0x3D8A99#ความเสียหายเวทมนตร์#C0x5B545B# สัตว์เลี้ยงธาตุชั่วร้ายมีความต้านทานความเสียหายคริติคอลเพิ่มขึ้นมาก),"【Siklus Siang dan Malam】(Satu giliran adalah siang hari, dua giliran adalah malam hari) /n 【Siang Hari】(Tidak ada efek khusus) /n 【Malam Hari】(Hewan peliharaan yang bukan elemen Hantu dan Jahat menerima pengurangan kerusakan, hewan peliharaan elemen Hantu kebal terhadap #C0x3D8A99#kerusakan sihir#C0x5B545B#, hewan peliharaan elemen Jahat memiliki peningkatan ketahanan terhadap kerusakan kritis yang besar)","【Pagbabago ng Araw at Gabi】(Isang turn ang araw, dalawang turn ang gabi) /n 【Araw】(Walang espesyal na epekto) /n 【Gabi】(Ang mga alagang hindi kabilang sa elementong Multo at Kasamaan ay nakakakuha ng bawas na pinsala, ang mga alagang elementong Multo ay immune sa #C0x3D8A99#magic damage#C0x5B545B#, ang mga alagang elementong Kasamaan ay may malaking pagtaas sa resistensya sa critical damage)","【Kitaran Siang dan Malam】(Satu pusingan adalah siang, dua pusingan adalah malam) /n 【Siang】(Tiada kesan khas) /n 【Malam】(Haiwan peliharaan yang bukan elemen Hantu dan Jahat menerima pengurangan kerosakan, haiwan peliharaan elemen Hantu kebal terhadap #C0x3D8A99#kerosakan magik#C0x5B545B#, haiwan peliharaan elemen Jahat mempunyai peningkatan ketahanan terhadap kerosakan kritikal yang tinggi)",,,,,,,,,,,,,,,<<<14;16>;1;0;6%>;<<14;16>;95;0;1000>>,,,,,,,,
80513,,,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80514,,,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80515,,,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80516,,,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80521,,,6,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;7%>;<<16>;13;0;10%>>,,,,,,,,
80522,,,6,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;7%>;<<14>;13;0;10%>>,,,,,,,,
80523,,,6,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80524,,,6,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;7%>;<<16>;13;0;10%>>,The greatest enemy is yourself!,Địch nhân lớn nhất chính là mình!,,The greatest enemy is yourself!,ศัตรูที่ยิ่งใหญ่ที่สุดคือ ตัวเราเอง!,Musuh terbesar adalah dirimu sendiri!,Ang pinakamalaking kaaway ay ang sarili mo!,Musuh terbesar adalah diri sendiri!
80525,,,6,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80526,,,6,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80531,,,6,54,1,,,,,52,,,"【Day and Night Cycle】(One turn is daytime, two turns are nighttime) /n 【Daytime】(No special effects) /n 【Nighttime】(Pets not of the Ghost and Evil elements receive reduced damage, Ghost element pets are immune to magic damage, Evil element pets have greatly increased resistance to critical damage)","【Thay Đổi Ngày Đêm】（Một lượt là ban ngày, hai lượt là ban đêm）/n【Ban Ngày】（Không có hiệu ứng đặc biệt）/n【Ban Đêm】（Linh thú không thuộc hệ Ma và hệ Ác bị giảm sát thương, linh thú hệ Ma miễn dịch sát thương phép, linh thú hệ Ác có khả năng kháng sát thương chí mạng tăng mạnh）","【Day and Night Cycle】(One turn is daytime, two turns are nighttime) /n 【Daytime】(No special effects) /n 【Nighttime】(Pets not of the Ghost and Evil elements receive reduced damage, Ghost element pets are immune to magic damage, Evil element pets have greatly increased resistance to critical damage)",【การเปลี่ยนแปลงกลางวันกลางคืน】(หนึ่งเทิร์นเป็นกลางวัน สองเทิร์นเป็นกลางคืน) /n 【กลางวัน】(ไม่มีผลพิเศษ) /n 【กลางคืน】(สัตว์เลี้ยงที่ไม่ใช่องค์ประกอบผีและชั่วร้ายจะได้รับความเสียหายน้อยลง สัตว์เลี้ยงธาตุผีได้รับภูมิคุ้มกันความเสียหายเวทมนตร์ สัตว์เลี้ยงธาตุชั่วร้ายมีความต้านทานความเสียหายคริติคอลเพิ่มขึ้นมาก),"【Siklus Siang dan Malam】(Satu giliran adalah siang hari, dua giliran adalah malam hari) /n 【Siang Hari】(Tidak ada efek khusus) /n 【Malam Hari】(Hewan peliharaan yang bukan elemen Hantu dan Jahat menerima pengurangan kerusakan, hewan peliharaan elemen Hantu kebal terhadap kerusakan sihir, hewan peliharaan elemen Jahat memiliki peningkatan ketahanan terhadap kerusakan kritis yang besar)","【Pagbabago ng Araw at Gabi】(Isang turn ang araw, dalawang turn ang gabi) /n 【Araw】(Walang espesyal na epekto) /n 【Gabi】(Ang mga alagang hindi kabilang sa elementong Multo at Kasamaan ay nakakakuha ng bawas na pinsala, ang mga alagang elementong Multo ay immune sa magic damage, ang mga alagang elementong Kasamaan ay may malaking pagtaas sa resistensya sa critical damage)","【Kitaran Siang dan Malam】(Satu pusingan adalah siang, dua pusingan adalah malam) /n 【Siang】(Tiada kesan khas) /n 【Malam】(Haiwan peliharaan yang bukan elemen Hantu dan Jahat menerima pengurangan kerosakan, haiwan peliharaan elemen Hantu kebal terhadap kerosakan magik, haiwan peliharaan elemen Jahat mempunyai peningkatan ketahanan terhadap kerosakan kritikal yang tinggi)",,,,,,,,,,,,,,,<<<16>;1;0;8%>;<<16>;14;0;500>>,,,,,,,,
80532,,,6,54,1,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;8%>;<<14>;26;0;500>>,,,,,,,,
80533,,,6,54,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;8%>>,"/n The shape of the troops, avoid the solid and attack the void /n#C0xFFDEAD# Explanation: Fighting that one is different","/n Binh chi hình, tránh thực mà kích hư /n#C0xFFDEAD# Giải thích: Đánh con kia khác biệt",,"/n The shape of the troops, avoid the solid and attack the void /n#C0xFFDEAD# Explanation: Fighting that one is different",/n รูปร่างของกองทัพ หลีกเลี่ยงจุดที่มั่นคงและโจมตีจุดว่าง /n#C0xFFDEAD# คำอธิบาย: การต่อสู้กับตัวนั้นแตกต่างกัน,"/n Bentuk pasukan, hindari yang nyata dan serang yang kosong /n#C0xFFDEAD# Penjelasan: Melawan yang itu berbeda","/n Hugis ng hukbo, iwasan ang totoo at atakehin ang wala /n#C0xFFDEAD# Paliwanag: Iba ang laban sa iyon","/n Bentuk tentera, elakkan yang nyata dan serang yang kosong /n#C0xFFDEAD# Penjelasan: Berlawan dengan yang itu berbeza"
80534,,,6,54,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80535,,,6,54,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80536,,,6,54,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80541,,,6,55,,3,,4,3,53,52,,,,,,,,,Nightmare Field:,Ác mộng sân bãi:,Nightmare Field:,สนามฝันร้าย:,Lapangan Mimpi Buruk:,Larangan ng Bangungot:,Padang Mimpi Ngeri:,"Clay Y gains a wide-area boost to magic attack, dual defense, control rate, and control immunity rate /n Spirits in sleep or nightmare state attacked by Clay Y cannot be awakened.","Đạt Clay Y Pháp công, song phòng, khống chế suất, miễn khống suất tăng lên trên diện rộng /n Giấc ngủ hoặc ác mộng tinh linh nhận lúc công kích không cách nào bị thức tỉnh","Clay Y gains a wide-area boost to magic attack, dual defense, control rate, and control immunity rate /n Spirits in sleep or nightmare state attacked by Clay Y cannot be awakened.",Clay Y ได้รับบัฟกว้างในการโจมตีเวท การป้องกันคู่ อัตราควบคุม และอัตราต้านควบคุม /n วิญญาณที่อยู่ในสภาวะหลับหรือฝันร้ายเมื่อถูกโจมตีจะไม่สามารถตื่นขึ้นได้,"Clay Y mendapatkan peningkatan luas untuk serangan sihir, pertahanan ganda, tingkat kontrol, dan tingkat kebal kontrol /n Roh dalam keadaan tidur atau mimpi buruk tidak dapat dibangunkan saat diserang.","Nakakakuha si Clay Y ng malawak na pagtaas sa magic attack, double defense, control rate, at control immunity rate /n Ang mga espiritung natutulog o nasa bangungot ay hindi maaaring magising kapag inatake.","Clay Y menerima peningkatan luas untuk serangan sihir, pertahanan berganda, kadar kawalan, dan kadar kebal kawalan /n Roh dalam keadaan tidur atau mimpi ngeri tidak boleh dikejutkan apabila diserang.",,"True · Nightmare Dungeon /n Our side has a limited team of 4 Spirit Elites on the field /n Each attack by Clay Y will deduct up to 9.99% of its own maximum health Maximum health limit, Clay Y's maximum health can be reduced to as low as 1","Thật · Ác mộng phó bản /n Bên ta một đội hạn chế ra trận 4 Chỉ tinh linh /n Đạt Clay y mỗi lần công kích đều sẽ khấu trừ tự thân sinh mệnh hạn mức cao nhất 9.99% Sinh mệnh hạn mức cao nhất, đạt Clay y sinh mệnh hạn mức cao nhất thấp nhất giảm xuống đến 1",,"True · Nightmare Dungeon /n Our side has a limited team of 4 Spirit Elites on the field /n Each attack by Clay Y will deduct up to 9.99% of its own maximum health Maximum health limit, Clay Y's maximum health can be reduced to as low as 1",จริง · ดันเจี้ยนฝันร้าย /n ฝ่ายเรามีทีมจำกัด 4 วิญญาณเอลีทในสนาม /n ทุกการโจมตีของ Clay Y จะหักเลือดสูงสุด 9.99% ของเลือดสูงสุดตัวเอง เลือดสูงสุดของ Clay Y สามารถลดลงได้ต่ำสุดถึง 1,"Nyata · Dungeon Mimpi Buruk /n Pihak kami memiliki tim terbatas 4 Elite Roh di medan tempur /n Setiap serangan Clay Y akan mengurangi hingga 9,99% dari kesehatan maksimalnya Kesehatan maksimal Clay Y dapat berkurang hingga serendah 1",Totoo · Nightmare Dungeon /n Mayroon kaming limitadong koponan ng 4 Elite Spirits sa labanan /n Bawat atake ni Clay Y ay magbabawas ng hanggang 9.99% ng kanyang maximum na buhay Maximum na buhay ni Clay Y ay maaaring bumaba hanggang 1,Sebenar · Penjara Mimpi /n Pasukan kami terhad kepada 4 Elite Roh di medan perang /n Setiap serangan Clay Y akan mengurangkan sehingga 9.99% daripada kesihatan maksimum dirinya Kesihatan maksimum Clay Y boleh dikurangkan sehingga serendah 1
80542,,,6,55,1,3,,,3,53,52,,,,,,,,,,,,,,,,,,,,,,,,True · Purgatory Dungeon /n Our side can deploy three teams,Thật · Luyện Ngục phó bản /n Bên ta có thể lên trận ba cái đội ngũ,,True · Purgatory Dungeon /n Our side can deploy three teams,จริง · ดันเจี้ยนขุมนรก /n ฝ่ายเราสามารถส่งทีมได้สามทีม,Nyata · Dungeon Penyucian /n Pihak kami dapat menurunkan tiga tim,Totoo · Purgatory Dungeon /n Maaari kaming mag-deploy ng tatlong koponan,Sebenar · Penjara Penyucian /n Pasukan kami boleh menurunkan tiga pasukan
80543,,,6,55,,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80544,,,6,55,,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80545,,,6,55,,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80546,,,6,55,,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80551,,TRUE,6,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80601,,,7,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;5%>;<<17>;25;0;500>>,,,,,,,,
80602,,,7,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<12>;1;0;10%>>,"/n Six scales close the creature in the pond, upon meeting wind and cloud it transforms into a dragon","/n Lục vảy há lại vật trong ao, vừa gặp phong vân liền hóa rồng",,"/n Six scales close the creature in the pond, upon meeting wind and cloud it transforms into a dragon",/n เกล็ดหกชั้นปิดสิ่งมีชีวิตในบ่อ เมื่อเจอลมเมฆก็กลายเป็นมังกร,"/n Enam sisik menutup makhluk di kolam, saat bertemu angin dan awan berubah menjadi naga","/n Anim na kaliskis ang bumabalot sa nilalang sa lawa, kapag nakatagpo ng hangin at ulap ay nagiging dragon","/n Enam sisik menutup makhluk di kolam, apabila bertemu angin dan awan berubah menjadi naga"
80603,,,7,61,1,,,,,,,,,,,,,,,Poisonous Cold Field:,Độc lăng sân bãi:,Poisonous Cold Field:,สนามเย็นพิษ:,Lapangan Dingin Beracun:,Labanan ng Malamig na Nakalalason:,Padang Sejuk Beracun:,Non-poison elemental spirits lose a certain amount of HP with each continued fusion.,Không phải độc hệ tinh linh mỗi lần hợp tiếp tục tổn thất nhất định HP,Non-poison elemental spirits lose a certain amount of HP with each continued fusion.,วิญญาณธาตุที่ไม่ใช่พิษจะสูญเสีย HP ในปริมาณหนึ่งทุกครั้งที่รวมร่างต่อเนื่อง,Roh elemen yang bukan racun kehilangan sejumlah HP setiap kali fusi berlanjut.,Ang mga espiritu ng elementong hindi lason ay nawawala ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib.,Roh elemen bukan racun akan kehilangan sejumlah HP setiap kali gabungan diteruskan.,<<<8>;1;0;5%>;<<8>;10;0;5%>>,,,,,,,,
80604,,,7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80605,,,7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80606,,,7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80611,,,7,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;6%>>,/n Evolution の Meaning of Clothes,/n Tiến hóa の Áo nghĩa,,/n Evolution の Meaning of Clothes,/n วิวัฒนาการ の ความหมายของเสื้อผ้า,/n Evolusi の Makna Pakaian,/n Ebolusyon の Kahulugan ng Damit,/n Evolusi の Makna Pakaian
80612,,,7,62,1,,,,,,,,,,,,,,,Toxic Chill Field:,Độc lăng sân bãi:,Toxic Chill Field:,สนามเย็นพิษ:,Lapangan Dingin Beracun:,Labanan ng Lamig na Nakalalason:,Padang Sejuk Beracun:,Non-poison elemental spirits lose a certain amount of HP with each continued fusion.,Không phải độc hệ tinh linh mỗi lần hợp tiếp tục tổn thất nhất định HP,Non-poison elemental spirits lose a certain amount of HP with each continued fusion.,วิญญาณธาตุที่ไม่ใช่พิษจะสูญเสีย HP ในปริมาณหนึ่งทุกครั้งที่รวมต่อเนื่อง,Roh elemen yang bukan racun kehilangan sejumlah HP setiap kali fusi dilanjutkan.,Ang mga espiritu ng elementong hindi lason ay nawawala ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib.,Roh elemen bukan racun akan kehilangan sejumlah HP setiap kali gabungan diteruskan.,<<<8>;1;0;6%>;<<8>;9;0;5%>;<<8>;10;0;5%>>,,,,,,,,
80613,,,7,62,,,,,,,,,,,,,,,,Toxic Chill Field:,Độc lăng sân bãi:,Toxic Chill Field:,สนามเย็นพิษ:,Lapangan Dingin Beracun:,Labanan ng Lamig na Nakalalason:,Padang Sejuk Beracun:,Non-poison elemental spirits lose a certain amount of HP with each continued fusion.,Không phải độc hệ tinh linh mỗi lần hợp tiếp tục tổn thất nhất định HP,Non-poison elemental spirits lose a certain amount of HP with each continued fusion.,วิญญาณธาตุที่ไม่ใช่พิษจะสูญเสีย HP ในปริมาณหนึ่งทุกครั้งที่รวมต่อเนื่อง,Roh elemen yang bukan racun kehilangan sejumlah HP setiap kali fusi dilanjutkan.,Ang mga espiritu ng elementong hindi lason ay nawawala ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib.,Roh elemen bukan racun akan kehilangan sejumlah HP setiap kali gabungan diteruskan.,<<<8>;1;0;6%>;<<8>;9;0;5%>;<<8>;10;0;5%>>,,,,,,,,
80614,,,7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80615,,,7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80616,,,7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80621,,,7,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17;12>;1;0;7%>;<<17;12>;15;0;500>>,,,,,,,,
80622,,,7,63,1,,,,,,,,,,,,,,,Poison Chill Field:,Độc lăng sân bãi:,Poison Chill Field:,สนามเย็นพิษ:,Lapangan Dingin Beracun:,Labanan ng Lamig na Nakalalason:,Padang Sejuk Beracun:,Non-poison elemental spirits lose a certain amount of HP with each continued fusion,Không phải độc hệ tinh linh mỗi lần hợp tiếp tục tổn thất nhất định HP,Non-poison elemental spirits lose a certain amount of HP with each continued fusion,วิญญาณธาตุที่ไม่ใช่พิษจะสูญเสีย HP ในปริมาณหนึ่งทุกครั้งที่รวมต่อเนื่อง,Roh elemen yang bukan racun kehilangan sejumlah HP setiap kali fusi dilanjutkan,Ang mga espiritu ng elementong hindi lason ay nawawala ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib,Roh elemen bukan racun akan kehilangan sejumlah HP setiap kali gabungan diteruskan,<<<8>;1;0;7%>;<<8>;7;0;10%>>,,,,,,,,
80623,,,7,63,,,,,,,,,,,,,,,,Poison Chill Field:,Độc lăng sân bãi:,Poison Chill Field:,สนามเย็นพิษ:,Lapangan Dingin Beracun:,Labanan ng Lamig na Nakalalason:,Padang Sejuk Beracun:,Non-poison elemental spirits lose a certain amount of HP with each continued fusion,Không phải độc hệ tinh linh mỗi lần hợp tiếp tục tổn thất nhất định HP,Non-poison elemental spirits lose a certain amount of HP with each continued fusion,วิญญาณธาตุที่ไม่ใช่พิษจะสูญเสีย HP ในปริมาณหนึ่งทุกครั้งที่รวมต่อเนื่อง,Roh elemen yang bukan racun kehilangan sejumlah HP setiap kali fusi dilanjutkan,Ang mga espiritu ng elementong hindi lason ay nawawala ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib,Roh elemen bukan racun akan kehilangan sejumlah HP setiap kali gabungan diteruskan,,,,,,,,,
80624,,,7,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80625,,,7,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80626,,,7,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80631,,,7,64,1,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,<<<12;17>;1;0;8%>;<<12;17>;22;0;500>;<<12;17>;23;0;500>>,,,,,,,,
80632,,,7,64,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,<<<12>;1;0;8%>;<<12>;26;0;500>>,/n The great army of the insect clan multiplies endlessly /n Each fusion of Fire Spirit swan summons an offspring inheriting 60% of the Fire Spirit swan’s attributes,/n Trùng tộc đại quân sinh sôi không ngừng /n Hỏa Thần nga mỗi lần hợp sẽ triệu hồi ra một con kế thừa từ thân 60% Thuộc tính Hỏa Thần nga,,/n The great army of the insect clan multiplies endlessly /n Each fusion of Fire Spirit swan summons an offspring inheriting 60% of the Fire Spirit swan’s attributes,/n กองทัพแมลงพันธุ์ใหญ่ขยายพันธุ์ไม่หยุดหย่อน /n ทุกครั้งที่รวมตัวของหงส์เทพไฟ จะเรียกบุตรที่สืบทอดคุณสมบัติของหงส์เทพไฟ 60%,/n Pasukan besar suku serangga berkembang biak tanpa henti /n Setiap penggabungan Angsa Roh Api akan memanggil keturunan yang mewarisi 60% atribut Angsa Roh Api,/n Ang malaking hukbo ng lahi ng insekto ay patuloy na dumami /n Bawat pagsasanib ng Fire Spirit swan ay naglalabas ng isang supling na nagmana ng 60% ng mga katangian ng Fire Spirit swan,/n Tentera besar puak serangga berkembang tanpa henti /n Setiap gabungan Angsa Roh Api akan memanggil keturunan yang mewarisi 60% atribut Angsa Roh Api
80633,,,7,64,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;8%>;<<17>;23;0;500>>,,,,,,,,
80634,,,7,64,1,,,,,62,,,,,,,,,,Poison Chill Field:,Độc lăng sân bãi:,Poison Chill Field:,สนามเย็นพิษ:,Lapangan Dingin Beracun:,Labanan ng Lamig na Nakalalason:,Padang Sejuk Beracun:,Non-poison elemental spirits lose a certain amount of HP with each continued fusion,Không phải độc hệ tinh linh mỗi lần hợp tiếp tục tổn thất nhất định HP,Non-poison elemental spirits lose a certain amount of HP with each continued fusion,วิญญาณธาตุที่ไม่ใช่พิษจะสูญเสีย HP ในปริมาณหนึ่งทุกครั้งที่รวมต่อเนื่อง,Roh elemen yang bukan racun kehilangan sejumlah HP setiap kali fusi dilanjutkan,Ang mga espiritu ng elementong hindi lason ay nawawala ng tiyak na HP sa bawat tuloy-tuloy na pagsasanib,Roh elemen bukan racun akan kehilangan sejumlah HP setiap kali gabungan diteruskan,<<<8>;1;0;8%>;<<8>;17;0;500>>,,,,,,,,
80635,,,7,64,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80636,,,7,64,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80641,,,7,65,1,,,,,63,62,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;10%>;<<17>;25;0;1000>;<<17>;24;0;1000>>,,,,,,,,
