VariableName,huodongID,_beizhu,name_cn,name,name_en,name_vn,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,group,costMap,unlock
120004,510046,,,Material Pack「3」,Material Pack「3」,Gói Nguyên Liệu「3」,Material Pack「3」,1,,{521=30;rmb=10000;gold=3000000;529=10000;531=60;994=1},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
120005,510046,,,Material Pack「4」,Material Pack「4」,Gói Nguyên Liệu「4」,Material Pack「4」,2,,{521=50;rmb=15000;gold=5000000;537=100;121=100;7325=2},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
120006,510046,,,Material Pack「5」,Material Pack「5」,Gói Nguyên Liệu「5」,Material Pack「5」,2,,{521=50;rmb=15000;gold=5000000;529=20000;531=100;994=2},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
120007,510046,,,Material Pack「5」,Material Pack「5」,Gói Nguyên Liệu「6」,Material Pack「5」,3,,{521=80;rmb=20000;gold=10000000;121=150;7325=3;6059=5},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
120008,510046,,,Material Pack「4」,Material Pack「4」,Gói Nguyên Liệu「7」,Material Pack「4」,3,,{521=80;rmb=20000;gold=10000000;529=30000;994=3;6059=5},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
120009,510046,,,Material Pack「5」,Material Pack「5」,Gói Nguyên Liệu「8」,Material Pack「5」,4,,{521=160;rmb=40000;gold=20000000;121=300;7325=6;6059=10},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
120010,510046,,,Material Pack「5」,Material Pack「5」,Gói Nguyên Liệu「9」,Material Pack「5」,4,,{521=160;rmb=40000;gold=20000000;529=60000;994=6;6059=10},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
121001,510047,sea,,Free Package,Free Package,Free Package,Free Package,1,,{rmb=100;gold=100000;stamina=100},,0,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121002,510047,sea,,Daily Pack 0.99$,Daily Pack 0.99$,Daily Pack 0.99$,Daily Pack 30฿,2,,{rmb=999;stamina=100;902=10;501=10;19=10},102,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121003,510047,sea,,Daily Pack 1.99$,Daily Pack 1.99$,Daily Pack 1.99$,Daily Pack 60฿,2,,{rmb=1999;stamina=100;2103=20;902=20;451=200;452=100},103,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121004,510047,sea,,Daily Pack 2.99$,Daily Pack 2.99$,Daily Pack 2.99$,Daily Pack 90฿,3,,{rmb=3999;stamina=100;2103=20;902=20;850=200;851=100},104,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121005,510047,sea,,Daily Pack 3.99$,Daily Pack 3.99$,Daily Pack 3.99$,Daily Pack 120฿,3,,{rmb=5999;stamina=200;604=30;2103=20;151=200;152=200},105,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121006,510047,sea,,Daily Pack 4.99$,Daily Pack 4.99$,Daily Pack 4.99$,Daily Pack 150฿,3,,{rmb=6999;stamina=200;604=50;2103=30;501=30;19=30},106,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121007,510047,sea,,Daily Pack 8.99$,Daily Pack 8.99$,Daily Pack 8.99$,Daily Pack 300฿,3,,{rmb=8999;stamina=300;611=50;2103=50;124=30;6059=2},107,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
121008,510047,sea,,Daily Pack 19.99$,Daily Pack 19.99$,Daily Pack 19.99$,Daily Pack 600฿,4,,{rmb=12999;stamina=500;605=50;2103=100;124=50;6059=3},109,,,TRUE,,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
122001,510048,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;gold=100000;stamina=100},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
122002,510048,sea,,Manga Sale Pack 2.99$,Manga Sale Pack 2.99$,Manga Sale Pack 2.99$,CrossAnime Sale Pack 90฿,1,,{card={id=9003};521=80;3031=80;501=50;gold=10000000},104,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
122003,510048,sea,,Manga Sale Pack 4.99$,Manga Sale Pack 4.99$,Manga Sale Pack 4.99$,CrossAnime Sale Pack 150฿,2,,{521=120;3031=120;501=100;gold=20000000;card={id=9003}},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
122004,510048,sea,,Manga Sale Pack 14.99$,Manga Sale Pack 14.99$,Manga Sale Pack 14.99$,CrossAnime Sale Pack 450฿,2,,{521=240;3031=240;501=200;gold=50000000;card={id=9003}},108,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
123001,510049,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;502=3;stamina=100},,0,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
123002,510049,sea,,Rune Sale 0.99$,Rune Sale 0.99$,Rune Sale 0.99$,Rune Sale 30฿,1,,{gold=10000000;rmb=1888;531=50;993=2;994=1;529=5000},102,,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
123003,510049,sea,,Rune Sale 1.99$,Rune Sale 1.99$,Rune Sale 1.99$,Rune Sale 60฿,1,,{gold=20000000;rmb=3888;531=100;993=4;994=2;529=10000},103,,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
123004,510049,sea,,Rune Sale 2.99$,Rune Sale 2.99$,Rune Sale 2.99$,Rune Sale 90฿,1,,{gold=30000000;rmb=5888;531=150;993=8;994=4;529=15000},104,,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
123005,510049,sea,,Rune Sale 3.99$,Rune Sale 3.99$,Rune Sale 3.99$,Rune Sale 120฿,2,,{gold=40000000;rmb=8888;531=200;993=10;994=6;529=20000},105,,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
123006,510049,sea,,Rune Sale 4.99$,Rune Sale 4.99$,Rune Sale 4.99$,Rune Sale 150฿,2,,{gold=50000000;rmb=12888;531=250;984=8;994=8;529=25000},106,,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
123007,510049,sea,,Rune Sale 14.99$,Rune Sale 14.99$,Rune Sale 14.99$,Rune Sale 450฿,2,,{gold=100000000;rmb=18888;531=600;984=10;994=10;529=50000},108,,,,1,activity/direct_gift/icon_icon_znq3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
124001,510050,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;502=3;519=10},,0,,,1,activity/direct_gift/icon_znq2.png,,,,,,
124002,510050,sea,,Chip Sale 0.99$,Chip Sale 0.99$,Chip Sale 0.99$,Chip Sale 30฿,1,,{gold=10000000;rmb=1888;537=50;124=50;7304=3;7305=3},102,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
124003,510050,sea,,Chip Sale 1.99$,Chip Sale 1.99$,Chip Sale 1.99$,Chip Sale 60฿,1,,{gold=20000000;rmb=3888;537=100;124=100;7304=6;7305=6},103,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
124004,510050,sea,,Chip Sale 2.99$,Chip Sale 2.99$,Chip Sale 2.99$,Chip Sale 90฿,1,,{gold=30000000;rmb=5888;537=150;124=150;7304=9;7305=9},104,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
124005,510050,sea,,Chip Sale 3.99$,Chip Sale 3.99$,Chip Sale 3.99$,Chip Sale 120฿,2,,{gold=40000000;rmb=8888;537=200;124=200;7324=3;7325=3},105,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
124006,510050,sea,,Chip Sale 4.99$,Chip Sale 4.99$,Chip Sale 4.99$,Chip Sale 150฿,2,,{gold=50000000;rmb=12888;537=250;124=250;7324=3;7325=6},106,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
124007,510050,sea,,Chip Sale 14.99$,Chip Sale 14.99$,Chip Sale 14.99$,Chip Sale 450฿,2,,{gold=100000000;rmb=18888;537=600;124=600;7324=10;7325=10},108,,,,1,activity/direct_gift/icon_znq2.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
125001,510051,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{973=1;529=500;902=10;850=100},,0,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125002,510051,sea,,Boost Pack 0.99$,Boost Pack 0.99$,Boost Pack 0.99$,Boost Pack 30฿,1,,{973=1;529=1000;902=20;850=200;851=200},102,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125003,510051,sea,,Boost Pack 1.99$,Boost Pack 1.99$,Boost Pack 1.99$,Boost Pack 60฿,1,,{gold=1000000;973=2;529=2000;902=30;850=200;851=200},103,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125004,510051,sea,,Boost Pack 2.99$,Boost Pack 2.99$,Boost Pack 2.99$,Boost Pack 90฿,1,,{gold=2000000;973=2;529=3000;902=40;850=400;851=400},104,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125005,510051,sea,,Boost Pack 3.99$,Boost Pack 3.99$,Boost Pack 3.99$,Boost Pack 120฿,1,,{gold=5000000;974=1;529=4000;902=50;850=500;851=500},105,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125006,510051,sea,,Boost Pack 4.99$,Boost Pack 4.99$,Boost Pack 4.99$,Boost Pack 150฿,1,,{973=1;974=1;529=8000;902=80;850=800;851=800},106,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125007,510051,sea,,Boost Pack 8.99$,Boost Pack 8.99$,Boost Pack 8.99$,Boost Pack 300฿,1,,{973=2;974=1;529=10000;902=100;850=1000;851=1000},107,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125008,510051,sea,,Boost Pack 14.99$,Boost Pack 14.99$,Boost Pack 14.99$,Boost Pack 450฿,1,,{973=2;974=2;529=12000;902=120;850=1500;851=1500},108,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125009,510051,sea,,Boost Pack 19.99$,Boost Pack 19.99$,Boost Pack 19.99$,Boost Pack 600฿,1,,{973=3;974=2;529=15000;902=150;850=3000;851=3000},109,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125010,510051,sea,,Boost Pack 25.99$,Boost Pack 25.99$,Boost Pack 25.99$,Boost Pack 750฿,1,,{973=3;974=3;529=20000;902=150;6105=1;521=120},110,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125011,510051,sea,,Boost Pack 29.99$,Boost Pack 29.99$,Boost Pack 29.99$,Boost Pack 900฿,1,,{973=4;974=4;529=40000;902=300;6105=1;521=180},111,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
125012,510051,sea,,Boost Pack 49.99$,Boost Pack 49.99$,Boost Pack 49.99$,Boost Pack 1500฿,1,,{973=5;974=5;529=60000;902=500;6105=1;521=240},112,,,,1,activity/direct_gift/icon_znq1.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
126001,510052,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_year3.png,,,,,,
126002,510052,sea,,Energy Pack 0.99$,Energy Pack 0.99$,Energy Pack 0.99$,Energy Pack 30฿,1,,{500=2;rmb=6888;gold=20000000},102,,,,1,activity/direct_gift/icon_year3.png,,,,,,
126003,510052,sea,,Energy Pack 1.99$,Energy Pack 1.99$,Energy Pack 1.99$,Energy Pack 60฿,1,,{500=4;rmb=12888;gold=40000000},103,,,,1,activity/direct_gift/icon_year3.png,,,,,,
126004,510052,sea,,Energy Pack 2.99$,Energy Pack 2.99$,Energy Pack 2.99$,Energy Pack 90฿,2,,{500=6;rmb=18888;gold=60000000},104,,,,1,activity/direct_gift/icon_year3.png,,,,,,
126005,510052,sea,,Energy Pack 4.99$,Energy Pack 4.99$,Energy Pack 4.99$,Energy Pack 150฿,2,,{500=10;rmb=22888;gold=100000000},106,,,,1,activity/direct_gift/icon_year3.png,,,,,,
126006,510052,sea,,Energy Pack 8.99$,Energy Pack 8.99$,Energy Pack 8.99$,Energy Pack 300฿,2,,{500=20;rmb=48888;gold=200000000},107,,,,1,activity/direct_gift/icon_year3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
127001,510053,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_year2.png,,,,,,
127002,510053,sea,,Dusk Mask 2.99$,Dusk Mask 2.99$,Dusk Mask 2.99$,Dusk Mask 90฿,1,,{rmb=3888;30418=1;902=20},104,,,,1,activity/direct_gift/icon_year2.png,,,,,,
127003,510053,sea,,Dusk Mask 4.99$,Dusk Mask 4.99$,Dusk Mask 4.99$,Dusk Mask 150฿,1,,{rmb=5888;30418=1;902=60},106,,,,1,activity/direct_gift/icon_year2.png,,,,,,
127004,510053,sea,,Dusk Mask 8.99$,Dusk Mask 8.99$,Dusk Mask 8.99$,Dusk Mask 300฿,2,,{rmb=8888;30418=1;902=120},107,,,,1,activity/direct_gift/icon_year2.png,,,,,,
127005,510053,sea,,Dusk Mask 14.99$,Dusk Mask 14.99$,Dusk Mask 14.99$,Dusk Mask 450฿,2,,{rmb=12888;30418=2;902=240},108,,,,1,activity/direct_gift/icon_year2.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
128001,510054,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_year1.png,,,,,,
128002,510054,sea,,Proken Rage Fang 0.99$,Proken Rage Fang 0.99$,Proken Rage Fang 0.99$,Proken Rage Fang 30฿,1,,{rmb=3888;30414=1;902=20},102,,,,1,activity/direct_gift/icon_year1.png,,,,,,
128003,510054,sea,,Proken Rage Fang 1.99$,Proken Rage Fang 1.99$,Proken Rage Fang 1.99$,Proken Rage Fang 60฿,1,,{rmb=5888;30414=1;902=60},103,,,,1,activity/direct_gift/icon_year1.png,,,,,,
128004,510054,sea,,Proken Rage Fang 4.99$,Proken Rage Fang 4.99$,Proken Rage Fang 4.99$,Proken Rage Fang 150฿,2,,{rmb=8888;30414=1;902=120},106,,,,1,activity/direct_gift/icon_year1.png,,,,,,
128005,510054,sea,,Proken Rage Fang 14.99$,Proken Rage Fang 14.99$,Proken Rage Fang 14.99$,Proken Rage Fang 450฿,2,,{rmb=12888;30414=2;902=240},108,,,,1,activity/direct_gift/icon_year1.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
129001,510055,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
129002,510055,sea,,Best Value Pack 0.99$,Best Value Pack 0.99$,Best Value Pack 0.99$,Best Value Pack 30฿,1,,{card={id=9003};gold=10000000;rmb=5888;121=50;605=50;529=5000},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
129003,510055,sea,,Best Value Pack 1.99$,Best Value Pack 1.99$,Best Value Pack 1.99$,Best Value Pack 60฿,1,,{card={id=9003};gold=30000000;rmb=8888;121=80;605=80;529=10000},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
129004,510055,sea,,Best Value Packg 4.99$,Best Value Packg 4.99$,Best Value Packg 4.99$,Best Value Packg 150฿,2,,{card={id=9003};gold=50000000;rmb=18888;121=100;605=100;529=15000},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
129005,510055,sea,,Best Value Pack 14.99$,Best Value Pack 14.99$,Best Value Pack 14.99$,Best Value Pack 450฿,2,,{card={id=9003};gold=100000000;rmb=38888;121=200;605=200;529=30000},108,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
130001,510056,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{519=10;rmb=500;gold=200000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130002,510056,sea,,Power Boost Pack 0.99$,Power Boost Pack 0.99$,Power Boost Pack 0.99$,Power Boost Pack 30฿,1,,{19=20;rmb=1000;gold=10000000;stamina=100;902=10;15=30},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130003,510056,sea,,Power Boost Pack 1.99$,Power Boost Pack 1.99$,Power Boost Pack 1.99$,Power Boost Pack 60฿,1,,{rmb=3500;gold=20000000;stamina=200;451=200;452=200;942=1},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130004,510056,sea,,Power Boost Pack 2.99$,Power Boost Pack 2.99$,Power Boost Pack 2.99$,Power Boost Pack 90฿,1,,{gold=30000000;rmb=10000;stamina=300;850=200;851=200;945=1},104,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130005,510056,sea,,Power Boost Pack 4.99$,Power Boost Pack 4.99$,Power Boost Pack 4.99$,Power Boost Pack 150฿,2,,{gold=50000000;rmb=10000;stamina=200;850=500;851=500;452=500;451=500},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130006,510056,sea,,Power Boost Pack 8.99$,Power Boost Pack 8.99$,Power Boost Pack 8.99$,Power Boost Pack 300฿,2,,{gold=80000000;rmb=15000;stamina=300;850=800;851=800;452=800;451=800},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130007,510056,sea,,Power Boost Pack 14.99$,Power Boost Pack 14.99$,Power Boost Pack 14.99$,Power Boost Pack 450฿,2,,{gold=100000000;rmb=20000;850=1200;851=1200;452=1200;451=1200;card={id=9003}},108,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
130008,510056,sea,,Power Boost Pack 14.99$,Power Boost Pack 14.99$,Power Boost Pack 14.99$,Power Boost Pack 450฿,2,,{gold=100000000;rmb=20000;850=1200;851=1200;452=1200;451=1200;card={id=9003}},108,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
131001,510057,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{519=10;rmb=500;gold=200000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
131002,510057,sea,,Spirit Beast Sale 1.99$,Spirit Beast Sale 1.99$,Spirit Beast Sale 1.99$,Spirit Beast Sale 60฿,1,,{gold=30000000;4000=500;966=10;967=10},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
131003,510057,sea,,Spirit Beast Sale 2.99$,Spirit Beast Sale 2.99$,Spirit Beast Sale 2.99$,Spirit Beast Sale 90฿,1,,{gold=50000000;4000=1000;966=20;967=20},104,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
131004,510057,sea,,Spirit Beast Sale 3.99$,Spirit Beast Sale 3.99$,Spirit Beast Sale 3.99$,Spirit Beast Sale 120฿,1,,{gold=10000000;4000=1500;966=30;967=30},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
131005,510057,sea,,Spirit Beast Sale 4.99$,Spirit Beast Sale 4.99$,Spirit Beast Sale 4.99$,Spirit Beast Sale 150฿,2,,{gold=150000000;4000=2000;966=40;967=40},108,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
132001,510058,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{stamina=100;rmb=100;gold=100000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
132002,510058,sea,,Hot Deal Pack 2.99$,Hot Deal Pack 2.99$,Hot Deal Pack 2.99$,Hot Deal Pack 90฿,1,,{card={id=9003};gold=20000000;rmb=8888;2152=1;945=1},104,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
132003,510058,sea,,Hot Deal Pack 4.99$,Hot Deal Pack 4.99$,Hot Deal Pack 4.99$,Hot Deal Pack 150฿,1,,{8888=1;gold=50000000;rmb=12888;2153=1;7305=1;974=1},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
132004,510058,sea,,Hot Deal Pack 8.99$,Hot Deal Pack 8.99$,Hot Deal Pack 8.99$,Hot Deal Pack 300฿,1,,{8888=1;gold=80000000;rmb=18888;8804=1;7305=2;974=2},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
132005,510058,sea,,Hot Deal Pack 19.99$,Hot Deal Pack 19.99$,Hot Deal Pack 19.99$,Hot Deal Pack 600฿,2,,{9053=1;gold=120000000;rmb=38888;6105=1;7305=3;974=3},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
132006,510058,sea,,Hot Deal Pack 19.99$,Hot Deal Pack 19.99$,Hot Deal Pack 19.99$,Hot Deal Pack 600฿,2,,{9054=1;gold=120000000;rmb=38888;6105=1;7305=3;974=3},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
133001,510059,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{503=5;rmb=500;gold=200000;902=10;502=5},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
133002,510059,sea,,Legendary Hero Pack I 4.99$,Legendary Hero Pack I 4.99$,Legendary Hero Pack I 4.99$,Legendary Hero Pack I 150฿,1,,{501=30;2103=30;stamina=200;9053=1},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
133003,510059,sea,,Legendary Hero Pack I 8.99$,Legendary Hero Pack I 8.99$,Legendary Hero Pack I 8.99$,Legendary Hero Pack I 300฿,1,,{501=50;2103=50;452=500;851=500;9053=1},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
133004,510059,sea,,Legendary Hero Pack I 19.99$,Legendary Hero Pack I 19.99$,Legendary Hero Pack I 19.99$,Legendary Hero Pack I 600฿,1,,{6105=1;19=50;994=6;7325=6;9053=2;2153=1},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
133005,510059,sea,,Legendary Hero Pack I 49.99$,Legendary Hero Pack I 49.99$,Legendary Hero Pack I 49.99$,Legendary Hero Pack I 1500฿,1,,{6105=1;19=100;994=10;7325=10;2153=3;9053=3},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
134001,510060,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{503=10;rmb=500;gold=200000;902=10;2103=10},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
134002,510060,sea,,VIP Gear Pack 0.99$,VIP Gear Pack 0.99$,VIP Gear Pack 0.99$,VIP Gear Pack 30฿,1,,{521=30;501=20;19=30;100=30;2103=30},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
134003,510060,sea,,VIP Gear Pack 4.99$,VIP Gear Pack 4.99$,VIP Gear Pack 4.99$,VIP Gear Pack 150฿,1,,{521=50;502=100;19=50;100=50;2103=50},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
134004,510060,sea,,VIP Gear Pack 8.99$,VIP Gear Pack 8.99$,VIP Gear Pack 8.99$,VIP Gear Pack 300฿,1,,{gold=50000000;6105=2;2153=3;2103=200;902=200},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
134005,510060,sea,,VIP Gear Pack 19.99$,VIP Gear Pack 19.99$,VIP Gear Pack 19.99$,VIP Gear Pack 600฿,2,,{gold=80000000;6105=3;2153=6;2103=300;902=300},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
134006,510060,sea,,VIP Gear Pack 44.99$,VIP Gear Pack 44.99$,VIP Gear Pack 44.99$,VIP Gear Pack 4150฿,2,,{gold=100000000;6105=5;2153=10;2103=500;902=500},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
135001,510061,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;gold=100000;stamina=100},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135002,510061,sea,,Build Pack 0.99$,Build Pack 0.99$,Build Pack 0.99$,Build Pack 30฿,1,,{rmb=5000;gold=10000000;121=30;537=30;531=30},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135003,510061,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{521=30;rmb=10000;gold=30000000;537=60;121=60;7325=1},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135004,510061,sea,,Build Pack 1.99$,Build Pack 1.99$,Build Pack 1.99$,Build Pack 60฿,1,,{521=30;rmb=10000;gold=30000000;529=10000;531=60;994=1},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135005,510061,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,1,,{521=50;rmb=15000;gold=50000000;537=100;121=100;7325=2},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135006,510061,sea,,Build Pack 4.99$,Build Pack 4.99$,Build Pack 4.99$,Build Pack 150฿,1,,{521=50;rmb=15000;gold=50000000;529=20000;531=100;994=2},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135007,510061,sea,,Build Pack 8.99$,Build Pack 8.99$,Build Pack 8.99$,Build Pack 300฿,2,,{521=60;rmb=20000;gold=80000000;121=150;7325=3;6059=5},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135008,510061,sea,,Build Pack 8.99$,Build Pack 8.99$,Build Pack 8.99$,Build Pack 300฿,2,,{521=60;rmb=20000;gold=80000000;529=20000;994=3;6059=5},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135009,510061,sea,,Build Pack 19.99$,Build Pack 19.99$,Build Pack 19.99$,Build Pack 600฿,2,,{521=120;rmb=40000;gold=120000000;121=300;7325=6;6059=10},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
135010,510061,sea,,Build Pack 19.99$,Build Pack 19.99$,Build Pack 19.99$,Build Pack 600฿,2,,{521=120;rmb=40000;gold=120000000;529=30000;994=6;6059=10},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
136001,510062,sea,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{rmb=100;gold=100000;stamina=100},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
136002,510062,sea,,Sale Awaken 1.99$,Sale Awaken 1.99$,Sale Awaken 1.99$,Sale Awaken 60฿,1,,{rmb=3000;gold=20000000;111=300;112=100;501=50;6059=3},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
136003,510062,sea,,Sale Awaken 2.99$,Sale Awaken 2.99$,Sale Awaken 2.99$,Sale Awaken 90฿,1,,{rmb=5000;gold=30000000;111=500;112=150;501=70;6059=6},104,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
136004,510062,sea,,Sale Awaken 4.99$,Sale Awaken 4.99$,Sale Awaken 4.99$,Sale Awaken 150฿,2,,{rmb=10000;gold=50000000;111=1000;112=300;501=100;6059=9},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
136005,510062,sea,,Sale Awaken 8.99$,Sale Awaken 8.99$,Sale Awaken 8.99$,Sale Awaken 300฿,2,,{rmb=15000;gold=80000000;111=2000;112=600;501=200;6059=15},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
136006,510062,sea,,Sale Awaken 14.99$,Sale Awaken 14.99$,Sale Awaken 14.99$,Sale Awaken 450฿,2,,{rmb=20000;gold=100000000;111=4000;112=1200;501=300;6059=25},108,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
