VariableName,leastLevel,active,type,huodongID,openDuration,beginDate,beginTime,endTime,endDate,desc,desc_en,desc_vn,desc_th,icon1,name,languages,icon,servers,redpoint,paramMap,openType,leastVipLevel,serverDayRange,relativeDayRange,clientParam,clientParam_th,independent,rDesc,rDesc_th,countType,sortWeight,validServerOpenDateRange,roleDayRange,validRoleCreatedDateRange
80533,3,1,33,30001,168,20250831,0,0,20250907,Panlong Gift Package,Panlong Gift Package,Gói Quà Tinh Huy,Panlong Gift Package,,Gói Quà Tinh Huy,,city/main/icon_plsj_dch.png,,,,0,,,,{color=<1;2>;theme=dch},{color=<1;2>;theme=dch},8,,,2,10,,,
80534,3,1,33,40001,168,20250831,0,0,20250907,Panlong Gift,Panlong Gift,Quà Tặng Bàn Long,Panlong Gift,,Panlong Gift,,city/main/icon_plsj_dch.png,,,,0,,,,{y=-100;scale=1.1;x=-100;color=<1>;theme=dch;unitID=7011},{y=-100;scale=1.1;x=-100;color=<1>;theme=dch;unitID=7011},6,,,2,10,,,
80535,3,1,12,20002,168,20250831,0,0,20250907,Panlong Shop,Panlong Shop,Cửa Hàng Bàn Long,Panlong Shop,,Panlong Shop,,city/main/icon_plsj_dch.png,,,,0,,,,{color=<2;2;1>;theme=bllm},{color=<2;2;1>;theme=bllm},2,,,2,10,,,
80536,3,1,97,23232,168,20250831,0,0,20250907,Panlong Miracle,Panlong Miracle,Phép lạ Bàn Long,Panlong Miracle,,Panlong Miracle,,city/main/icon_plsj_dch.png,,,"{uniqueHit=3601;SKIN10=10;number=300;itemid=95,exchangeItem=94;SKIN1=1}",0,,,,{y=0;scale=1;x= 0;priviewId=1003;theme=bllm;unitID=7011},{y=0;scale=1;x= 0;priviewId=1003;theme=bllm;unitID=7011},1,city/main/icon_plsj_dch_1.png,city/main/icon_plsj_dch_1.png,,,,,
80537,3,1,8,,168,20250831,0,0,20250907,Panlong Legend,Panlong Legend,Thần Tích Bàn Long,Panlong Legend,,Arale,,,,,,0,,,,{jumpTo=themeSkin#80536;res=config/poster/img_plsj_all.png},{jumpTo=themeSkin#80536;res=config/poster/img_plsj_all.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80538,2,0,37,40004,168,20250831,0,0,20250907,Login,Login,Đăng nhập,Login,,Login,<th>,city/main/icon_zhuti_2.png,,,{isSum=1},4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80539,2,0,33,60001,168,20250831,0,0,20250907,Shop,Shop,Cửa Hàng,Shop,,Shop,<th>,city/main/icon_zhuti_2.png,,,,4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80540,2,0,59,7001,168,20250831,0,0,20250907,Battle Pass,Battle Pass,Thẻ thông hành,Battle Pass,,Battle Pass,<th>,city/main/icon_zhuti_2.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=8;cardId=3303;buyUnlock=false},4,,,,{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,1,,,
80541,2,0,199,,168,20250831,0,0,20250907,Theme Hero,Theme Hero,Theme Hero,Theme Hero,,Theme Hero,<th>,city/main/icon_zhuti_2.png,,,{uniqueHit=3303;itemid=87;draw10=10;draw1=1;number=100},4,,,,{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=762},{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=762},1,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80542,2,0,8,,168,20250831,0,0,20250907,Poster,Poster,Poster,Poster,,Poster,<th>,,,,,4,,,,{jumpTo=zhutiYingxiong#80540;res=config/poster/ztyx_ysn.png},{jumpTo=zhutiYingxiong#80540;res=config/poster/ztyx_ysn.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80543,1,1,8,0,168,20250901,0,0,20250908,Exciting Festival - Poster,Exciting Festival - Poster,Đại lễ sôi động - Poster,Exciting Festival - Poster,3,Carnival,,city/main/icon_thlb.png,,0,{},0,,,,{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={y = 70;x = 0}},{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={y = 70;x = 0}},0,"During the event period, clearing Normal and Hard stages will grant a chance to drop C.N.V and L (which can be exchanged for rare resources)! Keep it up!",ในช่วงเวลากิจกรรม การผ่านด่านปกติและยากจะมีโอกาสได้รับ C.N.V และ L (ซึ่งสามารถแลกเป็นทรัพยากรหายากได้)! สู้ๆ นะ!,1,2,,,
80544,6,1,15,12006,168,20250901,0,0,20250908,Exciting Festival,Exciting Festival,Đại lễ sôi động ,Exciting Festival,0,Carnival,,city/main/icon_khsd.png,,1,{itemId=6334},0,,,,{type=national},{type=national},1,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม สามารถรับรางวัลได้โดยการทำเป้าหมายที่กำหนดให้สำเร็จ!,1,22,,,
80545,1,1,12,10224,168,20250901,0,0,20250908,Exciting Festival Rewards,Exciting Festival Rewards,Đại lễ sôi động đổi thưởng,Exciting Festival Rewards,3,Carnival,,city/main/icon_thlb.png,,1,{},0,,,,{topBg=activity/banner_activity_khsd.png},{topBg=activity/banner_activity_khsd.png},0,rDesc,rDesc,1,13,,,
80546,1,1,-3,0,168,20250901,0,0,20250908,Exchange Items in Exciting Festival,Exchange Items in Exciting Festival,Rơi vật phẩm đổi đồ trong Đại lễ sôi động,Exchange Items in Exciting Festival,0,Carnival,,city/main/icon_thlb.png,,0,{extraVersion=4},0,,,,{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={y = 70;x = 0}},{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={y = 70;x = 0}},-1,rDesc,rDesc,1,2,,,
80547,1,1,37,10013,168,20250901,0,0,20250908,Login 7 days,Login 7 days,Đăng nhập trong vòng 7 ngày,Login 7 days,,_BAOHONG_,,city/main/icon_qrdl.png,,1,{isSum=1},0,,,,,,1,,,,1,,,
80548,1,1,33,24002,168,20250901,0,0,20250908,Discount Shop,Discount Shop,Shop Giảm Giá,Discount Shop,0,_BAOHONG,,city/main/icon_hgxp.png,,0,,0,0,,,{double11=true;type=item},{double11=true;type=item},1,rDesc,rDesc,1,1,,,
80549,1,1,38,1001,168,20250901,0,0,20250908,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},1,,,0,2,,,
80550,1,1,39,8001,168,20250901,0,0,20250908,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{maxGainTimes=10},0,,,,{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},1,rDesc,rDesc,1,1,,,
80551,1,1,48,1008,168,20250901,0,0,20250908,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80552,1,1,14,10002,168,20250901,0,0,20250908,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80553,1,1,14,1003,168,20250901,0,0,20250908,Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),2,,,,,,,4,,,,,,,,,,15,,,
80554,1,1,8,,168,20250901,0,0,20250907,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/SSv1-new.png},{res=config/poster/SSv1-new.png},-1,,,,2,,,
80555,1,1,8,,168,20250907,0,0,20250915,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/promotion_topup.png},{res=config/poster/promotion_topup.png},-1,,,,2,,,
80556,1,1,8,,168,20250907,0,0,20250915,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/SPv3.png},{res=config/poster/SPv3.png},-1,,,,1,,,
80557,1,1,8,,168,20250907,0,0,20250915,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/merg_serv.png},{res=config/poster/merg_serv.png},-1,,,,1,,,
80558,1,1,14,60001,720,20250901,0,0,20251001,Refund Recharge (month),Refund Recharge (month),Refund Recharge (month),Refund Recharge (month),2,,,,,,,4,,,,,,,,,,15,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80559,24,1,104,23232,168,20250914,0,0,20250921,Kurama,Kurama,Kurama,Kurama,,Kurama,,city/main/icon_qysq_htt.png,,,{draw1=1;draw10=10;number=50;itemid=103;exchangeItem=104;uniqueHits=<5401;5402;5403;5404;5405;5406;5407;5408>},0,,,,{y=500;scale=1.2;x=100;skinID=138;priviewId=3000;theme=dch;explorerID=13},{y=500;scale=1.2;x=100;skinID=138;priviewId=3000;theme=dch;explorerID=13},1,,,2,10,,,
80560,24,1,8,,168,20250914,0,0,20250921,Poster Kurama,Poster Kurama,Poster Kurama,Poster Kurama,,,,,,,,0,,,,{res=config/poster/icon_qysq_htt.png},{res=config/poster/icon_qysq_htt.png},-1,,,,10,,,
80561,24,1,37,20004,168,20250914,0,0,20250921,Login,Login,Đăng nhập,Login,,Login,,city/main/icon_qysq_htt.png,,,{isSum=1},0,,,,{theme=dch},{theme=dch},8,,,2,10,,,
80562,24,1,33,30004,168,20250914,0,0,20250921,Gift Pack,Gift Pack,Gói quà,Gift Pack,,Gift Pack,,city/main/icon_qysq_htt.png,,,,0,,,,{color=<1;2>;theme=dch},{color=<1;2>;theme=dch},11,,,2,10,,,
80563,24,1,59,6002,168,20250914,0,0,20250921,Battle Pass,Battle Pass,Thẻ thông hành,Battle Pass,,Battle Pass,,city/main/icon_qysq_htt.png,,,{dailyBuyTimes=10;oneKeyReceive=true;type=7;buyUnlock=false},0,,,,{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},7,,,2,1,,,
80564,24,1,12,20006,168,20250914,0,0,20250921,Exchange,Exchange,Đổi quà,Exchange,,Exchange,,city/main/icon_qysq_htt.png,,,,0,,,,{color=<2;2;1>;theme=dch},{color=<2;2;1>;theme=dch},8,,,2,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80565,2,0,37,40004,168,20250907,0,0,20250914,Login,Login,Đăng nhập,Login,,Login,<th>,city/main/icon_zhuti_2.png,,,{isSum=1},4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80566,2,0,33,60001,168,20250907,0,0,20250914,Shop,Shop,Cửa Hàng,Shop,,Shop,<th>,city/main/icon_zhuti_2.png,,,,4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80567,2,0,59,7001,168,20250907,0,0,20250914,Battle Pass,Battle Pass,Thẻ thông hành,Battle Pass,,Battle Pass,<th>,city/main/icon_zhuti_2.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=8;cardId=572;buyUnlock=false},4,,,,{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,1,,,
80568,2,0,199,,168,20250907,0,0,20250914,Theme Hero,Theme Hero,Theme Hero,Theme Hero,,Theme Hero,<th>,city/main/icon_zhuti_2.png,,,{uniqueHit=572;itemid=87;draw10=10;draw1=1;number=100},4,,,,{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=575},{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=575},1,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80569,2,0,8,,168,20250907,0,0,20250914,Poster,Poster,Poster,Poster,,Poster,<th>,,,,,4,,,,{jumpTo=zhutiYingxiong#80568;res=config/poster/ztyx_ysn.png},{jumpTo=zhutiYingxiong#80568;res=config/poster/ztyx_ysn.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80570,3,1,5,,168,20250906,0,0,20250913,Hero - Red,Hero - Red,Hero - Red,Hero - Red,,,,,,1,{RMB1=800;Qualify=1;RMB10=7000},0,,,,{limitId=18;priviewId=97},{limitId=18;priviewId=97},-1,,,,10,,,
80571,1,1,8,,168,20250907,0,0,20250914,Poster Jiraiya,Poster Jiraiya,Poster Jiraiya,Poster Jiraiya,,,,,,,,0,,,,{res=config/poster/img_zilaiye.png},{res=config/poster/img_zilaiye.png},-1,,,,1,,,
80572,4,1,20,1034,168,20250907,0,0,20250914,Time-Limited Ninja,Time-Limited Ninja,Ninja Hạn Giờ,Time-Limited Ninja,,_BAOHONG_,,city/main/icon_xsss.png,,1,{CheckCardCapacity=0;QualifyServerOpenDays=90;Qualify=0;QualifyTime=2430;RMB1=80;RMB10=680},0,,,,{cardId=3211;key=limitTenText1;priviewId=15},{cardId=3211;key=limitTenText1;priviewId=15},2,Limited-time Ninja  ,นินจาจำกัดเวลา  ,1,17,,,
80573,1,1,14,10002,168,20250907,0,0,20250914,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80574,1,1,14,1003,168,20250907,0,0,20250914,Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),2,weekly,,,,,,4,,,,,,,,,,15,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80575,2,1,37,40004,168,20250914,0,0,20250921,Login,Login,Đăng nhập,Login,,Login,<th>,city/main/icon_zhuti_2.png,,,{isSum=1},4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80576,2,1,33,60001,168,20250914,0,0,20250921,Shop,Shop,Cửa Hàng,Shop,,Shop,<th>,city/main/icon_zhuti_2.png,,,,4,,,,,,99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80577,2,1,59,7001,168,20250914,0,0,20250921,Battle Pass,Battle Pass,Thẻ thông hành,Battle Pass,,Battle Pass,<th>,city/main/icon_zhuti_2.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=8;cardId=1393;buyUnlock=false},4,,,,{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},{res=activity/play_passport/zxzl;buyExpShowDay=0;showLastUnlock=false},99,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,1,,,
80578,2,1,199,,168,20250914,0,0,20250921,Theme Hero,Theme Hero,Theme Hero,Theme Hero,,Theme Hero,<th>,city/main/icon_zhuti_2.png,,,{uniqueHit=1393;itemid=87;draw10=10;draw1=1;number=100},4,,,,{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=1397},{y=-50;x=100;scale=1.15;showCountTime=true;priviewId=4000;unitID=1397},1,city/main/icon_zhuti.png,city/main/icon_zhuti.png,2,10,,,
80579,2,1,8,,168,20250914,0,0,20250921,Poster,Poster,Poster,Poster,,Poster,<th>,,,,,4,,,,{jumpTo=zhutiYingxiong#80568;res=config/poster/ztyx_ysn.png},{jumpTo=zhutiYingxiong#80568;res=config/poster/ztyx_ysn.png},-1,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80580,3,1,5,,168,20250914,0,0,20250921,Hero - Red,Hero - Red,Hero - Red,Hero - Red,,,,,,1,{RMB1=800;Qualify=1;RMB10=7000},0,,,,{limitId=19;priviewId=97},{limitId=19;priviewId=97},-1,,,,10,,,
80581,1,1,8,,168,20250914,0,0,20250921,Poster Jiraiya,Poster Jiraiya,Poster Jiraiya,Poster Jiraiya,,,,,,,,0,,,,{res=config/poster/img_qy.png},{res=config/poster/img_qy.png},-1,,,,1,,,
80582,4,1,20,1035,170,20250914,0,20,20250921,Time-Limited Ninja,Time-Limited Ninja,Ninja Hạn Giờ,Time-Limited Ninja,,_BAOHONG_,,city/main/icon_xsss.png,,1,{CheckCardCapacity=0;QualifyServerOpenDays=90;Qualify=0;QualifyTime=2430;RMB1=80;RMB10=680},0,,,,{cardId=1423;key=limitTenText1;priviewId=15},{cardId=1423;key=limitTenText1;priviewId=15},2,Limited-time Ninja  ,นินจาจำกัดเวลา  ,1,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80583,1,1,14,10002,168,20250914,0,0,20250921,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80584,1,1,14,1003,168,20250914,0,0,20250921,Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),2,weekly,,,,,,4,,,,,,,,,,15,,,
80585,1,1,58,1004,168,20250914,0,0,20250921,Diamon Refund,Diamon Refund,Hoàn trả Kim Cương,Diamon Refund,,_BAOHONG,,city/main/icon_zzfz.png,,1,{type=rmb;limit=20000;returnDays=1},0,0,,,,,1,Diamon Refund,Diamon Refund,0,1,,,
80586,1,1,58,1003,168,20250914,0,0,20250921,Coin Refund,Coin Refund,Hoàn Trả Đồng Xu,Coin Refund,,_BAOHONG,,city/main/icon_zzfj.png,,1,{type=gold;limit=100000000;returnDays=1},0,0,,,,,1,Coin Refund,Coin Refund,0,1,,,
80587,1,1,40,10257,168,20250914,0,0,20250921,Gashapon Spin,Gashapon Spin,Gashapon Spin,Gashapon Spin,0,_BAOHONG,,activity/lucky_egg/icon_ndjrk.png,,0,{RMB1=80;RMB10=680;RMB1LIMIT=200;RMB10LIMIT=200},0,0,,,{awards=<6321;502;rmb;604>;priviewId=10},{awards=<6321;502;rmb;604>;priviewId=10},1,Gashapon Gacha,Gashapon Gacha,1,1,,,
80588,1,1,33,24002,168,20250914,0,0,20250921,Discount Shop,Discount Shop,Shop Giảm Giá,Discount Shop,0,_BAOHONG,,city/main/icon_hgxp.png,,0,,0,0,,,{double11=true;type=item},{double11=true;type=item},1,rDesc,rDesc,1,1,,,
80589,1,1,70,1002,168,20250914,0,0,20250921,Custom Package,Custom Package,Gói Tùy Chỉnh,Custom Package,1,_BAOHONG,,city/main/icon_srdz.png,,1,{rarity=4},0,0,,,{showCountTime=true},{showCountTime=true},1,"During the event, you can choose gifts to purchase accordingly!",ในช่วงเวลากิจกรรม คุณสามารถเลือกของรางวัลที่ต้องการซื้อได้ตามลำดับ!,1,1,,,
80590,1,1,38,1001,168,20250914,0,0,20250921,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},1,,,0,2,,,
80591,1,1,39,8001,168,20250914,0,0,20250921,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{maxGainTimes=10},0,,,,{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},1,rDesc,rDesc,1,1,,,
80592,1,1,48,1008,168,20250914,0,0,20250921,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80593,1,1,8,,168,20250914,0,0,20250921,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/promotion_topup.png},{res=config/poster/promotion_topup.png},-1,,,,2,,,
80594,1,1,8,,168,20250914,0,0,20250921,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/SPv4.png},{res=config/poster/SPv4.png},-1,,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80595,24,1,192,26003,168,20250928,0,0,20251005,Task,Task,Nhiệm vụ,Task,,Task,,city/main/icon_qrdl.png,,,,0,,,,{topBg=activity/banner_activity_duanwu.png},{topBg=activity/banner_activity_duanwu.png},94,,,2,10,,,
80596,24,1,33,70004,168,20250928,0,0,20251005,Gift Pack,Gift Pack,Gói quà,Gift Pack,,Gift Pack,,city/main/icon_cfbk.png,,,,0,,,,{color=<1;2>;theme=dch},{color=<1;2>;theme=dch},94,,,2,10,,,
80597,24,1,12,60002,168,20250928,0,0,20251005,exchange,exchange,Đổi quà,exchange,,exchange,,city/main/icon_plsj_dch.png,,,,0,,,,{color=<2;2;1>;theme=dch},{color=<2;2;1>;theme=dch},94,,,2,10,,,
80598,24,1,194,,168,20250928,0,0,20251005,Extraordinary Treasure House,Extraordinary Treasure House,Ngôi nhà kho báu phi thường,Extraordinary Treasure House,,Treasure,,city/main/icon_cfbk.png,,,{draw1=1;draw10=10;rmb1=500;rmb10=5000;number=200;expireItem=114;itemid=113;exchangeItem=114;uniqueHits=30426},0,,,,{y=500;scale=1.2;x=100;spineID=30426;skinID=138;priviewId=5101;theme=dch},{y=500;scale=1.2;x=100;spineID=30426;skinID=138;priviewId=5101;theme=dch},1,,,2,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80599,3,1,5,,168,20250921,0,0,20250928,Hero - Red,Hero - Red,Hero - Red,Hero - Red,,,,,,1,{RMB1=800;Qualify=1;RMB10=7000},0,,,,{limitId=20;priviewId=97},{limitId=20;priviewId=97},-1,,,,10,,,
80600,1,1,8,,168,20250921,0,0,20250928,Poster Boa Hancock,Poster Boa Hancock,Poster Boa Hancock,Poster Boa Hancock,,,,,,,,0,,,,{res=config/poster/img_nvdi.png},{res=config/poster/img_nvdi.png},-1,,,,1,,,
80601,4,1,20,1036,168,20250921,0,0,20250928,Time-Limited Ninja,Time-Limited Ninja,Ninja Hạn Giờ,Time-Limited Ninja,,_BAOHONG_,,city/main/icon_xsss.png,,1,{CheckCardCapacity=0;QualifyServerOpenDays=90;Qualify=0;QualifyTime=2430;RMB1=80;RMB10=680},0,,,,{cardId=2431;key=limitTenText1;priviewId=15},{cardId=2431;key=limitTenText1;priviewId=15},2,Limited-time Ninja  ,นินจาจำกัดเวลา  ,1,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80602,1,1,14,10002,168,20250921,0,0,20250928,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,Refund Diamond Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80603,1,1,14,1003,168,20250921,0,0,20250928,Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),Refund Recharge (weekly),2,weekly,,,,,,4,,,,,,,,,,15,,,
80604,1,1,58,1004,168,20250921,0,0,20250928,Diamon Refund,Diamon Refund,Hoàn trả Kim Cương,Diamon Refund,,_BAOHONG,,city/main/icon_zzfz.png,,1,{type=rmb;limit=20000;returnDays=1},0,0,,,,,1,Diamon Refund,Diamon Refund,0,1,,,
80605,1,1,58,1003,168,20250921,0,0,20250928,Coin Refund,Coin Refund,Hoàn Trả Đồng Xu,Coin Refund,,_BAOHONG,,city/main/icon_zzfj.png,,1,{type=gold;limit=100000000;returnDays=1},0,0,,,,,1,Coin Refund,Coin Refund,0,1,,,
80606,1,1,40,10257,168,20250921,0,0,20250928,Gashapon Spin,Gashapon Spin,Gashapon Spin,Gashapon Spin,0,_BAOHONG,,activity/lucky_egg/icon_ndjrk.png,,0,{RMB1=80;RMB10=680;RMB1LIMIT=200;RMB10LIMIT=200},0,0,,,{awards=<6321;502;rmb;604>;priviewId=10},{awards=<6321;502;rmb;604>;priviewId=10},1,Gashapon Gacha,Gashapon Gacha,1,1,,,
80607,1,1,33,24002,168,20250921,0,0,20250928,Discount Shop,Discount Shop,Shop Giảm Giá,Discount Shop,0,_BAOHONG,,city/main/icon_hgxp.png,,0,,0,0,,,{double11=true;type=item},{double11=true;type=item},1,rDesc,rDesc,1,1,,,
80608,1,1,70,1002,168,20250921,0,0,20250928,Custom Package,Custom Package,Gói Tùy Chỉnh,Custom Package,1,_BAOHONG,,city/main/icon_srdz.png,,1,{rarity=4},0,0,,,{showCountTime=true},{showCountTime=true},1,"During the event, you can choose gifts to purchase accordingly!",ในช่วงเวลากิจกรรม คุณสามารถเลือกของรางวัลที่ต้องการซื้อได้ตามลำดับ!,1,1,,,
80609,1,1,38,1001,168,20250921,0,0,20250928,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},{special=1;awards=<{rmb=299};{rmb=199};{500=1};{rmb=99};{521=2};{9053=1};{20393=3};{20393=5}>},1,,,0,2,,,
80610,1,1,39,8001,168,20250921,0,0,20250928,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{maxGainTimes=10},0,,,,{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},1,rDesc,rDesc,1,1,,,
80611,1,1,48,1008,168,20250921,0,0,20250928,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80612,1,1,8,,168,20250921,0,0,20250928,Poster,Poster,Poster,Poster,,,<th>,,,,,0,,,,{res=config/poster/promotion_topupx.png},{res=config/poster/promotion_topupx.png},-1,,,,2,,,
