VariableName,huodongID,costMap,items,exchangeTimes,limit,desc,desc_vn,desc_en,desc_th
2990,10248,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2991,10248,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2992,10248,{6071=120},{2153=1},4,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2993,10248,{6071=240},{6906=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2994,10248,{6071=240},{6907=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3000,10249,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
3001,10249,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
3002,10249,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
3003,10249,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
3004,10249,{6302=6},{23161=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3005,10249,{6302=6},{22821=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3006,10249,{6302=6},{20641=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3007,10249,{6301=3;6302=3},{23001=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3008,10249,{6301=3;6302=3},{23411=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3009,10249,{6301=3;6302=3},{23541=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3010,10249,{6301=5},{23511=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3011,10249,{6301=5},{22481=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3012,10249,{6301=5},{20791=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3013,10249,{6301=5},{20801=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3014,10249,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
3015,10249,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
3016,10249,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
3017,10249,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
3018,10249,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
3019,10249,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
3020,10249,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
3021,10249,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
3022,10249,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
3023,10249,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
3030,10250,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
3031,10250,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
3032,10250,{6071=120},{2153=1},4,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
3033,10250,{6071=240},{6908=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3034,10250,{6071=240},{6909=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3040,10251,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
3041,10251,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
3042,10251,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
3043,10251,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
3044,10251,{6302=6},{23171=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3045,10251,{6302=6},{21391=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3046,10251,{6302=6},{23661=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3047,10251,{6301=3;6302=3},{21291=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3048,10251,{6301=3;6302=3},{21071=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3049,10251,{6301=3;6302=3},{23841=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3050,10251,{6301=5},{20691=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3051,10251,{6301=5},{23501=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3052,10251,{6301=5},{20301=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3053,10251,{6301=5},{20461=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3054,10251,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
3055,10251,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
3056,10251,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
3057,10251,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
3058,10251,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
3059,10251,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
3060,10251,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
3061,10251,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
3062,10251,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
3063,10251,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
3070,10252,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
3071,10252,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
3072,10252,{6071=120},{2153=1},4,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
3073,10252,{6071=240},{6910=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3074,10252,{6071=240},{6911=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3080,10253,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
3081,10253,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
3082,10253,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
3083,10253,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
3084,10253,{6302=6},{23181=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3085,10253,{6302=6},{23151=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3086,10253,{6302=6},{22401=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3087,10253,{6301=3;6302=3},{21501=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3088,10253,{6301=3;6302=3},{21421=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3089,10253,{6301=3;6302=3},{20401=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3090,10253,{6301=5},{20281=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3091,10253,{6301=5},{20371=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3092,10253,{6301=5},{20471=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3093,10253,{6301=5},{21611=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3094,10253,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
3095,10253,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
3096,10253,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
3097,10253,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
3098,10253,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
3099,10253,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
3100,10253,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
3101,10253,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
3102,10253,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
3103,10253,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
3110,10254,{6369=1;6368=1},{2032=1},1,,Khung hình đại diện ngày quốc khánh,Khung hình đại diện ngày quốc khánh,,Khung hình đại diện ngày quốc khánh
3111,10254,{6368=1;6370=1;6371=1;6369=1},{2422=1},1,,Tiêu đề Ngày Quốc khánh,Tiêu đề Ngày Quốc khánh,,Tiêu đề Ngày Quốc khánh
3112,10254,{6370=1;6371=1},{2331=1},1,,Avatar ngày quốc khánh,Avatar ngày quốc khánh,,Avatar ngày quốc khánh
3113,10254,{6368=8;6370=8;6371=8;6369=8},{8014=1},1,,Trượt ván đường phố · Lucario,Trượt ván đường phố · Lucario,,Trượt ván đường phố · Lucario
3114,10254,{6368=3;6370=3;6371=3;6369=3},{2247=1},1,,Mã thông báo của Lili,Mã thông báo của Lili,,Mã thông báo của Lili
3115,10254,{6368=3;6370=3;6371=3;6369=3},{925=1},1,,S elf lựa chọn rương kho báu,S elf lựa chọn rương kho báu,,S elf lựa chọn rương kho báu
3116,10254,{6368=5;6370=5;6371=5;6369=5},{6059=1},1,,Hộp lựa chọn thức tỉnh trang sức,Hộp lựa chọn thức tỉnh trang sức,,Hộp lựa chọn thức tỉnh trang sức
3117,10254,{6368=3;6370=3;6371=3;6369=3},{6050=1},1,,Awakening Hộp ngẫu nhiên,Awakening Hộp ngẫu nhiên,,Awakening Hộp ngẫu nhiên
3118,10254,{6368=1;6370=1;6371=1;6369=1},{rmb=888},1,,Nguyên Bảo,Nguyên Bảo,,Nguyên Bảo
3119,10254,{6369=1;6368=1},{973=1},2,,Hộp kho báu đá Rune Rune ngẫu nhiên,Hộp kho báu đá Rune Rune ngẫu nhiên,,Hộp kho báu đá Rune Rune ngẫu nhiên
3120,10254,{6370=1;6371=1},{501=1},3,,Trang sức Shengxing Proposa,Trang sức Shengxing Proposa,,Trang sức Shengxing Proposa
3121,10254,{6370=1;6368=1},{962=1},3,,Hộp kho báu của nhà thám hiểm màu tím,Hộp kho báu của nhà thám hiểm màu tím,,Hộp kho báu của nhà thám hiểm màu tím
3122,10254,{6371=1;6369=1},{talent_point=2},3,,Điểm thiên phú,Điểm thiên phú,,Điểm thiên phú
3123,10254,{6371=1;6368=1},{7304=1},2,,Hộp kho báu Chip Orange ngẫu nhiên,Hộp kho báu Chip Orange ngẫu nhiên,,Hộp kho báu Chip Orange ngẫu nhiên
3124,10254,{6368=1},{gold=200000},40,,Vàng,Vàng,,Vàng
3125,10254,{6369=1},{930=15},40,,Hộp vật liệu đột phá,Hộp vật liệu đột phá,,Hộp vật liệu đột phá
3126,10254,{6370=1},{5000=15},40,,Củng cố,Củng cố,,Củng cố
3127,10254,{6371=1},{2103=2},40,,Tăng cường Purg,Tăng cường Purg,,Tăng cường Purg
3130,10255,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
3131,10255,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
3132,10255,{6071=120},{2153=1},4,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
3133,10255,{6071=240},{6912=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3134,10255,{6071=240},{6913=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3135,10255,{6071=240},{6105=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
3140,10256,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
3141,10256,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
3142,10256,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
3143,10256,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
3144,10256,{6302=6},{20381=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3145,10256,{6302=6},{23771=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3146,10256,{6302=6},{22471=5},50,,Phiếu mua sắm màu tím*6,Phiếu mua sắm màu tím*6,,Phiếu mua sắm màu tím*6
3147,10256,{6301=3;6302=3},{20591=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3148,10256,{6301=3;6302=3},{21911=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3149,10256,{6301=3;6302=3},{20881=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3
3150,10256,{6301=5},{20021=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3151,10256,{6301=5},{20131=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3152,10256,{6301=5},{20151=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3153,10256,{6301=5},{20551=3},50,,Voucher mua sắm màu xanh*5,Voucher mua sắm màu xanh*5,,Voucher mua sắm màu xanh*5
3154,10256,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
3155,10256,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
3156,10256,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
3157,10256,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
3158,10256,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
3159,10256,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
3160,10256,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
