VariableName,huodongID,daySum,themeType,themeName,themeName_en,themeName_th,themeName_in,themeName_ph,themeName_ma,themeName_vn,tabIndex,tabName,tabName_vn,tabName_en,tabName_th,tabName_in,tabName_ph,tabName_ma,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,award,costMap,priceShow,buyMax
23204,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Puntos sa Arena,Mata Arena,3,41,24,,当日起竞技场战斗24次,,Tham gia vào cuộc chiến đấu trường trong 24 lần kể từ hôm nay,Join Arena battles 24 times starting from today  ,เข้าร่วมการต่อสู้อารีนา 24 ครั้ง ตั้งแต่วันนี้  ,Ikut bertarung di Arena 24 kali mulai hari ini  ,Sumali sa laban sa Arena ng 24 na beses simula ngayon  ,Sertai pertempuran Arena sebanyak 24 kali bermula dari hari ini  ,{6334=1;coin1=500;talent_point=1},,,
23205,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Puntos sa Arena,Mata Arena,3,41,32,,当日起竞技场战斗32次,,Tham gia vào cuộc chiến đấu trường trong 32 lần kể từ hôm nay,Join Arena battles 32 times starting from today  ,เข้าร่วมการต่อสู้อารีนา 32 ครั้ง ตั้งแต่วันนี้  ,Ikut bertarung di Arena 32 kali mulai hari ini  ,Sumali sa laban sa Arena ng 32 na beses simula ngayon  ,Sertai pertempuran Arena sebanyak 32 kali bermula dari hari ini  ,{6334=1;coin1=600;talent_point=1},,,
23206,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Puntos sa Arena,Mata Arena,3,41,40,,当日起竞技场战斗40次,,Tham gia vào trận chiến đấu trường trong 40 lần kể từ hôm nay,Join Arena battles 40 times starting from today  ,เข้าร่วมการต่อสู้อารีนา 40 ครั้ง ตั้งแต่วันนี้  ,Ikut bertarung di Arena 40 kali mulai hari ini  ,Sumali sa laban sa Arena ng 40 na beses simula ngayon  ,Sertai pertempuran Arena sebanyak 40 kali bermula dari hari ini  ,{6334=1;coin1=800;talent_point=1},,,
23207,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Puntos sa Arena,Mata Arena,3,41,50,,当日起竞技场战斗50次,,Tham gia vào cuộc chiến đấu trường trong 50 lần kể từ hôm nay,Join Arena battles 50 times starting from today  ,เข้าร่วมการต่อสู้อารีนา 50 ครั้ง ตั้งแต่วันนี้  ,Ikut bertarung di Arena 50 kali mulai hari ini  ,Sumali sa laban sa Arena ng 50 na beses simula ngayon  ,Sertai pertempuran Arena sebanyak 50 kali bermula dari hari ini  ,{6334=1;coin1=1000;talent_point=1},,,
23208,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,50,,当日起培养50次,,Bồi dưỡng 50 lần kể từ hôm nay,Train 50 times starting from today  ,ฝึกฝน 50 ครั้ง ตั้งแต่วันนี้  ,Latihan 50 kali mulai hari ini  ,Mag-train ng 50 beses simula ngayon  ,Latih sebanyak 50 kali bermula dari hari ini  ,{6334=1;13=10;452=10},,,
23209,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,100,,当日起培养100次,,Bồi dưỡng 100 lần kể từ hôm nay,Train 100 times starting from today  ,ฝึกฝน 100 ครั้ง ตั้งแต่วันนี้  ,Latihan 100 kali mulai hari ini  ,Mag-train ng 100 beses simula ngayon  ,Latih sebanyak 100 kali bermula dari hari ini  ,{6334=1;13=15;452=15},,,
23210,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,150,,当日起培养150次,,Bồi dưỡng 150 lần kể từ hôm nay,Train 150 times starting from today  ,ฝึกฝน 150 ครั้ง ตั้งแต่วันนี้  ,Latihan 150 kali mulai hari ini  ,Mag-train ng 150 beses simula ngayon  ,Latih sebanyak 150 kali bermula dari hari ini  ,{6334=1;13=20;452=20},,,
23211,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,200,,当日起培养200次,,Bồi dưỡng 200 lần kể từ hôm nay,Train 200 times starting from today  ,ฝึกฝน 200 ครั้ง ตั้งแต่วันนี้  ,Latihan 200 kali mulai hari ini  ,Mag-train ng 200 beses simula ngayon  ,Latih sebanyak 200 kali bermula dari hari ini  ,{6334=1;13=25;452=25},,,
23212,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,250,,当日起培养250次,,Bồi dưỡng 250 lần kể từ hôm nay,Train 250 times starting from today  ,ฝึกฝน 250 ครั้ง ตั้งแต่วันนี้  ,Latihan 250 kali mulai hari ini  ,Mag-train ng 250 beses simula ngayon  ,Latih sebanyak 250 kali bermula dari hari ini  ,{6334=1;13=30;452=30},,,
23213,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,300,,当日起培养300次,,Bồi dưỡng 300 lần kể từ hôm nay,Train 300 times starting from today  ,ฝึกฝน 300 ครั้ง ตั้งแต่วันนี้  ,Latihan 300 kali mulai hari ini  ,Mag-train ng 300 beses simula ngayon  ,Latih sebanyak 300 kali bermula dari hari ini  ,{6334=1;13=35;452=35},,,
23214,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,350,,当日起培养350次,,Bồi dưỡng 350 lần kể từ hôm nay,Train 350 times starting from today  ,ฝึกฝน 350 ครั้ง ตั้งแต่วันนี้  ,Latihan 350 kali mulai hari ini  ,Mag-train ng 350 beses simula ngayon  ,Latih sebanyak 350 kali bermula dari hari ini  ,{6334=1;13=40;452=40},,,
23215,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsasanay ng Hero,Latihan Hero,3,89,400,,当日起培养400次,,Bồi dưỡng 400 lần kể từ hôm nay,Train 400 times starting from today  ,ฝึกฝน 400 ครั้ง ตั้งแต่วันนี้  ,Latihan 400 kali mulai hari ini  ,Mag-train ng 400 beses simula ngayon  ,Latih sebanyak 400 kali bermula dari hari ini  ,{6334=1;13=45;452=45},,,
23216,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,32,6,,当日起活动副本战斗6次,,Thử thách phụ bản 6 lần kể từ hôm nay,Challenge Instance 6 times starting from today  ,ท้าทายดันเจี้ยน 6 ครั้ง ตั้งแต่วันนี้  ,Tantang Dungeon 6 kali mulai hari ini  ,Subukan ang Dungeon 6 na beses simula ngayon  ,Cabaran Penjara Bawah Tanah sebanyak 6 kali bermula dari hari ini  ,{6334=1;602=3;452=15},,,
23217,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,32,12,,当日起活动副本战斗12次,,Thử thách phụ bản 12 lần kể từ hôm nay,Challenge Instance 12 times starting from today  ,ท้าทายดันเจี้ยน 12 ครั้ง ตั้งแต่วันนี้  ,Tantang Dungeon 12 kali mulai hari ini  ,Subukan ang Dungeon 12 na beses simula ngayon  ,Cabaran Penjara Bawah Tanah sebanyak 12 kali bermula dari hari ini  ,{6334=1;602=5;452=25},,,
23218,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,66,8,,当日起幻象挑战战斗8次,,Thử thách khiêu chiến nguyên tố 8 lần kể từ hôm nay,Element Challenge 8 times starting from today  ,ท้าทายธาตุ 8 ครั้ง ตั้งแต่วันนี้  ,Tantangan Elemen 8 kali mulai hari ini  ,Subukan ang Element Challenge 8 na beses simula ngayon  ,Cabaran Elemen sebanyak 8 kali bermula dari hari ini  ,{6334=1;602=3;452=15},,,
23219,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,66,15,,当日起幻象挑战战斗15次,,Thử thách khiêu chiến nguyên tố 15 lần kể từ hôm nay,Element Challenge 15 times starting from today  ,ท้าทายธาตุ 15 ครั้ง ตั้งแต่วันนี้  ,Tantangan Elemen 15 kali mulai hari ini  ,Subukan ang Element Challenge 15 na beses simula ngayon  ,Cabaran Elemen sebanyak 15 kali bermula dari hari ini  ,{6334=1;602=5;452=25},,,
23220,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,52,10,,当日起抽饰品精华10次,,Rút thẻ Trang sức 10 lần kể từ hôm nay,Draw Jewelry Card 10 times starting from today  ,สุ่มการ์ดเครื่องประดับ 10 ครั้ง ตั้งแต่วันนี้  ,Gacha Kartu Perhiasan 10 kali mulai hari ini  ,Gumuhit ng Jewelry Card 10 beses simula ngayon  ,Cabutan Kad Perhiasan sebanyak 10 kali bermula dari hari ini  ,{6334=1;602=3;452=15},,,
23221,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,52,20,,当日起抽饰品精华20次,,Rút thẻ Trang sức 20 lần từ hôm nay trở đi,Draw Jewelry Card 20 times starting from today  ,สุ่มการ์ดเครื่องประดับ 20 ครั้ง ตั้งแต่วันนี้  ,Gacha Kartu Perhiasan 20 kali mulai hari ini  ,Gumuhit ng Jewelry Card 20 beses simula ngayon  ,Cabutan Kad Perhiasan sebanyak 20 kali bermula dari hari ini  ,{6334=1;602=3;452=15},,,
23222,12006,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ท้าทายภารกิจ,Tantangan Misi,Hamon ng Misyon,Cabaran Misi,3,52,30,,当日起抽饰品精华30次,,Rút thẻ Trang sức 30 lần từ hôm nay trở đi,Draw Jewelry Card 30 times starting from today  ,สุ่มการ์ดเครื่องประดับ 30 ครั้ง ตั้งแต่วันนี้  ,Gacha Kartu Perhiasan 30 kali mulai hari ini  ,Gumuhit ng Jewelry Card 30 beses simula ngayon  ,Cabutan Kad Perhiasan sebanyak 30 kali bermula dari hari ini  ,{6334=1;602=5;452=25},,,
23301,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,26,6,,当日起购买体力6次,,Mua năng lượng 6 lần kể từ hôm nay,Buy Energy 6 times starting from today  ,ซื้อพลังงาน 6 ครั้ง ตั้งแต่วันนี้  ,Beli Energi 6 kali mulai hari ini  ,Bumili ng Enerhiya 6 na beses simula ngayon  ,Beli Tenaga sebanyak 6 kali bermula dari hari ini  ,{6334=1;515=2;602=3},,,
23302,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,26,12,,当日起购买体力12次,,Mua năng lượng 12 lần từ hôm nay trở đi,Buy Energy 12 times starting from today  ,ซื้อพลังงาน 12 ครั้ง ตั้งแต่วันนี้  ,Beli Energi 12 kali mulai hari ini  ,Bumili ng Enerhiya 12 na beses simula ngayon  ,Beli Tenaga sebanyak 12 kali bermula dari hari ini  ,{6334=1;515=4;602=3},,,
23303,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,26,18,,当日起购买体力18次,,Mua năng lượng 18 lần kể từ hôm nay,Buy Energy 18 times starting from today  ,ซื้อพลังงาน 18 ครั้ง ตั้งแต่วันนี้  ,Beli Energi 18 kali mulai hari ini  ,Bumili ng Enerhiya 18 na beses simula ngayon  ,Beli Tenaga sebanyak 18 kali bermula dari hari ini  ,{6334=1;515=6;602=3},,,
23304,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,26,24,,当日起购买体力24次,,Mua năng lượng 24 lần kể từ hôm nay,Buy Energy 24 times starting from today  ,ซื้อพลังงาน 24 ครั้ง ตั้งแต่วันนี้  ,Beli Energi 24 kali mulai hari ini  ,Bumili ng Enerhiya 24 na beses simula ngayon  ,Beli Tenaga sebanyak 24 kali bermula dari hari ini  ,{6334=1;515=8;602=3},,,
23305,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,18,10,,当日起聚宝铜币10次,,Nhận vàng ở Tụ bảo 10 lần kể từ hôm nay,Collect gold at Treasure Vault 10 times starting from today  ,รับทองใน Tụ bảo 10 ครั้ง ตั้งแต่วันนี้  ,Klaim emas di Tụ bảo 10 kali mulai hari ini  ,Kolektahin ang ginto sa Tụ bảo 10 beses simula ngayon  ,Kumpul Emas di Tụ bảo sebanyak 10 kali bermula dari hari ini  ,{602=3;6334=1;rmb=40},,,
23306,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,18,20,,当日起聚宝铜币20次,,Nhận vàng ở Tụ bảo 20 lần từ hôm nay trở đi,Collect gold at Treasure Vault 20 times starting from today  ,รับทองใน Tụ bảo 20 ครั้ง ตั้งแต่วันนี้  ,Klaim emas di Tụ bảo 20 kali mulai hari ini  ,Kolektahin ang ginto sa Tụ bảo 20 beses simula ngayon  ,Kumpul Emas di Tụ bảo sebanyak 20 kali bermula dari hari ini  ,{602=3;6334=1;rmb=80},,,
23307,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,18,30,,当日起聚宝铜币30次,,Nhận vàng ở Tụ bảo 30 lần từ hôm nay trở đi,Collect gold at Treasure Vault 30 times starting from today  ,รับทองใน Tụ bảo 30 ครั้ง ตั้งแต่วันนี้  ,Klaim emas di Tụ bảo 30 kali mulai hari ini  ,Kolektahin ang ginto sa Tụ bảo 30 beses simula ngayon  ,Kumpul Emas di Tụ bảo sebanyak 30 kali bermula dari hari ini  ,{602=3;6334=1;rmb=120},,,
23308,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,日常购买,Mua hàng ngày,Daily Purchase,ซื้อรายวัน,Pembelian Harian,Pagbili Araw-araw,Pembelian Harian,3,18,40,,当日起聚宝铜币40次,,Nhận vàng ở Tụ bảo 40 lần kể từ hôm nay,Collect gold at Treasure Vault 40 times starting from today  ,รับทองใน Tụ bảo 40 ครั้ง ตั้งแต่วันนี้  ,Klaim emas di Tụ bảo 40 kali mulai hari ini  ,Kolektahin ang ginto sa Tụ bảo 40 beses simula ngayon  ,Kumpul Emas di Tụ bảo sebanyak 40 kali bermula dari hari ini  ,{602=3;6334=1;rmb=120},,,
23309,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,388,,当日起消耗388元宝,,Tiêu 388 từ hôm nay trở đi,Spend 388 starting from today  ,ใช้จ่าย 388 ตั้งแต่วันนี้  ,Habiskan 388 mulai hari ini  ,Gumastos ng 388 simula ngayon  ,Belanja 388 bermula dari hari ini  ,{6334=1;rmb=68;gold=50000},,,
23310,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,888,,当日起消耗888元宝,,Tiêu 888 từ hôm nay trở đi,Spend 888 starting from today  ,ใช้จ่าย 888 ตั้งแต่วันนี้  ,Habiskan 888 mulai hari ini  ,Gumastos ng 888 simula ngayon  ,Belanja 888 bermula dari hari ini  ,{6334=1;rmb=128;gold=60000},,,
23311,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,1888,,当日起消耗1888元宝,,Tiêu 1888 từ hôm nay trở đi,Spend 1888 starting from today  ,ใช้จ่าย 1888 ตั้งแต่วันนี้  ,Habiskan 1888 mulai hari ini  ,Gumastos ng 1888 simula ngayon  ,Belanja 1888 bermula dari hari ini  ,{6334=1;rmb=158;gold=70000},,,
23312,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,3888,,当日起消耗3888元宝,,Tiêu 3888 từ hôm nay trở đi,Spend 3888 starting from today  ,ใช้จ่าย 3888 ตั้งแต่วันนี้  ,Habiskan 3888 mulai hari ini  ,Gumastos ng 3888 simula ngayon  ,Belanja 3888 bermula dari hari ini  ,{6334=1;rmb=288;gold=80000},,,
23313,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,5888,,当日起消耗5888元宝,,Tiêu 5888 từ hôm nay trở đi,Spend 5888 starting from today  ,ใช้จ่าย 5888 ตั้งแต่วันนี้  ,Habiskan 5888 mulai hari ini  ,Gumastos ng 5888 simula ngayon  ,Belanja 5888 bermula dari hari ini  ,{6334=1;rmb=388;gold=100000},,,
23314,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,7888,,当日起消耗7888元宝,,Tiêu 7888 từ hôm nay trở đi,Spend 7888 starting from today  ,ใช้จ่าย 7888 ตั้งแต่วันนี้  ,Habiskan 7888 mulai hari ini  ,Gumastos ng 7888 simula ngayon  ,Belanja 7888 bermula dari hari ini  ,{6334=1;rmb=488;gold=120000},,,
23315,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,10888,,当日起消耗10888元宝,,Tiêu 10888 từ hôm nay trở đi,Spend 10888 starting from today  ,ใช้จ่าย 10888 ตั้งแต่วันนี้  ,Habiskan 10888 mulai hari ini  ,Gumastos ng 10888 simula ngayon  ,Belanja 10888 bermula dari hari ini  ,{6334=1;rmb=588;gold=150000},,,
23316,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,元宝消耗,Tiêu Kim cương,Diamond Spending,ใช้เพชร,Pengeluaran Berlian,Gastos ng Diamante,Perbelanjaan Berlian,3,21,15888,,当日起消耗15888元宝,,Tiêu 15888 từ hôm nay trở đi,Spend 15888 starting from today  ,ใช้จ่าย 15888 ตั้งแต่วันนี้  ,Habiskan 15888 mulai hari ini  ,Gumastos ng 15888 simula ngayon  ,Belanja 15888 bermula dari hari ini  ,{6334=1;rmb=688;gold=200000},,,
23317,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,组织活动,Sự kiện Guild,Guild Event,กิจกรรมกิลด์,Event Guild,Kaganapan ng Guild,Acara Guild,3,59,6,,当日起组织副本战斗6次,,Thử thách phụ bản Guild 6 lần kể từ hôm nay,Guild Instance Challenge 6 times starting from today  ,ท้าทายกิลด์ดันเจี้ยน 6 ครั้ง ตั้งแต่วันนี้  ,Tantang Dungeon Guild 6 kali mulai hari ini  ,Subukan ang Guild Dungeon 6 na beses simula ngayon  ,Cabaran Penjara Guild sebanyak 6 kali bermula dari hari ini  ,{14=10;6334=1;coin3=200},,,
23318,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,组织活动,Sự kiện Guild,Guild Event,กิจกรรมกิลด์,Event Guild,Kaganapan ng Guild,Acara Guild,3,59,12,,当日起组织副本战斗12次,,Thử thách phụ bản Guild 12 lần kể từ hôm nay,Guild Instance Challenge 12 times starting from today  ,ท้าทายกิลด์ดันเจี้ยน 12 ครั้ง ตั้งแต่วันนี้  ,Tantang Dungeon Guild 12 kali mulai hari ini  ,Subukan ang Guild Dungeon 12 na beses simula ngayon  ,Cabaran Penjara Guild sebanyak 12 kali bermula dari hari ini  ,{14=10;6334=1;coin3=300},,,
23319,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,组织活动,Sự kiện Guild,Guild Event,กิจกรรมกิลด์,Event Guild,Kaganapan ng Guild,Acara Guild,3,55,10,,当日起组织捐献10次,,Đóng góp cho Guild 10 lần kể từ hôm nay,Contribute to Guild 10 times starting from today  ,บริจาคให้กิลด์ 10 ครั้ง ตั้งแต่วันนี้  ,Donasi ke Guild 10 kali mulai hari ini  ,Mag-donate sa Guild 10 beses simula ngayon  ,Derma kepada Guild sebanyak 10 kali bermula dari hari ini  ,{14=10;6334=1;coin3=200},,,
23320,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,组织活动,Sự kiện Guild,Guild Event,กิจกรรมกิลด์,Event Guild,Kaganapan ng Guild,Acara Guild,3,55,25,,当日起组织捐献25次,,Đóng góp cho Guild 25 lần kể từ hôm nay,Contribute to Guild 25 times starting from today  ,บริจาคให้กิลด์ 25 ครั้ง ตั้งแต่วันนี้  ,Donasi ke Guild 25 kali mulai hari ini  ,Mag-donate sa Guild 25 beses simula ngayon  ,Derma kepada Guild sebanyak 25 kali bermula dari hari ini  ,{14=10;6334=1;coin3=300},,,
23321,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,组织活动,Sự kiện Guild,Guild Event,กิจกรรมกิลด์,Event Guild,Kaganapan ng Guild,Acara Guild,3,58,4,,当日起抢红包4次,,Lấy lì xì 4 lần từ hôm nay trở đi,Claim Red Envelope 4 times starting from today  ,รับอั่งเปา 4 ครั้ง ตั้งแต่วันนี้  ,Ambil Angpao 4 kali mulai hari ini  ,Kumuha ng Pulang Sobre 4 na beses simula ngayon  ,Ambil Angpau sebanyak 4 kali bermula dari hari ini  ,{14=10;6334=1;coin3=200},,,
23322,12006,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,组织活动,Sự kiện Guild,Guild Event,กิจกรรมกิลด์,Event Guild,Kaganapan ng Guild,Acara Guild,3,58,8,,当日起抢红包8次,,Lấy lì xì 8 lần từ hôm nay trở đi,Claim Red Envelope 8 times starting from today  ,รับอั่งเปา 8 ครั้ง ตั้งแต่วันนี้  ,Ambil Angpao 8 kali mulai hari ini  ,Kumuha ng Pulang Sobre 8 na beses simula ngayon  ,Ambil Angpau sebanyak 8 kali bermula dari hari ini  ,{14=10;6334=1;coin3=300},,,
23401,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,,幻象挑战积分,Điểm Aether Paradise,Aether Paradise Points,แต้ม Aether Paradise,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,3,63,20000,,当日起幻象挑战积分累计20000,,Điểm Aether đạt tổng cộng 20000 kể từ hôm nay,Reach a total of 20000 Aether Points starting from today  ,สะสมแต้ม Aether 20000 แต้ม ตั้งแต่วันนี้  ,Totalkan 20000 Poin Aether mulai hari ini  ,Umabot ng kabuuang 20000 Aether Points simula ngayon  ,Capai jumlah keseluruhan 20000 Mata Aether bermula dari hari ini  ,{coin2=200;6334=1;4000=20},,,
23402,12006,5,4,Day 5,Day 5,วันที่ 5,Hari ke-5,Araw 5,Hari 5,Ngày 5,,幻象挑战积分,Điểm Aether Paradise,Aether Paradise Points,แต้ม Aether Paradise,Poin Aether Paradise,Puntos ng Aether Paradise,Mata Aether Paradise,3,63,30000,,当日起幻象挑战积分累计30000,,Điểm Aether đạt tổng cộng 30000 kể từ hôm nay,Reach a total of 30000 Aether Points starting from today  ,สะสมแต้ม Aether 30000 แต้ม ตั้งแต่วันนี้  ,Totalkan 30000 Poin Aether mulai hari ini  ,Umabot ng kabuuang 30000 Aether Points simula ngayon  ,Capai jumlah keseluruhan 30000 Mata Aether bermula dari hari ini  ,{coin2=300;6334=1;4000=20},,,
