VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60866,,,Ice Style VI  ,Băng Độn VI,Ice Style VI  ,สไตล์น้ำแข็ง VI  ,Gaya Es VI  ,Estilo ng Yelo VI  ,Gaya Ais VI  ,config/chip/icon_bingdunmiji_1.png,8,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60921,,,Spirit Style I  ,Tinh Độn I,Spirit Style I  ,สไตล์จิตวิญญาณ I  ,Gaya Roh I  ,Estilo ng Espiritu I  ,Gaya Roh I  ,config/chip/icon_jingdunmiji_1.png,9,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60922,,,Spirit Style II  ,Tinh Độn II,Spirit Style II  ,สไตล์จิตวิญญาณ II  ,Gaya Roh II  ,Estilo ng Espiritu II  ,Gaya Roh II  ,config/chip/icon_jingdunmiji_1.png,9,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60923,,,Spirit Style III  ,Tinh Độn III,Spirit Style III  ,สไตล์จิตวิญญาณ III  ,Gaya Roh III  ,Estilo ng Espiritu III  ,Gaya Roh III  ,config/chip/icon_jingdunmiji_1.png,9,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60924,,,Spirit Style IV  ,Tinh Độn IV,Spirit Style IV  ,สไตล์จิตวิญญาณ IV  ,Gaya Roh IV  ,Estilo ng Espiritu IV  ,Gaya Roh IV  ,config/chip/icon_jingdunmiji_1.png,9,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60925,,,Spirit Style V  ,Tinh Độn V,Spirit Style V  ,สไตล์จิตวิญญาณ V  ,Gaya Roh V  ,Estilo ng Espiritu V  ,Gaya Roh V  ,config/chip/icon_jingdunmiji_1.png,9,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60926,,,Spirit Style VI  ,Tinh Độn VI,Spirit Style VI  ,สไตล์จิตวิญญาณ VI  ,Gaya Roh VI  ,Estilo ng Espiritu VI  ,Gaya Roh VI  ,config/chip/icon_jingdunmiji_1.png,9,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60931,,,Spirit Style I  ,Tinh Độn I,Spirit Style I  ,สไตล์จิตวิญญาณ I  ,Gaya Roh I  ,Estilo ng Espiritu I  ,Gaya Roh I  ,config/chip/icon_jingdunmiji_1.png,9,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60932,,,Spirit Style II  ,Tinh Độn II,Spirit Style II  ,สไตล์จิตวิญญาณ II  ,Gaya Roh II  ,Estilo ng Espiritu II  ,Gaya Roh II  ,config/chip/icon_jingdunmiji_1.png,9,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60933,,,Spirit Style III  ,Tinh Độn III,Spirit Style III  ,สไตล์จิตวิญญาณ III  ,Gaya Roh III  ,Estilo ng Espiritu III  ,Gaya Roh III  ,config/chip/icon_jingdunmiji_1.png,9,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60934,,,Spirit Style IV  ,Tinh Độn IV,Spirit Style IV  ,สไตล์จิตวิญญาณ IV  ,Gaya Roh IV  ,Estilo ng Espiritu IV  ,Gaya Roh IV  ,config/chip/icon_jingdunmiji_1.png,9,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60935,,,Spirit Style V  ,Tinh Độn V,Spirit Style V  ,สไตล์จิตวิญญาณ V  ,Gaya Roh V  ,Estilo ng Espiritu V  ,Gaya Roh V  ,config/chip/icon_jingdunmiji_1.png,9,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60936,,,Spirit Style VI  ,Tinh Độn VI,Spirit Style VI  ,สไตล์จิตวิญญาณ VI  ,Gaya Roh VI  ,Estilo ng Espiritu VI  ,Gaya Roh VI  ,config/chip/icon_jingdunmiji_1.png,9,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60941,,,Spirit Style I  ,Tinh Độn I,Spirit Style I  ,Spirit Style I  ,Gaya Roh I  ,Estilo ng Espiritu I  ,Gaya Roh I  ,config/chip/icon_jingdunmiji_1.png,9,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60942,,,Spirit Style II  ,Tinh Độn II,Spirit Style II  ,Spirit Style II  ,Gaya Roh II  ,Estilo ng Espiritu II  ,Gaya Roh II  ,config/chip/icon_jingdunmiji_1.png,9,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60943,,,Spirit Style III  ,Tinh Độn III,Spirit Style III  ,Spirit Style III  ,Gaya Roh III  ,Estilo ng Espiritu III  ,Gaya Roh III  ,config/chip/icon_jingdunmiji_1.png,9,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60944,,,Spirit Style IV  ,Tinh Độn IV,Spirit Style IV  ,Spirit Style IV  ,Gaya Roh IV  ,Estilo ng Espiritu IV  ,Gaya Roh IV  ,config/chip/icon_jingdunmiji_1.png,9,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60945,,,Spirit Style V  ,Tinh Độn V,Spirit Style V  ,Spirit Style V  ,Gaya Roh V  ,Estilo ng Espiritu V  ,Gaya Roh V  ,config/chip/icon_jingdunmiji_1.png,9,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60946,,,Spirit Style VI  ,Tinh Độn VI,Spirit Style VI  ,Spirit Style VI  ,Gaya Roh VI  ,Estilo ng Espiritu VI  ,Gaya Roh VI  ,config/chip/icon_jingdunmiji_1.png,9,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60951,,,Spirit Style I  ,Tinh Độn I,Spirit Style I  ,Spirit Style I  ,Gaya Roh I  ,Estilo ng Espiritu I  ,Gaya Roh I  ,config/chip/icon_jingdunmiji_1.png,9,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60952,,,Spirit Style II  ,Tinh Độn II,Spirit Style II  ,Spirit Style II  ,Gaya Roh II  ,Estilo ng Espiritu II  ,Gaya Roh II  ,config/chip/icon_jingdunmiji_1.png,9,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60953,,,Spirit Style III  ,Tinh Độn III,Spirit Style III  ,Spirit Style III  ,Gaya Roh III  ,Estilo ng Espiritu III  ,Gaya Roh III  ,config/chip/icon_jingdunmiji_1.png,9,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60954,,,Spirit Style IV  ,Tinh Độn IV,Spirit Style IV  ,Spirit Style IV  ,Gaya Roh IV  ,Estilo ng Espiritu IV  ,Gaya Roh IV  ,config/chip/icon_jingdunmiji_1.png,9,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60955,,,Spirit Style V  ,Tinh Độn V,Spirit Style V  ,Spirit Style V  ,Gaya Roh V  ,Estilo ng Espiritu V  ,Gaya Roh V  ,config/chip/icon_jingdunmiji_1.png,9,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60956,,,Spirit Style VI  ,Tinh Độn VI,Spirit Style VI  ,Spirit Style VI  ,Gaya Roh VI  ,Estilo ng Espiritu VI  ,Gaya Roh VI  ,config/chip/icon_jingdunmiji_1.png,9,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60961,,,Spirit Style I  ,Tinh Độn I,Spirit Style I  ,Spirit Style I  ,Gaya Roh I  ,Estilo ng Espiritu I  ,Gaya Roh I  ,config/chip/icon_jingdunmiji_1.png,9,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60962,,,Spirit Style II  ,Tinh Độn II,Spirit Style II  ,Spirit Style II  ,Gaya Roh II  ,Estilo ng Espiritu II  ,Gaya Roh II  ,config/chip/icon_jingdunmiji_1.png,9,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60963,,,Spirit Style III  ,Tinh Độn III,Spirit Style III  ,Spirit Style III  ,Gaya Roh III  ,Estilo ng Espiritu III  ,Gaya Roh III  ,config/chip/icon_jingdunmiji_1.png,9,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60964,,,Spirit Style IV  ,Tinh Độn IV,Spirit Style IV  ,Spirit Style IV  ,Gaya Roh IV  ,Estilo ng Espiritu IV  ,Gaya Roh IV  ,config/chip/icon_jingdunmiji_1.png,9,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60965,,,Spirit Style V  ,Tinh Độn V,Spirit Style V  ,Spirit Style V  ,Gaya Roh V  ,Estilo ng Espiritu V  ,Gaya Roh V  ,config/chip/icon_jingdunmiji_1.png,9,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60966,,,Spirit Style VI  ,Tinh Độn VI,Spirit Style VI  ,Spirit Style VI  ,Gaya Roh VI  ,Estilo ng Espiritu VI  ,Gaya Roh VI  ,config/chip/icon_jingdunmiji_1.png,9,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
